agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
DOE,Bernie-AI: Infrastructure Planning Support POC,LLNL - Lawrence Livermore National Laboratory (LFO),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,Multiple,,"Quick access to specific building, and major asset information to be used for planning and predictive maintenance purposes",Ability to quickly find and access building and asset information to support planning activities,"Specific, data-driven answers to building and major asset use and impacts"
DOE,COREII,NE INL - NE Idaho National Laboratory (NE),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,,1899-12-31 11:59:00,"Support decision making for critical infrastructure OT cybersecurity operations. Provides a secure environment where senstive data can be ingested and retreived reliably. Reduces the time it takes to perform threat analysis, supply chain analysis, kn",Making information and knowledge easier to retreive and digest. Signficantly improves analysis time. Maximizes the transfer of knowledge to users of various backgrounds. Translates complex and complicated research results into accessible practical solutions.,Distillation of research results and findings into pratical decision making information.
DOE,CURIE  -  Conversational Unified Research Information Engine,SRS - SRNL - Savannah River Site - Savannah River National Laboratory (EM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Turning unstructured questions, tasks, or ideas into structured outcomes","increasing productivity, enhance decision-making",Textual outputs
DOE,ChatSRS,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Azure GOV,,"General text-oriented chat (e.g., summarization, generation)",Productivity Tool,Text
DOE,Chatlab,NE INL - NE Idaho National Laboratory (NE),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,,Not available,Not available,Not available,Not available
DOE,Cloud Knowledge Hub,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,R&D User,,Answer staff questions on cloud services and best practices via an AI knowledge hub.,Expands staff expertise and accelerates cloud adoption.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Command Media,Pantex - PanTeXas Deterrence Pantex (PFO),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,,"The AI is intended to solve the inefficiency of plant personnel who have questions about policies, procedures, and work instructions by providing a more direct way to find information.",The expected benefit is increased effiency for plant personnel.,Questions posed by plant personnel are answered by leveraging the knowledge corpus and providing answers in natural language text and links to relevent documents.
DOE,Create Statement of Work (SOW) for Procurement,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,R&D User,,Ensure procurement SOWs meet standards through guided AI review and alignment checks.,Ensures compliance and quality in procurement processes.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Critical Materials,NE INL - NE Idaho National Laboratory (NE),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,AI will make discoveries of unknown combinations of rare earth elements and ligands used in critical materials that are currently impossible to separate,"Make discoveries of combinations of rare earth elements and ligands used in critical materials efficiently, faster, less costly",New datasets and benchmarks
DOE,CyberSearch,Pantex - PanTeXas Deterrence Pantex (PFO),1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,,The AI is intended to improve the efficiency of plant personnel by giving them an easy way to access and search cybersecurity documents.,The expected benefit is increased effiency for plant personnel.,Questions posed by plant personnel are answered by leveraging the knowledge corpus and providing answers in natural language text and links to relevent documents.
DOE,EDMS Admin,NE INL - NE Idaho National Laboratory (NE),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,EDMS,Not available,Machine-readable information is difficult to quickly summarize by humans. By enabling summaries of information in our electronic document management system we have a previously-unavailable capability that addresses this problem.,Reduces administrative burden through intelligent automation of routine tasks.,Information summaries
DOE,FY19 Lab Call – Livewire Data Sharing Platform,EE HQ - EE Headquarters (EE),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Lack of easily-accessible, organized information on transportation and mobility-related projects.",Enable time savings and quick answers to queries,GenAI chatbot feature providing info on datasets in the platform or FAQs on how to use the platform
DOE,FindMATID,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Azure GOV,,Search for corporate material IDs,Maxmize use of Strategic Agreements,Material ID
DOE,GitHub Co-Pilot,RL - Hanford - Richland Operations Office - Hanford (EM),1,0,general_llm,GitHub Copilot,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Hanford Accreditation Boundary (HAB),GitHub,"quicker, more complete, and safer code development","quicker, more complete, and safer code development","text answers to input questions, code suggestions"
DOE,Hanford Ai Liaison (HAL) 1.1,RL - Hanford - Richland Operations Office - Hanford (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Hnaford Accreditation Boundary (HAB),,productivity efficiency,"cost savings, increased efficiency, increased productivity, greater analytics of data",text answers to input questions
DOE,Hanford Ai Liaison (HAL) 2.0,RL - Hanford - Richland Operations Office - Hanford (EM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Hanford Accreditation Boundary (HAB),,connecting business data streams to AI for increased analysis and work efficiency,"cost savings, increased efficiency, increased productivity, greater analytics of data",text answers to input questions
DOE,HeyGen,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,R&D User,HeyGen,Explore the generation of engaging internal training videos using AI avatars.,Makes internal training more engaging and effective.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Hub Biography Builder,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,R&D User,,"Automatically generate draft professional bios from resumes, CVs, and other inputs.",Saves time and improves quality of professional staff bios.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Improve Scout Search results,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,R&D User,,Improve enterprise search with natural language prompts and personalization.,"Provides faster, more accurate access to enterprise knowledge.","Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Instrument Documentation Search,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,R&D User,,Provide quick answers about instrument operations by searching ingested manuals.,Speeds troubleshooting and learning of lab instruments.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Intrabot,Pantex - PanTeXas Deterrence Pantex (PFO),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,,The AI  is intended to improve efficiency by providing plant personnel with a faster way to access information on the Pantex Intranet.,The expected benefit is increased effiency for plant personnel.,Questions posed by plant personnel are answered by leveraging the knowledge corpus and providing answers in natural language text and links to relevent Intranet pages.
DOE,LexisNexis,RL - Hanford - Richland Operations Office - Hanford (EM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Hanford Accreditation Boundary (HAB),Nexus,searching legal database for case law,Better case law material for legal team,search results to input inquiries
DOE,M&O Program Trimester Reporting Modernization,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,R&D User,,Modernize and automate trimester reporting to improve clarity and consistency.,Increases transparency and efficiency in program reporting.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Microsoft 365,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Azure Authoring Tools,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Azure PowerShell,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Azure Quantum Elements,PNNL - Pacific Northwest National Laboratory (SC43 OIM),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,R&D User,Microsoft Corporation,"Accelerate chemistry and materials discovery using AI, HPC, and quantum-ready tools.",Speeds discovery of new materials and chemicals for energy solutions.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Microsoft Bing Service,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Co-Pilot,RL - Hanford - Richland Operations Office - Hanford (EM),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,Hanford Accreditation Boundary (HAB),Microsoft,Better analytics of data in our microsoft applications,Better analytics of data in our microsoft applications,text answers to input questions
DOE,Microsoft Edge,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Exchange Server,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft MSPaint,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft OneDrive,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft OneDrive MUI,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft OneNote,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft OneNote MUI,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Outlook MUI,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Power BI Desktop,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft PowerPoint MUI,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Project,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft ScreenSketch,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Search in Bing,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,Aretec SEARCH,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Skype App,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Teams,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,Microsoft Teams,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Teams Classic,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,Microsoft Teams,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Visual C++ Additional Runtime,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Visual C++ Minimum Runtime,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Microsoft Visual C++ Redistributable,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,ORNL: AI for Bio and Health Sciences,ORNL - Oak Ridge National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,improve health,improve health,prediction and classification
DOE,ORNL: AI for Earth Systems,ORNL - Oak Ridge National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification
DOE,ORNL: AI for Materials Science,ORNL - Oak Ridge National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification
DOE,ORNL: Foundational AI Research,ORNL - Oak Ridge National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification
DOE,PDF Analyzer,IM-50 - Architecture Engineering Technology and Innovation (IM),1,0,general_llm,Microsoft Teams,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,OCIO Google Cloud Platform,"Accenture Federal Services, Google",Summarization and knowledge retrieval.,PDF Analyzer will enable teams across the DOE to upload large PDFs and ask questions and generate content related to those PDFs.,PDF Analyzer will output the answers to a user's question along with the relevant sections of the PDF that the answer is based on.
DOE,PWS Builder,IM-50 - Architecture Engineering Technology and Innovation (IM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,OCIO Google Cloud Platform,"Accenture Federal Services, Google",Improved speed to create a performance work statement document.,DOE employees would be able to quickly and accurately draft performance work statements for projects both net-new and in-flight. This would greatly reduce the time needed to get a project up and running.,Performance work statements.
DOE,Preventive Maintenance Procedure Development,Pantex - PanTeXas Deterrence Pantex (PFO),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,,"The AI is intended to solve the inefficiency and potential for error in manually developing and updating preventive maintenance procedures. It addresses the challenge of synthesizing information from multiple, diverse data sources to ensure complianc","The expected benefits include, increased productivity, reduced manual research time, minimized errors, improved compliance, enhanced equipment uptime, and cost savings.","The system's outputs are comprehensive, compliant, and detailed preventive maintenance procedures for facilities and equipment."
DOE,QuantomVision,ORNL - Oak Ridge National Laboratory (SC43 OIM),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,Open AI,Workforce upskilling,Predict workforce evolution  and analiyze skills mapping.,Predict workforce evolution  and analiyze skills mapping.
DOE,SQL Server Management Studio,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,SmartPD Creator,IM-50 - Architecture Engineering Technology and Innovation (IM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,OCIO Google Cloud Platform,"Accenture Federal Services, Google",It improves the speed and accuracy for DOE employees to create position descriptions.,The time to hire much needed resources will be reduced and the process will be greatly improved.,Position descriptions for federal roles.
DOE,UNSPSC Codes,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),1,0,general_llm,,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Azure GOV,,Map requisition items to UNSPSC codes,Maxmize use of Strategic Agreements and facilitate SCM reporting,UNSPSC Codes
DOE,VIPER (Visualizaiton for Predictive Maintenance Recommendation),NE INL - NE Idaho National Laboratory (NE),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,api.hpc.inl.gov,Open Source development,"VIPER presents comprehensive system health diagnostics, explainability metrics, and actionable recommendations to system engineers at nuclear power plants, enabling informed decision-making through an easy-to-use visualization interface. A multi-mode",reduce labor and costs to performance maintenance tasks in existing light water reactors,"system diagnostic and prognostic results, system decription and root cause explanations"
DOE,Visual Studio Community,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Visual Studio Enterprise,EMLA - EM Los Alamos Field Site (EM),1,0,general_llm,,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Yurts AI search function,SLAC - SLAC National Accelerator Laboratory (SC43 OIM),1,0,general_llm,Aretec SEARCH,Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,,Legion (Previously Yurts),Access to data in various silos,Easier access to appropriate data,Chat and search with ability to modify responses to fit the users needs (i.e. tone and formality)
DOE,xAI Grok Pilot,LLNL - Lawrence Livermore National Laboratory (LFO),1,0,general_llm,,Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,Grok,xAI,Quick access to general knowledge.,Ability to quickly find and access general knowledge and business productivity,"General answers to questions, summarized documentation, document creation, general research."
