agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
HHS,Medical records summarization,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,The AI will reduce the amount of time required to review and evaluate a claim.,The AI will take medical records number in the thousand and produce a summary document of key element to conduct a claims review.,"AI will facilitate the collection and preprocessing of unstructured data, and create a condensed (and indexed) document for AI to intelligently review the thousands of pages of medical/legal documents, as part of the claims review process."
HHS,Medicare AI Customer Insights,HHS/CMS/OC,1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,Public Website Shared Services,commonFont and AWS,Improved customer insights,"Cost savings, improved efficiency and quality",Suggestion
HHS,Medicare AI Drug Search,HHS/CMS/OC,1,0,general_llm,Aretec SEARCH,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,Medicare Authenticated eXperience,Oddball and AWS,Improved customer experience,Improved access to government benefits,Suggestion
HHS,Packaging Materials and Suppliers,HHS/FDA/CDER,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents.",Objective of this use case is to extract data from unstructured sources to assist in building an inventory of drug packaging materials and their suppliers to support staff in conducting drug supply chain analysis for better regulatory oversight.,Support information extraction from unstructured documents
HHS,Protein Modeling with AlphaFold,HHS/NIH,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,,Google,Protein modeling,Enormous leap forward in speed and accuracy in predicting protein folds and complexes.,The output is a series of protein structure files and related confidence/quality scores and metrics for each structure file.
HHS,QPP Admin Bot,HHS/CMS/CCSQ,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,This AI is to help with Code complexity.,"In general we expect to see a decrease to lines of code, increase efficiency of code, increase developer output and reduced story points for work which in turn produces cost savings.",Recommendation.
HHS,Real World Data/Evidence,HHS/FDA/CDER,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act).",Assist in identifying industry unstructured submissions containing Real World Data/Evidence (RWD/E) by analyzing parsed content for likely indicators to support congressional reporting and regulatory decision-making.,Supports extracting text from unstructured documents and tagging for documents containing Real World Evidence and Real World Data
HHS,RefineAI - Enhanced Summary Statements,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"DIR would benefit from an automated system that would correct or solve grammatical issues, redundant comments, and acronym expansion at the merging stage within ARM to increase efficiency in panels and devote more time to discussion with hopes of more useful feedback without the pressure of time constraints due to editing. At least ten percent of overall ORC panel time is devoted to editing in real time for grammatical and duplicative issues. On average, discussion of an application takes 60 minutes; if we save 6 minutes of editing time per application, we can lower hourly rates for contractor support and lower hourly rates for editing post panel. In addition, we can shift focus in panel to content-specific discussion promoting higher quality feedback.","The expected benefits of the automated solution are:
- Increasing efficiency during ORC panel discussions, ultimately leading to lower contractor support and ORC costs, by providing a merged summary statement that highlights duplicate comments, expands acronyms, and proposes grammatical fixes at the merging state to devote more time to content-specific feedback in panel discussions
- Increasing quality of feedback to applicants","The DIR staff works directly with business owners to set up Objective Review Committees (ORC). Currently, the logistics contractor pulls raw comments from the Application Review Module (ARM) submitted in ARM by the three primary reviewers. The raw comments are sent to reviewers and HRSA staff in the merged summary statement in advance of the ORC for awareness and to facilitate discussion in the ORC panel. However, the Summary Statement Operator (SSO) must correct grammar issues, spell out acronyms, and change to present tense in real time as well as remove duplicates. DIR would like an automated system that would correct or solve these issues at the merging stage to increase efficiency in panels and devote more time to discussion with hopes of more useful feedback without the pressure of time constraints due to editing."
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",HHS/FDA/CDER,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details.",Objective of this use case was to assist in identifying and extracting all drug manufacturing facilities reported within unstructured module 3 submissions from marketing applications to build a comprehensive inventory of drug facilities for better regulatory oversight.,Support information extraction from unstructured documents
HHS,RepoAnalysis,HHS/CDC,1,0,general_llm,Aretec SEARCH,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,EDAV (Enterprise Data Analytics and Visualization Platform),,We are trying to generate a summary of code repositories that are insufficiently documented.,This would allow people to search for code and reuse code that is not documented well enough for traditional search engines.,The output from the AI is a summary of what the code repository does based on source codes and/or README.
HHS,SRO Handbook Bot,HHS/NIH,1,0,general_llm,Aretec SEARCH,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"This tool answers Scientific Review Officer (SRO) questions by retrieving relevant information from the handbook, saving the user time looking for answers to their questions.","The system will help SROs perform policy and handbook searches based on policy numbers and related keywords, using semantic understanding to improve search accuracy.",Provides summarized search results.
HHS,Scholar Match,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The current candidate evaluations and placement process is complex and challenging for both analysts and participants. By enhancing this process with AI/ML support could optimize resource allocation and candidate satisfaction, significantly impacting workforce distribution and efficiency in critical health areas.",This would improve the process of matching NHSC and Nurse Corps Scholars going into clinical service in underserved communities.,"The Scholar Match (SM) leverages AI to enhance the placement process of NHSC and Nurse Corps scholars in communities of need across the U.S. and territories. By analyzing candidate profiles and regional needs, SM recommends optimal placements, ensuring both the fulfillment of organizational needs and the satisfaction of the candidates. Current planning leverages Machine Learning, Recommendation Systems, Cloud-based platforms and Data analytics services for the implementation."
HHS,Scientific summaries tool,HHS/NIH,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,Enhancing scientific summary development for communicating scientific achievement.,Within NIAID DIR we have team that drafts justifications for personnel actions based on the research being performed. This tool will be created to help them quickly and effectively prepare justifications for personnel actions for investigators in specific research fields.,"Inputs: scientific publications, CV/Bib, BSC submissions and outcome memos, prior justifications, and, clinical protocols. Outputs: Scientific summary"
HHS,Site Application Analysis,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The current application review process requires internal analysis to review many complex documents to determine Site Eligibility to employ a member of the NHSC or Nurse Corps. By enhancing this process with AI/ML support could revolutionize and streamline the NHSC, Substance Use Disorder Treatment and Recovery (STAR)and Nurse Corps Site Application Process.","This would improve the current highly manual process for reviewing Site applications for internal analysts but ensure that clinical sites are being approved for NHSC, Nurse Corps, and STAR LRP.","The Site Application Analysis (SA) is designed to support the evaluation of NHSC, STAR and Nurse Corps Site Applications. SA will allow for faster more accurate review of Site Applications and allow BHW Regional Analysts to focus on a higher value task. Current planning leverages Cloud-based services, Machine Learning, Recommendation Systems, Natural Language Understanding (NLU) and Text Analysis for the implementation."
HHS,Smart Solution for Docket Management (SSDM),HHS/FDA/OC,1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,AWS,Deloitte,"The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets.","1. Significant time and resource savings: The platform aims to save the Agency a substantial number of staff hours by assisting in reducing redundant and time-consuming tasks that can take weeks to complete manually. 2. Enhanced processing capacity: The platform will enable FDA to effectively handle large-scale comment volumes. 3. Improved accuracy and quality: The AI-powered deduplication, topic modeling, and keyword flagging can potentially enhance the overall quality of comment processing while reducing human error in manual sorting.","The AI-enabled tool provides two main outputs: 1) a line listing excel file that organizes comments into groups based on similarity/deduplication thresholds and tags them with AI-identified and SME-approved keywords and topics; and 2) a comment summary word report that provides structured analysis of themes, key performance indicators, and submitter group breakdowns to assist in regulatory decision-making."
HHS,Targeted Technical Assistance,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,AI will help identify the health centers/ geographic areas that will benefit the most from targeted technical assistance on clinical topics for improving quality metrics,This will lead to better quality of care and improve health outcomes for patients. At the same time this will reduce costs and staff burnout and increase patient satisfaction with their care,"Outputs will be: 
1. List of health centers requiring TA on specific clinical topics (in alignment with MAHA)
2. More focused ROI by implementing the specific TA identified through the process"
HHS,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function,HHS/NIH,1,0,nlp_specific,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Natural Language Processing (NLP),,,Inefficient and manual process to assign accurate function to proteins and protein models,This will increase efficiency of curators work in providing up-to-date functional annotation for prokaryotic protein family models for use in the annotation pipeline and in adding this to RefSeq proteins.,Article summaries
FTC,Azure ML,BCP/DCRO,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,Sentinel Network Services,Microsoft,Ad-hoc Machine learning tasks are taking longer time to train and review results,Assist data analysts with training and testing machine learning models .,Provide a data analytics platform that can be used to quickly train and test machine learning models with GPU (Graphics Processing Unit) enabled compute.
FTC,CRC Call Summarization,BCP/DCRO,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Sentinel Network Services,Microsoft,The process of summarizing consumer complaints relies heavily on the subjective judgment of CSRs (Consumer Service Representative) to identify and document the key points of each case.,Improve data quality and customer experience,Assist with summarizing call data while ensuring PII redaction for safeguarding sensitive information.
GPO,Document Summarization and Text to Podcast Conversion,,1,0,classical_ml,,Currently being piloted,"Cloud-based commercial off-the-shelf, preconfigured Large Language Model (LLM).",,,GPO employs this AI tool to summarize large documents and answer questions about their content. The tool is also used to convert policies into audio (podcast-style) to assist visually impaired individuals.,,
