agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
Treasury,Regulation Statutory and Common Name Indexing,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Compliance OCC staff frequently need to reference regulations by both their alphabetical identifiers (e.g., Regulation Z) and their full statutory names. Manually searching for these connections across regulatory materials is repetitive and time-consuming. The AI is intended to simplify this process by quickly generating a clear mapping between alphabetical regulation names and their corresponding statutory titles, improving speed and accuracy during compliance reviews.","The AI enhances staff efficiency by enabling faster access to accurate regulatory identifiers, reducing time spent on basic regulatory lookups. This supports the agency’s mission by improving consistency and reducing errors in examinations, training materials, and supervisory communications. The public benefits from more precise and efficient regulatory oversight, contributing to stronger consumer protections.","The AI will generate a quick-reference chart that pairs each regulation’s alphabetical designation with its full statutory or common regulatory name. Outputs may also include brief descriptions or links to source references. These materials serve as a convenient, standardized tool for examiners and staff, helping them navigate regulatory terminology more quickly and accurately."
Treasury,Regulation Summarization,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Regulatory updates and final rules associated with the regulatory programs are extensive, complex, and often highly technical. Staff must manually review lengthy documents to extract relevant requirements, interpret changes, and understand impacts on supervisory processes. This manual approach is time-consuming and can delay implementation planning. The AI is intended to streamline this process by efficiently summarizing regulatory text and highlighting key provisions that matter most to examiners and policy staff.","By accelerating comprehension of regulatory materials, the AI helps staff more quickly understand updates and incorporate them into supervisory activities. This supports the agency’s mission by enhancing consistency, improving timeliness of regulatory interpretation, and reducing administrative burden. For the public, clearer and more efficient implementation and can contribute to more consistent enforcement and better support for community investment outcomes.","The AI will produce concise summaries of regulatory sections, highlight significant changes introduced by the Final Rule, and extract obligations, definitions, and compliance considerations relevant to examiners. Its outputs function as a support tool to help staff rapidly orient themselves to regulatory changes while leaving full interpretation and decision-making to agency personnel."
Treasury,Regulatory Reform Tool,General Counsel,1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,Prepares draft proposed and final regulations; reviews statutes for potential deregulatory actions,"The AI improves operational efficiency, reduces manual burden, and enhances service delivery to the public.",The tool seeks to identify statutes that are not statutorily required or that are inconsistent with Looper Bright; generates draft proposed and final rules
Treasury,Regulatory Rule Analysis,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Comment letters on major rulemakings can be lengthy and numerous, making it difficult for staff to quickly understand the range of viewpoints and the main arguments presented. The AI helps by reviewing these submissions and distilling them into clear summaries, saving time and reducing the burden of manually going through each document.","By providing a faster way to understand feedback on the proposed rule, the AI supports more informed internal discussions and policy analysis. This helps ensure the agency remains aligned with evolving regulatory perspectives, ultimately contributing to stronger and more effective supervision practices that benefit the public and the financial system.","The system delivers concise summaries of comment letters, capturing key themes, concerns, recommendations, and areas of consensus or disagreement. These outputs give staff a clearer picture of the issues raised without needing to read each letter in full."
Treasury,Reporting Requirement Analysis,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Reviewing lengthy, technical, and highly variable reports manually to ensure completeness, accuracy, and adherence to regulatory requirements is time-consuming and resource intensive. The AI is intended to streamline this process by analyzing the content for required elements, identifying gaps, and highlighting areas that may not meet reporting standards.","The AI enhances efficiency and consistency, enabling staff to focus on higher-value evaluation and supervisory judgment. This supports the agency’s mission by improving the timeliness and quality of oversight related to information security and consumer data protection. The public benefits from stronger, more responsive supervision that promotes better safeguarding of sensitive customer information within financial institutions.","The AI will produce structured analyses of each report, including summaries of key findings, identification of missing or incomplete elements, and observations tied to compliance requirements. Outputs may include checklists, gap analyses, and synthesized policy-relevant insights that assist staff in determining whether a report meets regulatory expectations. Final review and regulatory conclusions remain fully with human examiners."
Treasury,Requirements Elaboration Tool,Office of the Comptroller of the Currency (OCC),1,0,general_llm,Microsoft Teams,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Teams often start with high-level business needs that require additional clarification before work can move forward. The AI helps break down these broad statements into more detailed and precise requirements, reducing back-and-forth discussions and helping ensure everyone shares the same understanding of what needs to be delivered.","More clearly defined requirements lead to smoother project execution and fewer misunderstandings, which supports timely delivery of technology and process improvements. These improvements strengthen internal operations and ultimately help the agency carry out its supervisory mission more effectively, yielding better outcomes for the public and the financial system.","The system generates refined requirement statements, clarifies assumptions, identifies missing details, and organizes business needs into structured, actionable components. These outputs give project teams a clearer blueprint to work from."
Treasury,Research Suitability,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to reduce the manual workload involved in reviewing and scoring materials used for symposiums. Evaluators currently spend considerable time assessing relevance, quality, and technical rigor. The AI helps streamline this process by providing an initial, consistent rating that supports quicker filtering and prioritization.","By speeding up the presentation reference material selection process, the AI allows subject-matter experts to focus on deeper evaluation rather than preliminary screening. This improves efficiency and helps ensure that high-quality, policy-relevant research is highlighted for symposiums, ultimately supporting better-informed supervisory and regulatory perspectives that benefit the broader financial system and the public.","The system generates a rating or score for each material artifact, along with brief reasoning based on relevance, technical execution, and alignment with the symposium’s thematic criteria. These outputs act as a first-level filter to support reviewers in identifying papers that merit further consideration."
Treasury,Resource Assignment Optimization,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to reduce the manual effort involved in reviewing open positions and identifying available staff who may be a good fit. Currently, analysts and managers must sort through resource lists, skill profiles, and job requirements individually. The AI helps automate this matching process by applying predefined rules and logic, making it easier to identify potential matches quickly and consistently.","The AI improves workforce efficiency by helping the agency deploy staff more quickly and effectively, which supports timely supervision activities and strengthens overall operational readiness. By reducing administrative workload, analysts and managers can spend more time on mission-critical responsibilities. Ultimately, better resource alignment contributes to more effective oversight of the banking system, which benefits the public through a stable and well-regulated financial environment.","The AI outputs a set of recommended matches between available staff and open job roles, highlighting how well each resource aligns with the job requirements based on skills, experience, and other predefined criteria. These outputs serve as suggestions to support decision-making and help managers quickly identify candidates who may be suitable for specific assignments."
Treasury,Resume Ranking Engine,Internal Revenue Service (IRS),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,Career alignment problem by bridging the gap between employees and job opportunities. Employees struggle to understand how well their resume aligns with specific job roles. AI will help to analyze the resume and job descriptions automatically. Rank roles by fit score so employees can know where to focus. Highlight gaps in skills or experience with actionable suggestions. Provide section by section scoring so the employee will know exactly what needs improvement.,"Increased efficiency, higher accuracy, transparency, equity and career growth.","Ranked list of roles, Section level scores, Skill gap list, Actionable suggestions, JavaScript Object Notation (JSON) payload and exportable Portable Document Format (PDF) report"
Treasury,Rulemaking Comment Analytics,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The rulemaking process generates large volumes of public comments that require timely and consistent analysis. Manual review is labor-intensive, slow, and prone to variability, creating delays in identifying sentiment, themes, and stakeholder concerns. We need a more efficient, scalable method to analyze these comments so regulators can make informed decisions within required timeframes.","The Comment Analytics use case leverages Gen AI to rapidly analyze public comments submitted during rulemaking, including identifying sentiment, key themes, and areas of concern. This significantly speeds up the review process, reduces manual workload, and provides consistent, data-driven insights to support more informed regulatory decision-making.","The AI tool will produce structured summaries of public comments, including sentiment analysis, key themes, and recurring issues. It's output will provide regulators with a consolidated view of stakeholder feedback, enabling faster interpretation, prioritization of concerns, and more informed decision-making during the rulemaking process."
Treasury,Software Code Generation,Office of the Comptroller of the Currency (OCC),1,0,general_llm,unspecified,Pilot - The use case has been deployed in a limited test or pilot capacity.,Generative AI,N/A,N/A,"Developing software code and producing the associated documentation requires significant time and technical expertise. Routine coding tasks, boilerplate creation, and documentation drafting can slow down development cycles and divert staff from higher-value design and analysis work. The AI is intended to assist by generating code snippets, templates, and initial documentation drafts, reducing manual effort and accelerating development processes.","The AI increases development efficiency by automating repetitive coding tasks and improving documentation consistency. This enables technical staff to focus more on systems design, security review, and integration work, supporting the agency’s mission through faster delivery of high-quality technical solutions. The public benefits indirectly through enhanced operational efficiency, improved reliability of supporting systems, and reduced development backlogs that contribute to more effective regulatory and supervisory activities.","The AI will generate software code aligned to predefined requirements, along with code comments, technical documentation, and usage explanations. Outputs may include function templates, structured code blocks, API documentation, configuration examples, or troubleshooting guidance. These materials serve as development aids, with final validation, testing, and implementation remaining the responsibility of agency technical staff."
Treasury,Statistical Information Services Customer Correspondence Analytics,Internal Revenue Service (IRS),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Statistics of Income (SOI) has collected years' worth of customer correspondence.  While having this information has been useful for historical documentation proposes, it is apparent that moving forward we need to evaluate the trends in requests, identify areas of demand, topics of interest, and areas for internal improvement.  Through the use of AI, we intend to summarize and evaluate the previous several years' worth of correspondence to better direct our limited resources moving forward.  The output will help us better realign our resources to more highly impactful tasks and assignments.  It will also help direct where improvements to current products need to be made and what those improvements ought to be to better inform the public.",Improve customer service by having SOI information more easily understandable and available.,"The output of the AI system will be summary evaluations, via [name removed] capabilities, of the past several years of customer correspondence."
Treasury,Survey Analysis,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to address the difficulty of manually reviewing and interpreting large volumes of open-ended survey comments. Analysts often spend significant time reading through text responses to identify themes, concerns, or sentiment. The AI helps streamline this process by quickly mining, organizing, and highlighting meaningful insights from the survey data.","By accelerating the analysis of survey feedback, the AI enables the agency to better understand employee or stakeholder perspectives and identify areas needing attention. Faster, more consistent insight extraction supports improved decision-making and enhances internal operations, which strengthens the agency’s overall effectiveness in carrying out its supervisory mission—ultimately benefiting the public through more informed regulatory oversight.","The system generates summaries, themes, sentiment indicators, and highlighted insights drawn from open-text survey responses. It may also surface recurring topics or issues, helping users quickly grasp key patterns without manually reading every comment."
Treasury,Training Content Generation,Office of the Comptroller of the Currency (OCC),1,0,general_llm,Microsoft Teams,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Developing training materials for supervisory topics requires subject-matter expertise and significant staff time to research concepts, draft explanations, create examples, and format content for instructional use. This manual process can slow down the production of new or updated training modules. The AI is intended to automate portions of content creation by generating draft educational materials, helping training teams produce high-quality instructional content more efficiently.","The AI improves the speed and consistency of training content development, enabling staff to more quickly access updated and comprehensive learning materials. This strengthens the agency’s mission by enhancing examiner competency, improving knowledge transfer, and supporting more effective supervision. Ultimately, the public benefits from better-trained examiners who can more effectively identify and address risks within financial institutions.","The AI will generate draft training materials such as lesson summaries, topic explanations, examples, practice questions, and structured learning modules aligned to credit training objectives. These outputs serve as a starting point for training teams, who review, edit, and validate all content to ensure accuracy, clarity, and alignment with agency standards."
Treasury,Using Text Summarization for Open-Ended Survey Responses,Internal Revenue Service (IRS),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,Analyzing open-ended survey responses is very time intensive. This project seeks to reduce the time that analysis takes.,Open-ended survey responses can capture more nuanced information than closed response questions. Using AI to summarize these responses will enable Small Business/Self-Employed (SB/SE) Research to better leverage open-ended responses to provide our customers with more nuanced information.,The AI will output a summary of all the open-ended responses. This summary will capture all the main themes and important details of the open-ended responses.
Treasury,Visualization Alt-Text Generation,Office of the Comptroller of the Currency (OCC),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Charts, figures, and tables often lack descriptive alt-text, which is essential for accessibility and compliance with federal standards. Creating accurate alt-text manually is time-consuming and requires staff to interpret visual information and translate it into clear, concise narrative descriptions. The AI is intended to automate this process by analyzing visual elements and generating draft alt-text, reducing manual workload and improving consistency in accessibility documentation.","The AI increases efficiency and ensures more consistent compliance with accessibility requirements, supporting the agency’s mission to provide inclusive and usable information to all stakeholders. Staff benefit from reduced time spent drafting alt-text, enabling them to focus on higher-value analytical and communication tasks. The general public—particularly individuals relying on assistive technologies—benefits from clearer, more accessible descriptions of charts and data visualizations.","The AI will generate draft alt-text descriptions for charts, figures, and tables, summarizing key visual elements such as trends, comparisons, labels, and notable data points. Outputs may include short descriptive sentences or structured alt-text templates tailored to the type of visual. These drafts serve as a starting point for staff, who remain responsible for reviewing and finalizing the content to ensure accuracy and compliance."
Treasury,eDiscovery Software,Bureau of the Fiscal Service (BFS),1,0,general_llm,,Pre-Deployment - The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"Contextual Research (Exploring policies, regulations, trends, and strategic topics)",OCC is investigating the potential use of eDiscovery software. Reaching out to other Bureaus to get a preliminary interest/requirements list put together.,Discovery of data based on legal requests
State,AI Accelerator,DT,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The need to quickly discover answers to common questions about using AI at the Department, locate tools and services, and get help with new AI needs - including guidance and requirements, available tools and solutions, and related processes.","Enhanced user experience to accelerate AI use at the Department, operational efficiencies to free up time for more complex tasks, and scalability to quickly incorporate new knowledge and related tasks.","Textual responses, links to resources, and links to forms to submit information for follow-on action."
State,AI Programmatic Insights,CA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,N/A,N/A,"Regional Directors (RD) have to analyze current passport trends and data to determine overall performance and resource requirements to enable successful alignment to overall performance targets; however, the raw data requires analysis and doesn't currently allow for easy input to evaluate different scenarios, which results in RDs having to respond to passport performance with limited information.","An AI-driven solution that empowers Regional Directors to forecast programmatic trends, anticipate demand cycles, and respond effectively to external factors. This solution empowers Regional Directors with data-driven insights to anticipate demand, optimize resources, and proactively address challenges impacting passport agencies.","Monthly snapshots, overview of historical trends, agency-level overview analysis, and agency specific highlights."
State,AI Research Engine (AIRE),DT,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Data.State-SBU,Deloitte,"The need to improve the quality of reporting from the continuously growing sources of information through the categorization, summarization, and translation of information. Includes formerly titled use case ""J Reports Data Collection & Management Tool (DCT).""","AI enables the quick categorization, summarization, and translation of data to make it easily accessible for quicker drafting of higher quality reports, resulting in staff time savings, reduced redundant workload, and better information to support the mission. Significant reduction in time and costs required to create higher quality reports.","Summarized information, translated documents, and sorted data."
State,Creating Persistent Virtual Reality Personas for Dynamic Training,NFATC,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"There is a need to improve effectiveness of immersive training in the future. The team develops a dynamic integration between multiple AI tools to create stored/persistent ""personas"" that can be interacted with during training-related virtual reality (VR) exercises.",Natural conversation-based simulations and more effective training scenarios.,Persistent Personas; Speech-to-text API; Language Translation
State,Digital Media Analytics Platform,GPA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,NorthStar,N/A,Using open-source neural machine translation models to translate global media articles and Department and public foreign social media posts into English.,The use case reduces labor in producing media summary reports.,Summaries of large volumes of foreign language news and online posts to help teams identify and understand trends in a more efficient manner.
State,Office of the Historian (OH) Historical Analysis for Negotiations,NFATC,1,0,general_llm,,b) Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,N/A,N/A,The need for historical information in real time to assist with analysis by the Office of the Historian (OH) and decision making.,Negotiators save time and achieve information advantage related to historical country relationships.,Succinct 1-page overviews of research for US negotiators and their assistants.
State,StateInsight,CGFS,1,0,nlp_specific,,a) Pre-deployment  The use case is in a development or acquisition status.,Natural Language Processing (NLP),,,The need to summarize documents to produce a description of procurement awards and to allow authorized users to ask questions of the documents.,"Time and cost savings through efficiency, improved contract management for better outcomes, and more continuity of contractor services.",Summary of documents to produce a description of procurement awards and responses to questions asked about the documents.
