canonical_name,vendor,product_type,is_generative_ai_hint,is_frontier_llm_hint,parent_product,description,edge_count,agency_count,sample_use_snippets
LIGER Generative AI Toolkit,"LMI Consulting, LLC",general_llm,1,0,,,1,1,"LMI Consulting, LLC  LIGER Generative AI Toolkit"
Cell Hawk,LeadsOnline,investigative_data,0,0,,LeadsOnline Cell Hawk parses and visualizes call detail records and tower data for investigations.,1,1,Cell Hawk
Lexical Intelligence,"Lexical Intelligence, LLC",nlp,0,0,,,4,1,Lexical Intelligence | Lexical Intelligence | Lexical Intelligence
Lyssn,Lyssn,audio_analysis,0,0,,,1,1,lyssn
Mark43,Mark43,investigative_data,1,0,,Cloud-based public-safety records management and CAD platform with AI-assisted report writing.,1,1,Mark43 Public Safety Records
MediaViz AI,MediaViz,media_analysis,1,0,,,2,2,MediaViz AI | MediaViz AI
Motorola License Plate Recognition,Motorola,computer_vision,0,0,,,2,2,Motorola | Motorola
NEC NeoFace,NEC,biometrics,0,0,,,10,1,NEC | NEC | NEC (algorithm only)
MirBot,NIH / Technatomy Axle,nlp,0,0,,,1,1,MirBot
Nightwing PII Detection,Nightwing Intelligence Solutions,nlp,0,0,,,1,1,"product_queue_review_2026-06: 'Nightwing Intelligence Solutions, LLC ... this AI tool uses Natural Language Processing (NLP) to automatically flag potential PII' - catalog 'Nightwing PII Detection'."
OnCue Trial Presentation,OnCue Technology,legal_research,0,0,,Trial presentation software used by litigators to organize and display exhibits and transcripts in court.,1,1,OnCue Technology
Imaris,Oxford Instruments,scientific_ml,0,0,,Imaris microscopy image-analysis software with ML-based segmentation and tracking.,1,1,Imaris
PassiveLogic,PassiveLogic,scientific_ml,0,0,,,1,1,PassiveLogic
Pingoo.AI,Pingoo.AI,nlp,1,0,,,1,1,pingoo.ai
Poolside,Poolside,coding_assistant,1,0,,AI coding assistant,2,2,Poolside | Poolside
Pyramid Analytics,Pyramid Analytics,data_analytics,1,0,,,2,1,pyramid analytics | pyramid analytics
Rank One Computing,Rank One Computing,biometrics,0,0,,Rank One Computing face recognition and biometric SDK used in identity and law-enforcement deployments.,1,1,Rank One Computing
Recorded Future,Recorded Future,threat_intel,0,0,,,1,1,Recorded Future  Cyber Threat Analysis (Recorded Future)
Relativity,Relativity,ediscovery,1,0,,,9,4,Relativity | relativity | relativity
SAP Concur,SAP,productivity,0,0,,Travel and expense,7,7,SAP Concur | SAP Concur | Concur
SentinelOne,SentinelOne,security_tool,0,0,,Endpoint security with ML-based threat detection,2,2,SentinelOne | SentinelOne
Smiths Detection TruNarc,Smiths Detection,forensics,0,0,,Handheld Raman-spectroscopy narcotics analyzer with onboard classification of controlled substances.,1,1,"TruNarc, Smiths Detection"
Spokeo,Spokeo,investigative_data,0,0,,Spokeo people-search service aggregating public records for investigative lookups.,1,1,Spokeo
Supportbench,Supportbench,itsm,1,0,,,2,2,Supportbench | Supportbench
SimplyFile,TechHit,productivity,0,0,,,1,1,SimplyFile
TeraRecon iNtuition,TeraRecon (ConcertAI),clinical_decision_support,0,0,,,1,1,terarecon intuition
FSA Aidan Chatbot,U.S. Department of Education / Accenture,general_llm,0,0,,,1,1,"product_queue_review_2026-06: ""Aidan Chat-bot ... Federal Student Aid's (FSA) virtual assistant"" built by Accenture — catalog FSA Aidan Chatbot."
ATLAS (Forest Service),USDA Forest Service,data_analytics,0,0,,,3,1,"product_queue_review_2026-06: ""Kikaha Solutions, LLC ... Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform ... Survey and mapping of forest damag | product_queue_review_2026-06: ""Google Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) TreeSearch ... streamline the usability of the US Forest Service (USFS) TreeSearch  | product_queue_review_2026-06: ""Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan ... Accelerating environmental planning"" -- catalog Wildfire.org T"
USDA Automated Road Mapping,USDA Forest Service / RedCastle Resources,other,0,0,,,1,1,"product_queue_review_2026-06: ""RedCastle Resources  Automated Road Mapping ... Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping"" -- contractor-bui"
Ultralytics YOLO,Ultralytics,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: Vendor ""Ultralytics"" doing boat detection ""by scanning video"" — Ultralytics' product is YOLO object detection; catalog Ultralytics YOLO."
EnerGPT,Unknown / DOE-targeted vendor,general_llm,1,0,,DOE-targeted generative AI assistant tuned for energy-domain queries; vendor not yet confirmed in inventory text.,3,1,EnerGPT | EnerGPT | EnerGPT
Verathon BladderScan Prime PLUS,Verathon,clinical_decision_support,0,0,,,1,1,verathon bladderscan prime plus
WellSaid Labs,WellSaid Labs,nlp_specific,1,0,,Synthetic voice / text-to-speech platform,2,2,Wellsaid | Wellsaid
Wiz,Wiz,security_tool,0,0,,Cloud security with AI-driven risk prioritization,2,2,Wiz | Wiz
iCAD ProFound AI,iCAD,clinical_decision_support,0,0,,,1,1,icad profound ai
Grok,xAI,general_llm,1,0,,,2,2,xAI Grok Pilot | Grok
