canonical_name,vendor,product_type,is_generative_ai_hint,is_frontier_llm_hint,parent_product,description,edge_count,agency_count,sample_use_snippets
Ephesoft Transact,Ephesoft,document_ai,0,0,,,1,1,via add_product
Exiger DDIQ,Exiger,supply_chain,0,0,,,2,1,"product_queue_review_2026-06: ""Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics"" — catalog Exiger DDIQ. | product_queue_review_2026-06: ""Exiger Supply Chain Risk Management - DDIQ Research Engine"" — catalog Exiger DDIQ."
FirstTwo,FirstTwo,investigative_data,0,0,,"Geospatial OSINT platform that aggregates address, person, and location data for investigative lookups.",1,1,First Two
JAWS Screen Reader,Freedom Scientific,productivity,1,0,,,1,1,"product_queue_review_2026-06: ""JAWS (Text-to-Speech Assistant for Accessibility)"" from Freedom Scientific — catalog JAWS Screen Reader."
Glassbeam Clinsights,Glassbeam,data_analytics,0,0,,,1,1,glassbeam clinsights
Gurucul UEBA,Gurucul,security_tool,0,0,,,1,1,Gurucul ESS User Entity and Behavior Analytics (UEBA)
HealthData.gov AI Harvest Service,HHS / Tyler Technologies,data_analytics,1,0,,,1,1,HealthData.gov AI Harvest Service
Harvey,Harvey,legal_research,1,0,,Domain-specific generative AI legal assistant for law firms and legal departments.,1,1,harvey.ai
IDEMIA CAT-2/AutoCAT,IDEMIA,biometrics,0,0,,,1,1,"product_queue_review_2026-06: 'IDEMIA Identity, Security USA LLC ... Credential Authentication Technology with Camera System (CAT-2) and AutoCAT' - catalog 'IDEMIA CAT-2/AutoCAT'."
Invariant Acoustic Signature AI,Invariant Corporation,audio_analysis,0,0,,,1,1,product_queue_review_2026-06: 'Invariant Corporation' vendor on gunshot acoustic-signature AI - catalog 'Invariant Acoustic Signature AI'.
Konica Minolta Dispatcher Paragon,Konica Minolta,productivity,0,0,,,1,1,Konica Minolta Dispatcher Paragon
Lasso Security,Lasso Security,security_tool,0,0,,,1,1,Lasso ESS AI Security and Monitoring
ELSAG ALPR,Leonardo,computer_vision,0,0,,Leonardo ELSAG license-plate-reader cameras and back-end analytics used by law enforcement.,1,1,ELSAG/Leonardo
Lumivero NVivo,Lumivero,data_analytics,1,0,,NVivo qualitative data analysis tool with AI-assisted coding and theme detection.,1,1,NVivo
Traffic Jam,Marinus Analytics,investigative_data,0,0,,,1,1,Marinus Analytics Traffic Jam
Medallia,Medallia,social_listening,1,0,,,5,4,Medallia MASS | Medallia | Medallia
Mindray TE X Ultrasound,Mindray,clinical_decision_support,0,0,,,1,1,via add_product
NCI MOSSAIC SEER NLP,NCI / Oak Ridge National Lab,nlp,0,0,,,1,1,product_queue_review_2026-06: 'MOSSAIC applies deep learning natural language processing (NLP) ... to population-based cancer data collected by NCI's ... SEER program' — catalog entry 'NCI MOSSAIC SEE
NIH eRA Internal Referral Module,NIH / Leidos,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Leidos and Highrise eRA Internal Referral Module (IRM)' — catalog entry 'NIH eRA Internal Referral Module'.
NetDocuments,NetDocuments,document_ai,1,0,,Cloud document and email management for legal/professional services with predictive filing and GenAI features.,1,1,NetDocuments
Okta Adaptive MFA,Okta,identity_verification,0,0,,,1,1,Okta
Otter.ai,Otter,productivity,1,0,,Meeting transcription,2,2,Otter.AI | Otter
Parable 3D Wound Care,Parable Health,clinical_decision_support,0,0,,,1,1,parable 3d wound care
Persyst EEG,Persyst Development,clinical_decision_support,0,0,,,1,1,via add_product
Polarity,Polarity.io,other,0,0,,,1,1,product_queue_review_2026-06: Compound vendor list 'Illumio; AttackIQ; Cofense; Splunk; Crowdstrike; Polarity' - five map to catalog entries; Polarity (commercial data-overlay/observability platform u
Provar Manager,Provar,other,0,0,,,1,1,"product_queue_review_2026-06: ""Integration of Provar Manager with VA GPT ... testing of Customer Relationship Management (CRM) applications developed in Salesforce"" -- VA GPT and Salesforce are catalo"
Radformation AutoContour,Radformation,clinical_decision_support,0,0,,,1,1,via add_product
Reclaim.AI,Reclaim,productivity,1,0,,AI calendar management,1,1,Reclaim.AI
Rekor,Rekor,computer_vision,0,0,,,1,1,Rekor
Rohde & Schwarz QPS Walk-Through Scanner,Rohde & Schwarz,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: 'Leidos, Rohde & Schwarz ... Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening' - maps to catalog 'Rohde & Schwarz QPS Walk-Through Scanner'; the"
ScreenPoint Transpara,ScreenPoint Medical,clinical_decision_support,0,0,,,1,1,via add_product
Skyward CEDAR/CLAW,Skyward IT Solutions,agent_platform,0,0,,,2,1,product_queue_review_2026-06: 'Skyward IT Solutions CEDAR CMS Chat' — CMS Chat is delivered by Skyward on the CEDAR platform; catalog entry 'Skyward CEDAR/CLAW'. | product_queue_review_2026-06: 'Skyward Solutions CEDAR CMS Labor Analysis Wizard (CLAW)' — catalog entry 'Skyward CEDAR/CLAW'.
Splunk,Splunk,security_tool,0,0,,SIEM with ML analytics,12,9,Splunk | Splunk | Splunk
SumTotal,SumTotal,training,0,0,,,1,1,SumTotal
Tabnine,Tabnine,coding_assistant,0,0,,,2,1,Tabnine AI Pair Programmer | Tabnine
Tenable,Tenable,security_tool,0,0,,,3,2,Tenable | Tenable | Tenable
PLATES/FoodTrak,Trigent Solutions,document_ai,0,0,,,1,1,"product_queue_review_2026-06: 'Trigent Solutions Inc, Digitrix LLC PLATES, FoodTrak Product Label and Text Extraction System (PLATES)' — catalog entry 'PLATES/FoodTrak'."
USDA AgCloud Helpdesk Chatbot,USDA / Steampunk,general_llm,1,0,,,1,1,"product_queue_review_2026-06: ""Steampunk AgCloud Chatbot for IT Customer Help Desk"" -- catalog USDA AgCloud Helpdesk Chatbot (USDA / Steampunk)."
USDA Forest Health ML Survey,USDA Forest Service / Kikaha Solutions,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""Kikaha Solutions, LLC ... Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform ... Survey and mapping of forest damag"
UiPath Enterprise RPA,UiPath,rpa,0,0,,,4,3,"UiPath; Microsoft; Apryse; Personable Inc. Enterprise Robotic Process Automation | product_queue_review_2026-06: 'UIPath ... Multiple Robotics and Process Automation (RPA) bots are in use' — catalog entry 'UiPath Enterprise RPA'. | product_queue_review_2026-06: ""We utilize the commercial software UIPath Studio with computer vision to automate this process"" -- UiPath Studio is the authoring component of UiPath's RPA platform; cat"
SpyglassGPT,Unknown,general_llm,0,0,,,1,1,SpyglassGPT
Vectra AI,Vectra Networks,security_tool,0,0,,,2,1,Vectra Networks | Vectra AI
Vyond,Vyond,media_analysis,1,0,,,4,3,Vyond | Vyond | Vyond
Wildfire.org Turbo Plan,Wildfire.org,general_llm,1,0,,,1,1,"product_queue_review_2026-06: ""Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan ... Accelerating environmental planning"" -- catalog Wildfire.org T"
Expert.ai Cogito,expert.ai,nlp,0,0,,,1,1,"product_queue_review_2026-06: ""Expert AI (Cogito) ... automatically assigns word tags to agricultural research articles"" -- catalog Expert.ai Cogito; ""ARSAzure"" is the internal hosting environment, no"
Monday.com,monday.com,productivity,1,0,,Work-OS with monday AI features,1,1,Monday.com
