uc_2024_id,uc_2025_id,lineage_status,agency_abbreviation,name_2024,name_2025,canonical_wave,category,diverged_fields,tag2024_is_generative_ai,tag2024_ai_sophistication,tag2024_deployment_scope,tag2024_entry_type,tag2025_is_generative_ai,tag2025_ai_sophistication,tag2025_deployment_scope,tag2025_entry_type
34148,132312,continued,DHS,Wellness and Physical Fitness Application,Wellness and Physical Fitness Application,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34149,132123,continued,DHS,API Security Vulnerability Technology,API Security Vulnerability Technology,3,expected_drift,is_generative_ai|entry_type,0,classical_ml,bureau,custom_system,1,classical_ml,bureau,product_deployment
34150,132124,continued,DHS,Cyber Threat Detection,Cyber Threat Detection,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34151,132126,continued,DHS,Multi-media Insight Tool,Multi-media Insight Tool,1,persistent_disagreement,ai_sophistication,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,custom_system
34152,132259,continued,DHS,Position Description Generation and Evaluation,Position Description Generation and Evaluation,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,1,general_llm,bureau,bespoke_application
34153,132127,continued,DHS,Source Code Development Tool,Source Code Development Tool,1,persistent_disagreement,ai_sophistication,1,coding_assistant,bureau,custom_system,1,general_llm,bureau,custom_system
34155,132137,continued,DHS,Integrated Defense and Security Solutions (IDSS),Integrated Defense and Security Solutions (IDSS),1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34156,132097,continued,DHS,Advance RPM Maintenance Operating Reporter (ARMOR),Advance RPM Maintenance Operating Reporter (ARMOR),1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34157,132113,continued,DHS,RAPTOR (Rapid Tactical Operations Reconnaissance),RAPTOR (Rapid Tactical Operations Reconnaissance),3,expected_drift,is_generative_ai|ai_sophistication,0,nlp_specific,bureau,custom_system,1,agentic,bureau,custom_system
34158,132236,continued,DHS,Vessel Detection,Vessel Detection,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,1,agentic,bureau,bespoke_application
34159,132313,continued,DHS,AI for Autonomous Situational Awareness,AI for Autonomous Situational Awareness,3,expected_drift,is_generative_ai|ai_sophistication,0,classical_ml,bureau,custom_system,1,agentic,bureau,custom_system
34162,132281,renamed,DHS,Open-Source News Aggregation,Open-Source Intelligence for Investigations,3,error_2025_queue,,0,general_llm,bureau,product_deployment,0,general_llm,bureau,product_deployment
34167,132157,renamed,DHS,Data and Entity Resolution,Named Entity Resolution for Investigative Data,3,aligned,,0,general_llm,bureau,product_deployment,0,general_llm,bureau,product_deployment
34168,132193,renamed,DHS,Port of Entry Risk Assessments,Passenger Security Assessment Model,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34172,132227,renamed,DHS,Advanced Trade Analytics Platform (ATAP),The Advanced Trade Analytics Platform (ATAP),1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34173,132258,continued,DHS,CBP Employee Experience,CBP Employee Experience,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,nlp_specific,bureau,bespoke_application
34174,132191,continued,DHS,Passive Body Scanner,Passive Body Scanner,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34175,132230,renamed,DHS,Unmanned Aircraft Collision Avoidance (Skydio),Unmanned Aircraft Collision Avoidance,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,1,agentic,bureau,product_deployment
34176,132192,continued,DHS,CBP Translate,CBP Translate,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,nlp_specific,bureau,custom_system,1,agentic,bureau,bespoke_application
34177,132231,continued,DHS,Entity Resolution,Entity Resolution,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34178,132196,continued,DHS,Supervised Traveler Identity Verification Services (Officer Initiated),Supervised Traveler Identity Verification Services (Officer Initiated),1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34179,132197,continued,DHS,Semi-Supervised Traveler Identity Verification Services (Traveler Initiated),Semi-Supervised Traveler Identity Verification Services (Traveler Initiated),1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34180,132198,continued,DHS,3rd Party Traveler Identity Verification Services,3rd Party Traveler Identity Verification Services,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34181,132199,renamed,DHS,Mobile Traveler Identity Verification,Traveler Self-Service Mobile Identity Verification,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34182,132200,continued,DHS,Traveler Identity Verification Services (Vetting),Traveler Identity Verification Services (Vetting),1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34183,132233,continued,DHS,Customs Broker License Exam - Proctor Support,Customs Broker License Exam - Proctor Support,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34184,132207,continued,DHS,ERNIE,ERNIE,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34185,132234,renamed,DHS,Autonomous Surveillance Tower (AST),Autonomous Surveillance Tower,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,computer_vision,bureau,custom_system,1,agentic,bureau,product_deployment
34186,132235,continued,DHS,Automated Item of Interest Detection,Automated Item of Interest Detection,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,1,agentic,bureau,bespoke_application
34187,132204,renamed,DHS,CBP One,CBP Link,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34188,132208,continued,DHS,Unified Processing/Mobile Intake,Unified Processing/Mobile Intake,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34189,132263,continued,DHS,Cyber Threat Analysis (Recorded Future),Cyber Threat Analysis (Recorded Future),1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,product_deployment
34190,132237,continued,DHS,Vault Access Log (SPVAA),Vault Access Log (SPVAA),1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34191,132266,renamed,DHS,HTS Classifier,Cargo Classification Tool,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34192,132268,continued,DHS,CISAChat,CISAChat,1,persistent_disagreement,ai_sophistication|entry_type,1,general_llm,bureau,bespoke_application,1,agentic,bureau,product_deployment
34193,132267,continued,DHS,Critical Infrastructure Network Anomaly Detection,Critical Infrastructure Network Anomaly Detection,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34194,132138,continued,DHS,Malware Reverse Engineering,Malware Reverse Engineering,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34195,132139,continued,DHS,Draft Tailored Summaries of Media Materials for Different Publication Channels,Draft Tailored Summaries of Media Materials for Different Publication Channels,1,aligned,,1,general_llm,bureau,custom_system,1,general_llm,bureau,custom_system
34204,132314,continued,DHS,Security Operation Center (SOC) Network Anomaly Detection,Security Operation Center (SOC) Network Anomaly Detection,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34205,132269,continued,DHS,Automated Detection of Personally Identifiable Information (PII) in Cybersecurity Data,Automated Detection of Personally Identifiable Information (PII) in Cybersecurity Data,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,nlp_specific,bureau,bespoke_application
34206,132315,continued,DHS,Confidence Scoring for Cybersecurity Threat Indicators,Confidence Scoring for Cybersecurity Threat Indicators,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34207,132316,continued,DHS,Report Analysis and Archive System (RAAS),Report Analysis and Archive System (RAAS),3,expected_drift,is_generative_ai|ai_sophistication|entry_type,1,general_llm,bureau,bespoke_application,0,classical_ml,bureau,custom_system
34209,132317,continued,DHS,Commercial Generative AI for Text Generation (AI Chatbot),Commercial Generative AI for Text Generation (AI Chatbot),1,persistent_disagreement,deployment_scope|entry_type,1,general_llm,department,generic_use_pattern,1,general_llm,enterprise_wide,custom_system
34210,132318,continued,DHS,Commercial Generative AI for Image Generation,Commercial Generative AI for Image Generation,1,persistent_disagreement,deployment_scope|entry_type,1,general_llm,department,generic_use_pattern,1,general_llm,enterprise_wide,custom_system
34211,132319,continued,DHS,Commercial Generative AI for Code Generation,Commercial Generative AI for Code Generation,1,persistent_disagreement,ai_sophistication|deployment_scope|entry_type,1,coding_assistant,department,generic_use_pattern,1,general_llm,enterprise_wide,custom_system
34212,132271,continued,DHS,OCFO Code Assist GPT,OCFO Code Assist GPT,1,aligned,,1,general_llm,bureau,bespoke_application,1,general_llm,bureau,bespoke_application
34213,132325,continued,DHS,Geospatial Damage Assessments,Geospatial Damage Assessments,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,1,general_llm,bureau,bespoke_application,0,classical_ml,bureau,custom_system
34214,132186,continued,DHS,Hazard Mitigation Assistance Chatbot,Hazard Mitigation Assistance Chatbot,1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,bespoke_application
34215,132324,continued,DHS,Planning Assistant for Resilient Communities (PARC),Planning Assistant for Resilient Communities (PARC),1,persistent_disagreement,entry_type,1,general_llm,bureau,bespoke_application,1,general_llm,bureau,custom_system
34216,132320,continued,DHS,Recovery and Resilience Resource (RRR) Portal,Recovery and Resilience Resource (RRR) Portal,3,error_2025_queue,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,classical_ml,bureau,custom_system
34217,132321,continued,DHS,Digital Processing Procedure Manual (D-PPM),Digital Processing Procedure Manual (D-PPM),1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34218,132272,renamed,DHS,FEMA OCFO GPT,Executive Summary GPT,1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,product_deployment
34219,132270,continued,DHS,OCFO Response Augmentation Suite,OCFO Response Augmentation Suite,1,aligned,,1,general_llm,bureau,bespoke_application,1,general_llm,bureau,bespoke_application
34220,132322,continued,DHS,Incident Management Workforce Deployment Model (depmod),Incident Management Workforce Deployment Model (depmod),3,expected_drift,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,classical_ml,bureau,custom_system
34221,132323,continued,DHS,Individual Assistance (IA) & Public Assistance (PA) Projections,Individual Assistance (IA) & Public Assistance (PA) Projections,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34222,132303,continued,DHS,Voice Analytics for Investigative Data,Voice Analytics for Investigative Data,1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34223,132114,renamed,DHS,Semantic Search and Summarization for Investigative Reports,Semantic Search and Summarization for Investigative Data,3,expected_drift,is_generative_ai|entry_type,1,general_llm,bureau,bespoke_application,0,general_llm,bureau,product_deployment
34225,132300,renamed,DHS,Machine Learning Translation Technology Initiative,Mobile Language Translation Services,3,expected_drift,ai_sophistication|deployment_scope,0,nlp_specific,pilot,custom_system,0,classical_ml,bureau,custom_system
34226,132148,continued,DHS,Policy Analyst Assistant,Policy Analyst Assistant,1,persistent_disagreement,entry_type,1,general_llm,bureau,bespoke_application,1,general_llm,bureau,custom_system
34227,132149,continued,DHS,SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),3,expected_drift,is_generative_ai|ai_sophistication,0,nlp_specific,bureau,custom_system,1,agentic,bureau,custom_system
34228,132147,continued,DHS,Title III Semantic Search and Summarization for Translated Content,Title III Semantic Search and Summarization for Translated Content,1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,product_deployment
34229,132150,continued,DHS,Digital Records Manager (DRM) User Assistance Chatbot,Digital Records Manager (DRM) User Assistance Chatbot,1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,product_deployment
34230,132151,continued,DHS,Burlington Finance Center Voice Bot,Burlington Finance Center Voice Bot,3,error_2025_queue,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,nlp_specific,bureau,custom_system
34233,132213,split,DHS,Facial Recognition Service,Facial Recognition for National Security Investigations,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34233,132214,split,DHS,Facial Recognition Service,Facial Recognition for Investigations of Transnational Criminal Organizations,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34233,132217,split,DHS,Facial Recognition Service,Facial Recognition for Investigations of Child Sexual Exploitation and Abuse,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34234,132327,continued,DHS,"Machine Translation
(Previously Language Translator)","Machine Translation
(Previously Language Translator)",1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34235,132242,continued,DHS,Investigative Prioritization Aggregator,Investigative Prioritization Aggregator,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34236,132211,continued,DHS,Hurricane Score,Hurricane Score,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34237,132301,continued,DHS,ICE Mobile Check-in Application,ICE Mobile Check-in Application,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34238,132275,continued,DHS,AI Assisted Compromise Email Detector (AACED),AI Assisted Compromise Email Detector (AACED),1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34239,132276,renamed,DHS,Intelligent Document Processing for Workflow Automation,Intelligent Document Processing,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34240,132277,continued,DHS,"Cybersecurity Threat Management, Detection, and Response","Cybersecurity Threat Management, Detection, and Response",1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,product_deployment
34241,132243,continued,DHS,Translation and Transcription for Investigative Data,Translation and Transcription for Investigative Data,1,persistent_disagreement,entry_type,0,nlp_specific,bureau,custom_system,0,nlp_specific,bureau,bespoke_application
34242,132249,continued,DHS,Biometric Check-in for ATD-ISAP (SmartLINK),Biometric Check-in for ATD-ISAP (SmartLINK),1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34243,132118,continued,DHS,Email Analytics for Investigative Data,Email Analytics for Investigative Data,3,expected_drift,is_generative_ai,0,nlp_specific,bureau,custom_system,1,nlp_specific,bureau,custom_system
34244,132304,continued,DHS,Mobile Device Analytics for Investigative Data,Mobile Device Analytics for Investigative Data,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34245,132326,continued,DHS,Identification Card and Travel Document Code Detection,Identification Card and Travel Document Code Detection,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34246,132282,continued,DHS,Normalization Services,Normalization Services,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34247,132161,continued,DHS,JES and Appropriations Insight,JES and Appropriations Insight,1,persistent_disagreement,ai_sophistication,0,classical_ml,bureau,custom_system,0,nlp_specific,bureau,custom_system
34248,132162,renamed,DHS,CFO Companion,CFO Navigator,3,expected_drift,ai_sophistication,0,nlp_specific,bureau,custom_system,0,general_llm,bureau,custom_system
34250,132164,continued,DHS,Spending Analysis and Budget Execution Risk (SABER) Model,Spending Analysis and Budget Execution Risk (SABER) Model,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34251,132285,continued,DHS,AdaptiveMFA,AdaptiveMFA,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34252,132284,continued,DHS,ESEC Inquiry (STORM) Summarization,ESEC Inquiry (STORM) Summarization,3,error_2025_queue,is_generative_ai|entry_type,1,general_llm,bureau,custom_system,0,general_llm,bureau,bespoke_application
34253,132167,continued,DHS,One Health Threat Detection and Risk Assessment Platform (OH-TREADS) / Planner,One Health Threat Detection and Risk Assessment Platform (OH-TREADS) / Planner,1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34255,132283,continued,DHS,DHS-Chat,DHS-Chat,1,persistent_disagreement,ai_sophistication,1,general_llm,bureau,custom_system,1,agentic,bureau,custom_system
34256,132250,continued,DHS,User and Entity Behavior Analytics (UEBA),User and Entity Behavior Analytics (UEBA),1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,product_deployment
34257,132286,continued,DHS,Text Analytics for Survey Responses (TASR),Text Analytics for Survey Responses (TASR),1,aligned,,0,nlp_specific,bureau,custom_system,0,nlp_specific,bureau,custom_system
34258,132165,continued,DHS,MiX Phenotyping,MiX Phenotyping,1,aligned,,0,nlp_specific,bureau,custom_system,0,nlp_specific,bureau,custom_system
34259,132166,continued,DHS,MiX Indicators,MiX Indicators,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,nlp_specific,bureau,custom_system
34260,132328,continued,DHS,MiX MedINT (Medical Intelligence Dashboard and Canvas),MiX MedINT (Medical Intelligence Dashboard and Canvas),1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34261,132218,continued,DHS,Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening.,Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening.,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,product_deployment
34262,132100,continued,DHS,Automated Target Recognition (ATR) Developments for Standard Screening,Automated Target Recognition (ATR) Developments for Standard Screening,1,persistent_disagreement,ai_sophistication,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,custom_system
34263,132101,continued,DHS,Accessible Property Screening (APS) Checkpoint CT Prohibited Items (PI) Detection,Accessible Property Screening (APS) Checkpoint CT Prohibited Items (PI) Detection,1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34264,132102,continued,DHS,Walk-Through Metal Detector (WTMD) Alternative Automated Target Recognition (ATR) Developments,Walk-Through Metal Detector (WTMD) Alternative Automated Target Recognition (ATR) Developments,1,persistent_disagreement,ai_sophistication,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,custom_system
34265,132329,continued,DHS,Conversation Training and Feedback Simulator,Conversation Training and Feedback Simulator,3,error_2025_queue,is_generative_ai|ai_sophistication|entry_type,1,general_llm,bureau,bespoke_application,0,classical_ml,bureau,custom_system
34266,132169,continued,DHS,Answer Engine,Answer Engine,3,expected_drift,is_generative_ai|ai_sophistication,0,classical_ml,bureau,custom_system,1,general_llm,bureau,custom_system
34267,132172,continued,DHS,Automated Field Data Collection,Automated Field Data Collection,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,product_deployment
34268,132173,continued,DHS,Plan of Day Staff Optimization,Plan of Day Staff Optimization,3,expected_drift,ai_sophistication,0,classical_ml,bureau,custom_system,0,agentic,bureau,custom_system
34269,132177,continued,DHS,TSA Contact Center Virtual Assistant,TSA Contact Center Virtual Assistant,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,nlp_specific,bureau,bespoke_application,1,general_llm,bureau,custom_system
34270,132119,continued,DHS,Machine Learning Analysis Applied to Cyber Threat Hunt Data,Machine Learning Analysis Applied to Cyber Threat Hunt Data,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34271,132103,continued,DHS,Synthetic Data for Improved Automated Threat Recognition (ATR) in Checkpoint Screening,Synthetic data for improved Automated Threat Recognition (ATR) in checkpoint screening,3,expected_drift,ai_sophistication,0,classical_ml,bureau,custom_system,0,general_llm,bureau,custom_system
34272,132168,continued,DHS,OTA Automated Passenger Screening Gate System,OTA Automated Passenger Screening Gate System,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34273,132104,renamed,DHS,Axon Capture Application,Electronic Evidence/Video Recording Transcription and Summarization Tool,3,expected_drift,ai_sophistication,0,nlp_specific,bureau,custom_system,0,general_llm,bureau,custom_system
34274,132170,continued,DHS,Contract Requirement Automation,Contract Requirement Automation,3,expected_drift,ai_sophistication,0,classical_ml,bureau,custom_system,0,general_llm,bureau,custom_system
34275,132171,continued,DHS,TSA Case Handling Platform,TSA Case Handling Platform,1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,product_deployment
34277,132287,continued,DHS,Airport Throughput Predictive Model,Airport Throughput Predictive Model,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34278,132219,continued,DHS,Credential Authentication Technology with Camera System (CAT-2) and AutoCAT (CAT-2 in an e-gate form factor),Credential Authentication Technology with Camera System (CAT-2) and AutoCAT (CAT-2 in an e-gate form factor),1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,product_deployment
34279,132220,renamed,DHS,PreCheck Touchless Identity Solution (TIS),PreCheck Touchless Identity Solution,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34281,132293,continued,DHS,Adaptive Risk Model for Inspected Small Passenger Vessels,Adaptive Risk Model for Inspected Small Passenger Vessels,1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,bespoke_application,0,classical_ml,bureau,custom_system
34282,132295,continued,DHS,Intelligent Document Processing (IDP) for I-539 Form Digitization,Intelligent Document Processing (IDP) for I-539 Form Digitization,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34284,132255,continued,DHS,User Entity and Behavior Analytics (UEBA) for Security Operations (SecOps) Anomaly Identification,User Entity and Behavior Analytics (UEBA) for Security Operations (SecOps) Anomaly Identification,1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34285,132302,continued,DHS,I-765 - USCIS Face Capture Mobile App,I-765 - USCIS Face Capture Mobile App,1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34286,132330,continued,DHS,Case Processing Improvements in FDNS-DS NexGen,Case Processing Improvements in FDNS-DS NexGen,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34287,132105,renamed,DHS,USCIS Translation Service,USCIS Document Translation Service,3,expected_drift,is_generative_ai|ai_sophistication,0,nlp_specific,bureau,custom_system,1,general_llm,bureau,custom_system
34288,132223,continued,DHS,Verification Match Model,Verification Match Model,1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,bespoke_application
34289,132179,continued,DHS,Sentiment Analysis -FOD Field Offices Complaints and Reviews,Sentiment Analysis -FOD Field Offices Complaints and Reviews,1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34291,132251,renamed,DHS,Biometrics Enrollment Tool (BET) Fingerprint Quality Score,Biometrics Enrollment Tool (BET) Fingerprint Quality Check,3,aligned,,1,general_llm,bureau,bespoke_application,1,general_llm,bureau,bespoke_application
