uc_2024_id,uc_2025_id,lineage_status,agency_abbreviation,bureau,name_2024,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,name_2025,problem_statement_2025,expected_benefits_2025,system_outputs_2025,ai_classification_2025,vendor_name_2025,system_name_2025,bureau_2025,entry_type_2025,is_generative_ai_2025,ai_sophistication_2025,deployment_scope_2025,scope_detail_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_coding_tool_2025,is_cots_commercial_2025,tool_product_name_2025,tool_vendor_2025,is_microsoft_copilot_2025,is_openai_2025,is_anthropic_2025,is_google_2025,is_github_copilot_2025,is_aws_ai_2025,architecture_type_2025,use_type_2025,is_public_facing_2025,entry_type_2024,is_generative_ai_2024,ai_sophistication_2024,deployment_scope_2024,scope_detail_2024,is_enterprise_wide_2024,is_general_llm_access_2024,is_coding_tool_2024,is_cots_commercial_2024,tool_product_name_2024,tool_vendor_2024,is_microsoft_copilot_2024,is_openai_2024,is_anthropic_2024,is_google_2024,is_github_copilot_2024,is_aws_ai_2024,architecture_type_2024,use_type_2024,is_public_facing_2024,confidence_2024,reasoning_2024,tagged_by_agent_2024
34539,133035,renamed,DOI,USGS,Flow Photo Explorer to estimate flow,"Full USGS streamgages can be expensive for cooperators, especially on internment streams, so a lower cost, low maintenance method for determining if a stream is flowing and relative flow volumes is needed.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,USGS Flow Photo Explorer [2024 INV#WO0000000109196],"The Flow Photo Explorer (FPE) is an integrated database, machine learning, and data visualization platform for monitoring streamflow and other hydrologic conditions using timelapse images.

The goal of this project is to develop new approaches for collecting hydrologic data in streams, lakes, and other waterbodies, especially in places where traditional monitoring methods and technologies are not feasible or cost-prohibitive.

FPE uses an artificial intelligence/machine learning (AI/ML) deep learning model to estimate relative streamflow using timelapse imagery. The model is trained using pairs of images for which a person (a.k.a. an annotator) has selected which of the two images in each pair appears to have more flow. From this, the model learns how to sort the images from lowest to highest apparent flow. The rankings of the sorted images then serve as indicators of the relative amount of streamflow.","cost savings, increased safety for employees and the public",Predicted relative flow hydrograph.,Classical/Predictive Machine Learning,Walker Environmental Research LLC,,USGS,bespoke_application,0,computer_vision,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,it_operations,0,custom_system,0,predictive_analytics,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""Flow Photo Explorer to estimate"" → predictive/forecasting model.; in-house build",wave1-D
34541,132974,renamed,DOI,USGS,National Wildlife Disease Database,"The National Wildlife Health Center (NWHC) has contracted the Pacific Northwest National Laboratory (PNNL) to build a national wildlife disease database (NWDD).  Funded through the American Rescue Plan Act of 2021 (ARPA), the NWDD will bring together various wildlife health data streams across informational domains (i.e., laboratory results, environmental observations, news media, etc.) to provide situational awareness and advanced analytics to natural resource authorities around the country.  As part of the NWDD, PNNL plans to integrate their Canvas software.  Canvas is a machine learning, AI, and data science tool that can visualize and contextualize information from one or more sources.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Acquisition and/or Development,National Wildlife Disease Database (NWDD) [2024 INV#WO0000000108149; 2024 INV#WO0000000109192],"bring together various wildlife health data streams across informational domains (i.e., laboratory results, environmental observations, news media, etc.)",visualize and contextualize information from one or more sources,advanced analytics to natural resource authorities,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,medium,"""machine learning"" → classical ML model.; in-house build",wave1-D
34543,133045,renamed,DOI,USGS,Using Machine Learning Methods for Automatic Discovery and Catalog of North Dakota Stock Ponds and Other Impoundments,"The purpose of this project is to address the challenges in cataloging stock ponds and other impoundments by developing a machine learning (ML) workflow that processes satellite imagery for the extraction of their location and type. This workflow will be specifically designed to distinguish between multiple types of stock ponds, stock dams and dugouts, and other impoundments. The second goal is to utilize this ML workflow to build a new, comprehensive catalog of stock ponds and other impoundments. This catalog will be unique in its inclusion of smaller stock ponds, which are often omitted in existing databases, thereby offering a more accurate and complete understanding of stock pond and impoundment distribution and types.",see description,None of the above.,Developed in-house.,Initiated,Catalog of stock ponds using machine learning,There are many undocumented stock ponds that retain water for use by farmers and ranchers throughout the landscape in the Dakotas. The stock pond AI model could identify unknown stock ponds to water managers for use in contaminant monitoring or water budget analysis and drought mitigation.,Identifying stock ponds in North Dakota using an automated ML model rather than manually doing so increases efficiency at the state level that could free up labor for other tasks.,The stock pond ML algorithm outputs predicted locations of stock ponds and dams in lidar images in jpg format and a csv file of locations given in latitude and longitude.,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,it_operations,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""satellite imagery"" → imagery/CV model.; in-house build",wave1-D
34549,132946,renamed,DOI,USGS,"Deep Learning application for automated mapping of surficial landforms, surficial geological deposit",Florence Bascom Geoscience Center (FEDMAP-funded): The Bascom Geoscience Center (FEDMAP) is using the deep-learning capabilities implemented within the ESRI ArGIS Pro software platform to automate the process of mapping surficial landforms and related surficial geologic deposits from lidar-derived topography. We are also using this capability to train models that can identify abandoned mine sites from lidar-derived topography.,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,"Deep Learning application for automated mapping of surficial landforms, surficial geological deposits, and abandoned mine sites from lidar-derived topography [2024 INV#WO0000000109153]","mapping of surficial landforms, surficial geological deposits, and abandoned mine sites",automation of mapping,"maps of surficial landforms, surficial geological deposits, and abandoned mine sites",Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0,product_deployment,0,computer_vision,bureau,USGS,0,,,1,ArcGIS/Esri,Esri,,,,,,,custom_trained,research,0,high,"""lidar"" → imagery/CV model.; ArcGIS/Esri deployment",wave1-D
34551,132947,renamed,DOI,USGS,Oil Spil Response for Ice-Covered Rivers,"This project uses backscatter data from the SAR (synthetic aperture radar instrument) on the Sentinel-1 satellite to determine ice phenology for large rivers and lakes based on machine learning method (i.e., a Random Forest Classifier). The goal of this DOI Inland Oil Spill Preparedness Program (IOSPP) funded work is to provide rapid, near real-time information to oil spill response crews concerning about the safety of ice-covered areas (FY2023-25).",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Operation and Maintenance,Oil Spill Response for Ice-Covered Rivers [2024 INV#WO0000000109142],"The goal of this DOI Inland Oil Spill Preparedness Program (IOSPP) funded work is to provide rapid, near real-time information to oil spill response crews concerning about the safety of ice-covered areas","provide rapid, near real-time information to oil spill response crews concerning about the safety of ice-covered areas",near real-time information to oil spill response crews concerning about the safety of ice-covered areas,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,medium,"""machine learning"" → classical ML model.; in-house build",wave1-D
34557,132951,renamed,DOI,USGS,Lava lake thermal pattern classification using self organizing maps and relationships to eruption pr,We apply a machine learning algorithm called self-organizing maps (SOM) to thermal infrared time-lapse images .,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,"Lava lake thermal pattern classification using self organizing maps and relationships to eruption processes at Kilauea Volcano, Hawaii [2024 INV#WO0000000109098]",classify lava lake thermal patterns,ability to classify Lava lake thermal patterns from thermal infrared time-lapse imagery,classified lava lake thermal patterns,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,nlp_specific,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""machine learning"" → text/NLP processing.; in-house build",wave1-D
34559,132995,renamed,DOI,USGS,Probabilistic source classification of large tephra producing eruptions using supervised machine lea,"USGS has produced a model that accurately and confidently identifies large tephra-producing eruption volcanic sources in the Alaska-Aleutian arc using only in situ geochemistry. The model is a voting ensemble classifier comprised of six conceptually different machine learning algorithms trained on proximal tephra deposits that have had their source positively identified. Eruptive products from Alaska's Aleutian Arc-Alaska Peninsula and Wrangell volcanic field were used as a test environment for 11 supervised classification algorithms, trained on nearly 2000 electron probe microanalysis measurements of glass major oxides, representing 10 volcanic sources.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Tephra classification with machine learning [2024 INV#WO0000000109095],Layers of volcanic ash can be classified using a their geochemical components to link a the ash to the volcano it erupted from.,"This model helps probabilistically identify distal tephra layers from throughout the region, helping us better understand its long-term record of explosive volcanism.","Identification of the source volcano of tephra layers in the form of prediction sets and probabilities eg {Katmai: .82, Augustine: 0.15, Redoubt: .03}",Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,nlp_specific,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""machine learning"" → text/NLP processing.; in-house build",wave1-D
34566,132998,renamed,DOI,USGS,PROSPER,Machine learning approach to estimating the annual probability of streamflow permanence at a sub-reach (10m) scale.,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Operation and Maintenance,PRObability of Streamflow PERmanence (PROSPER models) [2024 INV#WO0000000109074],predictions of reliable surface flow in streams at regional scales to inform land and water resource decisions related to water availability.,"more accurate estimates of water availability for more efficient use of field verification efforts, expected increased success of restoration or species conservations projects.",prediction of the annual probability of a stream reach having year round surface flow.,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,predictive_analytics,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""estimating"" → predictive/forecasting model.; in-house build",wave1-D
34569,132959,renamed,DOI,USGS,Classifying GPS data to understand flight behavior of birds.,This project will help understand under what circumstances eagles are more likely to collide with wind turbines.,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Classifying GPS data to understand flight behavior of birds [2024 INV#WO0000000109015],understand under what circumstances eagles are more likely to collide with wind turbines,better understand circumstances where eagles are more likely to collide with wind turbines,classification of the flight behavior of birds,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,medium,"""Classifying GPS data to understand"" → classical ML model.; in-house build",wave1-D
34576,132965,renamed,DOI,USGS,Machine Learning Image Classification,"The mission of the PLACE (Patterns in the Landscape - Analyses of Cause and Effect) project is to inform land managers, planners and researchers about historical and current changes to human and natural environments. PLACE focuses on floods, droughts, and fires, which are increasing in severity, extent and frequency around the globe. The PLACE project utilizes random forest machine learning to classify wetlands and soil moisture at large scales, and to quantify causal processes behind wildfire.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Machine Learning Image Classification of Wetlands and Soil moisture [2024 INV#WO0000000108779],"inform land managers, planners, and researchers about historical and current changes to human and natural environments, focused on floods, droughts, and fires",ability to classify wetlands and soil moisture at large scales,quantification of causal processes behind wildfire,Classical/Predictive Machine Learning,Google,,USGS,bespoke_application,0,computer_vision,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,research,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""machine learning"" → imagery/CV model.; in-house build",wave1-D
34585,133080,renamed,DOI,USGS,Critical Mineral Assessment with AI Support (CriticalMAAS),"An AI-assisted workflow could enable the USGS to accomplish its mission, produce high-quality derivative products from raw input data, and deliver timely assessments that reduce exploration risk and support decisions affecting the management of strategic domestic resources.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Acquisition and/or Development,DARPAs CriticalMAAS [2024 INV#WO0000000108419; WO0000000096527],"Identify patterns in the data, isolate those that correlate with known mineral deposits, and integrate these with other geospatial layers to generate a predictive map for guiding future mineral exploration.",Assessment of the domestic availability of critical minerals. Insight into the U.S. critical mineral supply landscape. Evaluation of national critical mineral supply chains. Analysis of domestic sources and supply of critical minerals.,Predictive maps,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,predictive_analytics,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""Critical Mineral Assessment with AI"" → predictive/forecasting model.; in-house build",wave1-D
34588,132973,renamed,DOI,USGS,Wave runup and total water level observations from time series imagery at several sites with varying,Tool is used for separation (segmentation) of land and water in images. The resulting mask is used to calculate water levels. Tool will be used to compare to forecasted water levels and may be displayed on USGS webpages,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Wave runup and total water level observations from time series imagery at several sites with varying nearshore morphologies [2024 INV#WO0000000108262],separation (segmentation) of land and water in images,ability to compare actuals to forecasted water levels,calculated water levels,Computer Vision,,,USGS,custom_system,0,computer_vision,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""Wave runup and total water"" → imagery/CV model.; in-house build",wave1-D
34593,132976,renamed,DOI,USGS,Sediment Transport in Coastal Environments (funded by San Francisco Bay-Delta PES),Machine learning based time-series imputation of oceanographic time-series,Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Sediment Transport in Coastal Environments [2024 INV#WO0000000108118],time-series imputation of oceanographic time-series,filling in missing data,more complete time-series data,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,classical_ml,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,medium,"""Machine learning"" → classical ML model.; in-house build",wave1-D
34594,132977,renamed,DOI,USGS,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series","Supports basic data generation and QC/QA procedures, for large scale and short-term forecasting of shoreline trends",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series analyses) [2024 INV#WO0000000108117]","data generation and QC/QA procedures, for large scale and short-term forecasting of shoreline trends",time savings,data generation and QC/QA procedures,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,nlp_specific,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""Machine learning based shoreline time-series"" → text/NLP processing.; in-house build",wave1-D
34596,133040,renamed,DOI,USGS,RSCC and TCA projects.,"Machine Learning (ML) methods for identifying, assessing, and quantifying coastal features and habitats and coastal change hazards.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,RSCC and TCA projects [2024 INV#WO0000000108017],"Automated identification of coastal features in remote sensing data, reduced analyst time",Increased efficiency in identifying coastal features in remote sensing data compared to existing methods that are human analyst time intensive. Increased efficiency was tested by timing traditional methods versus AI/ML methods,"Elevation and position of dune crest and toe, position of shoreline",Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,classical_ml,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,medium,"""Machine Learning"" → classical ML model.; in-house build",wave1-D
34597,132989,renamed,DOI,USGS,Machinine Learning based shoreline detection and sea ice dynamics using coastal cameras,"Supports basic data generation and QC/QA procedures, for large scale and short-term forecasting of shoreline trends and sea-ice dynamics in coastal environments",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Acquisition and/or Development,Machine Learning based shoreline detection and sea ice dynamics using coastal cameras [2024 INV#WO0000000108008],Determine shoreline location and change as well as sea ice dynamics from coastal cameras in remote communities,Output will be incorporated into Total Water Level and Coastal Change numerical models.,shoreline and sea ice locations,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,predictive_analytics,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""forecasting"" → predictive/forecasting model.; in-house build",wave1-D
34599,132980,renamed,DOI,USGS,Merbok Supplemental,"Machine Learning based shoreline detection and mapping, automated data suitability analyses from satellite imagery",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Deep Learning based image segmentation [2024 INV#WO0000000107975],"Machine Learning based shoreline detection and mapping, automated data suitability analyses from satellite imagery",time savings,shoreline mapping,Classical/Predictive Machine Learning,,,USGS,custom_system,0,computer_vision,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""satellite imagery"" → imagery/CV model.; in-house build",wave1-D
34603,132982,renamed,DOI,USGS,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Souther,"Using rapidly developing machine- learning (ML) techniques, the USGS WERC team is developing new methods to automate the detection and counts of seabirds and marine mammals from digital imagery.",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Implementation and Assessment,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Southern California [2024 INV#WO0000000107535],"Using rapidly developing machine- learning (ML) techniques, the USGS WERC team is developing new methods to automate the detection and counts of seabirds and marine mammals from digital imagery.",time and cost savings,seabird counts,Computer Vision,unkown,,USGS,product_deployment,0,computer_vision,bureau,USGS,0,0,0,1,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""imagery"" → imagery/CV model.; in-house build",wave1-D
34612,133052,renamed,DOI,USGS,Global Food Security-Support Analysis Data (GFSAD) Project,"Climate variability and ballooning populations are putting unprecedented pressure on agricultural croplands and their water use, which are vital for ensuring global food and water security in the twenty-first century. In addition, the COVID-19 pandemic, military conflicts, and changing diets have added to looming global food insecurity. Therefore, there is a critical need to produce consistent and accurate global cropland products at fine spatial resolution (e.g., farm-scale, 30m or better), which are generated consistently, accurately, and routinely (e.g., every year).

Therefore, the overarching goal of this continuity NASA MEaSUREs (Making Earth System Data Records for Use in Research Environments) proposal is to develop a comprehensive global food security-support analysis data (GFSAD) project that will produce multiple cropland models, maps, and monitoring tools leading to a wide array of products using machine learning algorithms (MLAs), Artificial Intelligence (AI), and satellite sensor big-data analytics through cloud-computing. The GFSAD project, will produce four distinct Landsat-derived global cropland products. These products are:
1. Global Cropland Extent Product @ 30m (LGCEP30-2020, LGCEP30-2025).
2. Global Rainfed and Irrigated Product @ 30m (LGRIP30-2020, LGRIP30-2025).
3. Global Cropping Intensity Product @ 30m (LGCIP30-2020 & LGRIP30-2025) &
4. Global Crop Type Product @ 30m for USA, Canada, and India (LGCTY30-2020USACAN, LGCTY30-2025USACAN; LGCTY30-2020India, LGCTY30-2025India).

The GFSAD Data is released through NASA's LP DAAC (links below):
https://lpdaac.usgs.gov/news/release-of-gfsad-30-meter-cropland-extent-products/
https://lpdaac.usgs.gov/news/release-of-lgrip30-data-product/
https://lpdaac.usgs.gov/products/gfsad1kcdv001/
https://lpdaac.usgs.gov/products/gfsad1kcmv001/

GFSAD Data can be visualized at:
https://www.usgs.gov/apps/croplands/app/map

GFSAD website for further information:
www.usgs.gov/wgsc/gfsad30",Outputs were not documented and DOI will update the use cases once additional data is collected from submitter,None of the above.,Developed in-house.,Acquisition and/or Development,Global food-and-water security-support analysis data (GFSAD) project [2024 INV#WO0000000107073],"1. Landsat-derived rainfed and irrigated area-product of Conterminous United States (LRIP30)
2. Landsat-derived global cropland extent product @ 30 m (LGCEP30)
3. Landsat-derived global rainfed and irrigated area product @ 30 m (LGRIP30)","1. assessing Nation's irrigated and rainfed cropland areas 
2. critical to assessing crop water use, crop water productivity, and crop water savings 3. providing information on global irrigated and rainfed cropland area maps and statistics",Producing irrigated and rainfed cropland maps and statistics of United States of America (USA) and the world using Landsat and other similar satellites at 30 m or better spatial resolution. For example: https://www.usgs.gov/apps/croplands/app/map. Numerous datasets and scientific papers are published on this work. Please visit: www.usgs.gov/wgsc/gfsad30,Classical/Predictive Machine Learning,,,USGS,custom_system,0,classical_ml,bureau,USGS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,cybersecurity,0,custom_system,0,computer_vision,bureau,USGS,0,,,0,,,,,,,,,custom_trained,research,0,high,"""Landsat"" → imagery/CV model.; in-house build",wave1-D
34616,133097,renamed,DOI,BOR,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis 1,Purpose is to create machine learning models that predict soil liquefaction during a seismic event and compare to the geotechnical case history database to gain confidence in the machine learning estimates. The expected benefits are the existence of another tool for geotechnical staff to predict the probability of liquefaction and reducing the amount of more complex approaches to be conducted.,"Prediction of liquefaction potential at input site, as it compares to existing case history dataset.",None of the above.,Developed in-house.,Implementation and Assessment,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis [2024 INV#DOI-71 (NEW)],The process for determining the seismic risk for dams is time intensive.,"Leveraging machine learning, high-level facility seismic risk screening can be conducted more efficiently.",A method that improves efficiency and consistency of risk assessments.,Classical/Predictive Machine Learning,,,BOR,custom_system,0,classical_ml,bureau,BOR,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,predictive_analytics,bureau,BOR,0,,,0,,,,,,,,,custom_trained,mission_critical,0,high,"""estimates"" → predictive/forecasting model.; in-house build",wave1-D
34641,133447,renamed,DOL,ETA,Automatic Data Processing Workflow with Form Recognizer,Automatic processing of current complex workflow to extract required data.,The output of the AI system is a consolidated data for review. The GPT will extract the data and into a spreadsheet and gets reconciled.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Automatic Data Processing Workflow with Form Recognizer (9130/9178 Reconciliation Project),,,,,,,ETA,custom_system,1,agentic,bureau,ETA,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,bespoke_application,1,general_llm,office,DOL ETA,,,,1,,,,,,,,,inference_only,mission_critical,0,medium,'The GPT will extract the data and into a spreadsheet' — ETA Form Recognizer with GPT.,wave1-E
34646,133456,renamed,DOL,OCIO,Generative AI Assistant,"Private and secure in-house solution to evaluate business use cases that can solve problems using Generative AI models and semantic search. Example use cases include text summarization, text analysis, and document comparisons.",The AI system provides recommendations.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Workforce Recruitment Program (WRP) Website Chatbot Assistant,"This use case cuts down on the number of emails that ODEP’s WRP team needs to respond to in their program inbox, wrp@dol.gov. It helps address routine questions with straightforward answers without requiring WRP staff involvement. It also provides much faster responses to WRP applicants and stakeholders, who would otherwise need to wait 2-3 business days for WRP staff to write a response to their email.","The chatbot helps the end user with basic information about the Workforce Recruitment Program and information on who to contact. This chatbot is managed by DOL staff. ODEP manages the script, while OCIO manages the technical aspects and updates to Amazon Lex.",Generate content from the WRP program,Generative AI,"AWS PIID: NNG15SD22B
Synergy PIID: 1605DC19A0004",AWS,ODEP,bespoke_application,1,general_llm,bureau,ODEP,0,1,0,0,,,0,0,0,0,0,0,unknown,administrative,0,bespoke_application,1,general_llm,department,DOL OCIO,,1,,0,,,,,,,,,rag_pipeline,administrative,0,high,'Private and secure in-house solution... Generative AI models and semantic search'.,wave1-E
34704,133603,renamed,EPA,Office of Mission Support,Agency Records Management System (ARMS),"purpose: to improve accuracy of Records schedule prediction
expected benefit: reduce administrative burden on EPA staff",the machine learning model predicts records schedules,None of the above.,Developed in-house.,Operation and Maintenance,Agency Records Management System,reduce burden on staff when identifying appropriate records schedules,"cost savings, reducing administrative burden on staff and improving accuracy of records management",records schedule prediction,Classical/Predictive Machine Learning,Savan Group,Agency Records Management System (ARMS),OFA,bespoke_application,0,classical_ml,bureau,OFA,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,classical_ml,department,EPA Office of Mission Support,,,,0,,,,,,,,,custom_trained,administrative,0,high,'machine learning model predicts records schedules' across EPA.,wave1-E
34707,133606,renamed,EPA,Office of Reseach and Development,Machine learning-assisted literature screening,"The purpose is to help scientists in screening references by using machine learning to rank references by title and abstract based on relevance as determined from a set of ""on topic"" and ""off topic"" references. The benefits are that scientists will more efficiently identify relevant references for consideration in the development of scientific assessments.","The machine learning tools support scientists in screening references by providing those references in a ranked order. That ranked order may or may not be based on seed references that are ""on topic"" and/or ""off topic. The screening tools build a model based on what the screener identifies for ""inclusion"" and ""exclusion"". This ranked set of references allows scientists to more quickly identify relevant references. Some of these tools also provide an estimate or recall, or the percentage of relevant references identified.",Searching for information using AI.,,Operation and Maintenance,Living Literature Review: Semi-automated Literature Screening,"The Agency conducts reviews of scientific literature in many contexts, including periodic revision of NAAQS as mandated by the Clean Air Act, other standards, but also one-time assessments of published evidence. Given the scope of some of those reviews and the very large of peer-reviewed articles to consider, a system was required to rank and prioritize them for faster screening, based on past reviews and ongoing expert criteria.","Faster, more responsive evidence reviews.","The AI system queues up references for expert review with the references most likely to be relevant first, and continuously improves the queue as the experts go through it.",Classical/Predictive Machine Learning,,,OAR,custom_system,0,classical_ml,bureau,OAR,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,nlp_specific,office,EPA ORD,,,,0,,,,,,,,,custom_trained,research,0,high,'machine learning to rank references by title and abstract' for ORD literature review.,wave1-E
34710,133608,renamed,EPA,Office of Enforcement and Compliance Assurance,Resource Conservation and Recovery Act (RCRA) Predictive Analytics,Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections,"Risk scoring (integers 0 to 4, inclusive) for LQGs",None of the above.,,Implementation and Assessment,RCRA PA,Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections,Reducing staff time and better identification of potential violators,"Risk scoring (integers 0 to 4, inclusive) for LQGs",Classical/Predictive Machine Learning,University of Chicago Energy and Environment Lab,Environmental Compliance and History Online,OECA,bespoke_application,0,classical_ml,bureau,OECA,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,predictive_analytics,office,EPA Enforcement,,,,0,,,,,,,,,custom_trained,mission_critical,0,high,'Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections'.,wave1-E
