uc_2024_id,uc_2025_id,lineage_status,agency_abbreviation,bureau,name_2024,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,name_2025,problem_statement_2025,expected_benefits_2025,system_outputs_2025,ai_classification_2025,vendor_name_2025,system_name_2025,bureau_2025,entry_type_2025,is_generative_ai_2025,ai_sophistication_2025,deployment_scope_2025,scope_detail_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_coding_tool_2025,is_cots_commercial_2025,tool_product_name_2025,tool_vendor_2025,is_microsoft_copilot_2025,is_openai_2025,is_anthropic_2025,is_google_2025,is_github_copilot_2025,is_aws_ai_2025,architecture_type_2025,use_type_2025,is_public_facing_2025,entry_type_2024,is_generative_ai_2024,ai_sophistication_2024,deployment_scope_2024,scope_detail_2024,is_enterprise_wide_2024,is_general_llm_access_2024,is_coding_tool_2024,is_cots_commercial_2024,tool_product_name_2024,tool_vendor_2024,is_microsoft_copilot_2024,is_openai_2024,is_anthropic_2024,is_google_2024,is_github_copilot_2024,is_aws_ai_2024,architecture_type_2024,use_type_2024,is_public_facing_2024,confidence_2024,reasoning_2024,tagged_by_agent_2024
34142,132257,continued,DHS,CBP,CBP Careers Bot - Leo,"Visitors to the U.S. Customs and Border Protection (CBP) careers website can engage with a decision-tree based chat bot to help access CBP career related information and drive users to take the next action such as contacting a recruiter, attending a career event, or applying for a CBP career to help access CBP career related information and drive users to take the next action. The addition of Natural Language Processing (NLP)-driven responses will allow for more natural, conversational interactions to increase usability and accuracy in provided information.",The AI-chatbot will provide natural language responses to user queries.,None of the above.,,Initiated,CBP Careers Bot - Leo,"The Natural Language Processing (NLP) chatbot is intended to help visitors to the CBP careers site navigate complex and extensive career resources quickly and easily. By providing a guided, interactive experience, the chatbot simplifies access to the most relevant career information, on a user-by-user basis. Additionally, the chatbot can direct users to CBP recruiters and recruitment events, strengthening the agency's recruitment network and fostering more direct engagement with prospective candidates.","Visitors to the U.S. Customs and Border Protection (CBP) careers website can engage with a Natural Language Processing (NLP) based chat bot to help access CBP career related information and drive users to take the next action such as contacting a recruiter, attending a career event, or applying for a CBP career to help access CBP career related information and drive users to take the next action. These data-driven responses will allow for more natural, conversational interactions to increase usability and accuracy in provided information.",The NLP-chatbot will provide natural language responses to user queries.,Natural Language Processing (NLP),Salesforce Einstein,C2RMT,CBP,bespoke_application,1,general_llm,bureau,CBP,0,1,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,custom_system,0,nlp_specific,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""Visitors to the U"" — specialized NLP, bureau (CBP).",wave1-C
34143,132308,continued,DHS,CBP,Computer Vision for Aerial Detection of Land and Open Water Items of Interest,"This capability will automate cross-border maritime threat detection, classification and tracking, enabling more efficient maritime border security surveillance.",This capabilty will provide alerts and tracks of detected/classified maritime threats to system operators on a workstation user interface.,None of the above.,,Initiated,Computer Vision for Aerial Detection of Land and Open Water Items of Interest,,,,,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,computer_vision,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""capability will automate cross-border maritime threat"" — computer vision, bureau (CBP).",wave1-C
34144,132309,continued,DHS,CBP,AI for Software Delivery,The initial use case is to integrate AI into the development process to assist developers with code reviews so that when a request to modify code in a baseline is made by a developer AI is integrated into the continuous integration pipeline to examine the code for potential problems and inefficiencies.  By reducing code review time and identifying potential issues earlier in the development CSPD expects to reduce the time to deliver changes and increase initial software quality.,"The AI model will identify coding errors and recommend fixes as well as make recommendations for improvement and optimization which the request reviewer will assess and determine what, if any, changes need to be made before the code is approved to go into the baseline.",None of the above.,,Initiated,AI for Software Delivery,,,,,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""initial use case is to integrate"" — classical ML, bureau (CBP).",wave1-C
34145,132310,continued,DHS,CBP,Optical Counter - UAS Detection,"This capability will automate cross-border air & ground threat detection, classification and tracking, enabling more efficient border surveillance.",This capabilty will provide alerts and tracks of detected/classified air & ground threats to system operators on a workstation user interface.,None of the above.,,Initiated,Optical Counter - UAS Detection,,,,,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""capability will automate cross-border air &"" — classical ML, bureau (CBP).",wave1-C
34146,132122,continued,DHS,CBP,Thermal Power Generation with Geoseismic IoI Detection and Classification,Utilize seismic sensor data to determine Item of Interest traffic in deployed locations. Increases situational awareness in austere environments and reduces need for battery replacement since the devices are self-charging.,Alert that an Item of Interest (IOI) is present and the confidence interval that the detected seismic activity is correctly classified.,None of the above.,,Initiated,Thermal Power Generation with Geoseismic IoI Detection and Classification,"Overcomes the following problems: 1) the cost of replacement batteries, 2) the time it takes agents to constantly replace batteries, and 3) the problem of revealing the UGS location when replacing the batteries.",Utilize seismic sensor data to determine Item of Interest in deployed locations. Increases situational awareness in austere environments and reduces need for battery replacement due to self-charging.,Alert with the classification and confidence interval for the Item of Interest (IoI).,Classical/Predictive Machine Learning,,,CBP,custom_system,1,agentic,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""Utilize seismic sensor data to determine"" — classical ML, bureau (CBP).",wave1-C
34147,132311,continued,DHS,CBP,Underwater ROV,The expected benefit of the system is that users will be able to more quickly identify potential threats and contraband on maritime vessels. This identification will allow for the streamlined investigations of a ship's hull without the need for a dive team.,The AI system outputs provide an informed decision on if a potential threat or contraband is present on a maritime vessel hull.,None of the above.,,Initiated,Underwater ROV,,,,,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""expected benefit of the system is"" — classical ML, bureau (CBP).",wave1-C
34148,132312,continued,DHS,CBP,Wellness and Physical Fitness Application,"This is an internal  AI powered personal workout coach for Customs and Border Patrol Staff. 

Wellness and Physical Fitness Application uses AI to provide increased user awareness of physical status and associated remedial actions, if necessary. Health and wellness awareness intends to mitigate human capital costs.","Personalized physical fitness assessments and programs with real-time AI fitness monitoring and program adjustments. Metrics, graphs, and display for group and/or individual trends analyses.",None of the above.,,Initiated,Wellness and Physical Fitness Application,,,,,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""is an internal AI powered personal"" — classical ML, bureau (CBP).",wave1-C
34149,132123,continued,DHS,CBP,API Security Vulnerability Technology,"With the necessity of leveraging application programing interfaces (APIs) for applications across the enterprise, this AI technology is intended to run thousands of custom attack scenarios against APIs on a continuous basis. This will help to identify potential security vulnerabilities prior to production level deployments, and enable the enterprise to develop essential remediations, if required.  Additionally, the techonlogy is intended to provide continuous monitoring on APIs to provide real-time alerts on new potential vulnerabilities.","The AI system is intended to output custom reports on identified vulnerabilities within application programing interfaces (APIs). These reports will include the identified risk and a summary of the risk, as well as tailored remediation guidance based on the applications, environment, data, and tests conducted for end-users.",None of the above.,,Initiated,API Security Vulnerability Technology,"Discover, ingest, and analyze APIs to create and run thousands of custom attack scenarios against every build prior to production. Catch security vulnerabilities as early in the software development life cycle (SDLC) as possible. Educate and empower security and dev teams on sound API security strategies.","With the necessity of leveraging application programing interfaces (APIs) for applications across the enterprise, this AI technology is intended to run thousands of custom attack scenarios against APIs on a continuous basis. This will help to identify potential security vulnerabilities prior to production level deployments, and enable the enterprise to develop essential remediations, if required.  Additionally, the techonlogy is intended to provide continuous monitoring on APIs to provide real-time alerts on new potential vulnerabilities.","The AI system is intended to output custom reports on identified vulnerabilities within application programing interfaces (APIs). These reports will Include the identified risk and a summary of the risk, as well as tailored remediation guidance based on the applications, environment, data, and tests conducted for end-users.",Classical/Predictive Machine Learning,,,CBP,product_deployment,1,classical_ml,bureau,CBP,0,0,0,1,Custom In-House AI,In-House,0,0,0,0,0,0,inference_only,cybersecurity,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0,medium,"""With the necessity of leveraging application"" — classical ML, bureau (CBP).",wave1-C
34150,132124,continued,DHS,CBP,Cyber Threat Detection,"The technology will provide premise and/or behind the firewall deployments to support all cloud environments. The technology will establish a decoy file sharing capability such as SharePoint, Shared Drive, etc. with tailored decoy products or reports and monitor and alert on the access and interactions with the decoys.","The technology enables the accurate detection of malicious activity in the cyber environment for actionable insights so that leadership can identify threats and efficiently mitigate them while reducing the cost of other security defenses. With the technology, the user will be alerted of detected compromise, evaluation of the creation of decoys, and the monitoring/analysis of interaction with the decoys from the adversary.",None of the above.,,Initiated,Cyber Threat Detection,"Cyber deception is a proactive cybersecurity strategy that involves creating a network of deceptive elements, such as decoys to mislead and divert potential attackers. By strategically deploying these deceptive artifacts across an organization’s network, cyber deception aims to confuse attackers and delay their progress.","Cyber deception is used alongside other cybersecurity measures to enhance overall security posture. Cyber deception not only enhances threat detection but also provides valuable insights into attacker behavior, aiding in the development of more effective defense strategies and minimizing the risk of successful cyberattacks. Cyber deception technology plays a crucial role in enhancing cybersecurity defenses by enabling organizations to detect threats faster and decrease attacker dwell time.","When attackers engage with the deceptions, they reveal their presence and tactics, allowing security teams to detect, analyze, and respond to threats in real time. This proactive approach not only reduces the time attackers spend within the network but also provides valuable insights into their tactics, techniques, and procedures (TTPs).",Classical/Predictive Machine Learning,,,CBP,custom_system,0,classical_ml,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,cybersecurity,0,high,"""technology will provide premise and/or behind"" — classical ML, bureau (CBP).",wave1-C
34151,132126,continued,DHS,CBP,Multi-media Insight Tool,"The system enhances CBP's ability to monitor and analyze surveillance footage from existing USBP camera technology, enabling real-time detection of anomalies, and tracking of Items of interest within the video frame. It improves situational awareness, streamlines the identification process, and supports faster, more accurate decision-making, ultimately enhancing security and operational efficiency.","Outputs include real-time alerts on activities that should be watched, visual annotation to identify items of interest.",None of the above.,,Initiated,Multi-media Insight Tool,"The AI system solves the challenge of analyzing large volumes of surveillance footage and audio data efficiently. It enables Customs and Border Protection (CBP) to conduct real-time searches for objects, sounds, language, and events, detect anomalies, and track items of interest across multiple video streams concurrently. By providing outputs like real-time alerts and visual annotations, the system enhances situational awareness, streamlines investigations, and supports faster decision-making to improve border security and operational efficiency.","The system aims to enhance CBP's ability to monitor and analyze surveillance footage from existing CBP camera technology, enabling real-time detection of anomalies, and tracking of Items of interest within the video frame. It will improve situational awareness, streamline the object and event identification process, and support faster, more accurate decision-making, ultimately enhancing security and operational efficiency.  Essentially, this technology will allow users to review significant amounts of historical imagery to identify objects, scenes, and activities of interest and reduce the manual burden of searching multiple video streams.","Outputs include real-time alerts on activities that should be watched, visual annotation to identify items of interest.",Computer Vision,,,CBP,custom_system,0,computer_vision,bureau,CBP,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0,custom_system,0,classical_ml,bureau,CBP,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""system enhances CBP's ability to monitor"" — classical ML, bureau (CBP).",wave1-C
