agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
DOI,Automated otolith aging using image processing [2024 INV#WO0000000109315],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,computer_vision,,,,Developed in-house,FALSE,"Fisheries managers and researchers often need to know the age of fish for population estimates, stock assessment, and similar projects. Fish otoliths (an ear bone) often accumulated rings annual (similar to tress).",automate this process to see if we can reduce variability across individual agers and automate the aging process of counting otolith rings possibly saving time,automated aging process
DOI,Automated photographic identification of Eastern box turtles,USGS,pilot,Computer Vision,0,0,0,computer_vision,,,,Developed in-house,FALSE,Matching photographs from a database of photos to determine capture history of individuals which can then be used in capture-recapture models to estimate population size and demographic parameters.,"efficiencies in field data collection, allows data from community/citizen science to be used in monitoring activities, allows for the application of more sophisticated capture-recapture models",output is pairwise match or confidence scores and clusters of putative photo matches
DOI,Automated power line extraction using deep learning,USGS,pilot,Computer Vision,0,0,0,computer_vision,,,,Developed in-house,FALSE,"Provide a national, consistent, powerline dataset.",Cost savings over manual creation. Improves public access to information.,Geospatial dataset
DOI,Automating the Detection and Classification of Wildlife in Aerial Imagery [2024 INV#WO0000000109409],USGS,pilot,Computer Vision,0,0,0,computer_vision,,,,Developed in-house,FALSE,"The tools and workflows developed by this project will be used by the Bureau of Ocean Energy Management (BOEM) to assess wildlife populations as part of planning and monitoring for offshore energy development. BOEM requires information on the environmental sensitivity of marine species and marine productivity to make informed decisions regarding offshore oil and gas energy infrastructure placement and mitigation measures. This is mandated by the Outer Continental Shelf Lands Act (OCSLA Section 18(2)(G)), which requires the Secretary of the Interior to consider these factors when determining the size, timing, and location of future lease sales for the National Oil and Gas Leasing Program.","This work will support BOEM's activities to manage resources within the OCS Planning Areas, informing decisions about lease area selection and mitigation strategies.  Using AI will reduce the time, cost, and risk associated with aerial surveys","AI outputs will include the location and counts of birds and other wildlife in offshore areas. Imagery, annotations, and code will also be published."
DOI,BIA-GEO Assist,BIA,pilot,Generative AI,1,0,0,general_llm,,,,Developed in-house,FALSE,"The Branch of Geospatial Support (BOGS) and Regional Geospatial Coordinators (RGCs) offer technical support to BIA and Tribal GIS users that participate in the DOI Enterprise Licensing Agreement (ELA). The BOGS ELA Helpdesk Coordinator and RGCs allocates several hours per week to address helpdesk submissions that are rudimentary in nature and/or concerning licensing offered and the process and requirements for participation in the ELA.

RGCs allocate significant amounts of their time to the creation of Map layouts to provide data products to BIA, stakeholders and Tribes. We would like to expand the use of this tool

to see if it can be customized to reference data sets maintained by DRIS to automate the creation of these maps in a predefined template to eliminate the workload of map creation from existing data.

This tool also has the potential to assist with responding to FOIA requests, Our Division answers or collaborates on numerous FOIA requests each year. I would like to develop an internal version that could scour a FOIA repository to determine if this request is a duplication of a previous request and have it provide the dataset that was provided as a response.",Reducing the number of basic questions concerning rudimentary processes and/or general licensing and eligibility question will reduce the number of hours spent on helpdesk tickets and allow the RGCs ELA helpdesk coordinator to focus more time on managing,"Answers to user questions are generated by summarizing the results obtained from web queries that reference the predetermined web references built into the custom HTML code that was used to create the tool. However, we would like to explore expanding the tools capabilities to query internal data sources to automate the production of GIS products based on pre-approved public data. We would also like to utilize this tools functionality to scour past FOIA requests and their associated responses to determine if a duplicate

request has been received and provide the dataset or decision made for the previous FOIA request or a determination that the current request is unique in nature."
DOI,CHS Q Business AI Assistant (theKraken),USGS,pilot,Generative AI,1,1,0,general_llm,Amazon Q,,,Developed in-house,FALSE,"The AI Assistant is designed to address the challenge of quickly finding and using information spread across multiple platforms like GitLab and Confluence. Instead of employees spending valuable time searching through scattered documentation, theKraken provides a centralized tool to query, summarize, and generate content directly from CHS resources. This strengthens the agencys mission by enabling staff to focus on high value work rather than time consuming administrative tasks.",The AI Assistant has significantly enhanced the new employee onboarding experience by acting as a personalized guide to our data. It provides a centralized place to ask questions and quickly access information.,Generated natural language responses to user queries.
DOI,Catalog of stock ponds using machine learning,USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,There are many undocumented stock ponds that retain water for use by farmers and ranchers throughout the landscape in the Dakotas. The stock pond AI model could identify unknown stock ponds to water managers for use in contaminant monitoring or water budget analysis and drought mitigation.,Identifying stock ponds in North Dakota using an automated ML model rather than manually doing so increases efficiency at the state level that could free up labor for other tasks.,The stock pond ML algorithm outputs predicted locations of stock ponds and dams in lidar images in jpg format and a csv file of locations given in latitude and longitude.
DOI,Classifying CWD-Infected Elk Using Recurrent Neural Networks on GPS Movement Data,USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,Elastic Stack,,,Developed in-house,FALSE,"Chronic Wasting Disease is difficult and costly to diagnose using traditional biological testing. However, the disease affects an elk's behavior and movement over time. By analyzing GPS tracking data with AI  specifically, Recurrent Neural Networks (RNNs)  the model aims to:

Automatically identify movement patterns indicative of CWD infection,

Enable earlier or non-invasive detection of disease, and

Support wildlife disease surveillance and management decisions","helps wildlife managers detect CWD in elk early using GPS movement data, reducing the need for costly and invasive testing. It supports faster, data-driven decisions for disease control and wildlife management, protecting both animal health and resources",The AI system outputs a classification label for each elkCWD-infected or not infectedbased on patterns in their GPS movement data.
DOI,Classifying GPS data to understand flight behavior of birds [2024 INV#WO0000000109015],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,understand under what circumstances eagles are more likely to collide with wind turbines,better understand circumstances where eagles are more likely to collide with wind turbines,classification of the flight behavior of birds
DOI,Climate Futures for Lizards and Snakes in Western North America [2024 INV#WO0000000109092],USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,Identifying new management challenges to reptiles based on shifting environmental conditions,ability to identify new management challenges to reptiles based on shifting environmental conditions,management challenges to reptiles based on shifting environmental conditions
DOI,Coastal Change Likelihood: Synthesizing change factors using supervised learning,USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,Esri ArcGIS AI,,ESRI,Purchased from a vendor,FALSE,A supervised machine-learning framework (support vector machine algorithm) is used to predict future decadal-scale coastal change and its primary driver by combining over 20 published coastal geospatial datasets that describe the coastal landscape and the hazards that affect it.,"The Coastal Change Likelihood project is a computer-aided synthesis of the factors that determine future coastal landscape change that can be used by decision makers to support adaptation, mitigation, and prioritization of coastal zone resources and infra","The system produces maps of future coastal change, along with an indicator of the primary hazard(s) that produce the estimated change."
DOI,Computationally efficient emulation of spheroidal elastic deformation sources using machine learning [2024 INV#WO0000000109302],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"analytical models are fast but can be inaccurate as they do not correctly satisfy boundary conditions for many geometries, while numerical models are slow and may require specialized expertise and software",we trained supervised machine learning emulators (model surrogates) based on parallel partial Gaussian processes which predict the output of a finite element numerical model with high fidelity,output of a finite element numerical model with high fidelity
DOI,DARPAs CriticalMAAS [2024 INV#WO0000000108419; WO0000000096527],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"Identify patterns in the data, isolate those that correlate with known mineral deposits, and integrate these with other geospatial layers to generate a predictive map for guiding future mineral exploration.",Assessment of the domestic availability of critical minerals. Insight into the U.S. critical mineral supply landscape. Evaluation of national critical mineral supply chains. Analysis of domestic sources and supply of critical minerals.,Predictive maps
DOI,Data-Driven Streamflow Drought [2024 INV#WO0000000109714],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,streamflow drought forecasts,"ability to provide drought forecasts using data-driven, machine learning approaches for USGS gage locations across the continental U.S.",drought forecasts
DOI,"Deep Learning application for automated mapping of surficial landforms, surficial geological deposits, and abandoned mine sites from lidar-derived topography [2024 INV#WO0000000109153]",USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"mapping of surficial landforms, surficial geological deposits, and abandoned mine sites",automation of mapping,"maps of surficial landforms, surficial geological deposits, and abandoned mine sites"
DOI,Deep Learning based image segmentation [2024 INV#WO0000000107975],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,computer_vision,,,,Developed in-house,FALSE,"Machine Learning based shoreline detection and mapping, automated data suitability analyses from satellite imagery",time savings,shoreline mapping
DOI,Deep?learning Integrations into NEIC Operations [2024 INV#WO0000000109496],USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,The AI model improves the rapid detection of earthquakes.,Reduces the time analysts need to work on poorly located or incorrect earthquake detections.,"The algorithms predicts the type of seismic phases detected, the distance the earthquake is from the receiver, and improves the event detection time."
DOI,Delineating sub-surface drainage using satellite imagery [2024 INV#WO0000000109525],USGS,deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,,,,Developed in-house,FALSE,"Knowing subsurface drainage (tile-drain) extent is integral to understanding how landscapes respond to precipitation events and subsequent days of drying, as well as how soil characteristics and land management influence stream response.",a time series of tile-drain extent would inform one aspect of land management that complicates our ability to explain streamflow and water-quality as a function of climate variability or conservation management,time series of tile-drain extent
DOI,Developing land cover maps for barrier islands using satellite imagery,USGS,pilot,Classical/Predictive Machine Learning,0,0,0,computer_vision,,,,Developed in-house,FALSE,The objective of this ML/AL use case was to map land cover on barrier islands using satellite imagery.,"Prediction of land cover types based on signatures from training data (i.e., pixels with class labels).","Prediction of land cover types based on signatures from training data (i.e., pixels with class labels)."
DOI,DiscoverDOI,USGS,pilot,Agentic AI,1,0,0,agentic,,,,Developed in-house,TRUE,Users need to find outdated content or prohibited content on DOI websites,Users can ask questions and receive answers and links to the websites in question,Links and content snippets of DOI websites
DOI,DocketScope,FWS,deployed,Natural Language Processing,0,0,0,nlp_specific,,,"The Regulatory Group, Inc.",Purchased from a vendor,FALSE,Facilitate review of public comments.,Use AI capabilities and detections to assist with timely and accurate comment analysis.,Produce extractive summaries of comments. Detect general sentiment and requests for comment period extensions or public meeting requests.  AI tools are supplemental and intended to aid in efficiently identifying key information within comments. Results are verified by analysts during comment review.
DOI,Earthquake Catalog Development [2024 INV#WO0000000109208],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,develop more complete and robust earthquake catalogs,"volcanic earthquake catalog enhancement using integrated detection, matched-filtering, and relocation tools",more complete and robust earthquake catalogs
DOI,Ecological niche models for bat species [2024 INV#WO0000000109233],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,We are trying to understand what environmental factors determine the presence and absence of bat species across their range.,understand what environmental factors determine the presence and absence of bat species across their range,environmental factors that determine the presence and absence of bat species
DOI,Effects of vehicle traffic on space use and road crossings of caribou in the Arctic [2024 INV#WO0000000110111],USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"Assessing the effects of industrial development on wildlife is a key objective of managers and conservation practitioners. However, wildlife responses are often only investigated with respect to the footprint of infrastructure, even though human activity can strongly mediate development impacts. In Arctic Alaska, there is substantial interest in expanding energy development, raising concerns about the potential effects on barren-ground caribou (Rangifer tarandus granti). While caribou generally avoid industrial infrastructure, little is known about the role of human activity in moderating their responses, and whether managing activity levels could minimize development effects. To address this uncertainty, we examined the influence of traffic volume on caribou summer space use and road crossings in the Central Arctic Herd within the Kuparuk and Milne Point oil fields on the North Slope of Alaska.",gradient-boosted machine learning models to predict hourly traffic volumes for road segments across the study and generalized additive models (GAMs) to assess effects of traffic volume on caribou fine-scale summer movements,"Prediction of liquefaction potential at input site, as it compares to existing case history dataset."
DOI,Enabling FOIA Request Clustering Capability in the Document Review Platform (Density Based Algorithm alongside Term Frequency  Inverse Document Frequency (TF-IDF)),SOL,deployed,Natural Language Processing,0,0,0,nlp_specific,Custom In-House AI,,,Developed in-house,TRUE,Identifying Contextually Similar FOIA Requests. Developed in house is selected because while the document review platform is used it is not an out of the box functionality.,"This tool assists in identifying contextually similar FOIA requests but has some limitations such as editing stop words. While we still use this tool sometimes, we primarily use our in-house built tool.","Grouped requests into clusters based on TF-IDF weighted vocabulary. Documents with distinctive overlapping terms form conceptual groups. This provides a visualization of requests that are conceptually similar. The clusters assist in identifying emerging topics of public interest, opportunities where proactive disclosure may fulfill multiple requests, and opportunities for collaboration on responses across multiple bureaus. While we primarily use our own in-house built tool for this capability, there are times when we still leverage this version."
DOI,Estimates of Habitat Suitability of Reed Canarygrass (Phalaris arundinacea) in Upper Mississippi River Floodplain Forest Understories,USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,A better understanding of where in the Upper Mississippi River floodplain and invasive grass may occur.,This will help managers and researchers prioritize areas for restoration and further research.,Probability of habitat suitability for an invasive wetland grass called reed canarygrass.
DOI,Evapotranspiration mapping and monitoring,USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"Mapping evapotranspiration (ET) with remote sensing is essential because it provides a consistent, large-scale view of how water is being used across landscapes. In agriculture, ET maps help farmers and water managers track crop water use, improve irrigation efficiency, and manage limited water resources more sustainably. Beyond farming, ET mapping supports drought monitoring, groundwater management, ecosystem health assessments, and fire fuel moisture assessments by showing how water and energy cycles vary over space and time. Without remote sensing, this kind of detailed, spatially explicit information would be impossible to obtain at regional or global scales. AI was used by USGS EROS to improve our ability to map ET, using multi-layer perceptrons and DNNs.","An improved ET product means a more informed farmer, allowing them to efficiently manage water resources and the crops that depend on them. The use of AI improves our ability to characterize surface temperature boundary conditions","ET maps for the Western US, used as input to the OpenET project. Also on-demand generation of global ET."
DOI,Everlaw AI Assistant for Responsive Review,OCIO,pilot,Agentic AI,1,0,0,nlp_specific,,,"Everlaw, Inc.",c) Developed with both contracting and in-house resources,FALSE,"Everlaw AI Assistants Coding Suggestions lets OTAR and DO set natural-language criteria (case, category, and code descriptions) to assess document responsiveness. By tagging documents using keywords, account numbers, and contextual clues, it reduces manual review and speeds document triage",Reduced manual labor cost and cycle time for responsive review; more consistent and rapid identification of responsive documents; meet discovery deadlines; large scale document search; and improved classification for historical accounting.,"The AI assistant provides one of four coding suggestions: Yes (direct match), Soft Yes (plausible relevance), Soft No (weak relevance), or No (not relevant). DOI reviewers can filter by category, validate samples, and refine code descriptions. Output is advisory; reviewers decide whether to apply the Responsive code."
DOI,Experimental Forecast for River Chlorophyll,USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"Forecast total chlorophyll concentrations in streams across various locations, part of the Ecological Forecasting Initiative (EFI) which is a collaboration between USGS and this research organization.","Part of an experimental process to visualize stream forecasts for chlorophyll, improve model refinements, improve model accuracy, test understanding of drivers of harmful algal blooms.",Predictions - near-term forecasts (up to 30 days in advance) of total stream chlorophyll with separate graphs for model drivers and their trends/forecasts.
DOI,"Extracting robust, searchable data from narrative geologic descriptions [2024 INV#WO0000000109022]",USGS,pilot,Generative AI,1,1,0,general_llm,,,,Developed in-house,FALSE,"Extracting robust, searchable data from narrative geologic descriptions",time savings,searchable geologic description data
DOI,FOIA Request Clustering Tool (Embedding based clustering alongside Term Frequency  Inverse Document Frequency (TF-IDF)),SOL,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,Developed in-house,TRUE,Identifying FOIA requests that share lexical and/or semantic similarity.,Quickly identifying similar FOIA requests.,Cluster Visualization to facilitate identifying similar requests.
DOI,FOIA Request Conceptual Similarity Tool (Semantic Similarity Score Generation),SOL,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,Developed in-house,TRUE,Identifying contextually similar FOIA requests received by the department.,Reduces duplication of work when similar requests are submitted to multiple offices. These requests can be coordinated for uniform responses.,Semantic Similarity Score
DOI,FOIA Request Lexical Similarity Tool in the Document Review Platform (Term Frequency  Inverse Document Frequency (TF-IDF) - Cosine),SOL,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,Developed in-house,TRUE,Identifying Similar FOIA Requests,Identifying requests that are nearly identical assists in reducing the duplication of work. Records that are identical or nearly identical can be deduplicated out or processed in bulk.,Percentage similarity between documents. Developed in house selected because this is not an out of the box function available in the document review platform.
DOI,Flor-AI: Developing a Remotely Sensed Image Classification Method for Inventory and Monitoring of Flora in Digital UAS Imagery,USGS,pilot,Computer Vision,0,0,0,computer_vision,,,,Developed in-house,FALSE,"This project supports the management of oak-pine barrens on the Necedah National Wildlife Refuge, Wisconsin. Necedah NWR staff conduct habitat management actions (prescribed burning, mowing, seeding, and herbicide application) to increase wild lupine (Lupinus perennis) abundance for the endangered Karner blue butterfly (Lycaeides melissa samuelis). This project will use uncrewed aerial systems (UAS) to collect imagery and apply artificial intelligence to efficiently process imagery and detect lupine. Model performance and the overall project workflow will inform future efforts and may be applied to additional vegetation monitoring programs.","Benefits of using UAS and AI for this work include more efficient surveys of large landscapes, reduced costs associated with staffing for on-the-ground surveys, and faster generation of maps for planning management actions.","AI outputs will include the location, counts, and coverage area of wild lupine populations in the target areas. Imagery will also be processed into orthomosaics and published."
DOI,Foundation Models to Advance Earth Science [2024 INV#WO0000000107153],USGS,pilot,Generative AI,1,1,0,general_llm,,,,Developed in-house,FALSE,"Advance the understanding of Earth's conditions and processes by developing and deploying generalist AI models (Foundation Models) trained on Earth Observations from field, suborbital, and orbital sensors.","These models, along with the resulting insights, will empower scientists and land user managers to achieve more while also advancing the broader field of AI and machine learning science.",Information on Earth conditions and processes
DOI,"Four AI systems using different strategies to identify, classify and locate both volcano-tectonic and non-traditional volcanic earthquakes",USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"Identifying and classifying volcanic earthquakes, which can be very different from traditional tectonic earthquakes.  These are addressed with CNN's, hidden Markov models, and pre-trained neural networks for picking P- and S-waves in seismograms, hierarchial clustering, identifying non-traditional volcanic earthquakes (e.g., long-period, degassing events, bubble collapse, and assigning magnitudes).","These methods will automatically detect and classify earthquakes in large data sets without human review.  In the case of identifying small earthquakes, the method has detected 4.5x more earthquakes than human review.",Catalogs of earthquakes
DOI,Frog vocalization recognition from digital recordings,USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,Automated audio recorders make it easy to gather large amounts of digital audio recordings where frogs may be vocalizing. These recordings are too numerous to make it cost effective to listen to all of them. AI helps us search the recordings for calls of specific species to determine if they were there without us listening to thousands of hours of recordings.,"We are using this method to screen for Cuban treefrogs, which are in invasive species in the southern U.S. This will allow us to increase our early detection and rapid response to detections at sites that were not previously known to have the species.",AI outputs a list of vocalizations that it identifies as possibly the frog of interest.
DOI,Global food-and-water security-support analysis data (GFSAD) project [2024 INV#WO0000000107073],USGS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,"1. Landsat-derived rainfed and irrigated area-product of Conterminous United States (LRIP30)
2. Landsat-derived global cropland extent product @ 30 m (LGCEP30)
3. Landsat-derived global rainfed and irrigated area product @ 30 m (LGRIP30)","1. assessing Nation's irrigated and rainfed cropland areas 
2. critical to assessing crop water use, crop water productivity, and crop water savings 3. providing information on global irrigated and rainfed cropland area maps and statistics",Producing irrigated and rainfed cropland maps and statistics of United States of America (USA) and the world using Landsat and other similar satellites at 30 m or better spatial resolution. For example: https://www.usgs.gov/apps/croplands/app/map. Numerous datasets and scientific papers are published on this work. Please visit: www.usgs.gov/wgsc/gfsad30
DOI,Google Cloud Vision [2024 INV#WO0000000154445],USGS,pilot,Computer Vision,0,0,0,computer_vision,,,Google,Purchased from a vendor,FALSE,USGS Water Mission Area needs text extraction from publicly available topographic maps as a callable function of an application.,"time savings, cost savings",text data extracted from topographic maps
DOI,Google Vertex AI Document workbench [2024 INV#WO0000000154393],USGS,pilot,Computer Vision,0,0,0,computer_vision,,,Google,Purchased from a vendor,FALSE,The USGS Energy Resource Program needs to use Google Vertex AI document workbench to perform data rescue on some old paper USGS publication tables with oil and gas production data from the 1940s-1980. This data is not available in digital form.,data rescue,digital data extracted from paper publication - oil and gas production data from 1940s - 1980s
DOI,Gulf Coast Geologic Energy Machine Learning [2024 INV#WO0000000109198],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,predict expected ultimate recovery of shale oil wells,predict total organic carbon,ML model using elemental data to predict total organic carbon
DOI,HOTLink: identifying elevated thermal anomalies at volcanoes [2024 INV#WO0000000109217],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,Moves beyond threshold-based hotspot detection algorithms using computer vision and CNN for improved detection of weka thermal signals that may be the first indiciation of volcanic unrest,"Detects 22% more hotspots at volcanoes and produces 12% fewer false positivies across multiple satellite sensor platforms to accurately characterize background and eruptive periods, as well as providing probabilistic measures of detection confidence.","Hotspot detections with probabilities, quantitative time series of volcanic radiative power"
DOI,Implementation of Artificial Intelligence to Estimate Population Size of a Migratory Bird from Aerial Thermal Imagery [2024 INV#DOI-67],FWS,pilot,Computer Vision,0,0,0,computer_vision,,,,Developed in-house,TRUE,Current survey approach has excessive variability that cannot be biologically explained. New approach is warranted to inform harvest management,"Improved safety for pilots and crew because of remote sensing methods, potential for cost efficiency if approach is fully implemented, and improves data quality to inform harvest management.",A population estimate and distribution data for this hunted migratory bird.
DOI,Improving Prediction Capabilities for Barrier Island Landscape Change,USGS,pilot,Classical/Predictive Machine Learning,0,0,0,computer_vision,Esri ArcGIS AI,,"Marda Science, LLC; ESRI; Python libraries (open-source)",Developed with both contracting and in-house resources,FALSE,"This research uses several AI/ML tools to observe and analyze coastal landscape change at critical habitats along barrier islands. The work employs traditional ML methods (random forest model), and more cutting-edge methods, like foundation models (e.g. Segment Anything). AI tools that leverage human-in-the-loop methods (e.g. Doodler) enable efficient and reliable landcover map creation from aerial and satellite imagery and enhanced historical imagery that provides important long-term perspectives of landcover change. This work aids land management decision-making and risk assessments and provides data for model validation.","More accurate and longer-term information leads to more efficient and effective resource management, protecting property and national interests.",Data products include landcover maps and change maps; Publications describe model validation for coastal natural hazards and landscape evolution; Continued development of AI/ML methods and workflows to inform landscape change assessments.
DOI,Improving accuracy and precision of sonar-based estimates of fish abundance [2024 INV#WO0000000108800],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,Sonar-based estimates of fish abundance are prone to inaccuracies that can limit their utility,improved accuracy and precision of USGS's annual prey fish abundance estimates,annual prey fish abundance estimates
DOI,InSAR and other geodetic studies at Volcanoes [2024 INV#WO0000000109093],USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,recognize transient signals in combined InSAR and GPS data that may be indications of impending hazardous volcanic activity,help predict hazardous volcanic activity,identification of hazardous volcanic activity
DOI,Integrate High-resolution Satellite Remote Sensing Data with  Automated Machine Learning Techniques to Enhance Water Quality Assessment,USGS,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed in-house,FALSE,understanding water quality in the Mississippi River using available data,"improving understanding of water quality, prioritizing restoration of the Mississippi River",predictions
