agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
SSA,General Use Chatbot,Chief Information Officer,pilot,Generative AI,1,1,0,general_llm,Microsoft 365 Copilot Chat,Microsoft,Microsoft - M365 Copilot Chat,a) Purchased from a vendor,No,"Generative AI model to create content, summarization, analyzation and research capabilities","Copilot can help with routine tasks (e.g.: writing emails/articles), provide suggestions for improving content, offer valuable data insights and image generation.",Chat responses to users
SSA,Generative Artificial Intelligence (AI) for Analytic Insights,"Chief Information Officer, Analytics and Improvements",deployed,Generative AI,1,0,0,general_llm,OpenAI API,Provisional ATO in progress,Microsoft / OpenAI,a) Purchased from a vendor,No,"Generative AI model to analyze SSA's National 800 Number and Field Office call transcripts as well as Interactive Voice Response (IVR) system call logs to provide insights into caller intent, call resolution, and call topics.","The insights help identify areas for improvement in policies and processes, leading to better customer service and reduced wait times. Ongoing analysis and monitoring support more effective system performance and enhance the overall customer experience.",Varies by use case
SSA,Handwriting Recognition of Forms; Intelligent Document Processing Platform - Forms Classification and Data Extraction,Chief Information Officer,deployed,Computer Vision,0,0,0,computer_vision,,Form Data Extraction,Hyperscience,a) Purchased from a vendor,No,"This AI use case classify, identify and extract structured, semi-structured forms containing printed and handwritten fields. The use case increases automation, reduces clerical errors and reduces customer wait times.",The use case improves efficiency and accuracy,The output of extracted data fields on the form is represented in JSON format that can be available to downstream systems using API and through other integration mechanism such as queues.
SSA,Human Resource Chatbot,Human Resources,deployed,Generative AI,1,0,0,general_llm,OpenAI API,HR Chatbot,Microsoft / OpenAI,a) Purchased from a vendor,Yes,"Generative AI chatbot grounded in SSA Personnel Policy Manual and other HR related documents that provides HR staff with the ability to search HR policy and related documents using natural language to answer SSA employee inquiries, analyze policies and HR law, and create needed updates to personnel documentation.",Reduce the time to retrieve HR policy information by allowing HR staff to ask HR policy-related questions using natural language and follow-up questions to refine responses. Provide the ability to analyze HR policy documents as well as more quickly respond to HR inquiries from SSA employees.,Chatbot responses to users prompts that are grounded in SSA HR policy data and other associated HR documents.
SSA,Insight,"Chief Information Officer, Disability Information Systems",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Insight,,b) Developed in-house,Yes,"This AI use case is decision support software used by hearings and appeals-level Disability Program adjudicators to help maximize the quality, speed, and consistency of their decision making.  The use case analyzes the free text of disability decisions and other case data to offer adjudicators real-time alerts on potential quality issues and case-specific reference information within a web application.  The use case increases decision quality and reduces human error.",The use case increases decision quality and reduces human error.,"Insight provides 43 Quality flags, when raised, indicating various inconsistencies, omissions, or Policy non-compliant conditions that exist in the disability decision."
SSA,Intelligent Medical Language Analysis Generation (IMAGEN),"Chief Information Officer, Disability Information Systems",deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,IMAGEN,IMAGEN,,b) Developed in-house,Yes,"This AI use case helps employees visualize, search, and more easily identify relevant clinical content in medical records.  The use case improves efficiency and accuracy of disability determinations/decisions.",The use case improves efficiency and accuracy,"Document annotations on medical records to aid in navigation such as identifying patient encounters, tests, dates, and other relevant information. Possible impairment and SSA Medical Listing Codes are also identified."
SSA,Intelligent generation of modernized code.,Chief Information Officer,deployed,Generative AI,1,1,1,general_llm,AveriSource Platform,AveriSource Platform,AveriSource,a) Purchased from a vendor,Yes,"The module uses AI techniques such as cluster analysis, pattern matching, templates, and programming language models to generate modernized code in a new target language.
These AI techniques enable it to perform efficient data analysis, processing, and intelligent generation of new code. AI powered approach provides structured standardized code thats highly maintainable.","The GenAI component accelerates legacy system modernization by automatically analyzing COBOL and other legacy code, generating consistent business requirements documentation, and performing refactoring and re-imagining to transform code into modern languages and frameworks (e.g., Java, Java Spring Boot). This capability reduces manual effort required for document creation, supports knowledge retention as subject matter experts retire, and shortens development cycles by enabling faster updates to systems that serve the public.","Transformed legacy code into modernized language, business and technical requirement documentation."
SSA,Mobile Wage Reporting,"Chief Information Officer, Digital Customer Solutions",deployed,Computer Vision,0,0,0,computer_vision,,Supplemental Security Income Record Maintenance System (SSIRMS),AWS,c) Developed with both contracting and in-house resources,Yes,Uses AI to extract text/data from scanned images/documents representing pay stubs or payroll information to enable faster processing.,Increased speed and accuracy,Gross pay and pay date from the paystub image
SSA,Modernized Development Worksheet (MDW),"Chief Information Officer, Analytics and Improvements",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,MDW using Natural Language Processing (NLP),,b) Developed in-house,Yes,This AI use case reviews data during case development so it can be better categorized. The use case reduces processing time and customer wait times.,Reduce considerable workloads from the Processing Centers by eliminating the manual categorization of MDWs,Labels and categorizes new or updated MDW requests
SSA,Policy Assistance Tool (PAT),Chief Information Officer,pilot,Generative AI,1,1,0,general_llm,OpenAI API,21st Century PolicyNet,Microsoft / OpenAI,c) Developed with both contracting and in-house resources,Yes,"The system is designed to help employees quickly and easily find accurate policy information, improving efficiency and the user experience for those who need to access agency policies.","The system is expected to make it faster and easier for users to access accurate and up-to-date policy information. This will improve efficiency, streamline processes, and enhance service delivery, supporting the agencys mission and benefiting the general public.","Chatbot responses to users that are grounded in SSA policy data and provide links to policy documents referenced in the response. 

Management information reports, in the form of a dashboard."
SSA,PolicyNet Plain Language Search Engine,Chief Information Officer,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,21st Century PolicyNet,,b) Developed in-house,Yes,"The system is designed to help users quickly find relevant information, improving efficiency and customer service. Ongoing enhancements and data analysis support more accurate and effective search results.","The system streamlines access to information for staff, enabling more efficient and accurate decision-making. This leads to improved service delivery and significant time savings, benefiting both agency operations and the public.","Intelligent search results enabled by the open-source Apache Solr search engine
Advanced Search features including tagging, auto complete, and Learning to rank, based on Upvote/downvote sentiment capture ."
SSA,Pre-Effectuation Review (PER) / Targeted Denial Review (TDR) Models,"Chief Information Officer, Analytics and Improvements",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,PER TDR,,b) Developed in-house,No,This AI use case identifies high likelihood of error in certain claims and refers them for review. This use case reduces incorrect benefits payment.,"Pre-Effectuation Review (PER) and Targeted Denial Review (TDR) benefit public, taxpayers, and claimants in ensuring that SSA provides benefits for those who qualify for benefits based on the SSA policy and guidelines.",Probability scores via an in-line mainframe process
SSA,Proactive Triage and Analysis of Hearings (PATH),"Chief Information Officer, Analytics and Improvements",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,PATH,,b) Developed in-house,Yes,This AI use case flags high likelihood favorable claims and refers them to human adjudicators for further review to determine eligibility for on-the-record hearing decisions.,"The use case improves case flow, speeds up eligibility decision, increases consistency and accuracy, and provides better service to the public.",The system outputs sorted case listings based on likelihood of favorable hearing decision.
SSA,Quick Disability Determinations Model,"Law and Policy, Disability Policy",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,eDIB (electronic disability),IBM,a) Purchased from a vendor,Yes,Used to screen initial applications to identify cases where a favorable disability determination is highly likely and medical evidence is readily available to prioritize this workload and expedite case processing.,"QDD predictive model quickly identifies and prioritizes disability claims processing for individuals with severe, life-threatening, or life-altering conditions. This approach reduces processing times, improves access to benefits for those in urgent need, and allows the agency to allocate resources more efficiently, ultimately enhancing service delivery for the public.","System output consists of probability model scores for each separate scoring service, Scoring Service for Allowance and Scoring Service for Processing Time, and the overall QDD Score."
SSA,"SSA 800# Public Question & Answer Bot and OIG Hotline recording of fraud, waste and abuse.","Chief Information Officer, Digital Customer Solutions",deployed,Generative AI,0,1,0,general_llm,,Enterprise Contact Center,AWS,a) Purchased from a vendor,No,"The Q&A bot answers callers questions using approved FAQs found on SSA.GOV. Support is provided in both English and Spanish. Calls answered solely by the bot reduce the wait for other callers needing agent service. A bot will also ask questions and populate responses from the public as a record of their interaction when reporting fraud, waste and abuse.",Improved service to the public by answering calls faster and lowering expense to handle transactions.,Returns the answer snippet content for the applicable FAQ topic that should contain the same language as if the askers were to navigate to the FAQs webpage themselves on ssa.gov.
SSA,Social Security Income (SSI) Redetermination Model,"Chief Information Officer, Analytics and Improvements",deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,SSIRZ,,b) Developed in-house,Yes,This AI use case identifies SSI overpayment cases that have highest expected overpayments for review.,Helps prioritize important program activities and contributes to overall public program efficiency and effectiveness.,"The system outputs numerical scores for individuals, comprised of likelihood and amount of overpayment."
SSA,Speech to Text Video Transcription,"Chief Information Officer, Disability Information Systems",deployed,Natural Language Processing,0,0,0,nlp_specific,,Hearing Recording and Transcription,Microsoft,a) Purchased from a vendor,No,Generate transcript from recorded audio of disability hearings,"The Speech-to-Text Video Transcription solution improves efficiency and accuracy in disability hearings by auto-generating searchable transcripts, reducing manual work, and enabling faster, more informed decisions that benefit both the agency and the public.",Transcript
SSA,Therapy Chatbot - Text-Based Mental Health Support for SSA Employees,Human Resources,deployed,Generative AI,1,0,0,general_llm,,,Espyr/Acentra,a) Purchased from a vendor,No,"This AI use case is a therapy chatbot that employees can access on their own personal devices and is designed to provide confidential, immediate mental health support to employees, helping address stress, emotional challenges, and limited access to traditional counseling services.","The chatbot promotes employee well-being, reduces stress, and enhances resilience, which supports a healthier workforce and improves overall agency performance and public service delivery.","The chatbot delivers real-time emotional support, personalized coping strategies, wellness recommendations, and alerts to live counselors when needed."
SSA,Training Audio and Video Generation,Human Resources,pilot,Generative AI,1,1,0,general_llm,Adobe Firefly,"Adobe Firefly, Articulate Storyline 360, Vyond","Adobe, Articulate, and Vyond",a) Purchased from a vendor,No,Generative AI model to create audio and visual content for SSA training products,Quickly generating custom audio and visual content for training products.,"Audio files, video files, and image files"
SSA,Training Interaction Simulator,Human Resources,deployed,Generative AI,1,0,0,general_llm,,Percipio,Skillsoft/Percipio,a) Purchased from a vendor,No,Employees do not have an avenue to practice interactions with a variety of clients/coworkers with a range of attitudes.,Users gain practice with simulated conversations and receive constructive feedback on their responses.,Responses to situational conversations and coaching on user interactions
SSA,Vocational Assessment Assistant Tool  (VAAT),"Chief Information Officer, Disability Information Systems",deployed,Generative AI,1,0,0,general_llm,OpenAI API,eDIB Cloud,Microsoft / OpenAI,c) Developed with both contracting and in-house resources,Yes,"The AI is intended to address the problem of a manual, time-consuming, and expertise-dependent process for researching job codes and analyzing transferable skills, which can result in inconsistent outcomes among different examiners and offices.","The expected benefits of the AI include streamlining and speeding up vocational analysis, increasing consistency and standardization in decision-making, improving the quality and reliability of determinations, and allowing staff to dedicate more time to complex case analysis rather than routine manual tasks. These outcomes support the agencys mission and benefit the general public by promoting more efficient and equitable service delivery.",The AI system produces recommendations for key evaluation steps and provides structured explanations to support vocational decisions.
DOT,Airborne Safety Metric (ASM),FAA AJO,deployed,Other,0,0,0,classical_ml,,,,No contract/external resources used in development.,No,The use of AI modeling can categorize the types of events based on the information provided in the accident and incident report and its result will support the safety metric calculation.,,"The AI system can classify the event types such as mid-air collisions, flight into terrain accidents, and turbulence events for a given accident or incident reports."
DOT,Certified Professional Controller (CPC) On-Board Success Evaluator,FAA AJO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,Developed with a combination of in-house and contract/external resources.,No,"CPC Outlook Generator (COG) is a front end Graphical User Interface built to interact with a data model called CPC Onboarding Success Evaluator (COSE), a machine learning model capable of predicting how many Certified Professional Controller (CPCs) the FA",,"Based on what-if scenario, the system provides a graphical representation of a 5 or 10 year CPC staffing outlook (which is the predictive component provided by the ML).  Alongside with the cost (training and salary) the ""when"" the target shifts (is it ear"
DOT,Community Engagement Chat Bot,FAA APL,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,Developed with a combination of in-house and contract/external resources.,No,Assisting the public in finding information on the FAA website.,,We are using our AI Chat Bot to better inform the public. In our efforts to engage with the public we wanted to use this tool to direct the public to the tremendous amount of information that is on the FAA Website.
DOT,Conversational Multi-modal Chatbot (Google Gemini),OST,deployed,Generative AI,1,1,0,general_llm,Gemini,,Google,Purchased from a vendor,,"DOT needs a large language model that can integrate with word processing, email, presentations and shared drives.",Google Gemini will allow DOT employees to Generate reports that automatically align with specific Operating Administration (Mode) format;  Generate custom visuals and slide outlines directly inside presentation.,
DOT,Enterprise Personal Productivity Assistant Capability,"CAIO, HASS, Volpe",deployed,Generative AI,1,1,0,general_llm,,,,No contract/external resources used in development.,Not Applicable,Secure enterprise AI-enabled document generative AI capabilities.,,Research and operating administrations are able to use application program interfaces (APIs) to develop employee productivity enhancing solutions for querying user-provided documents.
DOT,Financial Policy LLM Document Search,FAA AFN,deployed,Generative AI,1,0,0,general_llm,,,,No contract/external resources used in development.,No,"The Financial Policy Chatbot (AI system) will search a variety of financial policy documents to answer users' financial policy questions, and more importantly, will link to the document(s) where it found the answer.  The the chatbot will initially be used",,"The Financial Policy Chatbot (AI system) will search a variety of financial policy documents to answer users' financial policy questions, and more importantly, will link to the document(s) where it found the answer."
DOT,Identification of Similar Continued Operational Safety (COS) Events,FAA AVS,deployed,Other,0,0,0,classical_ml,Palantir AIP,,,Exclusively developed with contract/external resources.,No,"AIR is utilizing AI within Palantir Foundry (i.e., Foundry's ""Artificial Intelligence Platform"" (AIP)) to search, find and link similar types of events (e.g., Continued Operational Safety (COS) event reports, Notices of Noncompliance (NCN), semantic searc",,The output aggregates information from disparate sources to provide an integrated view of events that are similar.
DOT,Integration of small Unmanned Aircraft System (sUAS) Geospacial Information System (GIS) Technologie,FAA AJO,deployed,Other,0,0,0,classical_ml,,,,,No,This use case will be used to enable new methods and tools that support the maintenance of life cycle of National Airpsace System (NAS) infrastructure.,,Used to enable non-Georefereced data to be integrated into digital form.
DOT,Power Platform Use,FAA AJO,deployed,Generative AI,1,0,0,general_llm,,,,,No,Speeds up the development of code structure.,,Provides programming language recommendations (C#) to support coding/software development.
DOT,Public Comment Analyzer (PCA),OST,deployed,Agentic AI,1,0,0,general_llm,,,,Developed with both contracting and in-house resources,No,"The business goal of this project is to use a powerful language model to analyze public comments. The model will:
•	Categorize comments into different topics
•	Detect the sentiment (positive, negative, or neutral) of the comments
•	Generate summaries of the comments
•	Provide daily updates on the comments
•	Allow secure access to the information",The anticipated benefits are: Improve the accuracy of the analysis; reduction of human analysis required to review all public comments; streamline the process of reviewing comments; keep feedback up to date to help inform decision making. It will allow subject matter experts (SMEs) to more quickly review summaries of the submitted comments and obtain additional details where and as needed. It will also provide SMEs with the general sentiments of public comments,Data is available on Regulations.gov.
DOT,Report Sumarization (Google NotebookLM),OST,deployed,Generative AI,1,1,0,general_llm,NotebookLM,,Google,Purchased from a vendor,,DOT employees need an environment to upload custum Retrieval-Augmented Generation (RAG).,"NotebookLM allows employees to upload documents that create a private RAG environment.  NotebookLM also condense long PDFs, articles, or transcripts into bulleted executive summaries, podcast style audio or action items",
DOT,Spectrum Assignment & Engineering Team LLM Document Search,FAA AJO,deployed,Generative AI,1,0,0,general_llm,,,,Developed with a combination of in-house and contract/external resources.,No,"Intended purpose: To make the user experience of end users more easy and  interactive and engaging.

Benefits: Increased customer satisfaction of FAA's coordination systems' users",,Responses to help questions
DOT,Surface Report Classifiier (SCM/Auto-Class),FAA AJO,deployed,Other,0,0,0,classical_ml,,,,No contract/external resources used in development.,No,To classify surface Mandatory Occurrence Reports (MORs) to reduce the amount of manual event review.,,"Classes  - runway excursion, runway incursion, surface incident."
DOT,Surface Safety Metric (DOT Key Performance Indicator),FAA AJO,deployed,Other,0,0,0,classical_ml,,,,No contract/external resources used in development.,No,"Creating weighting scheme values based on safety data for measuring and monitoring safety risk in the National Air Space. The weights are used to generate safety indices for surface and airborne settings, for both commercial and non-commercial flights.",,Safety indices for Commercial and Non-Commercial accident and incident categories with the SSM Safety Performance Target.
DOT,Surface Safety Metric (SSM),FAA AJO,deployed,Other,0,0,0,classical_ml,,,,No contract/external resources used in development.,No,Automated review of accident narratives.,,"Classification of aircraft accidents as a
 - runway collision
 - taxiway collision
 - runway excursion
 - not a surface event"
DOT,USAi (multi-model large language models),OST,pilot,Generative AI,1,1,1,general_llm,,,GSA,Purchased from a vendor,,DOT needs access to multi-model environment that allows to experiment with and compare top AI models.,"It accelerates DOT modernization by providing a trusted, standards-aligned environment for tasks like document summarization and code generation while ensuring cross-agency collaboration and security.  This will also allow tech-savy users access to API for further automation.",
DOT,USDOT Compliance Plan for OMB Memorandum M-24-10 (September 2024),"CAIO, NETT",deployed,Other,0,0,0,classical_ml,,,,No contract/external resources used in development.,Not Applicable,"This Compliance Plan conveys DOT's approach to achieving consistency with OMB Memorandum M-24-10 Advancing Governance, Innovation, and Risk Management for Agency Use of Artificial Intelligence. The plan aligns with M-24-10's three main pillars of Strength",,Provides the Department with a roadmap for accelerating the responsible use of AI and complying with OMB directives.
HUD,"Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use.",Ginnie Mae,deployed,Natural Language Processing,1,0,0,nlp_specific,,Ginnie Mae Reporting and Feedback System (RFS),"Deloitte Consulting, LLC",c) Developed with both contracting and in-house resources,Yes,Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.,"The AI solution ensures greater accuracy in reporting, time savings, and eliminates manual steps that are prone to error.",Draft memos/reports
HUD,CAISY - Workforce Training Conversation Simulator,Office of the Chief Human Capital Officer,deployed,Generative AI,1,0,0,general_llm,,Skillsoft,Skillsoft Percipio,a) Purchased from a vendor,No,"CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations in a safe, realistic environment.","CAISY helps employees practice and receive real-time feedback on workplace conversations.  It offers several real-world scenarios, allowing users to practice skills like resolving customer concerns, sharing constructive feedback, and leading difficult conversations, within a safe learning environment.","Conversational responses generated by an LLM (Azure OpenAI) tailored to the scenario.

Coaching feedback on AI Simulation scenarios

Scenario-specific guidance

Learner performance rating (non-PII, abstract user ID)."
HUD,Counterparty Risk Anomaly Detection,Ginnie Mae,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Ginnie Mae Reporting and Feedback System (RFS),"Deloitte Consulting, LLC",c) Developed with both contracting and in-house resources,Yes,Ginnie Mae is responsible for analyzing counterparty risk profiles of mortgage issuers who participate in Ginnie Mae’s program. Ginnie Mae analyzes data from multiple sources to identify potential risks and areas of focus.,"To enhance the identification of data patterns, Ginnie Mae uses machine learning algorithms, specifically clustering and genetic techniques. These algorithms detect potential risk areas, enabling a focused approach to subsequent analysis by Ginnie Mae staff.",Data patterns
HUD,Microsoft Copilot,Office of the Chief Information Officer,pilot,Generative AI,1,1,0,general_llm,Microsoft 365 Copilot,Microsoft Copilot,Microsoft,a) Purchased from a vendor,No,"To support the HUD Secretary's directive to improve efficiency, HUD has a need to offer office productivity tools and capabilities. This would include the ability to automate repetitive, manual, and time-consuming tasks, streamline processes, and analyze data and produce insights and recommendations.","Microsoft Copilot will help with employee productivity by helping users draft documents, create summaries, generate data insights, and automate routine tasks. HUD will use Copilot to streamline workflows and automate repetitive activities within Microsoft apps.","Generated files, including presentations, reports, analysis, and meeting minutes"
HUD,Subledger Data Quality Machine Learning,Ginnie Mae,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Ginnie Mae Financial Accounting System,Ernst & Young,c) Developed with both contracting and in-house resources,Yes,Ginnie Mae analyzes Master Sub-Servicer (MSS) transaction data on a monthly cadence.   The AI solution allows Ginnie Mae to detect anomalies in this data that would not be detected via traditional methods.,"Through its use of machine learning models, Ginnie Mae has enhanced its ability to identify data inconsistencies and exceptions associated with its MSS transaction data. Through the early detection of these anomalies, Ginnie Mae is able to reduce manual adjustments to financial reporting, which yields cost and time savings.",Data anomalies
HUD,Voice of the Customer,Office of the Chief Financial Officer (OCFO),deployed,Generative AI,1,1,0,general_llm,Qualtrics,Voice of the Customer (VoC),Medallia; Qualtrics,a) Purchased from a vendor,No,"The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs.","The Voice of the Customer application brings the best-in-class voice transcription, speech, and text analytics to customer feedback surveys,  contact center calls and chats. It allows HUD to unlock critical insights that provide deeper understanding of how to support and manage our program/service delivery and contact center providers, and ultimately to improve customers’ experiences.","Text visualizations in reports/dashboards to trend, baseline, and identify key drivers of overall customer sentiment and service delivery performance."
NCUA,ADCo MBS/CMO Modeling,NCUA|ONES,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,ADCo Modeling Solution,Andrew Davidson & Co.,,,Provides inputs for MBS and CMO performance under stress scenarios,Enhances accuracy of financial risk assessments,Projected cash flows and performance metrics
NCUA,CoStar CRE Modeling,NCUA|ONES,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,CoStar Commercial Loan Model,CoStar,,,Provides CRE performance projections under economic stress,Improves accuracy of stress test results for CRE exposures,CRE loan performance projections
NCUA,Machine Learning Data Validation,N/A,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,N/A,b) Developed in-house,Yes,Flags anomalies in Call Report data to improve data quality and reduce manual review,Improve Call Report data quality,Provide lists of potential data outliers for each credit union
NCUA,Moody’s Stress Test Modeling,NCUA|ONES,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,NCUA Stress Test Modeling System,Moody’s Analytics,,,Simulates economic scenarios to assess credit union financial resilience,Enables NCUA to evaluate capital adequacy and risk exposure under stress scenarios,Projected income statements and balance sheets over 13 quarters
NCUA,Risk Indicator Model,N/A,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,N/A,b) Developed in-house,Yes,Identifies credit unions risks to proactively manage NCUSIF exposure,Support credit union supervision,Projected supervisory resource considerations
NCUA,Supervisory Stress Testing,N/A,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,N/A,b) Developed in-house,Yes,"Forecasts loan performance (repayment, defaults) to support stress testing and risk analysis",Estimate loan default probability for Supervisory Stress Testing.,Analyzes credit union data to predict cash flows under economic stress scenarios
NTSB,Dataminr,NTSB,pilot,Other,0,0,0,classical_ml,,N/A,Dataminer,a) Purchased from a vendor,No,Timely awareness of transportation safety events,Improved notification and response time for transportation safety events,Consolidated summary of information about potential transportation safety events with links to original source(s)
