agency,use_case_name,verdict,confidence,reasoning
DOI,Automated photographic identification of Eastern box turtles,workflow_embedded,medium,Matches photographs against a photo database for capture-recapture population modeling — a single analysis pipeline; no live write-back or broader system integration described.
DOI,Automated power line extraction using deep learning,workflow_embedded,medium,"Deep-learning pipeline extracts power-line geometry from imagery to build a national geospatial dataset — a single mapping pipeline, no system integration described."
DOI,Automating the Detection and Classification of Wildlife in Aerial Imagery [2024 INV#WO0000000109409],workflow_embedded,medium,"CV pipeline generates wildlife location/count data feeding BOEM's OCSLA-mandated offshore-energy planning process — a single analysis flow, not a described system integration."
DOI,BIA-GEO Assist,workflow_embedded,medium,"Currently answers helpdesk questions by summarizing predetermined web references built into custom HTML code — a single Q&A flow; the described DRIS-data and FOIA-repository integrations are stated future goals, not yet operating (rule 1)."
DOI,CHS Q Business AI Assistant (theKraken),workflow_embedded,high,Amazon Q assistant queries/summarizes/generates content directly from GitLab and Confluence (named agency resources) to answer staff questions — a single retrieval flow with no described write-back.
DOI,Catalog of stock ponds using machine learning,workflow_embedded,medium,"ML model identifies undocumented stock ponds from lidar images for water managers — a single detection/mapping pipeline, no system coupling described."
DOI,Classifying CWD-Infected Elk Using Recurrent Neural Networks on GPS Movement Data,system_integrated,medium,"Deployed RNN analyzes GPS movement telemetry via Elastic Stack (an operational analytics pipeline) to classify CWD infection status, supporting live wildlife-disease surveillance decisions."
DOI,Classifying GPS data to understand flight behavior of birds [2024 INV#WO0000000109015],workflow_embedded,medium,"Classifies bird flight behavior from GPS data to study turbine-collision risk — a single pilot analysis pipeline, no system integration described."
DOI,Climate Futures for Lizards and Snakes in Western North America [2024 INV#WO0000000109092],unclear,low,"Problem, benefit, and output statements are near-identical boilerplate ('identify new management challenges to reptiles based on shifting environmental conditions') with no described data flow or system coupling."
DOI,Coastal Change Likelihood: Synthesizing change factors using supervised learning,workflow_embedded,medium,"SVM combines 20+ published coastal geospatial datasets (via Esri ArcGIS AI) to produce maps 'supporting' decision-makers generically — a single mapping/prediction pipeline, no named receiving system or recurring cadence described."
DOI,Computationally efficient emulation of spheroidal elastic deformation sources using machine learning [2024 INV#WO0000000109302],workflow_embedded,medium,ML surrogate emulator replaces a slow numerical finite-element model within one computational modeling pipeline; no external system coupling described.
DOI,DARPAs CriticalMAAS [2024 INV#WO0000000108419; WO0000000096527],workflow_embedded,medium,"Integrates mineral-deposit correlation patterns with other geospatial layers to generate predictive maps guiding mineral exploration — a single analysis/mapping pipeline, no live system read/write described."
DOI,Data-Driven Streamflow Drought [2024 INV#WO0000000109714],workflow_embedded,medium,ML forecasting pipeline provides drought forecasts for USGS gage locations across CONUS — a data-driven forecasting method not yet tied to a named live system at this pilot stage.
DOI,"Deep Learning application for automated mapping of surficial landforms, surficial geological deposits, and abandoned mine sites from lidar-derived topography [2024 INV#WO0000000109153]",workflow_embedded,medium,"Deep-learning pipeline automates mapping of landforms/geologic deposits/mine sites from lidar topography — a single mapping pipeline, no system integration described."
DOI,Deep Learning based image segmentation [2024 INV#WO0000000107975],workflow_embedded,medium,ML-based shoreline detection/mapping and satellite-imagery suitability analysis — a single analysis pipeline with no described system coupling.
DOI,Deep?learning Integrations into NEIC Operations [2024 INV#WO0000000109496],system_integrated,high,"Deployed within NEIC's live earthquake-detection operations to predict seismic phase type/distance and speed event detection, directly reducing analyst workload in an operational monitoring system."
DOI,Delineating sub-surface drainage using satellite imagery [2024 INV#WO0000000109525],system_integrated,medium,Deployed model processes satellite imagery over time to build a continuously updated time series of tile-drain extent — an ongoing remote-sensing feed informing land-management understanding.
DOI,Developing land cover maps for barrier islands using satellite imagery,workflow_embedded,medium,"ML model maps land cover on barrier islands from satellite imagery — a single classification pipeline, no system coupling described."
DOI,DiscoverDOI,workflow_embedded,high,"Despite the 'Agentic AI' tag, the narrative only describes answering user questions with links/snippets — a single RAG-style search flow over DOI website content, not autonomous multi-step action (rule 5)."
DOI,DocketScope,workflow_embedded,high,"NLP tool produces extractive summaries/sentiment/detection for public-comment review, a single identified process step; outputs are advisory and verified by analysts, with no described system read/write beyond that review flow."
DOI,Earthquake Catalog Development [2024 INV#WO0000000109208],workflow_embedded,medium,"Combines detection, matched-filtering, and relocation tools to build more complete earthquake catalogs — a single cataloging pipeline, no described live-system integration at pilot stage."
DOI,Ecological niche models for bat species [2024 INV#WO0000000109233],workflow_embedded,medium,"Models environmental factors determining bat-species presence/absence — a single modeling analysis, no system coupling described."
DOI,Effects of vehicle traffic on space use and road crossings of caribou in the Arctic [2024 INV#WO0000000110111],system_integrated,low,Deployed gradient-boosted/GAM models process ongoing GPS-collar telemetry and traffic data to assess caribou responses to industrial activity; confidence is lowered because the listed output field text appears mismatched with the problem statement.
DOI,Enabling FOIA Request Clustering Capability in the Document Review Platform (Density Based Algorithm alongside Term Frequency  Inverse Document Frequency (TF-IDF)),system_integrated,high,"Clusters FOIA request documents from within the named Document Review Platform using TF-IDF — explicitly embedded in that agency system's document corpus, not a standalone flow."
DOI,Estimates of Habitat Suitability of Reed Canarygrass (Phalaris arundinacea) in Upper Mississippi River Floodplain Forest Understories,workflow_embedded,medium,"Model produces a habitat-suitability probability map for an invasive grass in Upper Mississippi floodplain forests to help managers prioritize restoration — a single predictive-mapping analysis, no system coupling or recurring cadence described."
DOI,Evapotranspiration mapping and monitoring,system_integrated,high,"AI (multi-layer perceptrons/DNNs) produces ET maps used as input to the named OpenET project, plus on-demand generation of global ET — a production analytics pipeline feeding another named system."
DOI,Everlaw AI Assistant for Responsive Review,workflow_embedded,medium,"Everlaw AI tags documents with coding suggestions (Yes/Soft Yes/Soft No/No) for responsiveness review; output is advisory and reviewers decide whether to apply the code — a single document-triage step, not described autonomous action despite the 'Agentic AI' tag (rule 5)."
DOI,Experimental Forecast for River Chlorophyll,workflow_embedded,medium,"Forecasts near-term (30-day) stream chlorophyll concentrations as part of an experimental collaborative research initiative — a single forecasting pipeline, not yet an established live system."
DOI,"Extracting robust, searchable data from narrative geologic descriptions [2024 INV#WO0000000109022]",workflow_embedded,medium,"Extracts structured, searchable data from narrative geologic descriptions using generative AI — a single extraction/transformation pipeline, no described system read/write."
DOI,FOIA Request Clustering Tool (Embedding based clustering alongside Term Frequency  Inverse Document Frequency (TF-IDF)),workflow_embedded,medium,Embedding-based clustering identifies FOIA requests with lexical/semantic similarity — a single clustering-analysis flow; no receiving platform is named (contrast row 34/42).
DOI,FOIA Request Conceptual Similarity Tool (Semantic Similarity Score Generation),workflow_embedded,medium,Generates a semantic similarity score to identify contextually similar FOIA requests — a single scoring flow; no receiving platform is named.
DOI,FOIA Request Lexical Similarity Tool in the Document Review Platform (Term Frequency  Inverse Document Frequency (TF-IDF) - Cosine),system_integrated,high,TF-IDF/cosine similarity tool explicitly operates 'in the Document Review Platform' per its own title/output text — embedded directly in that named agency system.
DOI,Flor-AI: Developing a Remotely Sensed Image Classification Method for Inventory and Monitoring of Flora in Digital UAS Imagery,workflow_embedded,medium,"Uses UAS imagery and CV to detect wild lupine for habitat-management planning at Necedah NWR — a single imagery-processing pipeline, no system coupling described."
DOI,Foundation Models to Advance Earth Science [2024 INV#WO0000000107153],workflow_embedded,low,"Trains generalist foundation models on Earth-observation sensor data (field, suborbital, orbital) to generate insights for scientists/land managers — a research modeling effort; concrete operational integration beyond training-data sourcing isn't described."
DOI,"Four AI systems using different strategies to identify, classify and locate both volcano-tectonic and non-traditional volcanic earthquakes",workflow_embedded,medium,"Multiple ML methods (CNNs, HMMs, clustering) detect/classify volcanic earthquakes automatically to build earthquake catalogs — a single detection/classification pipeline, no described live system integration at pilot stage."
DOI,Frog vocalization recognition from digital recordings,system_integrated,medium,Deployed model continuously screens recordings from automated audio recorders (an operational acoustic sensor feed) for target frog-species calls to support early-detection/rapid-response efforts.
DOI,Global food-and-water security-support analysis data (GFSAD) project [2024 INV#WO0000000107073],system_integrated,medium,"Produces irrigated/rainfed cropland maps published via the public croplands web app (usgs.gov/apps/croplands) and associated datasets — an operational geospatial data product, not a one-off analysis."
DOI,Google Cloud Vision [2024 INV#WO0000000154445],system_integrated,medium,Used as a callable API function within a Water Mission Area application to extract text from topographic maps — explicit API/application integration.
DOI,Google Vertex AI Document workbench [2024 INV#WO0000000154393],workflow_embedded,medium,"Performs OCR-based data rescue converting old paper publication tables into digital form — a single document-digitization task, no broader application/system integration described."
DOI,Gulf Coast Geologic Energy Machine Learning [2024 INV#WO0000000109198],workflow_embedded,medium,"ML model predicts total organic carbon from elemental data for shale-oil assessment — a single predictive-modeling pipeline, no system coupling described."
DOI,HOTLink: identifying elevated thermal anomalies at volcanoes [2024 INV#WO0000000109217],workflow_embedded,medium,"CNN-based detection processes satellite thermal imagery to identify volcanic hotspots more accurately than prior threshold methods — a single detection pipeline at pilot stage, not described as replacing the operational alert system yet."
DOI,Implementation of Artificial Intelligence to Estimate Population Size of a Migratory Bird from Aerial Thermal Imagery [2024 INV#DOI-67],workflow_embedded,medium,"CV aerial-thermal-imagery pipeline produces a migratory-bird population estimate to inform harvest management — a single survey-analysis flow, no system coupling described."
DOI,Improving Prediction Capabilities for Barrier Island Landscape Change,workflow_embedded,medium,"Combines several AI/ML tools (random forest, Segment Anything, Doodler via Esri ArcGIS) to produce landcover/change maps 'aiding' land-management decisions generically — no named receiving system or database described."
DOI,Improving accuracy and precision of sonar-based estimates of fish abundance [2024 INV#WO0000000108800],workflow_embedded,medium,"Improves accuracy/precision of USGS's existing annual prey-fish abundance estimates via sonar-based ML — a single analytical improvement step within an established survey process, not itself a new system integration."
DOI,InSAR and other geodetic studies at Volcanoes [2024 INV#WO0000000109093],workflow_embedded,medium,"Recognizes transient signals in combined InSAR/GPS geodetic data that may indicate volcanic unrest — a single detection-analysis pipeline, no described continuous operational integration."
DOI,Integrate High-resolution Satellite Remote Sensing Data with  Automated Machine Learning Techniques to Enhance Water Quality Assessment,workflow_embedded,medium,Integrates high-resolution satellite data with automated ML to assess Mississippi River water quality — a single assessment pipeline producing predictions to prioritize restoration.
DOI,"Integration of AI, specifically CoPilot for GitHub,  for BTFA Software Development Life Cycle Process for DME and O&M applications.",standalone_chat,medium,"GitHub Copilot assists BTFA staff writing/maintaining application and server code; per rule 3, a named coding copilot alone is standalone_chat, and code changes still go through staff review/testing before production."
DOI,Invasive Carp Harvest Predictive Model,workflow_embedded,medium,"Predicts where invasive carp congregate for targeted commercial harvest in the Mississippi River — a single predictive-mapping pipeline, no system coupling described."
DOI,Invasive Grass Mapping,system_integrated,high,Deployed DNNs produce weekly invasive-grass extent maps for the western US (early April-July) delivered to fire and land managers — a recurring production mapping pipeline.
DOI,Inventorying landforms with convolutional neural networks [2024 INV#WO0000000108738; WO0000000109117],workflow_embedded,medium,"CNN inventories landform features from LiDAR-derived topographic images — a single detection/inventory pipeline, no system coupling described."
DOI,LANDFIRE,system_integrated,high,"LANDFIRE has produced nationally consistent vegetation/fuels data for over 20 years, used by federal/state/tribal/local partners — an established, recurring production geospatial system."
DOI,LLM-Assisted Volcanic Alert Monitoring,workflow_embedded,medium,"Automates monitoring/scraping of volcanic alert levels from partner observatories' public websites to replace manual checks — a single data-collection pipeline, no system-of-record write-back described."
DOI,Lake-wide monitoring and assessment of Great Lakes fisheries with autonomous vehicles and image analysis,workflow_embedded,medium,"Autonomous vehicles capture imagery analyzed via CV to generate whole-lake fisheries abundance estimates — a pilot-stage survey-analysis pipeline, not yet described as an established production monitoring system."
DOI,"Lava lake thermal pattern classification using self organizing maps and relationships to eruption processes at Kilauea Volcano, Hawaii [2024 INV#WO0000000109098]",workflow_embedded,medium,Classifies lava-lake thermal patterns from thermal infrared time-lapse imagery via self-organizing maps to relate patterns to eruption processes — a single classification research pipeline.
DOI,Machine Learning Image Classification of Wetlands and Soil moisture [2024 INV#WO0000000108779],workflow_embedded,medium,"Classifies wetlands and soil moisture at large scales from imagery to inform land managers about flood/drought/fire-related change — a single classification pipeline, no system coupling described."
DOI,Machine Learning approach to predict the composition of seafloor massive sulfide deposits [2024 INV#WO0000000108420],workflow_embedded,low,"Predicts seafloor massive-sulfide-deposit composition via ML; the output is described simply as 'publications,' giving little detail on any broader system use."
DOI,Machine Learning for Avalanche Frequency Modeling,workflow_embedded,medium,"Random-forest model identifies vegetation characteristics in avalanche paths to estimate return periods, informing forecasters/planners generically — a single classification analysis, no named live system it feeds."
DOI,Machine Learning for Bat Acoustics,unclear,low,"Narrative is vague and forward-looking ('this model will be refined and used for prediction and decisions') without describing what the model currently does, its inputs, or any process/system coupling."
DOI,Machine Learning for automatic fracture mapping and rock identification [2024 INV#WO0000000109499],workflow_embedded,medium,"ML improves fault-surface-geometry detection from earthquake-location spatial patterns, generating 3D fault models used in seismic hazard modeling — a single geologic-modeling pipeline, no live system integration named."
DOI,Machine Learning to evaluate water quality [2024 INV#WO0000000109241],workflow_embedded,medium,"Examines effects of physicochemical/meteorological variables on harmful-algal-bloom indicators in a lake — a single research modeling analysis, no system coupling described."
DOI,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series analyses) [2024 INV#WO0000000108117]",workflow_embedded,medium,"ML-based shoreline time-series imputation/classification/forecasting — a single data-processing and forecasting pipeline, no system coupling described."
DOI,Machine learning for tsunami source zones [2024 INV#WO0000000109313],workflow_embedded,medium,"ML selects representative tsunami source zones among thousands of offshore rupture scenarios for hazard analysis — a single computational-selection pipeline, no system integration described."
DOI,Machine learning in remote sensing-based wildfire and natural resource risk assessments,system_integrated,medium,Deployed ML predicts wildfire/drought/invasive-species risk across assets nationally and feeds ongoing land-management planning and decision-making — an operational risk-assessment product used for recurring resource-management decisions.
DOI,Machine learning-based landscape feature classification using satellite and airborne imagery [2024 INV#WO0000000108791; 2024 INV#WO0000000108794],workflow_embedded,medium,"Uses Esri ArcGIS AI to classify habitat/land-cover features from satellite/airborne imagery with improved accuracy — a single classification pipeline, no broader system integration described."
DOI,Machine-learning model to delineate sub-surface agricultural drainage from satellite imagery [2024 INV#WO0000000109078],workflow_embedded,medium,"Delineates sub-surface agricultural drainage from satellite imagery — a single detection/mapping pipeline, no system coupling described."
DOI,Mapping vegetation classes to understand wildfire fuel conditions,workflow_embedded,medium,"Maps vegetation classes for wildfire fuel-condition understanding across the upper Colorado River Basin — a single mapping pipeline, no system coupling described."
DOI,"Mapping wood and wood hazards in the Willamette Basin, Oregon",workflow_embedded,medium,"Neural-network models map large wood location/extent in rivers from aerial imagery pre/post wildfire — a single mapping pipeline, no system integration described."
DOI,Microsoft eDiscovery Attorney-Client Privilege Detection,system_integrated,medium,"Runs within Microsoft's eDiscovery platform (a named system) to score attorney-client-privilege likelihood on documents for FOIA operations — embedded in an identified document-review system, though only recently activated."
DOI,Modeling Rupture Directivity Effects on Ground Motion Using Neural Networks,workflow_embedded,medium,"ANN model adjusts ground-motion predictions used to refine seismic hazard assessments — a single modeling pipeline, no system integration described beyond that computational step."
DOI,National Land Cover Database (NLCD) [2024 INV#WO0000000107887],system_integrated,high,"NLCD is one of DOI's most widely used operational datasets, produced via three linked deep-learning models and used across natural-resource management, hydrology, and disaster domains — a recurring national production system."
DOI,National Oceanographic Partnership Program (NOPP) [2024 INV#WO0000000108018],workflow_embedded,medium,"ML-based coastal-sediments assessment/prediction — a single analytical pipeline, no system coupling described."
DOI,National-Extent Groundwater Quality Prediction for the National Water Census and Regional Integrated Water Availability Assessments [2024 INV#WO0000000109709],system_integrated,medium,"Groundwater-quality predictions are designed to integrate into the named National Water Census and regional Integrated Water Availability Assessments — feeding identified downstream federal assessment products, not just a standalone analysis."
DOI,Non-Generative AI use for Trust Information Analysis and Reporting Tool [2024 INV#WO0000000110516],workflow_embedded,medium,"Uses Azure Computer Vision/Document Intelligence to detect and remove blank scanned pages before DOJ litigation document production — a single document-preparation step, no broader system integration described."
DOI,"Oceanographic, coastal, and geomorphic change analysis: data generation, QC/QA, and data management [2024 INV#WO0000000109310]",workflow_embedded,medium,ML quantifies coastal/marine change across broad scales with QC/QA processes to support USGS forecasting projects — a single data-generation/QA pipeline.
DOI,Office of Grants Management (PGM) Grants Utility Tool,system_integrated,medium,"Despite the 'Agentic AI' tag, the tools cross-check SAM.gov validations and budget/project-description documents to generate standardized compliance scores/flags/crosswalks at scale (29,000+ annual actions) — multi-system read integration, not described autonomous action-chaining (rule 5)."
DOI,Oil Spill Response for Ice-Covered Rivers [2024 INV#WO0000000109142],system_integrated,medium,"Deployed to provide near-real-time safety information to oil-spill response crews for ice-covered river areas — an operational monitoring/decision-support product, not a one-off study."
DOI,PAWSC Ecotoxicology PFAS Machine Learning [2024 INV#WO0000000112908],workflow_embedded,medium,"CNN predicts potential PFAS exposure effects in unmonitored Pennsylvania stream reaches, reporting validation accuracy versus traditional methods — a single predictive-modeling study, no described live system integration."
DOI,PRObability of Streamflow PERmanence (PROSPER models) [2024 INV#WO0000000109074],workflow_embedded,medium,"PROSPER predicts the annual probability of year-round streamflow to inform land/water-resource decisions generically — a single regional predictive-modeling product, no named receiving system described."
DOI,Pacific Northwest Stream Flow Permanence [2024 INV#WO0000000109137],workflow_embedded,medium,"Classifies streamflow permanence (perennial vs. non-perennial) to inform land-steward management decisions generically — a single classification-prediction pipeline, no named system integration."
DOI,Pathogen identification in salmon,workflow_embedded,medium,Uses transcriptomic biomarkers and random forest to identify Ichthyophonus infection non-lethally in salmon — a single diagnostic-modeling pipeline for conservation research.
DOI,Patterns in the Landscape  Analyses of Cause and Effect,workflow_embedded,medium,"Satellite image classification maps flooding/fire events for hazard-management understanding — a single mapping/classification pipeline, no system coupling described."
DOI,Performance Modeling / Performance Forecasting,workflow_embedded,medium,"Forecasts FOIA-processing capacity per processor/bureau to support staffing and resource-allocation decisions — a single forecasting analysis, no system-of-record coupling described."
DOI,Piloting Machine Learning Inflow Forecasts Across Reclamation [2024 INV#DOI-58],system_integrated,medium,Reclamation reservoir operators are described as having access to and using these ML streamflow forecasts (shown more skillful than other models) to inform live reservoir-operations decisions.
DOI,Population and critical habitat modeling of overwintering monarch butterflies [2024 INV#WO0000000109410],workflow_embedded,medium,Models land-cover and climatic factors influencing monarch-butterfly overwintering site selection — a single habitat-suitability modeling analysis.
DOI,Predicting PFAS in shallow soils in northern New England [2024 INV#WO0000000108973],workflow_embedded,medium,"Predicts PFAS occurrence in shallow soils across three states — a single regional predictive-modeling pipeline, no system coupling described."
DOI,Predicting PFAS occurrence in groundwater using machine learning [2024 INV#WO0000000108780],workflow_embedded,medium,"Predicts PFAS occurrence in groundwater at drinking-water-supply depths across the conterminous US — a single predictive-modeling pipeline, no system coupling described."
DOI,Predicting post-fire tree mortality,workflow_embedded,medium,"Random-forest model predicts post-fire tree mortality/survivorship to support fire and timber management practices — a single predictive-modeling pipeline, no named live system integration."
DOI,Prioritized Constituents: Sediment [2024 INV#WO0000000109726],workflow_embedded,medium,"Regional prediction of suspended sediment concentration in unmonitored rivers across three basins — a single predictive-modeling pipeline, no system coupling described."
DOI,"Quantifying Watershed Controls on Fine Sediment Flux to Lake Tahoe, California/Nevada [2024 INV#WO0000000109215]",workflow_embedded,medium,"Estimates watershed parameters driving sediment flux to Lake Tahoe — a single predictive-modeling analysis, no system coupling described."
DOI,"Quantifying the effects of land-use change and bioenergy crop production on pollinators, wildlife, and ecosystem services in the Northern Great Plains [2024 INV#WO0000000109305]",workflow_embedded,medium,"Quantifies effects of land-use change and bioenergy crop production on pollinators/wildlife/ecosystem services — a single research modeling analysis, no system coupling described."
DOI,RSCC and TCA projects [2024 INV#WO0000000108017],workflow_embedded,medium,"Automated identification of coastal features (dune crest/toe, shoreline position) from remote sensing data, reducing analyst time versus manual methods — a single detection pipeline."
DOI,Random forest models for predicting water quality of inland waters from remotely sensed imagery,system_integrated,medium,"Random-forest model predicts chlorophyll/turbidity from remotely sensed imagery on a recurring ~5-day schedule across the entire CONUS, with results made publicly available — an operational production monitoring pipeline."
DOI,Rangeland Condition Monitoring Assessment and Projection (RCMAP) [2024 INV#WO0000000107126],system_integrated,high,"RCMAP (a USGS/BLM collaboration) produces yearly rangeland-cover maps used as a critical reference for BLM's Landscape Health standards — an established, recurring production geospatial dataset."
DOI,Reducing elevation error in coastal wetland digital elevation models,workflow_embedded,medium,"Random-forest regression reduces elevation error in a coastal-wetland digital elevation model — a single modeling-improvement pipeline, no system integration described."
DOI,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Southern California [2024 INV#WO0000000107535],workflow_embedded,medium,"USGS WERC is developing CV methods to automate seabird/marine-mammal detection and counts from survey imagery near offshore-energy sites — a single survey-analysis pipeline still in development, no system coupling described."
DOI,Seasonal Water Supply Forecasting: Pyforecast [2024 INV#DOI-69],system_integrated,medium,Pyforecast is described as available to and used by Reclamation reservoir operators to produce in-house water-supply forecasts and test scenarios feeding real reservoir-operation decisions.
DOI,Sediment Transport in Coastal Environments [2024 INV#WO0000000108118],workflow_embedded,medium,"Imputes missing values in oceanographic time-series data — a single data-processing pipeline, no system coupling described."
DOI,Seedling Identification and Percent Growth Analysis [2024 INV#WO0000000109200],workflow_embedded,medium,"Extracts alphanumeric labels and analyzes seedling growth from petri-dish images — a single image-processing analysis pipeline, no system coupling described."
DOI,Seismology of Magmatic Injection [2024 INV#WO0000000109214],unclear,low,"Problem and output text are identical boilerplate restating the research goal ('understand the nature and dynamics of seismic sources...') with no description of model mechanics, data flow, or system coupling."
DOI,Shoreline modeling [2024 INV#WO0000000108297; 2024 INV#WO0000000109312],workflow_embedded,medium,"Predicts shoreline evolution and compares accuracy to physics-based models — a single predictive-modeling pipeline, no system integration described."
DOI,Submersed Aquatic Vegetation Vulnerability Evaluation Application (SAVVEA),workflow_embedded,low,Deployed application produces vegetation-growth-constraint predictions to identify aquatic-ecosystem restoration opportunities; the narrative gives almost no detail beyond 'predictions' as the output.
DOI,Telemetry Analysis Learning Algorithm (TALA),system_integrated,high,Explicitly analyzes operational satellite-telemetry data from 'agency-managed systems' to generate alerts for subsystem failures and limit violations — direct read integration with a live operational data/telemetry system.
DOI,Tephra classification with machine learning [2024 INV#WO0000000109095],workflow_embedded,medium,"Classifies volcanic tephra layers by geochemical signature to link ash to source volcano — a single classification pipeline, no system coupling described."
DOI,U.S. Wind Turbine Database,system_integrated,high,Object-detection pipeline extracts turbine locations from satellite imagery to populate the named U.S. Wind Turbine Database — writes into an identified national data system.
DOI,USGS Azure OpenAI ChatGPT [2024 INV#WO0000000154392],standalone_chat,medium,"Provides a generic ChatGPT API callable from IDEs/various applications for general use across USGS groups — general LLM access per rule 3, no single described process or system coupling, and outputs are listed as TBD."
DOI,USGS Flow Photo Explorer [2024 INV#WO0000000109196],system_integrated,high,"Explicitly described as 'an integrated database, machine learning, and data visualization platform' that estimates relative streamflow from timelapse imagery — direct system-level integration for operational hydrologic monitoring."
DOI,Use of artificial intelligence tools for optimization and documentation for computer codes [2024 INV#WO0000000109681],standalone_chat,medium,"Uses ChatGPT to suggest code optimizations/documentation for earthquake-model computer code — general coding assistance per rule 3, no described autonomous action or system read/write."
DOI,Using Machine Learning in USGS StreamStats to make suspended sediment and bedload predictions [2024 INV#WO0000000107977],system_integrated,high,"ML predictions of suspended sediment/bedload are integrated directly into USGS StreamStats, a named, widely used operational web application for resource managers."
DOI,Using deep learning to classify potential piping plover habitat along the Upper Missouri River,workflow_embedded,medium,"Deep-learning pipeline automates mapping of piping-plover habitat along the Upper Missouri River to replace outdated methods; a 'production-scale model' is described as a future goal, not yet operating (rule 1)."
DOI,Using machine learning to detect invasive bullfrogs [2024 INV#WO0000000109159],workflow_embedded,medium,"ML detects invasive bullfrogs along an invasion front to inform removal efforts — a single detection pipeline, no system coupling described."
DOI,Vegetation mapping on the Hawaiian island of Lanai [2024 INV#WO0000000109501],workflow_embedded,medium,"Classifies plant species across the Hawaiian island of Lanai to produce conservation-planning maps — a single classification/mapping pipeline, no system coupling described."
DOI,VoiceAtlas no-code chatbot framework,standalone_chat,medium,"VoiceAtlas is a no-code chatbot-building framework producing Q&A chatbots with knowledge bases for non-technical staff — a general chat/knowledge-base tool, not described as autonomous action-taking (rule 5), despite the 'Agentic AI' tag."
DOI,Wave runup and total water level observations from time series imagery at several sites with varying nearshore morphologies [2024 INV#WO0000000108262],workflow_embedded,medium,Segments land/water in time-series imagery to calculate water levels for comparison with forecasts — a single image-segmentation pipeline.
DOI,Whole-lake indexing of round goby abundances with photographic catch data [2024 INV#WO0000000109010],workflow_embedded,medium,"Quantifies round-goby (invasive fish) abundances from photographic catch data across the Great Lakes — a single quantification pipeline, no system coupling described."
DOI,Wildfire Risk Assessment & Predictive Modeling,workflow_embedded,medium,"Assesses wildfire-risk potential from historical, fuel-condition, and weather data — a single risk-modeling pipeline, no system integration described."
DOI,"Willamette Regional IWAAs, gradient boosted ML stream temperature modeling.",system_integrated,medium,Stream-temperature predictions are described as 'a cornerstone of the integrated water availability assessment for the region' — feeding the named regional IWAA product rather than existing as a standalone study.
DOI,target discrimination on portable radar,workflow_embedded,medium,"ML discriminates portable-radar targets (biological vs. precipitation) to quantify moth movement as a grizzly-bear food source — a single classification pipeline for one sensor, still described as a pilot effort."
DOI,use of random forest for species distribution modeling,system_integrated,medium,"Random-forest species-distribution models are used within BLM's Mojave Desert Native Plant Program (a named interagency partnership) and by regulatory agencies for guidance — feeding an identified operational program, not just a standalone research output."
