agency,use_case_name,verdict,confidence,reasoning
USDA,Forest Inventory and Cruising using GAIA AI,workflow_embedded,medium,"Purchased GAIA AI tool generates tree-list inventory, growth, and management data from field collection, a single data-generation flow."
USDA,Forest Mapping using G-LiHT airborne data in interior Alaska,workflow_embedded,medium,"Predicts forest attributes (volume, biomass, composition) for interior Alaska from airborne data, a single research/mapping flow."
USDA,Forest Plan review and planning support,workflow_embedded,medium,"Analyzes forest-plan review data and information to speed up the review process, a single identified review flow with no system coupling described."
USDA,Forest fire effects remote sensing models,workflow_embedded,medium,"Predicts post-fire forest status (biomass, severity) from remote sensing data, a single research/prediction flow."
USDA,Forest habitat mapping for marbled murrelets,workflow_embedded,medium,"Maps marbled murrelet nesting habitat suitability to support land manager planning under the Northwest Forest Plan, a single mapping flow."
USDA,GIS Invasive Tree Extraction for Field Level Users,workflow_embedded,medium,"Identifies invasive Eastern Red Cedar trees from imagery and outputs a boundary polygon, replacing manual planner review in a single identified step."
USDA,Genomic Analyses of Pathogen Subtypes,workflow_embedded,medium,"Groups foodborne bacteria by genetic patterns to evaluate public-health risk, a single analytical process."
USDA,GovChat,standalone_chat,high,"Described as 'a general chatbot without a proprietary interface' that helps staff with general inquiries and mundane tasks, with no described coupling to any specific agency process or system."
USDA,Infosec Chatbot,workflow_embedded,high,"RAG chatbot answers information-security questions using NIST guideline documents, a single-corpus retrieval flow."
USDA,LANDFIRE,system_integrated,medium,"Produces over 25 geospatial layers explicitly 'used by fire behavior modeling on active wildfires,' meaning outputs feed other operational systems, not just human review."
USDA,LCAT - Land Change Analysis Technique,workflow_embedded,medium,"Generates landcover classifications from imagery to support land-use planning and crop reporting, a single flow with no system integration described."
USDA,Landscape Change Monitoring System (LCMS),workflow_embedded,medium,"Produces annual vegetation/land-cover change data supporting fire and fuels monitoring initiatives, a single data-production flow with no described write into another system."
USDA,List Frame Deadwood Identification,workflow_embedded,medium,Identifies farms likely out-of-business on the NASS sampling list; the improved-list outcome is described but not as an automated write-back into the sampling system.
USDA,Long-term monitoring of northern spotted owl habitat and populations,workflow_embedded,medium,"Models forest structure/species composition to map owl nesting habitat for legal monitoring requirements and Forest Plan revisions, a single research/monitoring flow."
USDA,NAL Automated Indexing,system_integrated,medium,"Automatically assigns NALT controlled-vocabulary tags to articles that are then used to look up and retrieve content in the library's system, an automated write into the retrieval system per the RAG write-back rule."
USDA,NETS automated waterway design,workflow_embedded,medium,"Auto-generates engineering designs for waterways within the NETS environment; despite the 'Agentic AI' classification, the narrative describes single-output design generation, not multi-step autonomy."
USDA,NRE FS Customer Relationship Manager New Hire Experience (NRE FS CRM NHE) CSAM ID 2639,workflow_embedded,medium,"Assists new hires with HR/finance self-help guidance within the Salesforce-based CRM New Hire Experience, embedded in that specific onboarding process though the retrieval mechanism is thinly described."
USDA,NWRC Genetics Metadata,workflow_embedded,medium,"Assists with converting genetics data to a standard format and inferring origin populations for publication, a single data-processing flow."
USDA,NWRC LSS Bioinformatic Coding,standalone_chat,high,"Problem statement is literally 'troubleshoot code used in analysis' with outputs of coding-error suggestions; per the audit amendment, a coding assistant invoked directly by staff is standalone_chat regardless of the named task."
USDA,NWRC ND Field Station Birds and Agriculture Project,workflow_embedded,medium,"Detects, classifies, and counts crop-damaging birds and outputs a 'recommendation to deploy disruption tools,' a single flow ending in a recommendation rather than a described automatic trigger."
USDA,NWRC Pepin ML & AI,workflow_embedded,medium,"Analyzes simulation data and trail-camera photos to inform wildlife disease management decisions, a single analytical flow."
USDA,NWRC Rabies ML A.D.,workflow_embedded,medium,"Identifies species in trail-camera images with explanatory outputs, a single image-classification flow supporting manual review."
USDA,NWRC Rabies ML M.H.,workflow_embedded,medium,"Analyzes genomic datasets to estimate locations of diseased animals, informing emergency response decisions, a single analytical flow."
USDA,Nutrition Education & Local Access Dashboard,system_integrated,high,"Tableau-based dashboard clustering counties/states by nutrition and food-access characteristics is explicitly a live dashboard refreshed from agency program data, matching the system_integrated definition directly."
USDA,Operational Water Supply Forecasting for Western US Rivers,system_integrated,medium,"The National Water and Climate Center's operational M4 multi-model metasystem generates seasonal water-supply forecasts that directly inform stakeholder decisions about water availability, a classical-ML production system per the ladder's rule on production ML."
USDA,Policy Analysis,workflow_embedded,medium,"Reviews ~1500 handbooks and policies to extract text for duplication analysis, a single identified review/extraction flow over agency documents."
USDA,Potential Control Location Suitability,workflow_embedded,medium,"Predicts fire-control-location suitability maps from past containment outcomes for pre-fire planning, a single predictive flow."
USDA,Predicting fire severity potential in future wildfires in California,workflow_embedded,medium,"Predicts future wildfire severity maps for California to inform management planning, a single predictive flow."
USDA,Predictive Cropland Data Layer,workflow_embedded,medium,"Predicts crop rotations across CONUS to support survey data quality and field-office assistance, a single predictive flow with no named production system described."
USDA,Predictive flood modeling,workflow_embedded,medium,"Named CULVERT model predicts at-risk culverts to guide field inspection prioritization, a single decision-support flow rather than a described write into an asset-management system."
USDA,ProcureSight,workflow_embedded,high,"ProcureSight 'transforms public datasets from SAM.gov and USASpending' into searchable procurement data; per the amendment, a purchased search product over vendor-ingested public datasets is workflow_embedded at most."
USDA,ROE Document Recognition - RoeDR,system_integrated,medium,"Extracts signature date/name from AIP documents and explicitly describes 'converting the date and name to text, and loading it into an application,' an explicit write into an agency application."
USDA,Random Forest with Aquatic Effectiveness Monitoring,workflow_embedded,medium,"Identifies predictors of post-wildfire stream sediment to aid aquatic ecosystem protection research, a single analytical flow."
USDA,Rangeland Analysis Platform,workflow_embedded,medium,"Rangeland Analysis Platform generates maps/reports from largely public remote-sensing data for external ranchers/land managers; per the amendment, coupling to public-facing data products is reserved at workflow_embedded absent a described read/write to the agency's own operational systems."
USDA,Raster Tools,workflow_embedded,low,Vaguely described API 'provides various AI outputs... in the form of images and data tables' for geospatial applications generally; narrative is too thin to establish specific system read/write coupling.
USDA,Recreation One Stop use of AI,system_integrated,high,"AI-driven recommendations, ratings/review summaries, and search features are built directly into Recreation.gov, the agency's live production booking system."
USDA,Recreation site chatbot,unclear,low,Narrative ('Estimating recreation use at recreation sites' / output is 'a dataset of text') does not explain how the AI functions or connects to any specific workflow.
USDA,"Regression, Classification, Clustering with Hilbert Curves",unclear,low,"Described only as 'implementation of many machine learning techniques into applied research' with no identified process, form, or pipeline named."
USDA,Repair Spend,workflow_embedded,medium,"Classifies financial transactions as 'facility repairs' or not within the EDAPT/Tableau analytics environment, outputting a recommendation for human review rather than a described automatic write into a system of record."
USDA,Select Tree Mapping,workflow_embedded,high,"Extracts Select Tree data from physical registers into a spreadsheet, a single automated extraction step replacing manual transcription."
USDA,Species Distribution Data analysis,workflow_embedded,medium,"Predicts species distributions and ranges to inform ecosystem-management decision-making, a single research/prediction flow."
USDA,Spread and Balance Sample Design,workflow_embedded,medium,"Generates spread/balanced sample designs (locations, distance measures) for natural-resource surveys, a single statistical-design flow."
USDA,Survey Outlier Detection Model,workflow_embedded,medium,"Flags anomalous survey values with a 'recommendation... to be re-examined,' a single QA flow ending in human review rather than an automatic data-store update."
USDA,"The Big Data, Mapping, and Analytics Platform (BIGMAP) Project",workflow_embedded,medium,"BIGMAP produces forest-attribute prediction maps for regional/sub-state visualization and decision-making, a single data-production flow."
USDA,TreeMap and FuelMap (all versions),workflow_embedded,medium,"Produces tree-level forest and fuel-load models enabling downstream fuel-treatment/biomass modeling, a single data-production flow."
USDA,TreeSearch,workflow_embedded,high,"RAG chatbot with human-in-the-loop review answers questions from the 60,000-document TreeSearch database, a single-corpus retrieval flow."
USDA,Turbo plan,workflow_embedded,low,Described only generically as accelerating NEPA planning/appraisal with an 'optimized planning document' output; the actual mechanism is too thin to establish deeper coupling.
USDA,US Poultry and Operations Dataset,workflow_embedded,medium,"Produces a national dataset of poultry-operation locations/populations for animal-health emergency planning, a single data-production flow."
USDA,VegScape/CropCASMA Data Portals,system_integrated,medium,"VegScape/CropCASMA data portals continuously supply crop-condition and soil-moisture data that directly 'supplements weekly Crop Progress and Condition Reports' and feeds disaster-assessment reporting, matching the live-data-portal pattern of system_integrated."
USDA,Vegetation Specifications Suite (VegSpec),workflow_embedded,medium,"VegSpec generates seed-mix/specification reports and cost estimates for conservation practices, a single recommendation-generating flow for producers."
USDA,Video Surveillance System,system_integrated,high,"Facial-recognition surveillance explicitly sends 'a positive match to the security control center' with an alarm notification alerting security personnel, a direct write/trigger into the agency's security operations system."
USDA,Washington state forest inventory maps,workflow_embedded,medium,"Produces 28 forest-inventory maps for Washington state supporting environmental monitoring and planning, a single data-production flow."
USDA,Wildfire effects and postfire forest dynamics,workflow_embedded,medium,"Predicts post-fire forest outcomes to inform management of fire-affected areas, a single research/prediction flow."
USDA,Wildlife Deterrent System,system_integrated,high,"Computer vision detects coyotes and autonomously 'activates a barrier to prevent passage,' an explicit automated trigger of a physical control system in operation."
USDA,XyloTron/XyloPhone Wood Identification System,workflow_embedded,medium,"Identifies wood type from cross-section images to support Lacey Act/CITES regulatory compliance, a single identification flow."
USDA,Yearly Incident Procurement Classification Report,workflow_embedded,medium,"Classifies prior-year incident-related procurements into categories to identify purchasing patterns for the next fire season, a single classification/analysis flow."
