agency,use_case_name,original_verdict,override_verdict,reasoning
HHS,GenAIMeta: Generative AI CDC Metadata Query Application,system_integrated,,"Agree: Azure OpenAI validation/monitoring feeds a dashboard with real-time data-quality checks on the LIVE data.cdc.gov metadata catalog (1,056 datasets, nightly sync) -- genuine read + monitoring integration."
HHS,Grant award process efficiency,workflow_embedded,,"Agree (marginal): thin filing -- highlighting/summarizing grant-related documents for the grant-award process; one described process, no system coupling."
HHS,IDR Support Bot,workflow_embedded,,Agree: RAG chatbot answering questions about the IDR over a knowledge base -- retrieval over agency data for one flow (rule 4).
HHS,Identification of emerging areas,workflow_embedded,,Agree (marginal): thin Lexical-Intelligence portfolio-analytics ('rate of progress' output) for decision makers; no system coupling.
HHS,LaserAI,workflow_embedded,,Agree: LaserAI automates screening/retrieval/extraction as steps of one systematic-review pipeline; no agency system-of-record integration.
HHS,Leveraging AI for the Creation of Synthetic Datasets,workflow_embedded,,Agree (marginal): an AI-assisted programming environment used to write code for one synthetic-HAI-dataset task; sits at the standalone/workflow boundary but is tied to one described purpose.
HHS,MedCoder - Coding literal text cause of death information reported on death certificates to ICD-10,system_integrated,,"Agree: MedCoder auto-codes cause-of-death text to ICD-10 in production within the National Vital Statistics System, flagging complex cases for review -- deployed write into a system of record."
HHS,Medicare AI Customer Insights,standalone_chat,,Agree: thin filing ('Suggestion' output) on Public Website Shared Services with no described process coupling.
HHS,Medicare AI Drug Search,standalone_chat,,"Agree: a drug-search feature (search box) on Medicare Authenticated eXperience, thin 'Suggestion' output, no coupling described."
HHS,Merops,workflow_embedded,,Agree (marginal): AI automates copyediting of scientific manuscripts -- a per-manuscript step in the publication pipeline.
HHS,NHLBI Chat Workflow - Data Management and Sharing Plan,workflow_embedded,,Agree: NHLBI Chat assists program officers on one DMSP checklist item -- runs at a defined step in the grant-review workflow.
HHS,NIGMS Azure Open AI,workflow_embedded,,Agree (marginal): LLM prompt-engineering across several NIH admin classification tasks with no integration into a named production system -- a set of classification flows.
HHS,NewsScape,workflow_embedded,,"Agree: NewsScape ingests and summarizes EXTERNAL news into daily 'news events' hosted in 1CDP; scans public sources, not agency systems of record."
HHS,Pangolin Lineage Classification of SARS-CoV-2 Genome Sequences,workflow_embedded,,"Agree (marginal): classifies SARS-CoV-2 sequences into lineages (classical ML in production) but the narrative describes a classification step/identifiers, not a described write to a named agency system."
HHS,Person-level disambiguation for PubMed authors and NIH grant applicants,workflow_embedded,,"Agree (marginal): entity-resolution harmonizing author/applicant names across PubMed and NIH grants ('Harmonized data') -- a single data-harmonization step, no system-of-record write described."
HHS,Prediction of transformative breakthroughs,workflow_embedded,,Agree (marginal): thin Lexical-Intelligence portfolio-analytics predicting transformative-breakthrough topics; no system coupling.
HHS,Protein Modeling with AlphaFold,workflow_embedded,,"Agree (marginal): AlphaFold used for protein-structure prediction; thin, direct-use modeling with no system coupling, at the standalone/workflow boundary but a specific analytical function."
HHS,PubMed Literature Review MCP Server,workflow_embedded,,"Agree: correctly resists the 'MCP server'/agentic tag -- automates PubMed retrieval+synthesis into literature reviews over one corpus, no described autonomous multi-system tool-chaining."
HHS,RAPID Analysis of Policy and Program Documents (RAPID),workflow_embedded,,"Agree: an internal web app to import/search/analyze policy documents and validate AI answers -- a single RAG-style policy-review flow over its own store, no external system-of-record integration."
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",system_integrated,,Agree (marginal): extracts drug-manufacturing facility details from Module 3 submissions to build a facility inventory within the named CDEROne Analytics (FISMA-high) environment -- named-system repository build.
HHS,RepoAnalysis,workflow_embedded,,Agree (marginal): generates summaries of undocumented code repositories to aid search/reuse -- a single summarization flow.
HHS,School LLM initial abstract review process,system_integrated,workflow_embedded,"Over-call: LLM extracts/categorizes themes from a fixed 2012-2022 abstract corpus into a presentation dashboard for scientists; a single extract-and-display flow, not read/write to a live agency system of record. Distinct from the genuine system_integrated dashboards (IDX114 live catalog monitoring, IDX192 agency-wide production dashboard fed by a pipeline)."
HHS,Structuring and Validating Completeness of Case Data Information,system_integrated,,Agree: Palantir AIP parses CBP free-text separation data into a structured asset that 'can be updated into the child's profile in ORR's data system' (ACF Horizon) -- feeds a named case-management system of record (HITL doesn't reduce depth).
HHS,Text embedding analysis tool,workflow_embedded,,"Agree (marginal): an exploratory text-embedding 'canvas' for clustering document sets with 'no default output' -- an ad hoc analysis tool, not a production system."
HHS,Topaz,workflow_embedded,,"Agree: an open-source ML particle picker auto-selects imaging targets as one step of the research Cryo-EM screening pipeline; not an operational sensor feed, so workflow_embedded."
HHS,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function,workflow_embedded,,"Agree: Llama summarizes PubMed Central articles; curators manually add annotations to RefSeq, so the AI itself does not write to the system of record -- a summarization step feeding curation."
