agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
FTC,Developer Productivity,BCP/DCRO,deployed,Generative AI,1,1,0,general_llm,Leidos Sentinel Network,Sentinel Network Services,Leidos,c) Developed with both contracting and in-house resources,Yes,Solve challenges and inefficiencies in development,Enhance developer productivity by improving code quality,Software code with improved quality
FTC,Graph Analytics,BCP/DCRO,deployed,Other,0,0,0,classical_ml,,Sentinel Network Services,Leidos,c) Developed with both contracting and in-house resources,Yes,"Assist with identifying connections between complaints as consumers may file same type of complaints against a company but with different names, phone numbers or when company use different names, aliases, phone numbers. It helps with grouping the complaints for further review and analysis.",Helps law enforcement to explore and identify relationships and connections between complaints.,Displaying relationships between complaints and find connections between complaints.
FTC,Group Duplicate Complaints,BCP/DCRO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Sentinel Network Services,Leidos,c) Developed with both contracting and in-house resources,Yes,"Consumers submit multiple complaints for the same issue using various channels, which impacts the ability of Law Enforcement to quickly search and identify leads.",Assists law enforcement with identifying leads in fraud investigations by efficiently grouping duplicate complaints.,Duplicated complaints are grouped together and helps law enforcement identify entities with multiple reports
FTC,IVR Automated Voice Assistant,BCP/DCRO,deployed,Generative AI,1,1,0,general_llm,,Sentinel Network Services,Amazon,c) Developed with both contracting and in-house resources,Yes,Reduce cost of call volume for requests for information which are low value contacts for law enforcements while maintaining positive customer experience.,Enhances user experience by providing RFIs (Request for Information) accessible 24x7 rather than limited to working hours.,Automated IVR voice responses to consumer inquiries.
FTC,Microsoft 365 Copilot,OCIO,pilot,Generative AI,1,1,0,general_llm,Microsoft 365 Copilot,Azure SaaS,Microsoft,a) Purchased from a vendor,No,"Staff performing manual, time-consuming activities, taking away focus from higher-value tasks.",Enhance general productivity of FTC staff to achieve agency mission more efficiently,"Write, edit and summarize documents and project plans in Word, Excel, PowerPoint and Teams; Draft emails, chats and documents; Receive Outlook Coaching tips and suggestions on clarity, sentiment, and tone, and an overall message assessment and suggestions for improvement; Summarize chat content"
FTC,Relativity Active Learning,BC/BCP/OGC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Federal Cloud Discovery Source,Cloud Discovery Source (CDS) Relativity,a) Purchased from a vendor,No,Manual document coding is very time consuming during the legal review process,Enhance eDiscovery process efficiency for consumer protection and competition investigation and litigation,Predicted pertinent documents
FTC,Relativity Integrated Veritone,BC/BCP/OGC,deployed,Natural Language Processing,0,0,0,nlp_specific,,Federal Cloud Discovery Source,Cloud Discovery Source (CDS) Relativity,a) Purchased from a vendor,No,Manual document translation and audio file transcription is time consuming and of inconsistent level of accuracy.,Enhance eDiscovery process efficiency for consumer protection and competition investigation and litigation,Translated documents and audio transcripts
FTC,Word Cloud,BCP/DCRO,deployed,Natural Language Processing,0,0,0,nlp_specific,,Sentinel Network Services,Leidos,c) Developed with both contracting and in-house resources,Yes,Assist Law Enforcement to reduce the time required to analyze search results,Quickly grasp the essence of search results by visually exploring complaints through interactive word clouds.,Improved search results and complaints visualization.
EAC,AI Answers in Clearinghouse Network,Clearinghouse Division,pilot,Generative AI,1,1,0,general_llm,,,Civic Roundtable,a) Purchased from a vendor,No,AI Answers is a chatbot integrated into the Civic Roundtable platform that allows election officials to query AI about discussions and resources within the Clearinghouse Network. It provides a natural language method for navigating community content without searching the broader internet.,"This tool improves access to EAC-provided resources, reduces barriers to finding relevant content, and enables election officials to quickly locate discussions, documents, and guidance within the Clearinghouse Network.","Natural-language answers, summaries of discussions, and links to on-platform documents/resources."
EAC,Grants Lifecycle Application System,Grants Division,deployed,Generative AI,0,1,0,general_llm,,,Groundswell,a) Purchased from a vendor,No,"This tool is built into the Grants Division's grants management system, and it allows EAC staff to review high level trends among grant applications.","Improved staff productivity, faster data anaylisis, and enhanced research and summarization support.",Generative text responses and data analytics.
EAC,Internal Generative AI Tools for Staff Productivity,All EAC divisions where staff elect to use approved tools,pilot,Generative AI,1,1,0,general_llm,Microsoft 365 Copilot,ChatGPT Enterprise; Claude for Government; Gemini for Government; Grok for Government; Perplexity Enterprise; Microsoft Copilot,OpenAI; Anthropic; Google; xAI; Perplexity; Microsoft,a) Purchased from a vendor,No,"These tools allow EAC staff to draft, edit, summarize, and rewrite documents; brainstorm ideas; and support plain-language improvements while adhering to the EAC’s AI Use Policy. The EAC uses widely available commercial AI capabilities embedded in productivity and communication tools, such as Microsoft 365 Copilot features for drafting and editing, AI-enabled meeting summarization and captioning, translation features, and document refinement. These tools provide general-purpose assistance to staff and do not make or influence decisions about individuals or rights.","Improved staff productivity, clearer written communication, faster drafting workflows, and enhanced research and summarization support.","Text summaries, rewritten content, draft emails, recommended wording, brainstorming output."
