agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
State,Electronic Health Record AI Enhancements,DT,deployed,Generative AI,1,1,0,nlp_specific,Palantir AIP,MED-PLTR,Palantir,c) Developed with both contracting and in-house resources,Yes,"Provide efficient, accurate, and comprehensive medical electronic health record (EHR) management, patient care, and administrative workflows by leveraging AI-powered tools, including large language models (LLMs) and natural language processing (NLP).","Improved operational efficiency, reduction of errors, and greater focus on delivering quality patient care. Improved patient data and safety with cost savings and operational efficiencies, transparency, and security. Enhanced clinical decision-making by summarizing patient information, identifying discrepancies, and generating referrals based on historical data and current inputs.","Automated data extraction, validation, sentiment analysis, categorization, identification of document types, data discrepancies, and text summarization into structured medical chart components."
State,Evaluating Customer Feedback and Sentiments with AI,CA,pilot,Generative AI,1,1,0,general_llm,,PA,N/A,b) Developed in-house,Yes,To leverage Natural Language Processing (NLP) and secure Large Language Models (LLM) on unstructured text data to identify actionable insights to drive customer improvement initiatives.,Greater insights about user experiences with consular services and the impact of service changes.,"Multiple outputs include categorization, summarization, and analysis of customer feedback."
State,FA.gov PII Picker,F/FAO,deployed,Natural Language Processing,0,0,0,nlp_specific,,N/A,Guidehouse,c) Developed with both contracting and in-house resources,Yes,"The need to streamline a process, improve accuracy, and provide validation checks. The previous process to identify Personally Identifying Information (PII) required additional layers of manual verification.",Additional support to ensure data and privacy protections in public facing databases with less manual time and effort.,The identification of potential PII contained in data submissions.
State,FA.gov RedactAid,F/FAO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,Guidehouse,c) Developed with both contracting and in-house resources,Yes,The need to improve data quality of information and prevent sensitive data from being published to ForeignAssistance.gov.,Reduced effort and improved consistency and accuracy in protecting sensitive information from getting published in public-facing databases.,Sensitive information is identified and flagged prior to ForeignAssistance.gov publication.
State,Integrated Country Strategy (ICS) Turbo,F/FAO,deployed,Natural Language Processing,0,0,0,nlp_specific,,N/A,Guidehouse,c) Developed with both contracting and in-house resources,Yes,The need to conduct thematic analysis on large volumes of Integrated Country Strategy (ICS) data in a comprehensive and time efficient manner.,"Increased capacity of personnel to identify lessons learned and best practices by leveraging historical documentation.  This is intended to be accomplished by decreasing the time and effort spent reading, synthesizing, and categorizing the contents of historical Integrated Country Strategies (ICS).",Thematic categories that group ICS sub-objectives written over periods of time across all countries.
State,Live Consular AI Language Augmentation (LCALA) - OCS/ACS Pilot,CA,pilot,Natural Language Processing,0,0,0,nlp_specific,,N/A,Microsoft,a) Purchased from a vendor,No,"LCALA OCS/ACS Pilot aims to close language gaps in routine, time-sensitive citizen services by providing on-demand interpretation for calls and in-person interactions. Today, limited interpreter availability and uneven reliance on bilingual staff can cause delays, confusion, and repeat contacts when conveying guidance or coordinating with local authorities. LCALA seeks to improve clarity and timeliness of these communications, reducing callbacks and handoffs, while remaining assistive only and not replacing certified interpreters where required.","Faster, clearer OCS/ACS communications; Fewer repeat contacts and escalations; Service equity and accessibility; Staff efficiency; Interagency coordination.","LCALA provides real-time transcription and neural machine translation of spoken exchanges on demand, delivering translated audio and on-screen text on the device; when enabled, it can generate a brief time-stamped transcript of the conversation."
State,NIV Adjudication Review Recommendation Engine (ARRE),CA,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,Guidehouse,c) Developed with both contracting and in-house resources,Yes,"ARRE is used to make post-adjudication managerial quality assurance review time more efficient. The current required managerial review of cases includes a randomly selected portion, which is not optimized to help managers allocate time toward cases where secondary review is most likely to surface documentation gaps, policy-complex adjudications, or process compliance issues. As a result, managers may spend review capacity on routine cases while missing opportunities to identify coaching needs or quality issues within the fixed review window.","The primary purpose of ARRE is to support the post-adjudication, managerial quality assurance review workflow by helping managers efficiently meet existing review requirements through queue ordering and prioritization. This provides more efficient use of manager review time and more consistent post-adjudication oversight by better targeting the fixed, required managerial review effort toward cases with atypical attributes that warrant a second look for quality assurance purposes. The expected benefits are improved review consistency and improved documentation of decision-making.","ARRE produces a unitless anomaly score (01) for each already-adjudicated case and uses the score to generate a post-level ranked list that bins cases into priority tiers (e.g., high/medium/low) for managerial review. Outputs are advisory: managers may override or disregard the prioritization and may review any case consistent with existing authorities and review requirements. The output is used to help order the managerial quality assurance workload; it is not a decision output and is not used as an applicant risk determination. ARRE is used only after an adjudication is complete to support internal managerial oversight and does not serve as a basis for any visa eligibility determination or other binding action affecting the applicant. ARRE does not make, recommend, or change visa issuance/refusal decisions; all adjudicative determinations remain the responsibility of U.S. government officials."
State,Natural Language Processing (NLP) for Foreign Assistance Appropriations Analysis,F/FAO,deployed,Natural Language Processing,0,0,0,nlp_specific,,FACTS Info,Guidehouse,c) Developed with both contracting and in-house resources,Yes,Summarizing the key points of a lengthy report using AI.,The NLP application reduces the time needed to extract congressional directives from the annual appropriations bill which ultimately shortens the cycle time for generating the report detailing the annual allocation of U.S. foreign assistance funds to foreign countries and international organizations (i.e. the 653(a) report).,Consolidated congressional directives from the annual appropriations bill to be included in the report detailing the allocation of U.S. foreign assistance funds to foreign countries and international organizations (i.e. the 653(a) report).
State,Office of the Historian (OH) Historical Analysis for Negotiations,NFATC,pilot,Generative AI,1,0,0,general_llm,,N/A,N/A,b) Developed in-house,No,The need for historical information in real time to assist with analysis by the Office of the Historian (OH) and decision making.,Negotiators save time and achieve information advantage related to historical country relationships.,Succinct 1-page overviews of research for US negotiators and their assistants.
State,PFCS Proving Ground,DT,deployed,Other,0,0,0,classical_ml,Palantir AIP,CfA PFCS,Palantir,c) Developed with both contracting and in-house resources,No,The need for an experimentation platform to promote the development and adoption of AI solutions.,The ability for personnel and teams to experiment with developing innovative AI solutions to address mission delivery or back office processes. Efficiency and effectiveness.,"Proofs of concept that can tackle a variety of business problems across the mission, and can be scaled to enterprise solutions."
State,Rosie Chat Bot,MGT,pilot,Generative AI,1,0,0,general_llm,,DOS-O365,N/A,b) Developed in-house,No,"The need for employees to locate consistent, accurate answers to HR-related questions quickly based on internal information.","Cost savings, reduced wait times, improved access to information, enhanced efficiency, scalability, and consistency in communication.",Contextual answers and emails.
State,StateChat,DT,deployed,Generative AI,1,1,0,general_llm,Palantir AIP,CfA PFCS,"Palantir, OpenAI",a) Purchased from a vendor,Yes,"The need to safely and securely access, share, summarize, and research Sensitive But Unclassified (SBU) Department information. Improve and reduce time to translating documents, summarizing reports, and drafting emails. StateChat is the Department's enterprise Generative AI-powered chatbot.","Delivers greater operational efficiency and makes personnel better collaborators and competitors on the front lines of diplomacy, delivering decision advantages, negotiation preparation, and preparedness through simulation. Reduced costs and more consistent documents referencing SBU information.","StateChat is a chatbot interface enriched with tools that generate formatted paper products, offer rapid and transparent searches of internal documents, and allow for research, synthesis, and drafting of documents with reference to cables and other internal information, policies, and processes."
State,TIP Report Research Translation,DT,deployed,Generative AI,1,0,0,general_llm,,AzureAI Translator,"Deloitte, AzureAI",c) Developed with both contracting and in-house resources,No,"The TIP Report Translation AI system provides informal, unofficial translations for materials related to the annual Trafficking in Persons report.  This capability saves staff time and allows researchers and drafters to focus on critical report needs, such as identifying and resolving data gaps.","This capability saves staff time and allows researchers and drafters to focus on critical report needs, such as identifying and resolving data gaps.","Informal, unofficial translations of PDFs and Microsoft word documents. Each document includes a watermark denoting that the AI translation is unofficial and must be reviewed by a human."
State,Utility Invoices Data Extraction,MGT,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,N/A,b) Developed in-house,No,The need to reconcile and process payments faster.,Reduced time and labor costs through a more efficient and accurate process that automatically identifies key information to issue payments.,"Key details from utility invoices, such as the account name, amount due, and consumption for processing payments and for preparing the monthly consumption reports."
State,WHA/EX Information Management,WHA,deployed,Generative AI,1,0,0,general_llm,,DOS-O365,Microsoft,c) Developed with both contracting and in-house resources,No,"Knowledge Management for administrative and IT related processes. Formerly known as ""Low Earth Orbit (LEO)  Budget Office Inquiries"" to answer questions frequently asked about budget.",Cost savings and reduced customer wait times.,Generative AI or logic-based responses with answers to administrative/IT related FAQs.
State,Walter:  Generative AI Support Bot,WHA,deployed,Generative AI,1,1,0,general_llm,,DOS-O365,Microsoft,a) Purchased from a vendor,No,The need to more effectively focus on critical customer requests with existing resources.,Cost savings and reduced customer wait times by addressing Tier 0 and Tier 1 requests without human intervention.,"Responses to Tier 0 and Tier 1 requests via a virtual customer service agent based on current management, policies, directives, and other internal resources."
State,Within Grade Increase Data Extraction Automation,CGFS,deployed,Natural Language Processing,0,0,0,nlp_specific,,N/A,GCP,c) Developed with both contracting and in-house resources,Yes,"Moving large amounts of data from paper and/or digital forms into a digital system can be challenging, time intensive, and costly.",Lower processing time and resources for cost savings.,Tabulated dataset of extracted values referred for human review.
FDIC,AI Assisted Data Collection,Division of Depositor and Consumer Protection,deployed,Computer Vision,0,0,0,computer_vision,,Microsoft Power Apps,,b) Developed in-house,Yes,"The current process to extract structured data from bank provided PDF documents of consumer loan applications takes FDIC personnel a significant amount of time to manually transcribe data from PDF loan applications, leading to delays, high error rates, and increased costs. The AI solution is intended to automate data extraction, reducing transcription errors and enabling faster, more accurate collection of loan application data.","The FDIC will more effectively and efficiently utilize its examination resources by reducing manual components of data collection, reducing data transcription error rates and increasing speed of data collection.","The output is a data file of extracted data (csv, text file, json file) from consumer credit reports required to conduct examination analytics for compliance and fair lending reviews."
FDIC,Automatically-Scored Writing Assessment (AWA),Division of Administration,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,PDRI Automatically-Scored Writing Assessment,,"Personnel Decisions Research Institutes, LLC (PDRI)",c) Developed with both contracting and in-house resources,No,Reduce the time it takes to review the writing assessment and cost of essay scoring for the purpose of making more timely employment decisions.,The Automatically-Scored Writing Assessment (AWA) is intended to significantly increase speed and reduce cost of essay scoring for the purpose of employment decisions.,"A single overall score for the essay on a scale from 1  to 5, as well as three subscale scores ranging from 1 to 5 across the following dimensions: grammar and mechanics, analysis and reasoning, as well as organization and structure."
FDIC,Background Check Tool for Fraud Investigations,Division of Risk Management Supervision,deployed,Other,0,0,0,classical_ml,,,CLEAR,a) Purchased from a vendor,No,CLEAR is used to assist with fraud investigations.  It searches and retrieves publicly available data on individuals and businesses.,Rapidly obtaining information on individuals and businesses from publicly available data sources.,Background information on individuals and ownership information on businesses.
FDIC,Background Check Web Application,Division of Resolutions and Receiverships,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,CLEAR,CLEAR,a) Purchased from a vendor,No,FDIC can only maintain contact details of individuals or entities if they are self reported by them. The CLEAR service provides potentially the most current contact and entity information for Individuals or Companies who may be holding monetary assets or bonds in failed institutions and may need to be reimbursed.,Expected benefits are the most current contact information for individuals/companies including any related subsidiary entities.,Web based output with contact details for individuals or entities.
FDIC,Blockchain and Cryptocurrency Transaction Identification and Visualization,Legal Division and Office of Inspector General,deployed,Natural Language Processing,0,0,0,nlp_specific,,,Chainalysis,a) Purchased from a vendor,No,Tool will improve ability to identify and track the flow of transactions executed on the blockchain.,"Making blockchain-based transactions more transparent and creating visualizations to facilitate understanding transaction flow, which supports identification of criminal activity by following the money through mixers, swaps and smart contracts.",The outputs demonstrate the transactions across multiple blockchains.
FDIC,CFOO Admin Chatbot,Division of Finance,deployed,Natural Language Processing,0,0,0,general_llm,,Internal Chatbot RASA,,b) Developed in-house,Yes,Compiling data from internal FDIC website and targeted documents to answer questions about CFOO admin. The AI solution is intended to increase user access to already available data in a more digestible form. This helps internal employees self solve problems quickly when engaging with administrative issues.,"Makes information more readily available , searchable and readable. This internal solution improves operational efficiency of the agency.","An answer to the users question the user asks the bot. This addresses topics on internal division administrative questions including office maintenance, training, HR questions, policy, and security."
FDIC,CFOO Travel Chatbot,Division of Finance,deployed,Natural Language Processing,0,0,0,general_llm,,Internal Chatbot RASA,,b) Developed in-house,Yes,Compiling data from internal FDIC website and targeted documents to answer questions about FDIC travel. The AI solution is intended to increase user access to already available data in a more digestible form. This helps internal employees self solve problems quickly when engaging with travel issues.,"Makes information more readily available, searchable and readable. This internal solution improves operational efficiency of the agency.","An answer to the users question the user asks the bot. This addresses internal agency questions on travel including directives, policy, training, limits, and alerts."
FDIC,Criminal Background Investigation,Division of Administration and Office of Inspector General,deployed,Generative AI,0,0,0,general_llm,,CLEAR,CLEAR,a) Purchased from a vendor,No,"By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions.","Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff. Protects FDIC insured institutions from high risk individuals.",Aggregation of public records used to evaluate risk.
FDIC,Digital Asset Liquidity Risk Analysis,Division of Risk Management Supervision,deployed,Other,0,0,0,classical_ml,,,Chainalysis,a) Purchased from a vendor,No,Chainalysis traces digital asset funds and provides identities/wallets/flows of digital assets among wallets on public blockchains.,"We use Chainalysis for liquidity flow analysis (flow of digital asset funds) to inform policymaking efforts related to stablecoins and other digital assets, operational risk analysis, and analysis of concentration of digital asset activities and entities.",Identities/wallets/flows of digital assets among wallets on public blockchains.
FDIC,Extracting IT Information,Division of Risk Management Supervision,deployed,Natural Language Processing,0,0,0,nlp_specific,,AlphaREx,,b) Developed in-house,Yes,Searching for information using AI rather than manual reviews of pdf documents or using the RADD search function. AI simplifies the search efforts with a more robust search engine and provide better potential hits of desired information much faster than the current methods.,"Algorithm, Language Processing Horizontal Analysis - Risk Examination (AlphaREx) analyzes unstructured narrative content in Information Technology (IT) examination workpapers and Reports of Examination (ROE) to provide meaningful, actionable insights into information. AlphaREx capabilities contribute to the FDICs Modernization initiative for the Supervision Modernization Business Drivers and supports the mission of the RMS Information Technology Section.  Additionally, AlphaREx was developed to enable the automation, ingestion, analysis, and visualization of the information technology and operational unstructured and structured data gathered per the supervised financial institution.","Information collected across the IT Profile, FDIC Review of Examinations (ROEs), and multiple other sources (both unstructured/structured data) is a critical business need and is used by FDIC to promptly identify and address IT risks and Cyber risks for the FDIC Insured Deposit Institutions (IDIs).  In addition, this information is used to effectively identify trends, patterns and areas of improvement for the InTREx program; including training and changes to the FDIC IT Examination processes."
FDIC,FDIC Deposit Insurance Misrepresentation,Division of Depositor and Consumer Protection,pilot,Other,0,0,0,classical_ml,Meltwater,,Meltwater,a) Purchased from a vendor,Yes,AI can help the FDIC identify instances of misrepresentation of FDIC Deposit Insurance.,Natural language processing  can search media reports and postings to identify posts with heightened risk of misrepresentation for additional review.,A database of media reports and postings with high risk of misrepresentation to be further reviewed manually.
FDIC,Financial Background Investigation,Division of Administration,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,"Equifax, Trans Union",a) Purchased from a vendor,No,"By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions.","Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff.","System outputs only include credit information such as if payments are made on-time, any delinquencies, and/or liens or bankruptcies etc.  An applicants FICO score is not part of the Financial Background Investigation process and is not that factored into the suitability, fitness, or eligibility determination."
FDIC,HMDA (Home Mortgage Disclosure Act) Outlier Screen,Division of Depositor and Consumer Protection,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,PERSYS,,b) Developed in-house,Yes,Scoping fair lending examinations can be time intensive.,"The HMDA (Home Mortgage Disclosure Act) program pre-screens off-site mortgage data to allow better utilization of examiner time on the highest risk areas and provides a data driven, objective basis to determining risk identification.",DCP Exams receives a report identifying areas of heightened risk of consumer harm.
FDIC,Location and Evaluation of Individuals and Assets for Collectability of Civil Claim,Legal Division,deployed,Natural Language Processing,0,0,0,nlp_specific,,,CLEAR,a) Purchased from a vendor,No,Obtaining information regarding the location of individuals as is needed to pursue civil claims is a cumbersome process requiring many manual hours to search various resources available physically and electronically.,"Access to a centralized online investigative database that aggregates public records expedites an evaluation of the personal assets of an individual and an assessment as the likely collectability of damages under a potential civil claim or of an aged, unpaid civil settlement or  federal restitution orders.","The AI system's outputs provide information that can support a user ultimately recommending to pursue potential civil claims,"
FDIC,New Offsite Models,Division of Risk Management Supervision,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,ViSION,,b) Developed in-house,Yes,This machine learning (ML) model is intended to identify banks most likely to be downgraded at or before the next examination.,An improved methodology of identifying potential downgrades for use in our quarterly offsite review program.  This provides information on potentially deteriorating financial conditions in the better rated banks across the country.,Identify banks more likely to be downgraded.
FDIC,OIG computer forensics investigation tools.,Office of Inspector General,deployed,Natural Language Processing,0,0,0,nlp_specific,,,"Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery",a) Purchased from a vendor,No,Access and store information from electronic devices in support of criminal investigations.,Assists in law enforcement investigations.,Electronic files.
FDIC,Pre-Examination Planning Monitoring,Division of Depositor and Consumer Protection,deployed,Computer Vision,0,0,0,computer_vision,,PERSYS,,b) Developed in-house,Yes,The pre-exam planning process is time intensive and FDIC has limited examiner resources to review pre exam planning materials and make examination scoping decisions,"This project mitigates time constraints and limited examiner resources by enhancing efficiency of pre-exam planning by identifying PEP questions that are not indicative / misaligned with risk, thereby reducing examiner burden and yielding time savings for pre exam planning",A report related to pre-exam questions on their alignment with risk identification.
FDIC,Social Listening,"Office of Communications, Division of Complex Institution Supervision & Resolution, Legal Division, Division of Risk Management Supervision",deployed,Natural Language Processing,1,1,0,general_llm,Meltwater,,Meltwater,a) Purchased from a vendor,No,"There are many social media sites that provide information useful to the FDIC's fulfillment of its mission; searching each independently is time consuming and inefficient. Summary of results for social and news items on the FDIC, liquidity risks, banking industry, and other relevant topics helps users to support mission.","Access to a centralized online tool that searches numerous social media sites expedites analysis of publicly available information. Utilized for social listening about policy issues, potential liquidity risks, banks,  and more to help support mission.",Outputs help to inform as to issues that may impact the FDIC's fulfillment of its mission. Outputs reflect the search results of prompts related to searches focused on mentioning the FDIC and trends affecting the ability of the FDIC to fulfill its mission.
FDIC,Trust Document Entity Extraction,Division of Resolutions and Receiverships,pilot,Natural Language Processing,0,0,0,nlp_specific,,Resolution and Receivership Management Portal (RRMP),Deloitte,c) Developed with both contracting and in-house resources,Yes,"Currently, claims specialists spend countless hours manually reviewing trust agreements to extract grantor/settlor and beneficiary information. Implementing OCR and Llama to automate key data extraction from these agreements will significantly make the process faster, more efficient, and more accurate while eliminating the potential for manual errors.",This will reduce the time and cost to transpose information from Trust Agreements.,"The extracted data, which will include key data elements, such as grantor/settler and beneficiaries from Trust Agreements, along with the original Trust Agreement will be presented to users through an application user interface."
FHFA,"Analytics, Indexing, and Anomaly Detection for Data Management on SQL Server",OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GSS,Microsoft,a) Purchased from a vendor,No,"Predictive analytics, automated indexing, and anomaly detection in data management and queries.",Efficiency and Risk Reduction,"SQL Server incorporates AI for predictive analytics, automated indexing, and anomaly detection in data management and queries."
FHFA,LexisNexis,OGC,deployed,Generative AI,1,1,0,general_llm,,N/A,LexisNexis,a) Purchased from a vendor,No,Generative AI-assisted legal research tool,Efficiency,"LexisNexis uses generative AI to search for and summarize legal information, resulting in more efficient legal work for FHFA."
FHFA,Mathematical formula transcription using Commonlook Online,OCIO,deployed,Generative AI,0,0,0,general_llm,,,Commonlook Online,a) Purchased from a vendor,No,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.,Efficiency,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.
FHFA,"Network monitoring, anomaly detection through Whats Up Gold and Flowmon integration",OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GSS,Flowmon,a) Purchased from a vendor,No,"Uses AI for network visibility, anomaly detection, and security through Flowmon integration",Risk Reduction,"Uses AI for network visibility, anomaly detection, and security through Flowmon integration."
FHFA,Neural Networks for FHFA Modeling Analytics Platform (FMAP),DHMG,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,N/A,b) Developed in-house,Yes,Help researchers optimize the framework and specifications of the production of the Single-Family FHFA Modeling Analytics Platform (FMAP).,Efficiency,"This tool uses neural networks to identify nonlinearities, anomalies, and important variables in loan-level mortgage data, which helps FHFA staff improve forecasts from the Single-Family Modeling Analytics Platform."
FHFA,Phishing Email Identification,OCOO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GSS,Knowbe4 Phish ER,a) Purchased from a vendor,No,"Knowbe4 PhishER is a tool to report and manage suspicious emails. This tool use ML and AI to analyze suspicious emails to identify if the email is spam, phishing, or malicious. The primary benefit of this tool is to automate responses without requiring human intervention to analyze each email that end users identify as suspicious.",Risk Reduction,Output is a response to suspicious emails without requiring a cybersecurity specialist to analyze hundreds of emails. This tool reduces time to respond to end user requests concerning suspicious activity.
FHFA,Security and Compliance in file sharing and collaboration using Kiteworks,OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Kiteworks,Kiteworks,a) Purchased from a vendor,No,"Enhances security and compliance in file sharing and collaboration by detecting anomalies and potential threats in real-time.""",Risk Reduction,Kiteworks employs AI to enhance security and compliance in file sharing and collaboration by detecting anomalies and potential threats.
FHFA,Security and network monitoring using Cisco Identify Services engine,OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,Cisco Identity Services Engine,GSS,Cisco,a) Purchased from a vendor,No,"Improves security visibility, segmentation, and threat response by analyzing network traffic and user behavior in real-time, enabling automatic detection, isolation, and resolution of potential security risks.",Risk Reduction,"Cisco Identity Services Engine (ISE) uses AI for network visibility, segmentation, and threat response by analyzing network traffic and user behavior."
FHFA,Virtual Acquisition Office (VAO) Ally,OCFO,deployed,Generative AI,1,0,0,general_llm,,,VAO Ally,a) Purchased from a vendor,No,VAO Ally is part of the overall VAO subscription. VAO Ally reduces the amount of time necessary to research acquisition-related policy/guidance questions and scenarios by parsing through multiple resources and providing responses/answers based on a user’s question searched.,Efficiency,VAO Ally provides a summarized response/answer to the user’s question within the overall web-based VAO subscription. VAO Ally provides the source materials that supported its answer/output.
FHFA,Virtual Desktop using Citrix,OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GSS,Citrix,a) Purchased from a vendor,No,"Citrix uses AI to optimize virtual desktops, manage workloads, and enhance security with behavioral analysis and threat detection.","Cost Savings, Efficiency, and Risk Reduction","Citrix uses AI for optimizing virtual desktop performance, managing workloads, and enhancing security through behavioral analysis and threat detection."
FHFA,WestLaw,OGC,deployed,Generative AI,1,1,0,general_llm,Westlaw AI,,WestLaw,a) Purchased from a vendor,No,Generative AI-assisted legal research tool,Efficiency,"WestLaw uses generative AI to search for and summarize legal information, resulting in more efficient legal work for FHFA."
FHFA,Workflow automation and predictive analytics using ServiceNow,OCIO,deployed,Classical/Predictive Machine Learning,0,0,0,predictive_analytics,ServiceNow Now Assist,ServiceNow,ServiceNow,a) Purchased from a vendor,No,"Help to automate workflows, predictive analytics, and providing intelligent service management solutions.",Efficiency,"ServiceNow utilizes AI for automating workflows, predictive analytics, and providing intelligent service management solutions."
