2_use_case_name,3_agency,3_abr,4_bureau,8_topic_area,8_question_type,10_commercial_ai,11_purpose_benefits,12_outputs,16_dev_stage,17_impact_type,18_date_initiated,19_date_acq_dev_began,20_date_implemented,21_date_retired,22_dev_method,23_contract_piids,24_hisp_support,25_hisp_name,26_public_service,27_public_info,28_iqa_compliance,29_contains_pii,30_saop_review,31_data_catalog,31_question_type,33_agency_data,34_data_docs,35_demo_features,35_question_type,37_custom_code,38_code_access,39_code_link,40_has_ato,41_system_name,42_dev_tools_wait,43_infra_provisioned,43_question_type,45_compute_request,45_question_type,47_timely_resources,47_question_type,49_existing_reuse,50_internal_review,51_extension_request,52_impact_assessment,53_real_world_testing,54_key_risks,55_independent_eval,56_monitor_postdeploy,57_autonomous_impact,57_question_type,59_ai_notice,59_question_type,61_adverse_impact,62_disparity_mitigation,63_stakeholder_consult,63_question_type,65_appeal_process,66_no_appeal_reason,67_opt_out,67_question_type
ServiceNow Virtual Agent (Curie),General Services Administration,GSA,GSA IT (IDT),Other,ServiceNow Chatbot,None of the above.,"Virtual agent that uses ML to provide predictive results for chat entries. A natural language chatbot (virtual assistant), we named Curie, as part of a multi-model customer service experience for employee's IT service requests leveraging knowledge-based articles.",Text response generated the most likely answer base on the user input. ,Initiated,Neither,N/A,N/A,N/A,N/A,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,Non-public,Yes,No,Yes,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,Yes,"Yes – agency has access to source code, but it is not public.",GSA GitHub,Yes,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
GREX AI Document Classification,General Services Administration,GSA,PBS,Government Services (includes Benefits and Service Delivery),N/A,None of the above.,"Office of Leasing and IT Modernization partnered in a pilot program to test the feasibility of using artificial intelligence (AI) and machine learning (ML) using the AWS cloud service from FAS to classify pdf documents emailed into G-REX. The pilot built the pipeline to train individual document types that are typically uploaded in PDF format. The pilot was successful at illustrating how valuable time could be saved by completing this project in production, improving accuracy of document type assignment.
The pilot utilized AWS FAS service, which would require additional funding. Appian announced they will provide the functionality as an out of the box feature in late 2024, early 2025, to be able to scan pdf document types if G-REX can move to the cloud. The cloud assessment is ongoing as of submission of the need.
This was an approved FY23 Need.",N/A,Acquisition and/or Development,Neither,N/A,N/A,N/A,N/A,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,"Yes – agency has access to source code, but it is not public.",N/A,No,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
Contract Acquisition Lifecycle Intelligence (CALI),General Services Administration,GSA,FAS (QP0A),Mission-Enabling,N/A,None of the above.,"CALI tool is an automated machine learning evaluation tool built to streamline the evaluation of vendor proposals against the solicitation requirements to support the Source Selection process. CALI is offered by Octo Consulting as Infrastructure as a Service and is implemented and hosted within Amazon Web Services (AWS) public cloud US East and US West regions. Once the Contracting Officer (CO) has received vendor proposals for a solicitation and is ready to perform the evaluation process, the CO will initiate evaluation by sending solicitation documents along with all associated vendor proposal documents to Bizagi’s Source Selection module, which will pass all documents to CALI. CALI will process the documents, associated metadata and begin analyzing the proposals in four key areas: format compliance, forms validation, reps and certs compliance, and requirements compliance. The designated evaluation members can review the evaluation results in CALI and submit finalized evaluation results back to Source Selection in Bizagi. CALI is currently being trained with sample data from the EULAs under the Multiple Award Schedule program.",N/A,Retired,Neither,N/A,N/A,N/A,11/1/2024,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,No – agency does not have access to source code.,N/A,No,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
Survey Comment Ham / Spam Tester,General Services Administration,GSA,FAS (TTS),Other,Qualitative Data Analysis,None of the above.,The website USA.gov receives a lot of survey comments. We need a way to determine which comments are worth the time of analysts reading and which are not.,"A determination of whether the data is ""worth reading""",Retired,Neither,N/A,4/1/2020,7/1/2020,7/1/2021,Developed with both contracting and in-house resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,Compared to thousands of evaluations made by people,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,Yes,No – agency does not have access to source code.,"A simple custom model, but the actual rules based on the model are hidden within GCP.",No,USA.gov,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
Classifying Qualitative Data with Medallia,General Services Administration,GSA,FAS (TTS),Other,Qualitative Data Analysis,None of the above.,"USA.gov has a lot of customer-driven qualitative data to be classified into topics: survey comments from multiple surveys, web chat transcripts, contact center agent case notes, and search box queries. It is important to know the topics of the text chunks. This is very challenging because of the massive diversity of USA.gov's content and topics covered. The focus is on Medallia, which offers natural language processing in which users can create rules based on words and their relationships with other words to tag qualitative data with our topics (passports, tax refunds, etc.). Medallia also uses AI to do classifying on its own. However, value has not been derived from this functionality and it is therefore not in use.
",Topic Groups / Classification,Acquisition and/or Development,Neither,4/1/2020,N/A,N/A,N/A,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,No – agency does not have access to source code.,N/A,Yes,USA.gov,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
Elastic Machine Learning Threat Detection,General Services Administration,GSA,GSA,Other,,None of the above.,Use AI to further analyze security logs and alert on anomalous data patterns for a human SOC analyst to review. The goal is for a human/AI partnership that can more effectively and quickly search through the data.,Write anomaly data to Security Information and Event Management (SIEM) tool and create alerts for Security Operations Center (SOC) team.,Acquisition and/or Development,Neither,4/1/2022,N/A,N/A,N/A,Developed with both contracting and in-house resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,Yes,N/A,"Office of Leasing and IT Modernization partnered in a pilot program to test the feasibility of using artificial intelligence and machine learning using the Amazon Web Services (AWS) cloud service from the GSA Federal Acquisition Service (FAS) to classify pdf documents emailed into G-REX. The pilot built the pipeline to train individual document types that are typically uploaded in PDF format. The pilot was successful at illustrating how valuable time could be saved by completing this project in production, improving accuracy of document type assignment. The pilot utilized AWS FAS service, which would require additional funding. Appian announced they will provide the functionality as an out-of-the-box feature in late 2024, early 2025, to be able to scan pdf document types if G-REX can move to the cloud. The cloud assessment is ongoing as of submission of the need. This was an approved FY23 need.","Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups. ",N/A,N/A,Yes,"Yes – agency has access to source code, but it is not public.",N/A,Yes,I-SecTools,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,Use of existing data platforms: This use case is being developed on existing enterprise data and analytics platforms within the agency rather than procuring additional platforms or SaaS to operate.,"Documentation has been developed: Complete documentation detailing model performance across a range of benchmarks, architecture, relevant features and information regarding the appropriate use of the model for predictive tasks has been created.",No – Agency did not request an extension for this use case.,No,"Benchmark evaluation: Testing of the AI model has involved the use of benchmarks (either publicly available or internally created) to estimate performance in real-world settings, but has not been tested in an operational environment. ",There are no key risks currently as this system is designed to run beside a traditional human-operated SOC. All outputs are consumed by SOC operators and verified. No automated activity is taken by the AI beyond generating the initial alerts.,Planned or in-progress,"Intermittent and Manually Updated: A plan for monitoring the AI use case is in place, and requires data science teams to work with DevOps engineers to manually update models at scheduled intervals, and create metrics to detect data distribution shifts between the operational environment and the training data for the model. ",No - Some individual decisions or actions require direct human oversight.,N/A,In-person,N/A,Yes,No demographic data is collected by the SIEM tool. No demographic data fed to AI system for training or inference.,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","The AI system only generates alerts. All alerts are researched and validated by a human SOC analyst. Any action taken is at the discretion of the human, not the AI system.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",Human's review alerts generated and only human's make actionable decisions
Elastic Machine Learning Threat Detection - Phase 2,General Services Administration,GSA,GSA,Other,,None of the above.,"Leverage an LLM that has been given access to our security logs, to provide a more efficient search and discovery tool for SOC analysts. The benefit would be helping the SOC analyst find records of interest and/or associated logs quicker. It will also analyze logs automatically and suggest records of interest.",Text displayed on the user's screen,Initiated,Neither,Q4FY25,N/A,N/A,N/A,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,Yes,N/A,System and application logs collected into our SIEM tool,"Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups. ",N/A,N/A,No,"Yes – agency has access to source code, but it is not public.",N/A,Yes,I-SecTools,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,Use of existing data platforms: This use case is being developed on existing enterprise data and analytics platforms within the agency rather than procuring additional platforms or SaaS to operate.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,No key risks identified. No PII or other demographic data fed into the AI system.,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,In-person,N/A,Yes,No demographic data is collected by the SIEM tool. No demographic data fed to AI system for training or inference.,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.",The AI system is designed to provide data to a human SOC analyst when queried. The AI initiates no actions on its own nor is its output used directly.,"No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",Human's review alerts generated and only human's make actionable decisions
Chatbot for Federal Acquisition Community,General Services Administration,GSA,FAS / GSA IT (IC),Other,,None of the above.,"The introduction of a chatbot will enable the GSA FAS NCSC to streamline the customer experience process, and automate providing answers to documented commonly asked questions through public facing knowledge articles. The end goal is this will reduce staffing requirements for NCSC’s live chat programs and allow the NCSC resources to be dedicated to other proactive customer services initiatives. Customers will still have the option to connect to a live agent if they choose by requesting an agent.",Text displayed on the user's screen,Initiated,Neither,Q4FY25,N/A,N/A,N/A,Developed with both contracting and in-house resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,Yes,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,No – agency does not have access to source code.,N/A,No,N/A,Less than 6 months,Yes,N/A,Yes,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,No key risks identified. No PII or other demographic data fed into the AI system.,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
Document Workflow / Intelligent Data Capture and Extraction,General Services Administration,GSA,GSA IT (IC),Other,N/A,None of the above.,"GSA is driving towards a more accurate and scalable document workflow platform. GSA seeks to intelligently capture, classify, and transfer critical data from unstructured and structured documents, namely PDF files, to the right process, workflow, or decision engine.",N/A,Retired,Neither,N/A,N/A,N/A,11/1/2024,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,No – agency does not have access to source code.,N/A,No,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
OAS Kudos Chatbot,General Services Administration,GSA,OAS / OCFO,Other,N/A,None of the above.,"The Office of Administrative Services would like to utilize a ChatBot to easily capture employee peer to peer recognitions. The OAS Kudos Chatbot leverages Natural Language Processing, inherent to Google Dialogflow, to facilitate a conversation between the AI software and the end user. This allows the chatbot to interpret and apply branching logic to what the user enters into the chat window.",N/A,Retired,Neither,N/A,N/A,N/A,11/1/2024,Developed with contracting resources.,N/A,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,No,N/A,N/A,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",N/A,N/A,No,"Yes – agency has access to source code, but it is not public.",N/A,No,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
NCMMS AI Chatbot,General Services Administration,GSA,"PBS, GSA IT (IC)",Other,Tech support for NCMMS users,None of the above.,"Provide inline tech support for NCMMS / IBM Maximo via a  chatbot.  

This is an off-the-shelf product that provides natural language driven, contextual help using Maximo.","Chatbot responses to users questions about how to use NCMMS / Maximo, based on NCMMS training and support documents, videos, etc.",Acquisition and/or Development,Neither,N/A,7/1/2024,TODO,N/A,Developed with contracting resources.,47QFWA24F0012,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,No,Other,We will train the system using our NCMMS program's training and  support documents,We will train the system using our NCMMS program's training and  support documents,"Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups. ",N/A,N/A,No,No – agency does not have access to source code.,N/A,No,"OMNI Maximo Assistant.

NCMMS is GSA's program name for IBM Maximo.

OMNI is TRM's product name for their AI-enhanced inline help tool for Maximo",Less than 6 months,Yes,N/A,Yes,N/A,Yes,N/A,Use of existing data platforms: This use case is being developed on existing enterprise data and analytics platforms within the agency rather than procuring additional platforms or SaaS to operate.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,"Benchmark evaluation: Testing of the AI model has involved the use of benchmarks (either publicly available or internally created) to estimate performance in real-world settings, but has not been tested in an operational environment. ",N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,Online - in the terms or instructions for the service.,N/A,No,N/A.  It's an inline tech support tool for NCMMS / IBM Maximo,Post-transaction customer feedback collections,N/A,Yes,N/A,Yes,N/A
Login.gov,General Services Administration,GSA,FAS (TTS),Other,Facial matching for identity verification,None of the above.,"The purpose of Login.gov's identity verification service is to establish a link between the claimed identity and the subject creating a user account. The facial matching AI component of this service provides enhanced controls to protect users from identity fraud and the government from fraudulent access. 

The benefit to the user is to provide a fast, convenient way to prove their identity remotely and protect the public from identity theft.

The benefit to the government is to that government partners may use this tool to verify the identities of people accessing government websites in a remote, unattended session and protect Government systems from fraudulent access.",The system delivers a match/no-match output.,Implementation and Assessment,"Rights-Impacting
",10/1/2023,4/12/2024,5/1/2024,N/A,Developed with contracting resources.,47QPCA24F0002,Yes,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,Yes,Yes,N/A,"The model is not trained or tuned using agency data.

GSA evaluated several facial-matching models in its Identity Proofing Performance Study using GSA data in a testing environment. More information about that study and the data it collected is available on this website and in GSA's Privacy Impact Assessment for the Study, which is located here under ""GSA Identity Proofing Equity Study"".

In addition to in-depth studies like above, GSA upholds best product monitoring practices, such as evaluating success rates at each identity verification step, including facial matching. ","Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups. ",N/A,N/A,No,No – agency does not have access to source code.,N/A,Yes,"Login serves HISPs at VA, USDA, and SSA",Less than 6 months,Yes,N/A,Other,"Since this AI is a COTS SaaS solution, GSA does not currently have a process in place to train and develop the model. GSA will monitor its performance and include performance measures in contracts as needed.",Yes,N/A,Use of existing data platforms: This use case is being developed on existing enterprise data and analytics platforms within the agency rather than procuring additional platforms or SaaS to operate.,"Documentation has been developed: Complete documentation detailing model performance across a range of benchmarks, architecture, relevant features and information regarding the appropriate use of the model for predictive tasks has been created.",Yes – Agency requested an extension for this use case.,Yes,"Performance evaluation in operational environment: The AI use case has been tested in an operational environment before being fully implemented as a solution, or has been tested in simulated or controlled environment using operational or synthetic data.","AI outputs that are biased in certain ways, including by being discriminatory or have a discriminatory effect. This was identified by agency personnel through literature reviews and initial testing of facial matching algorithms.",Yes – by another appropriate agency office that was not directly involved in the system’s development,"Intermittent and Manually Updated: A plan for monitoring the AI use case is in place, and requires data science teams to work with DevOps engineers to manually update models at scheduled intervals, and create metrics to detect data distribution shifts between the operational environment and the training data for the model. ",No - Some individual decisions or actions require direct human oversight.,N/A,None of the above,N/A,No,"To assess the potential risk of disparate outcomes, GSA is conducting the GSA Identity Proofing Performance Study (the “Study”) to understand how various vendors’ facial matching services perform across various demographics in uncontrolled environments similar to how this AI use case would operate.
- The preliminary results of the Study have already been helpful in acquisition and design decisions to mitigate the risk of biased outcomes. For example, Login.gov requested that BPA Call Order vendors provide both internal and independent research on their products, including requesting the NIST FRTE 1:1 Demographic Differentials Summary that examines the false negative rate of 1:1 facial matching algorithms for different demographics, which includes testing the algorithms with photographs of people who are African or African American.
- Over FY25, the Identity Proofing Performance Study team and academic partners will continue to evaluate the data and provide Login.gov with additional recommendations, which Login.gov will consider when maintaining and developing its service. For example, data from Login.gov’s operational identity-proofing process will be compared to similar datasets from the Study to develop and validate continuous performance indicators.
",Post-transaction customer feedback collections,N/A,Yes,N/A,Yes,N/A
Gemini for Workspace,General Services Administration,GSA,GSA IT (IDE),Government Services (includes Benefits and Service Delivery),N/A,None of the above.,"The purpose of the Gemini for Workspace pilot study is to evaluate how advanced AI capabilities can enhance productivity, collaboration, and efficiency within the General Services Administration (GSA). Over a 90-day period, 200 users will interact with Gemini to assess its functionality and impact on daily operations. The system offers intelligent assistance for tasks like drafting documents and composing emails, enhances communication through smart scheduling and automated meeting summaries, provides data analysis and insights from large datasets, and automates routine administrative tasks to reduce manual workloads. All features available with Gemini Enterprise feature set will be made available within the test profile instance for pilot users. These features aim to help users accomplish productivity tasks more quickly and accurately, and purport to increase productivity across the agency. Enhanced communication tools are designed to facilitate better teamwork and coordination among staff, while access to advanced analytics could support data-driven decision-making. By automating routine tasks, employees can focus on higher-value activities, contributing further to operational efficiency and innovation. Access to the latest Gemini models can also support code development and debugging practices previously identified in earlier studies. The pilot will help GSA understand user engagement with AI tools and assess the practical benefits of integrating Gemini into the Google workspace. Users will only be permitted to use the features for non-sensitive use cases that involve public information and datasets. ","Feedback from this study will inform future AI investments and strategies, supporting GSA's objective to modernize its technology infrastructure and enhance the agency's effectiveness in fulfilling its mission.",Acquisition and/or Development,Neither,11/1/2024,11/1/2024,11/1/2024,N/A,Developed with contracting resources.,47HAA022F0129,No,Public Experience Portfolio – GSA ,Enable increased self-service through an expansion of digital costumer service tools,No,N/A,No,Yes,Yes,N/A,N/A,"Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups. ",N/A,N/A,No,No – agency does not have access to source code.,N/A,No,N/A,Less than 6 months,Yes,N/A,No,N/A,Yes,N/A,None: This use case does not re-use any internally developed tooling or managed infrastructure from any other AI development efforts within the agency.,"No documentation is available: No documentation detailing model performance metrics, model architecture, features and intended use of the models have been created or are currently accessible to other data science teams within the agency.",No – Agency did not request an extension for this use case.,No,No testing: No testing of the model to simulate performance in an operational environment has been conducted thus far.,N/A,Planned or in-progress,No monitoring protocols have been established: Necessary infrastructure needed to perform monitoring of AI systems in production is not available and/or a plan to monitor models has not yet been established.,No - Some individual decisions or actions require direct human oversight.,N/A,N/A - individuals are not interacting with the AI for this use case,N/A,No,N/A,None of the above,N/A,"No – Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","Law, operational limitations, or governmentwide guidance precludes an opportunity for an individual to appeal.","No – This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or the conduct of a criminal investigation.",N/A
