"use_case_id","entry_kind","agency","use_case_name","current_product_id","current_product_name","vendor_name","system_name","problem_statement","expected_benefits","system_outputs","training_data_description","regex_hint","proposed_action","proposed_product_id","proposed_product_name","confidence","evidence_quote","notes"
"129363","use_case","DOI","Google Cloud Vision [2024 INV#WO0000000154445]","19802","Google","Google","","USGS Water Mission Area needs text extraction from publicly available topographic maps as a callable function of an application.","time savings, cost savings","text data extracted from topographic maps","publicly available topographic maps","","relink","19334","Google Cloud Vision","high","Google Cloud Vision [2024 INV#WO0000000154445]","Use case name is exact catalog product."
"129364","use_case","DOI","Google Vertex AI Document workbench [2024 INV#WO0000000154393]","19802","Google","Google","","The USGS Energy Resource Program needs to use Google Vertex AI document workbench to perform data rescue on some old paper USGS publication tables with oil and gas production data from the 1940s-1980. This data is not available in digital form.","data rescue","digital data extracted from paper publication - oil and gas production data from 1940s - 1980s","oil and gas production data from 1940s - 1980s","vertex","relink","19337","Google Vertex AI","high","Google Vertex AI document workbench","Problem statement names Vertex AI document workbench."
"129416","use_case","DOI","Machine Learning Image Classification of Wetlands and Soil moisture [2024 INV#WO0000000108779]","19802","Google","Google","","inform land managers, planners, and researchers about historical and current changes to human and natural environments, focused on floods, droughts, and fires","ability to classify wetlands and soil moisture at large scales","quantification of causal processes behind wildfire","Training Samples, Raster Images","","relink","19656","Google Earth Engine","medium","Machine Learning Image Classification of Wetlands and Soil moisture","Wetlands/soil moisture classification at large scale strongly indicates Google Earth Engine; catalog has Google Earth Engine Wetlands Classifier but generic GEE fits the broader use case."
"129703","use_case","DOJ","Google Translate","19802","Google","Google","Redacted for cybersecurity purposes.","FBOP employees have periodically used Google Translate to translate documents and notifications for the Spanish speaking population from English to Spanish.","Translating documents from English to Spanish allows for the Spanish speaking population the opportunity to stay well informed with the events and details of the institution.","Google translate provides a word for word translation of the information entered though it does not always accurately translate in a given context.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19190","Google Translate","high","FBOP employees have periodically used Google Translate to translate documents","Problem statement explicitly names Google Translate."
"129711","use_case","DOJ","reCAPTCHA","19802","Google","Google","Redacted for cybersecurity purposes.","Uses reCAPTCHA to distinguish between a human and bot request.","It provides verification and security to our websites.","Decision: It determines if the request is coming from a human or bot to allow the request to be submitted via email to the FOIA office or through the Inquiry Portal.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19172","reCAPTCHA","high","Uses reCAPTCHA to distinguish between a human and bot request.","Problem statement names reCAPTCHA."
"129995","use_case","DOT","Conversational Multi-modal Chatbot (Google Gemini)","19802","Google","Google","","DOT needs a large language model that can integrate with word processing, email, presentations and shared drives.","Google Gemini will allow DOT employees to Generate reports that automatically align with specific Operating Administration (Mode) format;  Generate custom visuals and slide outlines directly inside presentation.","","","gemini","relink","19043","Gemini","high","Conversational Multi-modal Chatbot (Google Gemini)","Use case name and benefits explicitly name Google Gemini."
"129996","use_case","DOT","Report Sumarization (Google NotebookLM)","19802","Google","Google","","DOT employees need an environment to upload custum Retrieval-Augmented Generation (RAG).","NotebookLM allows employees to upload documents that create a private RAG environment.  NotebookLM also condense long PDFs, articles, or transcripts into bulleted executive summaries, podcast style audio or action items","","","","relink","19044","NotebookLM","high","Report Sumarization (Google NotebookLM)","Use case name explicitly names Google NotebookLM."
"130009","use_case","ED","Generative AI - Text Generation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI generates summaries and outlines for projects and presentations, helping to organize key points and structure content effectively. This assists users in quickly preparing for discussions, reports, or presentations by focusing on the most relevant information.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella; no specific Google product."
"130010","use_case","ED","Generative AI - Code Generation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","When given written paragraphs as prompts, AI generates code snippets in a variety of programming languages. This capability allows users to quickly obtain relevant code tailored to their specific requirements.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130011","use_case","ED","Generative AI - Idea Suggestion","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","When prompted with written paragraphs, AI suggests possible courses of actions for given scenarios.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130012","use_case","ED","Generative AI - Information Summarization","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","When provided with publicly available documents or articles, AI extracts key points, generates summaries, and identifies relevant action items. This helps users quickly grasp the essential information and determine next steps without having to read the entire content.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130013","use_case","ED","Generative AI - Design Generation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI will create paragraphs and images to augment visual designs for web design and communication.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130014","use_case","ED","Generative AI - Data Manipulation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI is used to automate the conversion between related data types, such as translating a county name into its corresponding county FIPS (Federal Information Processing Standards) code, recognizing and mapping the relationship between different forms of data.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130015","use_case","ED","Generative AI - Mock Data Generation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI is used to generate mock data sets for testing purposes. These simulated datasets help assess system performance, validate models, and ensure the accuracy of data-driven processes without using real-world data.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130016","use_case","ED","Generative AI - System Testing","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI will be provided with fabricated examples of prohibited prompt information, to ensure proper filters and data loss prevention methods are in place","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130017","use_case","ED","Generative AI - Capability Evaluation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","Using AI, a study is performed identifying places where AI is commonly used to improve business processes.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130018","use_case","ED","Generative AI - Image Generation","19802","Google","OpenAI & Google Distributed Cloud","","Ease the access to information and generate materials for Department staff","AI is prompted to create images, icons, and other visual aids representing the Team Values created by OSERS teams.","Textual answers to general purpose questions","Pulically available documentation, as needed.","","relink","19333","Google Cloud Platform","medium","OpenAI & Google Distributed Cloud","Vendor field 'Google Distributed Cloud' maps to GCP umbrella."
"130053","use_case","EPA","Semantic search of qualitative data","19802","Google","","","Replace manual search of a database/Excel file with qualitative data with a ""semantic search"" (think of it like a Google search for your Excel file's qualitative data).","Reduced response times to leadership questions on database content; increased time spent on human analysis instead of searching for data; identifying overlapping/duplicative data; more accurate queries of qualitative data.","Query responses, semantic similarity analysis","","","delete_or_inferred","19802","Google","inferred","think of it like a Google search for your Excel file's qualitative data","Only mention of 'Google' is metaphorical (semantic search analogy); no actual Google product used. Downgrade to inferred."
"130280","use_case","HHS","AHRQ Search","19802","Google","RIVA Solutions","ahrq.gov","Organization wide search that includes Relevancy Tailoring, Auto-generation Synonyms, Automated Suggestions,  Suggested Related Content, Auto Tagging, and ""Did you mean?"" to allow visitors to find specific content.

This AI use case enhances our agency's efficiency and user experience by optimizing search results, auto-completing queries, suggesting relevant searches and content tags, as well as proposing spelling corrections.","This AI use case aims to optimize search results by adjusting their ranking, ensuring that the most pertinent information is displayed at the top. It also enhances search effectiveness by adding synonyms to queries behind the scenes. It further improves user experience by auto-completing queries as they are being typed, and showing related searches that might offer additional valuable insights. The system also proposes content tags automatically, leveraging machine learning to assess existing content tagging patterns. Additionally, it suggests spelling corrections and reformats search queries based on data from Google Analytics.","This AI use case aims to optimize search results by adjusting their ranking, ensuring that the most pertinent information is displayed at the top. It also enhances search effectiveness by adding synonyms to queries behind the scenes. It further improves user experience by auto-completing queries as they are being typed, and showing related searches that might offer additional valuable insights. The system also proposes content tags automatically, leveraging machine learning to assess existing content tagging patterns. Additionally, it suggests spelling corrections and reformats search queries based on data from Google Analytics.","Website Data","","delete_or_inferred","19802","Google","inferred","based on data from Google Analytics","Vendor is RIVA Solutions; only Google reference is Google Analytics as a data source. Downgrade Google linkage to inferred."
"130435","use_case","HHS","AI Search in Google Vertex (discovery)","19802","Google","","","Improved search","Improved customer experience","Suggestions","","","relink","19337","Google Vertex AI","high","AI Search in Google Vertex (discovery)","Use case name explicitly names Google Vertex (Vertex AI Search)."
"130582","use_case","HHS","NanCI: Connecting Scientists","19802","Google","Google; Barnacle","NanCI Connecting Scientists Mobile App","NanCI phone/web application to connect scientists. The app uses AI to match scientific content to users' interests. By collecting papers into a folder, a user can engage the tool to find similar articles in the scientific literature and can refine the recommendations by up or down voting recommendations. Users can also connect with others via their interests and receive and make recommendations via this social network. Users: Cancer Research Trainees at NCI and across the USA.","Cancer research trainees indicate feeling overwhelmed by information and finding things of interest is a challenge. Furthermore they feel isolated. NanCI helps them home in on key content of interest and connect with others who share those interests.","User collects a series of papers by bookmarking them into a folder. AI then uses vector matching to find similar papers.","PubMed; Onco Daily","","delete_or_inferred","19802","Google","inferred","Google; Barnacle","Vendor lists 'Google; Barnacle' but no specific Google product; system_name is NanCI app. Downgrade to inferred."
"130609","use_case","HHS","NIH Grants Virtual Assistant","19802","Google","Google","NIH Grants Virtual Assistant","Provides easy access to grants information and policies.","Chat Bot to assist users in finding grant related information.","The inputs include information available on the NIH Grants and Funding site, such as FAQs. The outputs are answers to questions/prompts provided by the user.","Website data and manual.","","delete_or_inferred","19802","Google","inferred","NIH Grants Virtual Assistant","Vendor=Google but no specific Google product surfaced in description; could be Dialogflow/Vertex but unclear. Downgrade to inferred."
"130613","use_case","HHS","Alphafold","19802","Google","Google DeepMind","","Prediction of atomic models from CryoEM specimens.","This tool uses ML to build de novo atomic models for proteins based on amino acid sequence alone. This tool is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.","Inputs are amino acid sequences, outputs are atomic models.","Models were trained using publicly available data.","","relink","19194","AlphaFold","high","Google DeepMind","Vendor is Google DeepMind; use case name is 'Alphafold' — clearly the AlphaFold product."
"130634","use_case","HHS","Protein Modeling with AlphaFold","19802","Google","Google","","Protein modeling","Enormous leap forward in speed and accuracy in predicting protein folds and complexes.","The output is a series of protein structure files and related confidence/quality scores and metrics for each structure file.","N/A","","relink","19194","AlphaFold","high","Protein Modeling with AlphaFold","Use case name explicitly names AlphaFold."
"130711","use_case","NARA","Generative AI Solutions for Workplace Productivity (aka Gemini)","19802","Google","Google","Google Workspace / Google Gemini","The AI is intended to improve employee productivity by providing smarter tools for employees to summarize, draft, and navigate operational records.","NARA is exploring how Generative AI tools can help employees work more efficiently and creatively. These AI tools can automate tasks, enhance communication and collaboration, and improve decision-making.","This AI solution will help with draft emails and documents, create images, analyze data, take meeting notes, and manage workflows.","Agency is strictly using its internal data for the purpose of prototype work. The data is internally available G-suite (Google Drive, Chat, Meeting, Gmail etc.).","workspace;gemini","relink","19043","Gemini","high","Google Workspace / Google Gemini","System_name names both Google Workspace and Google Gemini; the use case is named Gemini and benefits describe Gemini features. Primary product is Gemini."
"130758","use_case","NASA","HyperMapping with Hyperspectral Precise Pointing Optical Sensor (HYPPOS) for Decadal Survey Mission Pathfinder Activities","19802","Google","","","This work uses HyperMapping techniques on Hyperspectral Precise Pointing Optical Sensor (HYPPOS) data for Decadal Survey Mission Pathfinder Activities. The effort is developing AI tools using Google GPUs and NVIDIA TPUs with thermal imagery to enable curiosity-driven remote sensing of hyperspectral features using an optical pointing hyperspectral spectrometer component.","Twin experiments with archived thermal and hyperspectral imagery are being used to develop and test novel AI pointing algorithms.","Predictions","","","delete_or_inferred","19802","Google","inferred","developing AI tools using Google GPUs and NVIDIA TPUs","'Google GPUs' is a generic reference to GCP compute (likely TPUs, not GPUs — appears confused). No specific product. Downgrade to inferred."
"130938","use_case","NASA","Development of real-time high-resolution air quality maps through combination of model output, satellite data, and ancillary Google datasets","19802","Google","","","Development of real-time high-resolution air quality maps through combination of model output, satellite data, and ancillary Google datasets","Development of real-time high-resolution air quality maps through combination of model output, satellite data, and ancillary Google datasets","Predictions","","","delete_or_inferred","19802","Google","inferred","combination of model output, satellite data, and ancillary Google datasets","References 'ancillary Google datasets' generically; no specific Google product identified. Downgrade to inferred."
"131041","use_case","NASA","JSC SMA NT Paper WAD Data Extraction","19802","Google","","","This application aims to provide the Quality Flight Equipment Division with a strong paper Work Authorization Document (WAD) data extraction capability using AI models. The data inputs include scanned PDF versions of original paper Work Authorization Documents (WADs) stored in the QFED data center. This application will be leveraging Google's Gemini Pro models to accomplish this effort. Users will be able to query critical quality-based information from large numbers of WADs to better understand Task Performance Sheet and Discrepancy Report execution trends and areas for improvement.","This application aims to provide the Quality Flight Equipment Division with a strong paper Work Authorization Document (WAD) data extraction capability using AI models. The data inputs include scanned PDF versions of original paper Work Authorization Documents (WADs) stored in the QFED data center. This application will be leveraging Google's Gemini Pro models to accomplish this effort. Users will be able to query critical quality-based information from large numbers of WADs to better understand Task Performance Sheet and Discrepancy Report execution trends and areas for improvement.","Information on scanned PDF documents.","","gemini","relink","19043","Gemini","high","leveraging Google's Gemini Pro models to accomplish this effort","Problem statement explicitly names Gemini Pro."
"131132","use_case","NASA","XMM-GPT","19802","Google","","","XMM-GPT is a domain-specialized AI assistant built by fine-tuning Google's Open-Source FLAN family of LLMs through transfer learning on up-to-date XMM-Newton Documentation. The model is then integrated into a retrieval-augmented generation (RAG) pipeline to ensure that responses are grounded in mission documentation. This reduces model hallucinations and introduces transparency in its decision making process by relaying where in the documentation it got its answer. XMM-GPT acts as an interactive research aide, supporting a wide-range of users (students, researchers, teachers, PIs) in learning about XMM-Newton and its software the SAS.","Lower entry barriers for new users learning about XMM-Newton and its workflows. Coding assistant that helps to create scripts, explain SAS tasks, and point users to what is causing their coding bugs. Offloads ""help desk"" queries from mission staff.","Instructional Responses (step-by-step guides for SAS tasks), Code Assistance, Explanations/Summarizations of XMM relevant information, Grounded Answers (links to documentation that holds the answer)","","","delete_or_inferred","19802","Google","inferred","fine-tuning Google's Open-Source FLAN family of LLMs","Uses Google's open-source FLAN models for fine-tuning; FLAN not in catalog. Downgrade to inferred — could flag FLAN as missing product."
"131160","use_case","NRC","Testing industry leading generative AI foundational large language models","19802","Google","OpenAI, Google","OpenAI ChatGPT Enterprise, Google Gemini for Government","The AI is intended to address gaps in organizational understanding of how generative AI can support knowledge work. The sprint helps identify potential benefits, limitations, and risks of AI tools, enabling informed decisions on future use, governance, and policy before any deployment.","Improved staff understanding of generative AI capabilities and limitations; increased efficiency in drafting, summarizing, and organizing non-sensitive information; identification of appropriate use cases and risks; and informed development of policies, guidance, and governance for potential future AI use.","The AI system produces draft text, summaries, outlines, and alternative wording for non-sensitive content, as well as explanatory responses to user prompts. Outputs are advisory and informational only and require human review; they are not authoritative, binding, or used for regulatory or safety decisions.","","gemini","relink","19043","Gemini","high","Google Gemini for Government","system_name explicitly names Google Gemini for Government."
"131182","use_case","NSF","Open access LLM","19802","Google","","","Tool: State-of-the-art, open LLMs from US and EU sources including:
- Google - BERT and Gemma 3 variants
- Meta - Llama 3 and 4 variants
- MistralAI - Mistral 3 variants
- Nvidia - Llama 3 variants, OpenCodeReasoning, OpenMathReasoning, Nemotron-H

Note that this request does not include any LLM developed from none US or EU sources.

Usage: for developing LLM toolkits such as internal chatbot or question/answering system","","","","","delete_or_inferred","19802","Google","inferred","Google - BERT and Gemma 3 variants","Lists Google's BERT and Gemma open models alongside Meta/Mistral/Nvidia; no specific Google product (Gemini/Vertex). BERT and Gemma not in catalog."
"131214","use_case","SBA","Employee Work Prioritization AI Agent","19802","Google","Google LLC","Google Gemini","Staff require versatile AI assistance for diverse tasks including content creation, coding, translation, research, and problem-solving. Single-purpose tools create inefficiencies and context-switching.","Unified AI assistant handles multiple task types, improves productivity across content creation and coding activities, enables faster multilingual communication, provides accurate answers to complex questions, and supports creative problem-solving with contextual awareness.","Multimodal AI assistant with advanced capabilities in text generation, code generation, machine translation, question answering, image analysis, and creative problem-solving. Trained on extensive datasets for nuanced language understanding. Input: text, images, and multimodal queries. Output: generated text, code, translations, answers, image analysis, and creative solutions.","Commercial vendor-managed training data","gemini","relink","19043","Gemini","high","Google Gemini","system_name is 'Google Gemini'."
"131270","use_case","SEC","Enhancing Analysis of SEC Web Engagement Trends Using AI","19802","Google","","","Manual analysis of Google Analytics data is time-consuming and limits the ability to identify trends across multiple SEC.gov pages.","Faster, more accurate insights into how the public engages with SEC content, enabling more effective outreach and communication strategies.","Dashboards or reports summarizing traffic sources, engagement trends, and content performance.","","","delete_or_inferred","19802","Google","inferred","Manual analysis of Google Analytics data is time-consuming","Only Google reference is Google Analytics (data source, not the AI product). Downgrade to inferred."
"131331","use_case","State","DS-5528 Promissory Note Automation","19802","Google","Google","N/A","Moving large amounts of data from paper and/or digital forms into a digital system is challenging, time intensive, and costly.","A reduction in processing time and needed resources to lower costs to complete tasks.","Dataset of extracted information referred for human review.","Mocked-up Promissory Notes","","delete_or_inferred","19802","Google","inferred","DS-5528 Promissory Note Automation","Vendor=Google but no specific product named; likely Vertex/Document AI but not stated. Downgrade to inferred."
"131596","use_case","USDA","Rangeland Analysis Platform","19802","Google","Google Cloud, University of Montana, New Mexico State University","Rangeland Analysis Platform","Provides ranchers and land managers with information to detect and manage invasive species spread, wildfire risks, woody species encroachment, wildlife habitat condition, and wind erosion risks with high precision across the western U.S.","The Rangeland Analysis Platform (RAP) allows users to track changes in plant growth and coverage over time. By monitoring the condition of agricultural ecosystems and the impact of conservation efforts, it can guide conservation practices, invasive species management, drought and wildfire responses, and wildlife habitats.","Generates detailed maps showing rangeland vegetation cover and vegetation production across the U.S. Also provides imagery analysis and reporting to the end user","The data is collected from over 75,000 monitoring locations collected by Natural Resources Conservation Service (NRCS), Bureau of Land Management, Sentinel-2 mission satellite imagery, Google Earth Engine, and other agencies.","","relink","19656","Google Earth Engine","medium","Sentinel-2 mission satellite imagery, Google Earth Engine, and other agencies","training_data_description names Google Earth Engine; vendor includes Google Cloud."
"131638","use_case","USDA","IOL Focus Group and Survey Sensemaking","19802","Google","Google","Google NotebookLM, Google Earth Engine","Processing and interpretation of questionnaires and transcripts can be slow and tedious. Using Google NotebookLM can improve the process.","Cost savings, time savings, mission execution, and reduced timelines for large-scale projects.","Outputs summaries, theme development, supporting quotes","","","relink","19044","NotebookLM","high","Using Google NotebookLM can improve the process.","Problem statement explicitly names Google NotebookLM."
"131667","use_case","USDA","Digital Soil Mapping","19802","Google","","The R Project for Statistical Computing; Arc Soil Inference Engine; System for Automatic Geoscientific Analyses; Google Earth Engine; Google Compute Platform","The purpose of this project is to implement new soil map products at local, regional, and national scales to provide more explicit soil information than traditional soil mapping products.","The expected benefits are that AI streamlines the data development process, creates more consistent and detailed maps, and provides objective estimates of uncertainty to support conservation activities, decision makers, and environmental modelers.","Outputs include maps of soil type for selected local and regional project areas, including areas without any soil map products. Outputs also include continuous soil property maps representing individual soil properties predicted at seven depths for the continental United States.","The AI models are trained and evaluated using a combination of soil field observations and previous aggregated soil spatial data. The training data include information such as soil particle size distribution, organic matter content, bulk density, depth to restrictive features, and water states.","","relink","19656","Google Earth Engine","high","Google Earth Engine; Google Compute Platform","system_name explicitly lists Google Earth Engine; primary Google product used."
"131687","use_case","USDA","Forest Plan review and planning support","19802","Google","Google","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","Opportunity to increase business productivity related to forest plan reviews by analyzing data and information at a rapid pace","Speeding up analysis of data, improving service for public, and mission area enablement.","Outputs data analysis and extracted information","Datasets are primarily Geospatial datasets including internal artifacts","","delete_or_inferred","19802","Google","inferred","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","Vendor=Google but system is USDA-internal ATLAS platform; no specific Google product identified. Downgrade to inferred."
"131688","use_case","USDA","TreeSearch","19802","Google","Google","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","There is opportunity to streamline the usability of the US Forest Service (USFS) TreeSearch website, the primary database for Forest Service-sponsored research.","Currently, Forest Plan Revision team members would search the USFS TreeSearch database of over 60,000 documents manually to find relevant publications to support their work. This AI solution would expedite the team's research process by providing quick, accurate, and context-aware answers from multiple sources.","Provides conversational outputs through an AI Chatbot with a Human In The Loop (HITL) performing final data checks and quality assurance.","The US Forest Service TreeSearch website (https://www.fs.usda.gov/research/treesearch) is a publicly available website that contains a database of TreeSearch publications.","","delete_or_inferred","19802","Google","inferred","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","Vendor=Google but system is internal ATLAS chatbot; no specific Google product identified. Downgrade to inferred."
"131689","use_case","USDA","Infosec Chatbot","19802","Google","Google","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","Information Security AI is a Chatbot that uses generative artificial intelligence (AI) to support users by responding to questions on information security.","Decreases the time required to retrieve information from various National Institute of Standards and Technology (NIST) security publications.","Provides text outputs through retrieval-augmented generation (RAG) solution that uses data from National Institute of Standards and Technology (NIST) guidelines.","National Institute of Standards and Technology (NIST) documentation for Authority to Operate (ATO)-related security assessments and security publications.","","delete_or_inferred","19802","Google","inferred","Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS)","Vendor=Google but system is internal ATLAS RAG chatbot; no specific Google product identified. Downgrade to inferred."
"131995","use_case","VA","App feedback model for NLP tasks","19802","Google","","","The objective is to utilize Natural Language Processing (NLP) with comment reviews for Appfeedback, specifically to identify named entities (NER), profanity, and stop words, and provide an automated approach to pre-processing and cleaning text for downstream analytics tools.
The system uses spaCy's en_core_web_sm model, an open-source software and model, to analyze text reviews from various sources, including external sources (Google and Apple stores) and internal sources (FeedbackUI and VA Mobile). The model provides an out-of-the-box approach for NLP tasks, including NER, profanity detection, and stop word removal.
The data sources include:
Text reviews from the VA's mobile applications on the Google and Apple stores (external sources)
Reviews from FeedbackUI (internal source, available in the OIA_MobileHealth database)
Reviews from VA Mobile (internal source, available via CSV files on the Mobile VA's internal website)
Users: The users of this system are likely the OCC Data Science Team, who are responsible for developing and maintaining the pipeline.
Target Audience: The target audience mobile application developers and other internal stakeholders who may be interested in analyzing and understanding the sentiment and feedback from these reviews.
Problem to be solved: Consolidating feedback provided by patients and providers for VA Mobile Apps. Simple aggregation of data that provides a dashboard for clients to view and monitor trends.","Decrease working hours in manual review of feedback.","Identified issues shown within Power BI dashboard.","","","delete_or_inferred","19802","Google","inferred","Text reviews from the VA's mobile applications on the Google and Apple stores","'Google' refers to Google Play Store as a data source, not an AI product. Downgrade to inferred."
