"use_case_id","entry_kind","agency","use_case_name","current_product_id","current_product_name","vendor_name","system_name","problem_statement","expected_benefits","system_outputs","training_data_description","regex_hint","proposed_action","proposed_product_id","proposed_product_name","confidence","evidence_quote","notes"
"129612","use_case","DOJ","Thomson Reuters CLEAR","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","The purpose of the AI use case in Thomson Reuters Clear is to consolidate and analyze diverse records, creating coherent profiles of individuals and entities. By applying AI-driven data integration, entity resolution, and intelligent filtering, it automates traditionally manual tasks. This leads to faster identification of subjects of interest, improved accuracy in linking related data points, and a more strategic use of time and resources. Ultimately, AI integration enhances investigative effectiveness, reduces errors, and supports more targeted research.","The expected benefit is reduced manual effort, enabling quicker discovery of relevant profiles/relationships.","The AI features organize profiles, indicate links, and suggest deeper review areas, streamlining fragmented processes.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","clear","relink","19175","Thomson Reuters CLEAR","high","The purpose of the AI use case in Thomson Reuters Clear is to consolidate and analyze diverse records","Explicit Thomson Reuters CLEAR investigative research product."
"129618","use_case","DOJ","Thomson Reuters Vigilant Vehicle Manager","19796","Thomson Reuters","Motorola","Redacted for cybersecurity purposes.","The purpose of the AI use case in Thomson Reuters Vigilant Vehicle Manager is to intelligently organize, correlate, and analyze large volumes of license plate and vehicle sightings data. By automating the identification of recurring patterns and providing data-driven insights, it streamlines the workflow for identifying vehicles that may warrant attention. The AI capabilities reduce time-consuming manual reviews, improve accuracy in spotting significant trends, and help allocate investigative resources more effectively for timely and well-informed actions.","License plate reader systems are used by law enforcement to assist with identification of vehicles associated with criminal investigations. ATF has no role in training or managing AI capabilities which are incidental to providing the service.","The AI features produce overviews of vehicle activity, highlight recurring patterns, and point to areas for further review.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","medium","Thomson Reuters Vigilant Vehicle Manager","Would relink to 'Vigilant Vehicle Manager' / 'Vigilant LPR' but not in catalog; flag for follow-up."
"129628","use_case","DOJ","Thomson Reuters CLEAR - License Plate Recognition","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","CLEAR LPR enables investigators to identify location history for license plates, connect addresses and individuals of interest to a vehicle's location and obtain images of a vehicle. CRM uses CLEAR LPR to aid in investigations.","Streamline investigations, reducing the need to search multiple platforms, while saving costs and allowing investigators to more quickly identify relevant information.","Object recognition, OCR, prediction","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","clear","relink","19175","Thomson Reuters CLEAR","high","CLEAR LPR enables investigators to identify location history for license plates","CLEAR LPR is a feature of Thomson Reuters CLEAR."
"129669","use_case","DOJ","Westlaw (AI assisted legal research)","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","Addresses manual process of conducting legal research.","Performs legal research and improves accuracy and efficiency of legal research.","Recommends caselaw and other legal materials (statutes, regulations, scholarly articles, etc.) and, in some circumstances, an overview of the law in response to queries.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19051","Westlaw AI","high","Westlaw (AI assisted legal research)","Explicit Westlaw AI legal research."
"129714","use_case","DOJ","Thomson Reuters Drafting Assistant Tool for MS Word","19796","Thomson Reuters","","","","","","","","delete_or_inferred","","","medium","Thomson Reuters Drafting Assistant Tool for MS Word","Would relink to 'Thomson Reuters Drafting Assistant' but not in catalog; flag for follow-up."
"129739","use_case","DOJ","Nlets Nationwide License Plate Reader Pointer Index","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","Law enforcement usage of Optical Character Recognition (OCR) to assist with license plate reading under DOJ Policy.  LPR data is managed and maintained by other entities for law enforcement purposes.","Quick notification of results from license plate queries.","JWIN facilitates access to the Nlets Nationwide License Plate Reader Pointer Index, which provides access to states and/or federal agencies that maintain their own LPR repositories. LPR data is managed and maintained by other entities for law enforcement purposes.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","medium","Nlets Nationwide License Plate Reader Pointer Index","Nlets LPR pointer index; not a Thomson Reuters product. Use case appears mis-tagged to TR placeholder."
"129791","use_case","DOJ","ProLaw","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","ProLaw assists PRAO attorneys in searching a large quantity of prior PRAO inquiries and advice (stored within the database) to identify relevant historical inquiry files that will assist the attorneys in determining how PRAO has advised on similar matters in the past.","The benefits of ProLaw is that it enables PRAO to store digitally, consistent with the component's records retention schedule, all PRAO inquiry files and then quickly search large quantities of inquiry files to identify relevant historical inquiries and advice to a current matter a PRAO attorney is working on.  This greatly reduces the amount of time it takes PRAO staff to research which then reduces the wait time of the Department attorney who has requested PRAO advice.  Because ProLaw allows PRAO to store records digitally, it also provides government cost savings in the amount of money paid to store hard copy records.","ProLaw's output is information.  Specifically, PRAO uses ProLaw to identify all of the digital inquiry files in the database that are consistent with the user's selected search query.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19154","ProLaw","high","ProLaw assists PRAO attorneys in searching a large quantity of prior PRAO inquiries","Explicit ProLaw product."
"129838","use_case","DOJ","Cocounsel AI","19796","Thomson Reuters","Thomson Reuters","Redacted for cybersecurity purposes.","Platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives.","Increases USAO efficiency through rapid analysis of legal documents, improves accuracy by reducing manual review errors, and assists offices that are not fully staffed by doing more routine tasks and allowing legal professionals to focus on strategic and high-value work","Automated transcriptions, metadata tagging suggestions, and object and facial recognition in media files","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19118","CoCounsel","high","Cocounsel AI","Explicit CoCounsel (Thomson Reuters/Casetext) generative AI for legal."
"130077","use_case","FDIC","Generative Artificial Intelligence (AI) for Legal Research","19796","Thomson Reuters","","","Reduce the time it takes to find legal research information, so approved FDIC employees can answer the legal sensitive questions faster and easier.","Thomson Reuters plans to deliver generative AI capabilities in Westlaw. This use case will allow users with the ability to find the answers they need faster and easier. This directly supports our mission by providing users with enhanced research capabilities through generative AI.  

This directly supports our mission by providing users with enhanced research capabilities through generative AI.","Commercially available legal research tools (Westlaw, Lexis Plus, and Bloomberg Law) will provide users with generative AI capabilities such as (best case law, review of a legal brief, etc.) to give attorney's information faster.","","westlaw","relink","19051","Westlaw AI","high","Thomson Reuters plans to deliver generative AI capabilities in Westlaw","Explicit Westlaw generative AI."
"130118","use_case","FERC","AI Enabled Assistant Legal Research","19796","Thomson Reuters","Thomson Reuters","N/A","Addresses streamlining legal workflows by automating research, document analysis, and drafting. It addresses inefficiencies in legal operations and reduces the time required for complex legal tasks.","Enhances productivity, improves accuracy in legal analysis, and supports faster decision-making. It enables legal professionals to focus on high-value strategic work, improves client service, and reduces operational costs.","Outputs include legal research summaries, contract reviews, document annotations, and draft legal content. These are grounded in authoritative sources and subject, by policy, to human validation.","This is a subscription service from a third-party vendor and confidential business information of this nature is not available for review however, vendors have stated it is trained on publicly available legal data and proprietary content.","","relink","19051","Westlaw AI","medium","AI Enabled Assistant Legal Research","Thomson Reuters + AI legal research strongly implies Westlaw AI, but no explicit product name in body text."
"131260","use_case","SEC","Westlaw Co-Counsel","19796","Thomson Reuters","Thomson Reuters","","The AI output will facilitate legal research, document analysis, and document production.","More efficient legal research and analysis, document review, and document production.","Document summaries, document drafts, workflow analysis, and answers to user-selected questions","For purposes of the pilot, the datasets will be research datasets that are otherwise publicly available (court filings).","","relink","19118","CoCounsel","high","Westlaw Co-Counsel","CoCounsel is the TR generative AI product integrated with Westlaw."
"129586","use_case","DOJ","Adobe Suite Applications","19797","Adobe","Adobe","Redacted for cybersecurity purposes.","The purpose of the AI use case in Adobe Suite products, is to support the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) in enhancing the quality and efficiency of multimedia content handling within their operations. The out-of-the-box artificial intelligence features included in these Adobe applications assist in tasks like image enhancement, optical character recognition (OCR), content-aware editing, and document formatting. These AI capabilities enable ATF to prepare high-quality documents and multimedia files for various purposes By automating and improving these tasks, the AI tools help reduce manual workload, minimize errors, and increase operational efficiency. Overall, the use of AI in Adobe Suite products is designed to improve the effectiveness, accuracy, and professionalism of ATF's documentation and multimedia processing.","The expected benefits of utilizing the AI features in Adobe Suite Products are broad and extend beyond FOIA-related activities. The AI capabilities in applications like Photoshop and Acrobat enhance productivity by automating routine tasks such as image editing, optical character recognition (OCR), and content-aware fill. This automation allows staff to process documents and multimedia content more quickly and accurately, leading to time savings and reduced operational costs. The improved efficiency helps in various functions, from preparing official documents to creating high-quality visual materials for communication purposes. Additionally, the AI tools contribute to better quality outputs, which can enhance public engagement and trust. Overall, the AI features in Adobe Suite Products support increased productivity, cost savings, and higher-quality work across a range of organizational activities.","The AI features within Adobe Suite products output automated enhancements and suggestions to improve the efficiency and quality of multimedia content handling. In applications like Photoshop and Acrobat, the AI provides functionalities such as image enhancement, optical character recognition (OCR), content-aware editing, and automated formatting.  These outputs assist users by automating routine tasks and enhancing the quality of the final product. The AI serves as a tool to support staff in their work, but all actions are initiated and finalized by human users, ensuring that control remains with the individual operator.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","acrobat;photoshop","relink","19257","Adobe Creative Cloud Suite","medium","The AI capabilities in applications like Photoshop and Acrobat","Mentions Photoshop + Acrobat across the Adobe Suite. Acrobat not in catalog; Creative Cloud Suite is the closest aggregate match."
"129746","use_case","DOJ","Adobe","19797","Adobe","","","DOJ needs to communicate effectively internally and externally. This tool, can support image production for communication purposes.","Adobe has function that enables the generation of images. PAO does not use this function/feature.","Images, if feature were in use","","","delete_or_inferred","","","medium","Adobe has function that enables the generation of images. PAO does not use this function/feature.","Generic Adobe image-generation reference; agency explicitly says they don't use the feature."
"129820","use_case","DOJ","FOIA Production Tools","19797","Adobe","FOIA Xpress, Forum One, Adobe, and Polydelta","Redacted for cybersecurity purposes.","Enhances and streamlines the processing of Freedom of Information Act (FOIA) requests. Automates tasks such as document classification, intelligent identification and redaction of sensitive or confidential information, and deduplication of documents.","The AI capabilities enable more accurate and efficient organization and retrieval of FOIA-related documents. Additionally, AI optimizes workflows by automating repetitive tasks and minimizing human error, leading to faster processing times and increased operational efficiency. Overall, the incorporation of AI into FOIAXpress is designed to improve the efficiency, accuracy, and compliance of FOIA request processing, enabling staff to respond more promptly, reduce operational costs, and maintain higher standards of transparency and accountability.","Classifications, recommendations, and predictions.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","medium","FOIA Xpress, Forum One, Adobe, and Polydelta","Adobe named generically in FOIA-tools list; primary product is FOIAXpress."
"129874","use_case","DOJ","Adobe Premiere","19797","Adobe","Adobe","Redacted for cybersecurity purposes.","Seamless editing of videos and speech transcripts.","The videos are for public-relations or educational, and not used for LE purposes.","Provides a quality video for viewing for educational purposes.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19539","Adobe Premiere Pro","high","Adobe Premiere","Explicit Adobe Premiere video editor."
"129875","use_case","DOJ","Adobe Photoshop","19797","Adobe","Adobe","Redacted for cybersecurity purposes.","Generative and image enhancement features, selection and workflow improvements.","Better graphics and adjustments of photos for professional quality results.","Professional quality photos and graphics. Photos are for public-relations or educational, and not used for LE purposes","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19068","Adobe Photoshop","high","Adobe Photoshop","Explicit Adobe Photoshop with generative + image-enhancement features."
"130112","use_case","FDIC","OIG computer forensics investigation tools.","19797","Adobe","Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery","","Access and store information from electronic devices in support of criminal investigations.","Assists in law enforcement investigations.","Electronic files.","Not trained by FDIC.","","delete_or_inferred","","","medium","Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery","Adobe named generically in OIG forensics tools list; no specific Adobe product."
"130178","use_case","FRTIB","Adobe Firefly","19797","Adobe","Adobe","Adobe Creative Cloud","Generate images and videos for training","Generate videos and images for participant educations","Images, inforgraphics and videos","This is a subscription service from a third-party vendor and confidential business information of this nature is not available.","","relink","19067","Adobe Firefly","high","Adobe Firefly","Use case name and system_name both explicitly Adobe Firefly (within Creative Cloud)."
"131317","use_case","SSA","Training Audio and Video Generation","19797","Adobe","Adobe, Articulate, and Vyond","Adobe Firefly, Articulate Storyline 360, Vyond","Generative AI model to create audio and visual content for SSA training products","Quickly generating custom audio and visual content for training products.","Audio files, video files, and image files","None","firefly","relink","19067","Adobe Firefly","high","Adobe Firefly, Articulate Storyline 360, Vyond","Explicit Adobe Firefly for image/video generation in training content."
"131889","use_case","VA","National Training Team | Schools — FAQ Gen AI Dashboard","19797","Adobe","","","Categorization of large volume question submissions with suggested generated answers based on past-provided information.","increased efficiency. There are currently six permanent members of the NTT|S staff and approximately 40,000 SCOs. It is physically impossible for a staff this size to answer all of the questions they ask in a given session. The model reduces the count of overall questions to a reasonable amount answerable by a subject matter expert (SME). It also uses previous answers provided by SMEs in the case of duplicate or similar questions to speed preparation of FAQ documentation for publication following a session — if they’ve answered a question before, they don’t need to spend time answering it again.

Currently, the project has fallen below expectations in terms of usefulness to the end users. NTT|S suffered a major operational setback earlier this year when the contract with Adobe Connect was severed unexpectedly by the new administration. Implementing Office Hours using Microsoft Teams as an alternative has had several obstacles, including a substantial decrease in questions SCOs are able to submit within a session. Because of the lower volume, SMEs can often answer most questions within a session and review remaining questions without the assistance of the model.","The system outputs data to a Microsoft Power BI report — the report lists the top ten categories of questions asked within a particular office hours session with a suggested question based off submissions and suggested answers to the generated question based off previously provided answers in FAQ documentation.","","","delete_or_inferred","","","medium","the contract with Adobe Connect was severed unexpectedly","Mentions only Adobe Connect (web conferencing, not AI); primary AI is Microsoft Power BI / Teams. No matching Adobe AI product."
"132085","use_case","VA","Adobe Creative Cloud","19797","Adobe","","","","","","","","relink","19257","Adobe Creative Cloud Suite","high","Adobe Creative Cloud","Use case name is 'Adobe Creative Cloud'."
"26003","consolidated","CSOSA","Managing or implementing security controls for information systems (e.g., cybersecurity) using AI","19061","Splunk","Splunk, Crowdstrike, MS Defender, Qualys. Palo Alto","","Y","","","","","delete_or_inferred","","","medium","Splunk, Crowdstrike, MS Defender, Qualys. Palo Alto","Splunk listed generically among many cybersecurity vendors."
"26050","consolidated","DOE","Logging and analyzing time spent on tasks using AI-powered time management tools.","19061","Splunk","Splunk Online","","Y","","","","","delete_or_inferred","","","low","Splunk Online","'Splunk Online' is not a real product name; likely Splunk Cloud generically. No matching catalog product."
"26063","consolidated","DOE","Managing or implementing security controls for information systems (e.g., cybersecurity) using AI","19061","Splunk","CrowdStrike Falcon 1.0, Microsoft Defender, Vectra AI, Splunk Enterprise Security","","Y","","","","enterprise security","delete_or_inferred","","","high","CrowdStrike Falcon 1.0, Microsoft Defender, Vectra AI, Splunk Enterprise Security","Would relink to 'Splunk Enterprise Security' but not in catalog; flag for follow-up product creation."
"26160","consolidated","DOI","Generating code using AI.","19061","Splunk","GitHub Copilot for Visual Studio; Schoology; Claude Code; Splunk AI Assistant for SPL (Splunk Search Processing Language)","","Y","","","","","delete_or_inferred","","","high","Splunk AI Assistant for SPL (Splunk Search Processing Language)","Would relink to 'Splunk AI Assistant for SPL' but not in catalog; flag for follow-up."
"26243","consolidated","VA","Managing or implementing security controls for information systems (e.g., cybersecurity) using AI","19061","Splunk","IT Service Intelligence (Splunk)","","Y","","","","","delete_or_inferred","","","high","IT Service Intelligence (Splunk)","Would relink to 'Splunk IT Service Intelligence (ITSI)' but not in catalog; flag for follow-up."
"26303","consolidated","EXIM","Managing or implementing security controls for information systems (e.g., cybersecurity) using AI","19061","Splunk","Splunk, Crowdstrike, MS Defender, Qualys. Palo Alto","","Y","","","","","delete_or_inferred","","","medium","Splunk, Crowdstrike, MS Defender, Qualys. Palo Alto","Splunk listed generically among many cybersecurity vendors."
"26363","consolidated","FDIC","Managing or implementing security controls for information systems (e.g., cybersecurity) using AI","19061","Splunk","Falcon EDR, Splunk Clowd, Tenable, Opentext, ServiceNow","","Y","","","","","delete_or_inferred","","","medium","Falcon EDR, Splunk Clowd, Tenable, Opentext, ServiceNow","'Splunk Clowd' (Cloud, typo); generic Splunk Cloud reference, no specific catalog match."
"26605","consolidated","NIGC","Curating news articles and updates based on user preferences using AI.","19365","LexisNexis","Law360 (Lexis Nexis)","","Y","","","","","delete_or_inferred","","","high","Law360 (Lexis Nexis)","Would relink to 'Law360' but not in catalog; flag for follow-up."
"26053","consolidated","DOE","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Adobe creative suite, TV eyes","","Y","","","","","relink","19257","Adobe Creative Cloud Suite","high","Adobe creative suite, TV eyes","Explicit Adobe Creative Cloud Suite for image/video editing."
"26077","consolidated","HHS","Summarizing the key points of a lengthy report using AI.","19797","Adobe","Microsoft 365 Copilot Chat, Consensus, Adobe AI Assistant, ChatGPT, Perplexity, Claude, Cortellis, OFF-X, Gemini, Gemma (open LLM, Google Deep Mind), Microsoft 365 Copilot, scite.AI","","Y","","","","","delete_or_inferred","","","high","Adobe AI Assistant","Would relink to 'Adobe Acrobat AI Assistant' but not in catalog; flag for follow-up product creation."
"26099","consolidated","DHS","Using AI-assisted tools in word processors.","19797","Adobe","Adobe Premiere Spech to Text, Copilot","","Y","","","","","relink","19539","Adobe Premiere Pro","high","Adobe Premiere Spech to Text","Adobe Premiere (Speech to Text feature) — relink to Premiere Pro."
"26193","consolidated","DOT","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Adobe","","Y","","","","","delete_or_inferred","","","medium","Adobe","Bare 'Adobe' commercial_product; no specific product. Creative Cloud Suite is a defensible fallback but evidence is generic."
"26353","consolidated","FDIC","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Photoshop, Adobe Premier, Microsoft Paint Limited Copilot","","Y","","","","photoshop","relink","19068","Adobe Photoshop","medium","Photoshop, Adobe Premier, Microsoft Paint Limited Copilot","Both Photoshop and Premier are named; Photoshop is first/primary. Alternative: split or relink to Creative Cloud Suite."
"26513","consolidated","NASA","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Adobe Connect","","Y","","","","","delete_or_inferred","","","medium","Adobe Connect","Adobe Connect is web conferencing, not an AI editing product. Mis-tagged under 'Editing images, videos'."
"26633","consolidated","NTSB","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Adobe Suite","","Y","","","","","relink","19257","Adobe Creative Cloud Suite","high","Adobe Suite","'Adobe Suite' = Adobe Creative Cloud Suite."
"26713","consolidated","SEC","Editing images, videos, or other public affairs materials using AI.","19797","Adobe","Vyond for Government, Adobe 
Firefly, Audiate, Snagit, Davinci Resolve","","Y","","","","firefly","relink","19067","Adobe Firefly","high","Vyond for Government, Adobe 
Firefly, Audiate, Snagit, Davinci Resolve","Explicit Adobe Firefly for image/video editing."
