id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
34141,DHS,CBP,Anomaly Detection POV Structure,Anomaly Detection POV Structure is an AI algorithm solution to assist CBP officers in adjudicating large-scale Non-Intrusive Inspection (NII) x-ray images. The solution will identify regions of interest within the structure of Privately Owned Vehicles (POV) and detect anomalies within these regions. The algorithm will support the review and analysis conducted by image analysts during NII x-ray image adjudication  ultimately reducing overall review time for NII images while facilitating legitimate trade and travel.,Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained.,None of the above.,,Initiated,Law & Justice,continued
34142,DHS,CBP,CBP Careers Bot - Leo,"Visitors to the U.S. Customs and Border Protection (CBP) careers website can engage with a decision-tree based chat bot to help access CBP career related information and drive users to take the next action such as contacting a recruiter, attending a career event, or applying for a CBP career to help access CBP career related information and drive users to take the next action. The addition of Natural Language Processing (NLP)-driven responses will allow for more natural, conversational interactions to increase usability and accuracy in provided information.",The AI-chatbot will provide natural language responses to user queries.,None of the above.,,Initiated,Government Services (includes Benefits and Service Delivery),continued
34143,DHS,CBP,Computer Vision for Aerial Detection of Land and Open Water Items of Interest,"This capability will automate cross-border maritime threat detection, classification and tracking, enabling more efficient maritime border security surveillance.",This capabilty will provide alerts and tracks of detected/classified maritime threats to system operators on a workstation user interface.,None of the above.,,Initiated,Law & Justice,continued
34144,DHS,CBP,AI for Software Delivery,The initial use case is to integrate AI into the development process to assist developers with code reviews so that when a request to modify code in a baseline is made by a developer AI is integrated into the continuous integration pipeline to examine the code for potential problems and inefficiencies.  By reducing code review time and identifying potential issues earlier in the development CSPD expects to reduce the time to deliver changes and increase initial software quality.,"The AI model will identify coding errors and recommend fixes as well as make recommendations for improvement and optimization which the request reviewer will assess and determine what, if any, changes need to be made before the code is approved to go into the baseline.",None of the above.,,Initiated,Mission-Enabling,continued
34145,DHS,CBP,Optical Counter - UAS Detection,"This capability will automate cross-border air & ground threat detection, classification and tracking, enabling more efficient border surveillance.",This capabilty will provide alerts and tracks of detected/classified air & ground threats to system operators on a workstation user interface.,None of the above.,,Initiated,Law & Justice,continued
34146,DHS,CBP,Thermal Power Generation with Geoseismic IoI Detection and Classification,Utilize seismic sensor data to determine Item of Interest traffic in deployed locations. Increases situational awareness in austere environments and reduces need for battery replacement since the devices are self-charging.,Alert that an Item of Interest (IOI) is present and the confidence interval that the detected seismic activity is correctly classified.,None of the above.,,Initiated,Law & Justice,continued
34147,DHS,CBP,Underwater ROV,The expected benefit of the system is that users will be able to more quickly identify potential threats and contraband on maritime vessels. This identification will allow for the streamlined investigations of a ship's hull without the need for a dive team.,The AI system outputs provide an informed decision on if a potential threat or contraband is present on a maritime vessel hull.,None of the above.,,Initiated,Law & Justice,continued
34148,DHS,CBP,Wellness and Physical Fitness Application,"This is an internal  AI powered personal workout coach for Customs and Border Patrol Staff. 

Wellness and Physical Fitness Application uses AI to provide increased user awareness of physical status and associated remedial actions, if necessary. Health and wellness awareness intends to mitigate human capital costs.","Personalized physical fitness assessments and programs with real-time AI fitness monitoring and program adjustments. Metrics, graphs, and display for group and/or individual trends analyses.",None of the above.,,Initiated,Health & Medical,continued
34149,DHS,CBP,API Security Vulnerability Technology,"With the necessity of leveraging application programing interfaces (APIs) for applications across the enterprise, this AI technology is intended to run thousands of custom attack scenarios against APIs on a continuous basis. This will help to identify potential security vulnerabilities prior to production level deployments, and enable the enterprise to develop essential remediations, if required.  Additionally, the techonlogy is intended to provide continuous monitoring on APIs to provide real-time alerts on new potential vulnerabilities.","The AI system is intended to output custom reports on identified vulnerabilities within application programing interfaces (APIs). These reports will include the identified risk and a summary of the risk, as well as tailored remediation guidance based on the applications, environment, data, and tests conducted for end-users.",None of the above.,,Initiated,Mission-Enabling,continued
34150,DHS,CBP,Cyber Threat Detection,"The technology will provide premise and/or behind the firewall deployments to support all cloud environments. The technology will establish a decoy file sharing capability such as SharePoint, Shared Drive, etc. with tailored decoy products or reports and monitor and alert on the access and interactions with the decoys.","The technology enables the accurate detection of malicious activity in the cyber environment for actionable insights so that leadership can identify threats and efficiently mitigate them while reducing the cost of other security defenses. With the technology, the user will be alerted of detected compromise, evaluation of the creation of decoys, and the monitoring/analysis of interaction with the decoys from the adversary.",None of the above.,,Initiated,Mission-Enabling,continued
34151,DHS,CBP,Multi-media Insight Tool,"The system enhances CBP's ability to monitor and analyze surveillance footage from existing USBP camera technology, enabling real-time detection of anomalies, and tracking of Items of interest within the video frame. It improves situational awareness, streamlines the identification process, and supports faster, more accurate decision-making, ultimately enhancing security and operational efficiency.","Outputs include real-time alerts on activities that should be watched, visual annotation to identify items of interest.",None of the above.,,Initiated,Mission-Enabling,continued
34152,DHS,CBP,Position Description Generation and Evaluation,"Faster and more accurate creation of PDs, reducing admin burden on field and HQs as well as HR specialists, allowing agency to get more done with less staff.","Creation of accurate position descriptions, verified by Human Resources Specialists",None of the above.,,Initiated,Mission-Enabling,continued
34153,DHS,CBP,Source Code Development Tool,This capability will enable end users to develop software faster and more efficiently through the use of a generative artificial intelligence coding assistant.,This capability will provide functional software code for end users.,None of the above.,,Initiated,Mission-Enabling,continued
34154,DHS,CBP,AI Curated Synthetic Data,The availability of rare event/outlier data or labeled data that can be used to train and automate detection is severely limited. The technology enhances available libraries of true positives and normal scans from CBP Non-Intrusive Inspection (NII) systems and supports development of Automated Threat Recognition (ATR) algorithms designed to quickly identify items of interest.,"Through the technology the end user will have access to enhance existing, deployed algorithms to increase detection performance.",None of the above.,,Retired,Mission-Enabling,retired_2024
34155,DHS,CBP,Integrated Defense and Security Solutions (IDSS),The systems improves the screening efficiency and accuracy of contraband detection in international express consignment and mail inspection.,"The system provides a segmented image, highlighting anamolies for further inspection by CBP personnel.",None of the above.,,Initiated,Law & Justice,continued
34156,DHS,CBP,Advance RPM Maintenance Operating Reporter (ARMOR),"ARMOR will shorten time to service/repair/maintenance of radiation portal monitors by two weeks. ARMOR will allow better distribution of resources (travel, spare parts, etc.) and expected cost decrease could be 25-50%. Through decreased outage time, and prediction of equipment degradation, ARMOR will increase radiological/nuclear (R/N) security on US borders.",The system will provide a listing of malfunctioning RPMs categorized by issue severity and predicted date of failure. The outputs will be used to create service tickets.,None of the above.,,Acquisition and/or Development,Mission-Enabling,continued
34157,DHS,CBP,RAPTOR (Rapid Tactical Operations Reconnaissance),"RAPTOR will significantly increase domain awareness and the agency’s ability to engage in intelligence-driven operations.  The AI capability acts as a force multiplier and saves personnel from analyzing video feed from a stationary camera and manually noting all boat identifiers, improving their ability to respond quickly to potential threats and gather critical intelligence for law enforcement and border control operations.",Text transcription of vessel registration/documentation data and photographs of the vessel.,None of the above.,,Initiated,Law & Justice,continued
34158,DHS,CBP,Vessel Detection,"Current surveillance technology does not have machine assisted classification of targets on screen, making it harder for human operators to decipher legitimate from illegitimate traffic in times of high volumes of legitimate traffic.  Project intends to support human operator identification and classification of potential illicit vessels.  Benefits would be more efficient detection and resolution of IOIs, especially during times of high-volume traffic.",Alerts and tracks of detected Items of Interest (IOI)s to human operator workstations.,None of the above.,,Initiated,Law & Justice,continued
34159,DHS,CBP,AI for Autonomous Situational Awareness,"The AI for autonomous situational awareness system is intended to use IoT sensor kits to covertly detect and track illicit cross-border traffic in remote locations. The system will leverage a motion image/video system enhanced with Artificial Intelligence that is capable of vehicle detection and direction determination, to allow for more active monitoring of remote camera feeds that prompt operators to review the items of interest once detected.  This will reduce the overall operator burden of camera monitoring and allow users to accomplish other tasks or system management.","Detections of items of interest being displayed with bounding boxes around the IOI in the image frame and an initial determination of ""human, animal, vehicle""""",None of the above.,,Initiated,Law & Justice,continued
34160,DHS,CBP,RVSS Legacy Overhauled System Project,"Video Computer Aided Detection (VCAD) (also known as Matroid AI) is software that enables CBP end users to create and share vision detectors. VCAD detectors are trained computer vision models that recognize objects, people, and events in any image or video stream. Once a detector is trained, it can monitor streaming video in real time, or efficiently search through pre-recorded video data or images to identify objects, people, and events of interest. Users can view detection information via a variety of reports and alert notifications to process and identify important events and trends. Detection data is also available through VCAD's powerful developer Application Programming Interface (API) and language specific clients, so CBP applications can be integrated with the power of computer vision.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34161,DHS,CBP,Agent Portable Surveillance,"The agent portable surveillance system is a backpack mobile unit meant for single agent deployments. The system identifies border activities of interest by using AI/ML to analyze data from Electro-Optical/Infra-Red cameras and radar. When an activity is detected, the system sends the information to agents through the Team Awareness Kit (TAK). Detections are shared with CBP TAK users to enhance efficiency and agent/officer safety.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34162,DHS,CBP,Open-Source News Aggregation,"The platform enables users to make better decisions faster by identifying and forecasting emerging events on a global scale to mitigate risk, recognize threats, greatly enhance indications and warnings, and provide predictive intelligence capabilities. The AI/ML models enable rapid access to automated intelligence assessments by fusing, processing, exploiting and analyzing open sources of data (including news, social media, economic indicators, governance indicators, travel warnings, weather and other sources). This system is an immediate and substantial force multiplier that shifts the traditional approach of monitoring and assessing the operational environment to focus on the forecast of the future geopolitical, socio, and economic environment.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,renamed
34163,DHS,CBP,Autonomous Aerostat,"Aerostat capability that uses three tethers instead of the traditional single tether, coupled with advanced weather sensors, analytic capabilities, and powerful winches. The AI/ML model is used to detect the need to launch and land based on weather. It also leverages AI and robotics to autonomously launch and recover the aerostat during inclement weather events without the need for on-site staffing, allowing the aerostat to operate autonomously, saving time and manpower.?","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34164,DHS,CBP,Geospatial Imagery Utilizing Annotation,"Leverages a commercial constellation of Synthetic Aperture Radar (SAR) satellites with readily available data, capable of imaging any location on Earth, day, and night, regardless of cloud cover. Utilizes AI, including machine vision, object, detection, object recognition, and annotation to detect airframes, military vehicles, and marine vessels, as well as built-in change detection capabilities for disaster response missions.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34165,DHS,CBP,Use of technology to identify proof of life,Mobile applications rely on product for liveness detection to avoid use of spoofed or fraudulent images by bad actors. Being able to accept submitted data with confidence that the submitting individual is who and where they claim to be is critical to the functionality of the app within the agency environment.,"This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34166,DHS,CBP,Integrated Digital Environment,"The Integrated Digital Environment provides managers with a better understanding of end user workflows, most and least used applications, and opportunities for improvement. The AI/ML model applies to end user activity data (e.g., use of applications, flow between applications) to help CBP identify opportunities for more efficient or effective configuration of interfaces, use of resources, or development and deployment of CBP’s applications. It tailors analytics and insight generation to allow metrics gathering, usage recording/observation, dashboarding, and workflow experimentations/suggestions to support analysts utilizing the entire suite of agency and open-source data systems. It also customizes existing capabilities to allow the exact automations needed for agency applications and systems, creating an integrated digital environment for greater connectivity and security between applications, and better ability for CBP administrators to manage and optimize use of applications by end users.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34167,DHS,CBP,Data and Entity Resolution,Entity resolution for ES multiple independent valid requirements that may be similar or able to be consolidated.,"""Uses machine learning and human input to leverage all data attributes to resolve entities, rather than traditional brute force rules
Automates process of unifying data sources and resolving entities at enterprise speed""",None of the above.,,Retired,Mission-Enabling,renamed
34168,DHS,CBP,Port of Entry Risk Assessments,"CBP utilizes AI to develop, inform, and augment risk assessment processes that evaluate trade and travel data in real-time.? AI methods are applied to CBP data holdings, and the results are used to inform decision making.? These tools are continuously evaluated to ensure accuracy and precision, and support CBP’s core mission as part of the layered risk assessment strategy.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,renamed
34169,DHS,CBP,Traveler Verification Service (TVS),"The Traveler Verification Service (TVS) provides CBP a biometric entry/exit system to record arrivals and departures to and from the United States. CBP uses TVS as its backend matching service for all biometric entry and exit operations that use Facial Comparison. CBP creates localized photo ""galleries"" from images captured during previous entry inspections, photographs from U.S. passports and U.S. visas, and photographs from other DHS encounters. The images are converted into templates and the actual photograph is discarded. The templates are securely stored, and are what make up the TVS gallery. The templates are then used by the Facial Comparison system to verify a traveler's identity when they arrive or depart the U.S. When the traveler presents him or herself for entry, or for exit, the traveler will encounter a camera connected to TVS. This camera matches live images with the existing photo templates from passenger travel documents. Once the camera captures a quality image and the system successfully matches it with historical photo templates of all travelers from the gallery associated with that particular manifest, the traveler proceeds to inspection for admissibility by a CBP Officer, or exits the United States.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34170,DHS,CBP,I4 Viewer Matroid Image Analysis,"Matroid is a software that enables CBP end users to create and share vision detectors. Matroid detectors are trained computer vision models that recognize objects, people, and events in any image and in video streams. Once a detector is trained, it can monitor streaming video in real time, or efficiently search through pre-recorded video data or images to identify objects, people, and events of interest. Users can view detection information via a variety of reports and alert notifications to process and identify important events and trends. Detection data is also available through Matroid’s powerful developer Application Programming Interface and language-specific clients, so CBP applications can be integrated with the power of computer vision.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34171,DHS,CBP,Autonomous Maritime Awareness,"The technology is equipped to operate in low temperatures, ice, and snow enable real-time surveillance for continuous monitoring of maritime activity, even in harsh conditions, while providing enhanced detection capabilities to identify threats such as unauthorized vessels or smuggling activities in difficult-to-navigate regions.","The system provides real-time notifications of suspicious activities, continuous tracking data on vessel locations and movements, and detailed threat assessments to support enforcement actions in cold-weather environments.",None of the above.,,Retired,Law & Justice,retired_2024
34172,DHS,CBP,Advanced Trade Analytics Platform (ATAP),"To create efficiencies and unlock key insights in CBP's trade mission execution through the application of data analytics, machine learning, and AI.",Model output is provided in dashboards and other visualization mechansims for operator assessment and action determination.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Diplomacy & Trade,renamed
34173,DHS,CBP,CBP Employee Experience,"CBP Employee Experience is intended to ingest, interpret, and operationalize employee experience data originating from survey results and operational data to deliver real time insights related to the experience of USBP recruits, applicants, and employees. These metrics inform HRM leadership of opportunities for process improvement in order to meet congressionally mandated hiring targets and retain a qualified workforce.","Real time insights related to the experience of USBP recruits, applicants, and employees.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
34174,DHS,CBP,Passive Body Scanner,PBS is intended to enhance situational awareness in pedestrian traveler processing to aid  CBP officers in observing potentially dangerous objects or contraband in a timely manner and pursuant to CBP’s border search authority.,"This algorithm highlights areas on a person where potential objects may be blocking the subject's expected body heat and displays these areas on live video image, monitored by a CBP officer. The highlighted areas may show the locations of carried objects, which could be potential weapons or contraband.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34175,DHS,CBP,Unmanned Aircraft Collision Avoidance (Skydio),The platform operates on video feed only which in turn activates the obstacle avoidance on the aircraft where the AI capabilities are housed.  The system supports the streamlined intake process while maintaining the accuracy and reliability of identity verification.,"The pilot of the Skydio X2D will receive a visual alert on the hand controller, indicating a possible collision.",None of the above.,Developed in-house.,Operation and Maintenance,Law & Justice,renamed
34176,DHS,CBP,CBP Translate,"CBP Translate is used to facilitate clear communication between officers and non-English-speaking individuals during border interactions. The AI enhances efficiency by reducing language barriers, supports diverse languages for greater inclusivity, and ensures accurate communication to minimize misunderstandings during critical procedures.","The system provides real-time translations of spoken or written communication, detects individuals' languages for accurate translation, and generates logs of interactions for review, streamlining processes and ensuring clear communication. This output is used to support necessary interpretation but sworn statements and official communications for law-enforcement purposes are moved to stardard translation services when necessary for formal documenation and questioning.",None of the above.,,Operation and Maintenance,Law & Justice,continued
34177,DHS,CBP,Entity Resolution,Detection research of force labor within supply chain utilizing analytical AI platform.,Detection of potential force labor within supply chain.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34178,DHS,CBP,Supervised Traveler Identity Verification Services (Officer Initiated),"The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification",Leverages DHS facial matching technologies to provide a match or no match response,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34179,DHS,CBP,Semi-Supervised Traveler Identity Verification Services (Traveler Initiated),"The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification.",Leverages DHS facial matching technologies to provide a match or no match response,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34180,DHS,CBP,3rd Party Traveler Identity Verification Services,"The TVS Biometric Air Exit solution is a cloud-based facial biometric matching service that enables CBP, External Partners, and Other Government Agencies (OGA) to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification.",Leverages DHS facial matching technologies to provide a match or no match response.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34181,DHS,CBP,Mobile Traveler Identity Verification,"The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification",Provides a match or no match response,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,renamed
34182,DHS,CBP,Traveler Identity Verification Services (Vetting),CBP's Traveler Identity Verification Services (Vetting) utilizes facial recognition technology to enhance threat identification by matching travelers' biometrics against records of concern.,"When the system identifies a potential match to concerning records, CBP personnel conducts a manual facial comparison to determine whether the record is likely associated with the individual.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34183,DHS,CBP,Customs Broker License Exam - Proctor Support,"The model supports remote proctoring of the exam and ensure the integrity of the testing process, by ensuring the exam is conducted under secure conditions, preventing cheating or fraud, while also verifying the identity of exam takers to confirm they meet the necessary requirements.","Integrity reports, identity confirmation, proctoring complicance feedback, and test results.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Education & Workforce,continued
34184,DHS,CBP,ERNIE,"The model enhances threat detection and prioritizes high-risk targets, improving operational efficiency and national security.",The model provides real-time risk assessments and alerts for potential threats detected by the Radiation Portal Monitors. It also provides prioritized recommendations for further screening based on the analysis of radiation data.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34185,DHS,CBP,Autonomous Surveillance Tower (AST),"AST machine learning assisted system is augmenting the U.S. Border Patrol by enhancing the capabiltiies of individual users when carrying out the domain awareness mission. 
The expected benefit is to have ability of single person to monitor magnitude greater area than could be done with conventional CCTV or human surveillance. The ultimate outcome for the agency and the public is greater availability of the agents to solve and address more complex tasks and allow for better strategic/tactical deployment of existing resources and personnel.","The AI provides alerts when it detects the presence of an IoI (i.e., persons, vehicles, animals) in the image frame.  With regard to persons, this computer vision application is trained to determine if the object in the image frame is a person with a certain of level of confidence and not another object that may be shaped similarly to a person.  After the alert of a detection, a trained agent or user, reviews the image to identify and classify the activity taking place.  The AI merely alerts to the presence of an item it was trained to detect. This is not a biometric system and does not identify or track specific individuals.",None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Law & Justice,renamed
34186,DHS,CBP,Automated Item of Interest Detection,"The software analyzes images and video that are taken by operationally deployed equipment, which are then fed into CBP systems for review by USBP agents and personnel. It provides quick identification of people either crossing into the U.S. at a time and place other than designated for entry or those already inside the U.S. trying to elude capture, as well as the ability for human operators to quickly determine if subjects in an image are, in fact, human.",The system creates a layer which is overlaid over the image to produce a box around items of interest it has determined to be likely human beings.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34187,DHS,CBP,CBP One,"TVS uses facial recognition to compare live or uploaded images with CBP's database, enabling real-time identity verification. This automation streamlines border processes, enhances accuracy, and reduces fraud.","The system outputs include identity match confirmation, fraud alerts, and traveler status updates for clearance in processes like boarding or border crossing.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,renamed
34188,DHS,CBP,Unified Processing/Mobile Intake,The purpose is to facilitate the biometric identification of individuals as they are encountered by CBP for the purpose of expedited processing.,Leverages CBP facial matching technologies to provide a match or no match response,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34189,DHS,CBP,Cyber Threat Analysis (Recorded Future),"Cyber Threat Analysis quickly populates query results when searching against adversary tactics, techniques, and procedures, establishing a threat scorecard. This service can also provide cyber risk scorecards for third party vendors, companies, and organizations.",Actionable intelligence supporting Security Operations Center (SOC) and Cyber Risk Management (CRM) investigations and reports.,None of the above.,,Operation and Maintenance,Law & Justice,continued
34190,DHS,CBP,Vault Access Log (SPVAA),"The system will enhance monitoring and minimizes the risk of unauthorized access, contributing to stronger security protocols for handling seized property.",Leverages DHS facial matching technologies to provide a match or no match response.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
