id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
34322,DOC,CENSUS - U.S. Census Bureau,Linkage and Matching Program (LaMP),"This use case involves probabilistic record linkage to link multiple person-level datasets. The predicted links are used for downstream processing to enable research regarding economic, demographic, and other topics and improve quality and efficiency of multiple Census operations.",The AI produces a prediction regarding whether two records match. Output from the model is pairs of records above a minimum threshold indicating a match along with the score describing the similarity between the two records in the pair.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34323,DOC,CENSUS - U.S. Census Bureau,Census Research Exploration and Analysis Tool (CREAT),"The Census Research Exploration and Analysis Tool (CREAT) is an experimental data tool from the Center for Economic Studies (CES) at the US Census Bureau that uses natural language processing to analyze, categorize, and sort the economic research contained in the CES working paper series. The goal of this project is to help CES researchers, managers, and other internal stakeholders explore connections among existing research, form new collaborations, and separate research into discrete topics. Working papers are sortable by author, tag, and keyword. Natural language processing (NLP) techniques are used to extract tags (using spaCy) and keywords (using KeyBERT) from the paper's text, as well as to determine working paper similarity (using Doc2Vec). This NLP usage highlights the value of these tools and techniques for making connections across economic research publications.","keywords, tags, and recommendations based on similarity.",None of the above.,Developed in-house.,Implementation and Assessment,Education & Workforce,continued
34324,DOC,CENSUS - U.S. Census Bureau,Dr. NAICS LLM,The core problem the Dr. NAICS LLM addresses is the ability to accurately and consistently place a NAICS code for a given business description. Because NAICS is such a large classification system with a lot of nuance it is sometimes difficult for businesses to identify the correct business description within it. The AI makes suggestions to improve that classification decision when reading incoming emails and voicemails from the general public.,The output is a set of recommendations for which NAICS codes best align with a text description of a business activity.,Searching for information using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling (internal agency support),continued
34325,DOC,CENSUS - U.S. Census Bureau,Automating Multilingual Census Data Processing: An AI and Transformer-Based Pipeline for Efficient Language Detection and Translation for Short-Text,"The purpose of this AI-driven pipeline is to tackle the challenge of processing non-English, short-text responses in large-scale surveys and censuses, especially brief entries for race and ethnicity. Traditional language detection and translation systems often struggle with these minimal text responses, impacting data accuracy and inclusivity. This AI solution is designed to automate the entire multilingual data processing workflow, from language detection to translation, named entity recognition, and validation, using AI and transformer-based models along with natural language processing techniques. By achieving high accuracy even with limited context, the system reduces the need for human translators, increases processing speed, and guarantees fair and accurate representation of diverse populations. This innovation not only supports the agency’s mission to collect inclusive, representative data but also benefits the public by contributing to more precise demographic insights, ultimately aiding in resource allocation and policy making.","The AI system outputs a series of automated decisions and validated translations for short-text responses, such as race and ethnicity write-ins, within large-scale survey data. Specifically, it provides accurate language detection, corrects potential spelling errors, generates contextually accurate translations, and validates these translations against standardized labels using semantic similarity analysis. The system then selects the most accurate translation for each input, guaranteeing precise categorization and extraction of demographic data. These outputs streamline survey data processing by reducing the need for human intervention, allowing for real-time or near real-time responses that meet high standards of accuracy and inclusivity",None of the above.,Developed in-house.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34326,DOC,CENSUS - U.S. Census Bureau,FAQ for SMaRT,"The purpose of the FAQ search tool is to find the correct Census Bureau-provided answers to common questions from the public about the 2025 Census Test. The 2025 Census Test is a proposed test as part of the Small-Scale Response Test (SmaRT) program in decennial. The purpose of this program is to perform experiments using different methods to improve self-response rates and data collection. The SmaRT program accomplishes this using iterative tests with relatively small sample sizes. Four installments of the SmaRT program were fielded before the 2020 Census. Three small-scale tests have occurred so far this decade with the fourth test planned for 2025. There is an online questionnaire for each of the tests, with a census.gov landing page to access the online questionnaire. In the first three tests this decade, there were approximately 15 FAQs on the landing page that the user could read. For the 2025 Census Test, we would like to offer over 50 FAQs to answer the public’s questions via a search tool.
Current public-facing search tools at the Census Bureau use exact match only. Depending on what users type to search, the correct FAQ might not appear because users do not always use the same terminology as the Census Bureau. This FAQ search tool built with machine-learning models will use semantic similarity (i.e., synonyms or misspellings) to find the correct answers. The answers it provides back to the public are census-approved answers, and not generative AI answers. If the 2025 Census Test is approved, this search feature will be on the landing page for the survey. Implementing this search tool is considered a proof-of-concept for the use of such a search feature. If it is successful, the search tool could be used in the 2026 Census Test on its landing page, or the 2028 Dress Rehearsal. Ultimately, if it is successful, the public will benefit by finding answers to common questions more easily and more accurately.","Description of what the AI system outputs, whether it’s a prediction, recommendation, decision, etc.
Utilizing transfer learning from Large Language Models (LLMs) we utilize them to encode our Census approved FAQs to then compare to a user query. This user query is then encoded as an embedding from the same LLM model and then we take a distance calculation using cosine similarity to rank our reference materials. We then showcase the top 3 results depending if a threshold is met of .25 cosine similarity or above. It is a semantic search tool that ranks reference material.",Searching for information using AI.,Developed in-house.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),continued
34327,DOC,CENSUS - U.S. Census Bureau,Statistical package syntax development and debugging,"I. Interaction Terms Generation: I utilized ChatGPT to generate SPSS syntax for creating interaction terms in a 97 X 4 matrix (race by item). This was integral for conducting moderated multiple regression analyses, aiming to establish differential prediction based on continuous supervisor scores and binary supervisor status (1 = supervisor, 0 = non-supervisor).
II. Regression Analyses: The AI facilitated the development of large amounts of complex statistical analysis syntax for both binary logistic regression and multiple regression analyses, incorporating the interaction terms effectively.
III. Racial Codes Creation: Used the AI to write syntax that would generate unique racial codes based on participants' self-identifications from a ""select all that apply"" question, allowing for a nuanced analysis of racial group memberships.
IV. Consistency Comparison: Used AI to generate command syntax (for statistical software) to compare self-identified race and other protected class standings between two separate surveys, assessing consistency. The AI-generated syntax marked consistency (1) versus inconsistency (0) for each protected class.",The output was SPSS syntax and recommendations about configuring the syntax,None of the above.,Developed in-house.,Implementation and Assessment,Education & Workforce,continued
34328,DOC,CENSUS - U.S. Census Bureau,DSD Python Code Translation,The AI purpose for this effort is to assist the translation of SAS to Python code for the DSD data processing and supporting systems. The effort is in support of the Census mission to migration to enterprise-wide solutions and reducing dependency on costly proprietary software products.,The expected AI final system outputs are the translated Python code that replicates the SAS code. Comparison of the system outputs will be performed until the expected results are achieved.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34329,DOC,CENSUS - U.S. Census Bureau,Census API GPT,"The Census API GPT provides guidance and assistance in using the Census API to retrieve a wide range of statistical information. It helps users form accurate API requests for demographic, economic, housing, and geographic data queries.","The Census API GPT offers clear explanations of the available datasets, parameters, and methods to efficiently retrieve the desired data, ensuring that users can access comprehensive information across these key areas. When necessary, it asks for clarification to ensure the accuracy and relevance of the request, making the process of using the Census API straightforward for users of all technical backgrounds. It emphasizes the importance of specificity in queries to reduce errors and improve the relevance of the data retrieved, catering to both beginners and experienced users alike. Additionally, the Census API GPT displays the data returned by the API, providing a direct view of the output alongside the guidance on constructing the API call.",Searching for information using AI.,,Initiated,Other,continued
34330,DOC,CENSUS - U.S. Census Bureau,Natural Language Search for data.census.gov,The current search algorithm on data.census.gov does not support true natural language search and is keyword-based. Leveraging a natural language search interface powered by an LLM that uses a RAG architecture to fetch responses to user queries has the potential to vastly improve the search experience and ensure that users of all backgrounds are able to quickly find the information they are looking for.,"The AI system would consist of a natural language (LLM) input that would then use RAG (retrieval augmented generation) to identify an answer to the user's query (either in the form of an actual statistic, a relevant dataset, or relevant filters). Once an answer has been identified, it would be returned to the user via a natural language (LLM) interface.",Searching for information using AI.,,Initiated,Other,continued
34331,DOC,CENSUS - U.S. Census Bureau,"ACES CAPEX (structures, equipment, other) Machine Learning","The annual capital expenditures survey used to ask respondents to classify structures, equipment, or ""other"".  Machine Learning was implemented to classify these items better.  ACES is no longer an active survey, and the machine learning is no longer active.",Decision on if an item is structures or equipment.,Inputting large amounts of data from paper forms into a digital system using AI.,,Retired,Mission-Enabling (internal agency support),continued
34332,DOC,FIRSTNET - First Responder Network Authority,FirstNet Authority OCIO MS CoPilot Project,Microsoft 365 Copilot can improve content creation and boost user productivity experience.  Microsoft 365 Copilot in the Microsoft Office apps will likely assist in creating content more quickly and improving existing content.  This helps the users to convey their ideas with reduced effort and unlocks the value of existing organization information and knowledge.,Text and/or graphics generated by user-input.,Improving the quality of written communications using AI tools.,,Initiated,Mission-Enabling,retired_2024
34333,DOC,FIRSTNET - First Responder Network Authority,FirstNet Authority Communications Topaz Labs Photo Editing,"Utilize AI photo and video editing tools to improve picture quality, smooth video, and scale images without degredation.",Digital photo and video files.,Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,Mission-Enabling,continued
34334,DOC,ITA - International Trade Administration,Global Business Navigator Chatbot,ITA’s Global Business Navigator ChatbotBeta uses artificial intelligence (AI) to answer your questions on the exporting process and the resources available for exporters.,"Deliver concise, accurate responses to frequently asked export questions
Guide users to relevant resources within Export Solutions content
Refer more complex inquiries to trade specialists for personalized support
Provide multilingual assistance, broadening accessibility to diverse user groups",Searching for information using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Diplomacy & Trade,continued
34335,DOC,ITA - International Trade Administration,Generative AI Tools Pilot - Global Markets,"Accelerate and streamline report production.
Enable analysts to focus on higher-level, strategic tasks rather than repetitive reporting.
Reduce costs and improve efficiency, leading to better client service and faster decision-making.","Generate initial drafts of market research reports incorporating public data sources
Provide data-driven insights to identify top markets and recommend strategic directions
Integrate with existing workflows, supporting analysts in refining and finalizing comprehensive, actionable reports",Improving the quality of written communications using AI tools.,Developed with contracting resources.,Acquisition and/or Development,Diplomacy & Trade,continued
34336,DOC,ITA - International Trade Administration,Generative AI Tools Pilot - Enterprise & Solutions Architecture,"Reduce manual effort in creating and managing architecture documentation
Accelerate solution design
Enhance overall operational efficiency and service quality","Assist in drafting architectural documents and reference models based on standardized templates
Summarize complex data sets and highlight key insights for faster decision-making
Generate initial technical documents 
Aid in compliance checks by referencing and applying relevant frameworks and standards",Improving the quality of written communications using AI tools.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,continued
34337,DOC,National Telecommunications and Information Administration,WAWENETS,,,,,Operation and Maintenance,,continued
34338,DOC,National Telecommunications and Information Administration,Streamline Spectrum Activities,Streamline NTIA Office of Spectrum Management (OSM) processes and enhance Federal spectrum management. This includes using Azure and CoPilot capabilities to reduce the level of effort and improve the timeliness of OSM and Federal spectrum management processes.,"OSM CoPilot provides General office productivity outputs. Additional outputs include orchestration of current spectrum management functionality, speeding processes by eliminating clicks and keystrokes while under the supervision of  spectrum stakeholders.",None of the above.,,Acquisition and/or Development,Other,continued
34339,DOC,National Telecommunications and Information Administration,Spectrum Visualizations,,,,,Initiated,Science & Space,continued
34340,DOC,National Telecommunications and Information Administration,Use of Lexis. Other searches for legal research,,,,,Initiated,Law & Justice,continued
34341,DOC,National Telecommunications and Information Administration,Grants Program Administration,"Our team is exploring using AI to support our grant program administration, specifically supporting some AI-enable knowledge management for our internal team and supporting reviews of post award technical/progress/performance/financial reports to identify trends, identify inconsistencies, etc.  The latter may be more machine learning/compliance-based analytics and be on the fringe of AI.",,,,Initiated,Government Services (includes Benefits and Service Delivery),renamed
34342,DOC,NIST - National Institute of Science and Technology,Grammarly,"Improving the quality of written communications, idea generation, refine tone and style.","Grammar, punctuation, style improvements, content generation",Improving the quality of written communications using AI tools.,Developed with contracting resources.,Operation and Maintenance,Education & Workforce,continued
34343,DOC,NIST - National Institute of Science and Technology,Science Data Portal Autosuggest Search,"Assist end users is discovery,  access, and re-use of scientific,  engineering and technical information provided by bureau","Dynamically generated terms,  filtered and ranked for frequency",Searching for information using AI.,Developed in-house.,Operation and Maintenance,Science & Space,continued
34344,DOC,NOAA - National Oceanic and Atmospheric Administration,FathomNet,Ocean image annotation and model building,,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Science & Space,retired_2024
34345,DOC,NOAA - National Oceanic and Atmospheric Administration,Coastal Change Analysis Program (C-CAP),Develop high resolution land cover data for the United States.,,None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,Science & Space,continued
34346,DOC,NOAA - National Oceanic and Atmospheric Administration,"CoralNet: Ongoing operational use, improvement, and development, of machine vision point classification",Computer vision for coral reef monitoring and conservation efforts.,,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Science & Space,retired_2024
34347,DOC,NOAA - National Oceanic and Atmospheric Administration,Coral Reef Watch,,Remote sensing data interpretation and prediction,,,Initiated,,retired_2024
34348,DOC,NOAA - National Oceanic and Atmospheric Administration,Steller sea lion brand sighting,,"U-net model, using R and a package called TLC specifically designed for this project",,,Initiated,,continued
34349,DOC,NOAA - National Oceanic and Atmospheric Administration,"CoralNet: Ongoing operational use, improvement, and development, of machine vision point classification.",,FCNN,,,Initiated,,retired_2024
34350,DOC,NOAA - National Oceanic and Atmospheric Administration,"BANTER, a machine learning acoustic event classifier",,,,,Initiated,,continued
34351,DOC,NOAA - National Oceanic and Atmospheric Administration,Operational satellite product quality monitoring AI-ready training data,"NOAA NDE and NESDIS Common Cloud Framework (NCCF) are current and future NOAA satellite product generation environments. There are hundreds of products based on a variety of national/international satellites (US, Europe and Japan) that are generated in near real time. The anomaly detections of the satellite product quality are still manpower intensive and in a traditional way. Nowadays, with the AI technology getting mature, the AI use case can be extended to this area of anomaly detection. In the traditional way, the maintenance programmers eyeball the product maps with 24/7 support which is stressful. On the other hand, AI has the strong capability of pattern recognition with high accuracy. The AI-based technique will relieve manpower and automate the alert system.","Detection/Identification of the satellite product anomalies, e.g. the bounding boxes locate the pre-defined error types.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Other,retired_2024
34352,DOC,NOAA - National Oceanic and Atmospheric Administration,LightningCast: AI for lightning prediction,"LightningCast provides prognostic information on lightning, before the threat is realized, thereby allowing for actions that protect life and property",Probability that lightning will be observed at a given location in the next 60 minutes,None of the above.,Developed in-house.,Implementation and Assessment,Other,renamed
34353,DOC,NOAA - National Oceanic and Atmospheric Administration,CyberSecurity Hardening & Automation,"Promptly analyze cybersecurity architecture, documentation, inventories, and vulnerabilities for remediation, automation opportunities, continuous monitoring, responding to data calls, and architectural risk assessments (e.g. Security Impact Analyses [SIAs]).","Risk Assessment, documentation generation, responses to data calls",None of the above.,Developed in-house.,Initiated,Other,retired_2024
34354,DOC,NOAA - National Oceanic and Atmospheric Administration,AI based Community Radiative Transfer Model,Fast radiative transfer calculations for increasing satellite data needed by weathers forecasts and the generation of satellite products.,simulated satellite radiances and sensitivities (Jacobian) of satellite data,None of the above.,Developed in-house.,Acquisition and/or Development,Other,retired_2024
34355,DOC,NOAA - National Oceanic and Atmospheric Administration,Operational Enterprise Cloud Mask,Used to create internal ECM algorithm classifiers to optimize cloud detection over different surface types and atmospheric conditions,Cloud detection,None of the above.,Developed in-house.,Implementation and Assessment,Science & Space,renamed
34356,DOC,NOAA - National Oceanic and Atmospheric Administration,AI Snowfall Detection and Snowfall Rate estimation,,,None of the above.,,Initiated,Science & Space,retired_2024
34357,DOC,NOAA - National Oceanic and Atmospheric Administration,AI Rain Rate estimation,,,None of the above.,,Initiated,Science & Space,renamed
34358,DOC,NOAA - National Oceanic and Atmospheric Administration,AI Total Precipitable Water estimation,,,None of the above.,,Initiated,Science & Space,retired_2024
34359,DOC,NOAA - National Oceanic and Atmospheric Administration,AI Cloud Liquid Water estimation,,,None of the above.,,Initiated,Science & Space,retired_2024
34360,DOC,USPTO - United States Patent and Trade Office,AI retrieval for patent search,"Augmentation for next generation patent search tool to assist examiners identify relevant documents and additional areas to search.  System takes input from published or unpublished applications and provides recommendations on further prior art areas to search, giving the user the ability to sort by similarity to concepts of their choosing.","System takes input from published or unpublished applications and provides recommendations on further prior art areas to search, giving the user the ability to sort by similarity to concepts of their choosing.",None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Mission-Enabling,renamed
34361,DOC,USPTO - United States Patent and Trade Office,AI use for CPC classification,"Automatically assign patent utility classification (CPC) symbols to patent utility documents to reduce classification time, provide agency cost savings, and improve consistency of classification practices.",Predictions of CPC symbols relevant for each utility patent document inputted,Searching for information using AI.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,renamed
34362,DOC,USPTO - United States Patent and Trade Office,AI retrieval for TM design coding and image search,"Clarivate COTS solution to assist examiner identification of similar trademark images, to suggest the correct assignment of mark image design codes, and to determine the potential acceptability of the identifications of goods and services.",System is anticipated to use both incoming trademark images and registered trademark images and output design codes and/or other related images.,Searching for information using AI.,,Initiated,Mission-Enabling,renamed
34363,DOC,USPTO - United States Patent and Trade Office,Enriched Citation,"Data dissemination system that identifies which references, or prior art, were cited in specific patent application office actions, including: bibliographic information of the reference, the claims that the prior art was cited against, and the relevant sections that the examiner relied upon. Use of AI to extract summarized information from unstructured text is providing operational cost savings.",System extracts information from unstructured office actions and provides the information through a structured public facing API.,Summarizing the key points of a lengthy report using AI.,,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),retired_2024
34364,DOC,USPTO - United States Patent and Trade Office,Inventor Search Assistant (iSAT),"Service to help inventors ""get started"" identifying relevant documents, figures, and classification codes used to conduct a novelty search.  Expected benefit was to provide continuity in service access to public search capabilities during COVID-19 related closure of in-person search assistance services.","System takes a user entered short description of invention and provides a user selectable set of recommended documents, figures, and classification areas.",Searching for information using AI.,,Retired,Government Services (includes Benefits and Service Delivery),retired_2024
34365,DOC,USPTO - United States Patent and Trade Office,Patent Design Image Search (DesignVision),A SaaS AI driven image search tool to support the examination of design applications.,"The tool compares uploaded images from design applications and yields image results based on similarity thereby providing access, search, and retrieval of information from Industrial Design collections.",Searching for information using AI.,Developed with contracting resources.,Implementation and Assessment,Mission-Enabling,retired_2024
34366,DOC,USPTO - United States Patent and Trade Office,USPTO Virtual Assistant (Public-facing chatbot),Answers questions about Trademarks and Patents,Answers to Trademark and patent questions that the public has.,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
34367,DOC,USPTO - United States Patent and Trade Office,Patent Automatic Document Code Determination,Quality control of customer applied document labels,Document Labels,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling,retired_2024
34368,DOC,USPTO - United States Patent and Trade Office,Patents - Skill Group Matching,AI will permit adoption of Skill Groups system for delineating subject matter of patent applications by automating the allocation of Skill Group designations to applications.  Benefits:  Cost reduction from eliminating dependence on outdated US Patent Classification (USPC) system; cost savings from reducing Skill Group designation workload; improvement in availability of metrics data; improvements in ability to manage unexamined patent inventory and workforce allocation/hiring,"Prediction of the correct Skill Group describing the technology/subject matter claimed in a patent application, along with a confidence score indicating the likelihood of each possible Skill Group.",None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling,renamed
34369,DOE,LM HQ - Office of Legacy Management (LM),Groundwater Modeling,Predicts flow of ground water containments underground.,Parameter estimation for return to groundwater models,Creating visual representations of data sets for reports and presentations using AI.,Developed with both contracting and in-house resources.,Operation and Maintenance,Science & Space,continued
34370,DOE,EE HQ - EE Headquarters (EE),OpenText for Records Management (Email Auto-Classification),Reduce time required to classify email records.,OpenText will categorize each email message to an appropriate category.,None of the above.,,Retired,Mission-Enabling (internal agency support),continued
34371,DOE,EHSS HQ -  Office of Environment Health Safety & Security (EHSS),Applications of Natural Language Processing and Similarity Measures for Similarity Ranking,"(1) Demonstrate Capabilities of AI (2) Cost savings by sharing algorithms, approaches and lessons learned of those evaluated and deployed in the ES&H DAMaL Tools.","Custom output (e.g., ranking of records)",None of the above.,Developed in-house.,Operation and Maintenance,Other,renamed
34372,DOE,EHSS HQ -  Office of Environment Health Safety & Security (EHSS),"Data Analytics and Machine Learning (DAMaL) Tools to enhance the analysis of Environment, Safety and Health (ES&H) data:  Classification, Robotic Process Automation and Data Visualization","(1) Data Visualization using AI (2) Improve efficiency of obtaining insights from data (e.g., ES&H data)",Dynamic data visualization charts,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,renamed
34373,DOE,EHSS HQ -  Office of Environment Health Safety & Security (EHSS),"Data Analytics and Machine Learning (DAMaL) Tools for Analysis of Environment, Safety and Health (ES&H) data:  Similarity Based Information Retrieval","(1) Searching for Information using AI (2) Improve efficiency of finding relevant data (e.g., ES&H data)",Ranking of records,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,retired_2024
34374,DOE,EHSS HQ -  Office of Environment Health Safety & Security (EHSS),"Data Analytics and Machine Learning (DAMaL) Tools to enhance the analysis of Environment, Safety and Health (ES&H) data:  Unsupervised Machine Learning Text Clustering","(1) Grouping Reports using AI (i.e., Clustering) (2) Improve efficiency of grouping and highlighting important data (e.g., ES&H data)",Clustering of records with top terms and topics,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,retired_2024
34375,DOE,SLAC - SLAC National Accelerator Laboratory (SC43 OIM),Fast AI for real-time/online diagnostics and calibration; AI-based autonomous system control/operation optimization (including anomaly/failure detection),"AI/ML to improve efficiency and quality of accelerator-based scientific user facility operation, including for light sources. Benefits include higher science throughput in scientific user facilities, greater energy efficiency, new scientific capabilities at Office of Science user facilities.","Prediction of acclerator beam behavior, decisions about controllable variables to adjust to improve beam behavior.",None of the above.,Developed in-house.,Implementation and Assessment,Science & Space,retired_2024
34376,DOE,SLAC - SLAC National Accelerator Laboratory (SC43 OIM),"AI for system design optimization (e.g., detector, accelerator)","AI/ML models a relatively small data sets in a high dimensional parameter space and provides accurate predictions of future data points. The prediction capability in turn improves the convergence efficiency of the optimization algorithm, which is used for time consuming design optimization.",The AI system is a non-parametric data fitting model and its output is predicted function values of any new solution in the parameter space and the uncertainties.,None of the above.,Developed in-house.,Operation and Maintenance,Science & Space,continued
34377,DOE,PM HQ -  Office of Project Management (PM),PARSGPT,The value-add is derived from providing an accessible way for PM Analysts to safely interact with LLM technology.,Free form text response to questions (Chatbot),None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34378,DOE,LM HQ - Office of Legacy Management (LM),CrowdStrike,"Predicts malicious behavior, provides decisions and blocks malicious behavior.","Prediction, Recommendation, Decision",Identifying unusual patterns in system logs from a single incident report using AI.,Developed in-house.,Operation and Maintenance,Other,retired_2024
34379,DOE,KCNSC - Kansas City National Security Campus (KCFO),SCMC AWS Data Infrastructure,Automation of multiple manual processes and improvement of data quality and governance.,Initially the system will use M.L. to identify  inconsistent data and make preditions of how that data should be organized.,Creating visual representations of data sets for reports and presentations using AI.,Developed with contracting resources.,Implementation and Assessment,Mission-Enabling (internal agency support),retired_2024
34380,DOE,LANL - Los Alamos National Lab (LAFO),ServiceNow Predictive Intelligence,Provide better and more consistent classification of ticket data entered into ServiceNow,Field classification data,Prioritizing and categorizing incoming emails using AI.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
