use_case_id_2024,tagged_by_agent,entry_type,is_generative_ai,ai_sophistication,deployment_scope,confidence,reasoning,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,is_enterprise_wide,architecture_type,has_model_training,use_type,is_public_facing,scope_detail
35011,agentE,custom_system,0,classical_ml,bureau,high,'machine learning models' to 'identify data inconsistencies' in MSS transactions.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,Ginnie Mae
35019,agentE,custom_system,0,classical_ml,office,high,"'modular, reconfigurable application framework' for 'planning and scheduling' missions.",,,0,,,,,,,,,,custom_trained,0,mission_critical,0,JPL
35032,agentE,custom_system,0,classical_ml,office,high,'ML model to suggest if a purchase may be a taggable asset or a chemical'.,,,0,,,,,,,,,,custom_trained,1,administrative,0,JPL
35036,agentE,product_deployment,1,nlp_specific,office,high,'Wellsaid has been used to generate placeholder voice over' — COTS TTS.,,,1,WellSaid,WellSaid Labs,,,,,,,,inference_only,0,administrative,1,NSF OLPA
35050,agentE,bespoke_application,1,general_llm,office,high,'draft PD content generated through large language models' with PD library prompting.,,,0,,,,,,,,,,rag_pipeline,0,administrative,0,OPM Classification Center
35060,agentE,custom_system,0,predictive_analytics,office,high,Scores 'likelihood of medical improvement' to flag CDRs; built in-house.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,SSA Analytics
35099,agentE,custom_system,0,nlp_specific,office,high,'custom Natural Language Processing (NLP) model to recommend... tagging'.,,,0,,,,,,,,,,custom_trained,1,administrative,1,State F Bureau
35141,agentE,bespoke_application,0,nlp_specific,bureau,high,'Intent Engine (using NLP and AI algorithms)'; 'not created by Generative AI'.,,,0,,,,,,,,,,custom_trained,1,mission_critical,1,IRS
35159,agentE,product_deployment,0,computer_vision,office,high,'Redaction Studio is a Commercial Off The Shelf (COTS) application' by Axon for 'AI masking' of faces.,,,1,Redaction Studio,Axon,,,,,,,,inference_only,0,mission_critical,0,IRS Criminal Investigation
35299,agentE,bespoke_application,0,computer_vision,office,medium,'SMARTplus uses 3D scans to streamline nutrition... data collection' for Somalia.,,,0,,,,,,,,,,custom_trained,1,mission_critical,1,USAID BHA
35371,agentE,bespoke_application,1,general_llm,bureau,high,'generate metadata for NRCS datasets... through generative AI'.,,,0,,,,,,,,,,unknown,0,administrative,0,USDA NRCS
35391,agentE,product_deployment,0,classical_ml,bureau,high,'BirdNET quickly scans thousands of hours of forest audio recordings' to detect species.,,,1,BirdNET,Cornell Lab/TU Chemnitz,,,,,,,,inference_only,0,research,0,USFS
35410,agentE,custom_system,0,classical_ml,office,high,'isolation forest model' that 'automatically runs daily' for TCR data anomalies.,,,0,,,,,,,,,,custom_trained,1,it_operations,0,CFTC
35414,agentE,product_deployment,1,general_llm,enterprise_wide,high,'Microsoft Copilot Integration' for 'Text-based summaries and AI generated text' across EAC.,1,,1,Microsoft Copilot,Microsoft,1,,,,,,1,inference_only,0,administrative,0,EAC
35478,agentE,product_deployment,0,classical_ml,office,high,'commercial off the shelf (COTS) software' for eDiscovery 'machine learning capabilities'.,,,1,,,,,,,,,,inference_only,0,mission_critical,0,FDIC Legal
35482,agentE,bespoke_application,1,general_llm,office,low,'AI solution... to address the growing backlog of project interconnection requests' — early concept.,,,0,,,,,,,,,,unknown,0,mission_critical,0,FERC
35500,agentE,product_feature,0,nlp_specific,department,high,'Apple iOS platform... Natural Language Processing... predictive word technology'.,,,1,iOS predictive text,Apple,,,,,,,,inference_only,0,administrative,0,FHFA mobile
35507,agentE,custom_system,0,classical_ml,office,medium,'Automatic detection of network-based security risks' from incident reports.,,,0,,,,,,,,,,unknown,0,cybersecurity,0,FRB IT
35563,agentE,bespoke_application,1,general_llm,pilot,high,"'AI-powered chat interface, similar to ChatGPT' for NARA archives — planned.",,,0,,,,,,,,,,rag_pipeline,0,mission_critical,1,NARA
35577,agentE,custom_system,0,classical_ml,office,low,'automating the identification of failures to file certain forms'; planning phase.,,,0,,,,,,,,,,unknown,0,mission_critical,0,SEC IM
35596,agentE,custom_system,0,predictive_analytics,office,high,'Identifies potentially manipulative trading activity' for examiner review.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,SEC Exams
35606,agentE,bespoke_application,1,general_llm,office,high,'AI generates multiple versions of titles... concise summaries for articles' in CMS.,,,0,,,,,,,,,,inference_only,0,mission_critical,1,USAGM journalism
35812,agentE,product_deployment,0,computer_vision,bureau,high,'FDA-cleared medical device' (K161322) used by VHA clinicians for CT imaging.,,,1,CT CoPilot,,,,,,,,,inference_only,0,mission_critical,0,VHA
35855,agentE,custom_system,0,predictive_analytics,office,low,'statistical and predictive methods to evaluate' groundwater monitoring data.,,,0,,,,,,,,,,custom_trained,0,mission_critical,0,TVA Generation
35877,agentE,custom_system,0,predictive_analytics,office,high,'multi-scale graph neural network-based autoregressive model' trained on ERA5.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,TVA Riverfleet
35880,agentE,product_deployment,0,classical_ml,department,medium,'proprietary machine learning algorithm' to 'detect and prevent malicious network activity'.,,,1,,,,,,,,,,inference_only,0,cybersecurity,0,TVA Network
35891,agentE,product_feature,0,classical_ml,bureau,medium,"'Azure Data Factory... anomaly detection, data quality... embedded within other tools'.",,,1,Azure Data Factory,Microsoft,,,,,,,,inference_only,0,it_operations,0,ATF
36013,agentE,product_deployment,0,classical_ml,bureau,low,'audio and video recording within FBI custodial interview rooms' — AI role unspecified.,,,1,,,,,,,,,,unknown,0,mission_critical,0,FBI
36130,agentE,generic_use_pattern,1,general_llm,bureau,high,'AI provides sample paragraphs that may assist in the writing process' — generic LLM drafting.,1,,1,,,,,,,,,,inference_only,0,administrative,0,FSA
36179,agentE,product_deployment,1,general_llm,bureau,high,'AWS Bedrock... applications powered by foundation models' for text generation/summarization.,,,1,AWS Bedrock,AWS,,,,,,1,,inference_only,0,administrative,0,FSA
36183,agentE,bespoke_application,0,classical_ml,department,low,"'shared service environments for operational AI use cases' — platform, ideation stage.",,,0,,,,,,,,,,unknown,0,it_operations,0,DOT CAIO
36191,agentE,custom_system,0,nlp_specific,office,high,'Automated review of accident narratives' classifying runway/taxiway events.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,FAA AJO
36218,agentE,generic_use_pattern,0,classical_ml,department,low,"'DOT OA and Secretarial Office leaders' coordinating on AI — governance team, not a system.",,,0,,,,,,,,,,unknown,0,administrative,0,DOT CAIO
36219,agentE,generic_use_pattern,1,general_llm,bureau,medium,'Guidelines on usage of commercially available Generative Artificial Intelligence' — policy guidance.,1,,1,,,,,,,,,,inference_only,0,administrative,0,NHTSA
36239,agentE,bespoke_application,0,classical_ml,office,low,'help automate current manual processes' for Flight Standards Inspector tasks.,,,0,,,,,,,,,,unknown,0,mission_critical,0,FAA AVS
36260,agentE,custom_system,0,predictive_analytics,department,high,'Estimate loan default probability' under economic stress; built in-house.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,NCUA
