use_case_id_2024,tagged_by_agent,entry_type,is_generative_ai,ai_sophistication,deployment_scope,confidence,reasoning,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,is_enterprise_wide,architecture_type,has_model_training,use_type,is_public_facing,scope_detail
35050,agentD,bespoke_application,1,general_llm,department,high,"""draft PD content generated through large language models"" with PD-library prompts.",,,0,,,,,,,,,,rag_pipeline,0,administrative,0,OPM
35060,agentD,custom_system,0,predictive_analytics,office,high,"""numerical scores for each disability case"" predicting medical improvement likelihood.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,SSA OARO
35099,agentD,custom_system,0,nlp_specific,office,high,"""custom Natural Language Processing (NLP) model"" for tagging foreign-assistance data.",,,0,,,,,,,,,,custom_trained,1,administrative,1,State Dept F bureau
35141,agentD,bespoke_application,0,nlp_specific,bureau,high,"""Intent Engine (using NLP and AI algorithms) classifies taxpayers utterances"" with predetermined responses.",,,0,,,,,,,,,,inference_only,0,mission_critical,1,IRS
35159,agentD,product_feature,0,computer_vision,office,high,"""AI masking feature"" in Axon Redaction Studio auto-identifies faces in body-cam footage.",,,1,Redaction Studio (Redaction Assistant),Axon,,,,,,,,inference_only,0,mission_critical,0,IRS-CI
35299,agentD,bespoke_application,0,computer_vision,office,medium,"""uses 3D scans to streamline nutrition and mortality data collection"" — CV-based field tool.",,,0,,,,,,,,,,custom_trained,1,mission_critical,1,USAID BHA
35371,agentD,bespoke_application,1,general_llm,bureau,medium,"""generate metadata... through generative AI"" for NRCS geospatial datasets.",,,0,,,,,,,,,,inference_only,0,administrative,0,USDA NRCS
35391,agentD,product_deployment,0,classical_ml,bureau,high,"""BirdNET quickly scans thousands of hours of forest audio"" — open-source audio classifier.",,,0,BirdNET,Cornell Lab/BirdNET,,,,,,,,inference_only,0,research,0,USFS
35410,agentD,custom_system,0,classical_ml,office,high,"""isolation forest model"" runs daily over TCR exchange data for anomaly scoring.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,CFTC DOD
35414,agentD,product_deployment,1,general_llm,enterprise_wide,high,"""Microsoft Copilot Integration"" with ""Text-based summaries and AI generated text"" agency-wide.",1,,1,Microsoft Copilot,Microsoft,1,,,,,,1,inference_only,0,administrative,0,EAC agency-wide
35478,agentD,product_deployment,0,classical_ml,office,high,"""commercial off the shelf (COTS) software"" with ML for eDiscovery search in Legal Division.",,,1,,,,,,,,,,inference_only,0,mission_critical,0,FDIC Legal
35482,agentD,bespoke_application,1,general_llm,bureau,low,"""accelerating the processing of proposals"" for interconnection request backlog suggests GenAI-aided analysis.",,,0,,,,,,,,,,unknown,0,mission_critical,0,FERC
35500,agentD,product_feature,0,nlp_specific,department,high,"""predictive word technology"" embedded in Apple iOS platform applications.",,,1,Apple iOS predictive text,Apple,,,,,,,,inference_only,0,administrative,0,FHFA mobile devices
35507,agentD,custom_system,0,classical_ml,office,medium,"""Automatic detection of network-based security risks"" via log pattern analysis.",,,0,,,,,,,,,,custom_trained,1,cybersecurity,0,FRB Division of IT
35563,agentD,bespoke_application,1,general_llm,bureau,high,"""AI-powered chat interface, similar to ChatGPT"" over NARA digital archives (planned).",,,0,,,,,,,,,,rag_pipeline,0,mission_critical,1,NARA
35577,agentD,custom_system,0,classical_ml,office,low,"""automating the identification of failures to file certain forms"" — in planning, likely classical ML.",,,0,,,,,,,,,,unknown,0,mission_critical,0,SEC IM
35596,agentD,bespoke_application,0,classical_ml,office,medium,"""Identifies potentially manipulative trading activity"" anomaly model for exam review.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,SEC EXAMS
35606,agentD,bespoke_application,1,general_llm,bureau,medium,"""AI generates multiple versions of titles"" and ""concise summaries for articles"" — GenAI in CMS.",,,0,,,,,,,,,,inference_only,0,mission_critical,1,USAGM
35812,agentD,product_deployment,0,computer_vision,bureau,high,"""FDA-cleared medical device to assist clinicians"" — purchased CT imaging assistant.",,,1,CT CoPilot,,,,,,,,,inference_only,0,mission_critical,0,VHA
35855,agentD,custom_system,0,predictive_analytics,office,medium,"""state-of-the-art statistical and predictive methods to evaluate geochemical"" groundwater data.",,,0,,,,,,,,,,custom_trained,0,mission_critical,0,TVA Generation
35877,agentD,custom_system,0,predictive_analytics,office,high,"""multi-scale graph neural network-based autoregressive model"" trained on ERA5 reanalysis.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,TVA Riverfleet
35880,agentD,product_deployment,0,classical_ml,department,medium,"""proprietary machine learning algorithm"" WAF detects/prevents malicious network activity.",,,1,,,,,,,,,,inference_only,0,cybersecurity,0,TVA Network
35891,agentD,product_feature,0,classical_ml,bureau,medium,"""smart and intelligent features like anomaly detection, data quality"" embedded in Azure Data Factory.",,,1,Azure Data Factory,Microsoft,,,,,,,,inference_only,0,it_operations,0,ATF
36013,agentD,product_deployment,0,classical_ml,bureau,low,"""audio and video recording within FBI custodial interview rooms"" — vendor tool with minimal AI detail.",,,1,,,,,,,,,,unknown,0,mission_critical,0,FBI custodial rooms
36130,agentD,generic_use_pattern,1,general_llm,bureau,medium,"""AI provides sample paragraphs"" for staff writing — generic LLM writing assistance pattern.",1,,1,,,,,,,,,,inference_only,0,administrative,0,ED FSA
36179,agentD,product_deployment,1,general_llm,bureau,high,"""AWS Bedrock... text generation, summarization, conversational AI"" deployed within FSA EDMAPS.",,,1,Amazon Bedrock,AWS,,,,,,1,,inference_only,0,administrative,0,ED FSA EDMAPS
36183,agentD,bespoke_application,0,general_llm,department,low,"""shared service environments for operational AI use cases"" — DOT-wide AI platform (ideation).",,,0,,,,,,,,,,unknown,0,it_operations,0,DOT CAIO
36191,agentD,custom_system,0,nlp_specific,bureau,high,"""Automated review of accident narratives"" classifying runway/taxiway events.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,FAA AJO
36218,agentD,generic_use_pattern,0,classical_ml,department,low,"""AI Emerging Technology Team members"" — governance/coordination body, not a deployed AI system.",,,0,,,,,,,,,,unknown,0,administrative,0,DOT CAIO/OST-R/OCIO
36219,agentD,generic_use_pattern,1,general_llm,bureau,low,"""Guidelines on usage of commercially available Generative Artificial Intelligence"" — usage policy for public GenAI tools.",1,,1,,,,,,,,,,inference_only,0,administrative,0,NHTSA
36239,agentD,bespoke_application,0,classical_ml,bureau,low,"""automate current manual processes and reduce tasks"" — sparse description, likely workflow automation.",,,0,,,,,,,,,,unknown,0,administrative,0,FAA AVS
36260,agentD,custom_system,0,predictive_analytics,bureau,high,"""Estimate loan default probability for Supervisory Stress Testing"" — in-house predictive model.",,,0,,,,,,,,,,custom_trained,1,mission_critical,0,NCUA
