use_case_id_2024,tagged_by_agent,entry_type,is_generative_ai,ai_sophistication,deployment_scope,confidence,reasoning,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,is_enterprise_wide,architecture_type,has_model_training,use_type,is_public_facing,scope_detail
34711,agentB,custom_system,0,predictive_analytics,office,high,Says 'Risk scoring (Ranking from lowest to highest risk) for NPDES facilities' — predictive risk model.,,,0,,,,,,,,,,,1,mission_critical,0,
34722,agentB,product_deployment,1,general_llm,department,medium,Says 'Enterprise Brain is a document repository by Tanjo' that uses 'AI to improve document discovery' — semantic/LLM-based search.,,,1,Enterprise Brain,Tanjo,,,,,,,,rag_pipeline,0,administrative,0,
34840,agentB,product_feature,0,classical_ml,office,medium,Says 'native Salesforce AI capabilities' for 'Recommender System| Sentiment Analysis' in CMS RECON.,,,1,Salesforce Einstein,Salesforce,,,,,,,,,,administrative,0,
34858,agentB,custom_system,0,nlp_specific,office,medium,Says 'normalizing labor categories' across 'historical price history/trends' — text-normalization ML for OAGM.,,,0,,,,,,,,,,,,administrative,0,
35011,agentB,custom_system,0,classical_ml,bureau,high,Says 'machine learning algorithms' that 'identifies data anomalies' in MSS transaction data.,,,0,,,,,,,,,,,1,mission_critical,0,Ginnie Mae
35019,agentB,custom_system,0,classical_ml,bureau,high,"Says 'modular, reconfigurable application framework' for 'planning and scheduling applications' on space missions.",,,0,,,,,,,,,,,,mission_critical,0,JPL
35032,agentB,custom_system,0,classical_ml,bureau,high,Says 'ML model to suggest if a purchase may be a taggable asset' — classification with metadata tagging output.,,,0,,,,,,,,,,,1,administrative,0,JPL
35036,agentB,product_deployment,1,general_llm,office,high,Says 'Wellsaid has been used to generate placeholder voice over' — COTS generative TTS.,,,1,WellSaid,WellSaid Labs,,,,,,,,inference_only,0,administrative,0,
35050,agentB,bespoke_application,1,general_llm,office,high,Says 'draft PD content generated through large language models (LLMs)' to solve blank-page-syndrome.,,,0,,,,,,,,,,rag_pipeline,0,administrative,0,
35060,agentB,custom_system,0,predictive_analytics,office,high,Outputs 'numerical scores for each disability case' representing 'likelihood of medical improvements'.,,,0,,,,,,,,,,,1,mission_critical,0,
35099,agentB,custom_system,0,nlp_specific,office,high,Says 'custom Natural Language Processing (NLP) model to recommend' tags and detect mismatches.,,,0,,,,,,,,,,,1,administrative,1,
35141,agentB,custom_system,0,nlp_specific,bureau,high,Says 'Intent Engine (using NLP and AI algorithms) classifies' utterances; 'answers... are not created by Generative AI'.,,,0,,,,,,,,,,,,mission_critical,1,IRS
35159,agentB,product_deployment,0,computer_vision,office,high,Says 'Commercial Off The Shelf (COTS)' Axon Redaction Assistant that 'automatically identify and mask... faces'.,,,1,Redaction Studio / Redaction Assistant,Axon,,,,,,,,inference_only,0,mission_critical,0,
35299,agentB,bespoke_application,0,computer_vision,office,medium,Says 'uses 3D scans to streamline nutrition and mortality data collection' — CV for malnutrition measurement.,,,1,,Action Against Hunger ACF,,,,,,,,,,mission_critical,1,
35371,agentB,bespoke_application,1,general_llm,bureau,high,Says 'generate metadata... through generative AI' for NRCS geospatial datasets.,,,0,,,,,,,,,,inference_only,0,administrative,0,NRCS
35391,agentB,product_deployment,0,classical_ml,bureau,high,Says 'BirdNET quickly scans thousands of hours of forest audio recordings to detect bird calls' — audio classification.,,,1,BirdNET,BirdNET / Cornell,,,,,,,,inference_only,0,research,0,Forest Service
35410,agentB,custom_system,0,classical_ml,office,high,Says 'isolation forest model' that 'automatically runs daily' to detect erroneous data loads.,,,0,,,,,,,,,,,1,it_operations,0,
35414,agentB,product_deployment,1,general_llm,enterprise_wide,high,Title 'Microsoft Copilot Integration' with 'Text-based summaries and AI generated text' for admin tasks.,1,,1,Microsoft Copilot,Microsoft,1,,,,,,1,inference_only,0,administrative,0,
35478,agentB,product_deployment,0,classical_ml,office,high,Says 'commercial off the shelf (COTS) software' with 'machine learning capabilities' to find relevant documents in eDiscovery.,,,1,,,,,,,,,,,,mission_critical,0,
35482,agentB,custom_system,0,nlp_specific,department,low,Says 'accelerating the processing of proposals' to reduce 'three-year wait time' — vague AI to triage requests.,,,0,,,,,,,,,,,,mission_critical,0,
35500,agentB,product_feature,0,nlp_specific,department,high,Says 'Apple iOS platform' offers 'predictive word technology' that auto-suggests next word — keyboard NLP feature.,,,1,iOS predictive text,Apple,,,,,,,,,,administrative,0,
35507,agentB,custom_system,0,classical_ml,office,medium,Says 'Automatic detection of network-based security risks' with 'problem notifications to administrators'.,,,0,,,,,,,,,,,,cybersecurity,0,
35563,agentB,bespoke_application,1,general_llm,department,high,"Says 'AI-powered chat interface, similar to ChatGPT' to query NARA's digital archives.",,,0,,,,,,,,,,rag_pipeline,0,mission_critical,1,
35577,agentB,custom_system,0,classical_ml,office,low,Says 'automating the identification of failures to file certain forms' for investment companies; planning-phase outputs.,,,0,,,,,,,,,,,,mission_critical,0,
35596,agentB,custom_system,0,predictive_analytics,office,medium,Says 'Identifies potentially manipulative trading activity for further review' in registrant data.,,,0,,,,,,,,,,,1,mission_critical,0,
35606,agentB,bespoke_application,1,general_llm,office,high,Says 'AI generates multiple versions of titles' and 'concise summaries for articles' integrated into CMS.,,,0,,,,,,,,,,inference_only,,mission_critical,1,
35812,agentB,product_deployment,0,computer_vision,bureau,medium,Says 'FDA-cleared medical device to assist clinicians' — CT imaging assist (Riverain CT CoPilot).,,,1,CT CoPilot,,,,,,,,,inference_only,0,mission_critical,0,VHA
35855,agentB,custom_system,0,predictive_analytics,office,high,Says 'statistical and predictive methods to evaluate geochemical and geotechnical data' under CCR rule.,,,0,,,,,,,,,,,,mission_critical,0,
35877,agentB,custom_system,0,predictive_analytics,office,high,Says 'multi-scale graph neural network-based autoregressive model' trained on ERA5 reanalysis archive.,,,0,,,,,,,,,,custom_trained,1,mission_critical,0,
35880,agentB,product_deployment,0,classical_ml,office,medium,Says 'proprietary machine learning algorithm' that protects web apps and 'detect and prevent malicious network activity'.,,,1,,,,,,,,,,,,cybersecurity,0,
35891,agentB,product_feature,0,classical_ml,bureau,high,"Says 'Azure Data Factory' with 'embedded' features 'anomaly detection, data quality analysis... predictive function'.",,,1,Azure Data Factory,Microsoft,,,,,,,,inference_only,0,it_operations,0,ATF
36013,agentB,product_deployment,0,classical_ml,bureau,low,Says 'facilitates audio and video recording within FBI custodial interview rooms' — AI role unclear; minimal narrative.,,,1,,,,,,,,,,,,mission_critical,0,FBI
36130,agentB,generic_use_pattern,1,general_llm,bureau,medium,Title 'Generative AI Usage' with 'AI provides sample paragraphs that may assist in the writing process' — generic LLM drafting pattern.,1,,1,,,,,,,,,,inference_only,0,administrative,0,FSA
36179,agentB,product_deployment,1,general_llm,bureau,high,"Title names 'AWS Bedrock' and describes 'foundation models, supporting use cases such as text generation, summarization'.",,,1,Amazon Bedrock,AWS,,,,,,1,,inference_only,0,administrative,0,FSA
36183,agentB,custom_system,0,classical_ml,department,low,"Says 'shared service environments for operational AI use cases' — a platform, not a single model; ideation stage.",,,0,,,,,,,,,,,,it_operations,0,
36191,agentB,custom_system,0,nlp_specific,bureau,high,Says 'Automated review of accident narratives' producing 'Classification of aircraft accidents' as runway collision etc.,,,0,,,,,,,,,,,1,mission_critical,0,FAA
36218,agentB,generic_use_pattern,0,classical_ml,department,low,"Says 'AI Emerging Technology Team members are DOT OA and Secretarial Office leaders' — governance team, not an AI system.",,,0,,,,,,,,,,,,administrative,0,
36219,agentB,generic_use_pattern,1,general_llm,bureau,medium,Says 'Guidelines on usage of commercially available Generative Artificial Intelligence (GenAI) Tools' — a usage policy entry.,1,,1,,,,,,,,,,,,administrative,0,NHTSA
36239,agentB,custom_system,0,classical_ml,bureau,low,Sparse narrative: 'help automate current manual processes and reduce tasks' for Flight Standards Inspector Readiness.,,,0,,,,,,,,,,,,administrative,0,FAA
36260,agentB,custom_system,0,predictive_analytics,department,high,Says 'Estimate loan default probability' and 'predict cash flows under economic stress scenarios' — predictive credit modeling.,,,0,,,,,,,,,,,1,mission_critical,0,
