use_case_id_2024,tagged_by_agent,entry_type,is_generative_ai,ai_sophistication,deployment_scope,confidence,reasoning,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,is_enterprise_wide,architecture_type,has_model_training,use_type,is_public_facing,scope_detail
35032,agentA,custom_system,0,classical_ml,bureau,medium,'ML model to suggest if a purchase may be a taggable asset' — classification model for procurement metadata.,,,,,,,,,,,,0,inference_only,,administrative,,JPL
35036,agentA,product_deployment,1,general_llm,office,high,Names 'Wellsaid' as COTS purchased to 'generate placeholder voice over' — generative speech synthesis.,,,1,WellSaid,WellSaid Labs,,,,,,,0,inference_only,,administrative,,NSF OLPA
35050,agentA,bespoke_application,1,general_llm,department,high,'Provide draft PD content generated through large language models (LLMs)' informed by curated PD library — RAG over LLM.,,,,,,,,,,,,0,rag_pipeline,,administrative,,OPM
35060,agentA,custom_system,0,predictive_analytics,department,high,'Numerical scores for each disability case' indicating likelihood of 'medical improvements' — predictive scoring.,,,0,,,,,,,,,0,inference_only,,mission_critical,,SSA
35099,agentA,custom_system,0,nlp_specific,office,high,'Created a custom Natural Language Processing (NLP) model' to flag mismatched tags.,,,,,,,,,,,,0,inference_only,,administrative,,State Dept F bureau
35141,agentA,bespoke_application,0,nlp_specific,bureau,high,Explicit 'answers… not created by Generative AI'; intent-classifier voicebot using NLP.,,,,,,,,,,,,0,inference_only,,mission_critical,1,IRS
35159,agentA,product_deployment,0,computer_vision,office,high,'Commercial Off The Shelf (COTS)' Axon Redaction Studio uses CV 'AI masking' on body cam footage.,,,1,Redaction Studio,Axon,,,,,,,0,inference_only,,mission_critical,,IRS CI
35299,agentA,bespoke_application,0,computer_vision,office,medium,'Uses 3D scans to streamline nutrition and mortality data collection' — anthropometric CV/analytics.,,,,,,,,,,,,0,inference_only,,mission_critical,1,USAID BHA Somalia
35371,agentA,bespoke_application,1,general_llm,bureau,high,'Generate metadata for NRCS datasets… through generative AI' — explicitly generative.,,,,,,,,,,,,0,inference_only,,administrative,,NRCS
35391,agentA,product_deployment,0,classical_ml,bureau,high,'BirdNET quickly scans thousands of hours of forest audio recordings' — bioacoustic CNN.,,,0,BirdNET,,,,,,,,0,inference_only,,research,,Forest Service
35410,agentA,custom_system,0,classical_ml,department,high,'Isolation forest model' that 'automatically runs daily' on TCR data — classical anomaly detection.,,,,,,,,,,,,0,inference_only,,it_operations,,CFTC
35414,agentA,product_deployment,1,general_llm,enterprise_wide,high,Title is 'Microsoft Copilot Integration' producing 'AI generated text' — agency-wide COTS LLM deployment.,1,,1,Microsoft Copilot,Microsoft,1,,,,,,1,inference_only,,administrative,,EAC
35478,agentA,product_deployment,0,nlp_specific,office,medium,"'COTS software' uses ML to 'receive, organize, search' ESI — eDiscovery NLP, predictive coding style.",,,1,,,,,,,,,0,inference_only,,administrative,,FDIC Legal Division
35482,agentA,bespoke_application,1,general_llm,department,low,'Address the growing backlog of project interconnection requests' via document analysis — likely LLM-assisted.,,,,,,,,,,,,0,unknown,,mission_critical,,FERC
35500,agentA,product_feature,0,nlp_specific,department,medium,'Predictive word technology' built into Apple iOS — a baked-in product feature.,,,1,Apple iOS predictive text,Apple,,,,,,,0,inference_only,,administrative,,FHFA
35507,agentA,custom_system,0,classical_ml,department,medium,'Automatic detection of network-based security risks' producing problem notifications — anomaly/SIEM ML.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Federal Reserve Board
35563,agentA,bespoke_application,1,general_llm,department,high,"'AI-powered chat interface, similar to ChatGPT' over digital archives — RAG-style LLM over archival corpus.",,,,,,,,,,,,0,rag_pipeline,,mission_critical,1,NARA
35577,agentA,custom_system,0,classical_ml,office,low,'Automating the identification of failures to file certain forms' — classification of filings.,,,,,,,,,,,,0,unknown,,mission_critical,,SEC IM
35596,agentA,custom_system,0,predictive_analytics,office,medium,'Identifies potentially manipulative trading activity' — anomaly/predictive analytics over registrant data.,,,,,,,,,,,,0,inference_only,,mission_critical,,SEC EXAMS
35606,agentA,bespoke_application,1,general_llm,department,high,"'Generates multiple versions of titles', 'SEO-friendly tags', and 'concise summaries' — generative content LLM.",,,,,,,,,,,,0,inference_only,,administrative,1,USAGM
35812,agentA,product_deployment,0,computer_vision,bureau,high,'FDA-cleared medical device' assisting CT clinicians — clinical imaging AI.,,,1,CT CoPilot,,,,,,,,0,inference_only,,mission_critical,,VHA
35855,agentA,custom_system,0,predictive_analytics,office,medium,'Statistical and predictive methods to evaluate geochemical and geotechnical data' — predictive stats tool.,,,,,,,,,,,,0,inference_only,,mission_critical,,TVA Generation
35877,agentA,custom_system,0,predictive_analytics,office,high,'Multi-scale graph neural network-based autoregressive model… trained on ERA5 reanalysis' — custom weather forecasting model.,,,0,,,,,,,,,0,custom_trained,1,mission_critical,,TVA Riverfleet
35880,agentA,product_deployment,0,classical_ml,department,medium,'Proprietary machine learning algorithm' inside a WAF that 'protects web applications' — ML-augmented WAF.,,,1,,,,,,,,,0,inference_only,,cybersecurity,,TVA
35891,agentA,product_feature,0,classical_ml,bureau,medium,Names 'Azure Data Factory… smart and intelligent features like anomaly detection' — embedded product features.,,,1,Azure Data Factory,Microsoft,0,,,,,,0,inference_only,,it_operations,,ATF
36013,agentA,product_deployment,0,computer_vision,bureau,low,"'Tool facilitates audio and video recording within FBI custodial interview rooms' — AV capture with embedded AI, narrative thin.",,,1,,,,,,,,,0,inference_only,,mission_critical,,FBI
36130,agentA,generic_use_pattern,1,general_llm,bureau,high,Title 'Generative AI Usage' and 'sample paragraphs that may assist in the writing process' — broad LLM use.,1,,,,,,,,,,,0,inference_only,,administrative,,FSA
36179,agentA,product_deployment,1,general_llm,bureau,high,"'AWS Bedrock' for 'text generation, summarization, conversational AI' — Bedrock foundation models.",,,1,Amazon Bedrock,AWS,,,,,,1,0,inference_only,,administrative,,FSA
36183,agentA,generic_use_pattern,0,classical_ml,department,low,"'Shared service environments for operational AI use cases' — platform/infra, not itself an AI model.",,,,,,,,,,,,0,unknown,,it_operations,,DOT CAIO
36191,agentA,custom_system,0,nlp_specific,office,high,'Automated review of accident narratives' producing categorical classification — text classifier.,,,0,,,,,,,,,0,inference_only,,mission_critical,,FAA AJO
36218,agentA,generic_use_pattern,0,classical_ml,department,low,'AI Emerging Technology Team members' coordinating governance — not an AI system per se.,,,,,,,,,,,,0,unknown,,administrative,,DOT
36219,agentA,generic_use_pattern,1,general_llm,bureau,medium,'Guidelines on usage of commercially available Generative Artificial Intelligence' — policy/governance over LLM use.,1,,,,,,,,,,,0,inference_only,,administrative,,NHTSA
36239,agentA,custom_system,0,classical_ml,office,low,"'Automate current manual processes' for flight standards inspectors — narrative thin, classical automation.",,,,,,,,,,,,0,unknown,,administrative,,FAA AVS
36260,agentA,custom_system,0,predictive_analytics,department,high,'Estimate loan default probability' under 'economic stress scenarios' — predictive analytics.,,,0,,,,,,,,,0,inference_only,,mission_critical,,NCUA
