_pass_dir,_agent,entry_kind,entry_id,canonical_name,evidence_quote,confidence,_drop_reason
linkage_pass_2026-05,agent_a,use_case,65703,GitHub Copilot,"Integration of AI, specifically CoPilot for GitHub",high,no signature for old_id=65703 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65710,Microsoft Azure Platform,smart features automatic data indexing,high,no signature for old_id=65710 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65749,Microsoft Azure Platform,Azure Platform/Tools - Network Routing,high,no signature for old_id=65749 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65840,Exiger DDIQ,Exiger Supply Chain Risk Management - DDIQ Research Engine,high,no signature for old_id=65840 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65841,Exiger DDIQ,Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics,high,no signature for old_id=65841 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65887,AWS Transcribe,"Voicemail Transcription, Translation and Summarization",high,no signature for old_id=65887 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65938,FOIAXpress AI,FOIA Production Tools,high,no signature for old_id=65938 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65955,GitHub Copilot,Code Development,high,no signature for old_id=65955 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66007,Microsoft Azure Platform,Audio Transcription,high,no signature for old_id=66007 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66011,Microsoft HoloLens,AI used to train Inspectors,high,no signature for old_id=66011 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66015,Microsoft Azure Platform,Automatic Document Processing,high,no signature for old_id=66015 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66024,Amazon Comprehend,Using Amazon Web Services Personal Identifying Information scrubber,high,no signature for old_id=66024 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66025,AWS Lex,Workforce Recruitment Program (WRP) Website Chatbot Assistant,high,no signature for old_id=66025 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66117,iCatalyst RPA,IPAC RPA Bot,high,no signature for old_id=66117 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66118,Skillsoft Percipio CAISY,CAISY - Artificial Intelligence System Skillsoft Percipio,high,no signature for old_id=66118 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66121,iCatalyst RPA,Legislation Comment Categorization,high,no signature for old_id=66121 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66122,iCatalyst RPA,Customer Service Support,high,no signature for old_id=66122 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66123,iCatalyst RPA,Comment Categorization,high,no signature for old_id=66123 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66124,iCatalyst RPA,Azure AI Internal General Q&A,high,no signature for old_id=66124 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66218,Thomson Reuters CLEAR,Criminal Background Investigation,high,no signature for old_id=66218 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66222,Thomson Reuters CLEAR,Background Check Web Application,high,no signature for old_id=66222 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66227,Thomson Reuters CLEAR,Background Check Tool for Fraud Investigations,high,no signature for old_id=66227 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66236,Westlaw AI,AI Enabled Assistant Legal Research,high,no signature for old_id=66236 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66309,AWS Lex,IVR Automated Voice Assistant,high,no signature for old_id=66309 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66507,UiPath Enterprise RPA,OFR Robotics and Process Automation (ORPA),high,no signature for old_id=66507 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66528,Skyward CEDAR/CLAW,CMS Labor Analysis Wizard (CLAW),high,no signature for old_id=66528 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66530,Skyward CEDAR/CLAW,AI Workspace,high,no signature for old_id=66530 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66542,Skyward CEDAR/CLAW,Skyward IT Solutions,high,no signature for old_id=66542 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66642,PLATES/FoodTrak,Product Label and Text Extraction System (PLATES),high,no signature for old_id=66642 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66653,Precise MLaaS,Filer Evaluation prioritization,high,no signature for old_id=66653 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66700,NanCI,NanCI: Connecting Scientists,high,product 'NanCI' not in catalog
linkage_pass_2026-05,agent_a,use_case,66701,H2O GPTe,NBS Virtual Assistant,high,no signature for old_id=66701 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66730,Leica Aivia,Aivia,high,no signature for old_id=66730 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66772,Shabash Merops,Merops,high,no signature for old_id=66772 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67236,AWS Rekognition,Amazon Rekognition SAAS,high,no signature for old_id=67236 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67304,Dataminr First Alert,Timely awareness of transportation safety events,high,no signature for old_id=67304 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67312,Microsoft 365 Copilot,Business Development,high,no signature for old_id=67312 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67348,Skillsoft Percipio CAISY,Training Conversation Tool,high,no signature for old_id=67348 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67358,Aretec NEAT,Name Matching,high,no signature for old_id=67358 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67359,Aretec NEAT,Parsing of Plain Language Descriptions,high,no signature for old_id=67359 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67365,Aretec NEAT,Identification of Potentially Manipulative Activity,high,no signature for old_id=67365 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67396,Lexis+ AI,Legal Research (Lexis+),high,no signature for old_id=67396 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67414,AWS Textract,Mobile Wage Reporting,high,no signature for old_id=67414 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67415,AWS Lex,SSA 800# Public Question & Answer Bot,high,no signature for old_id=67415 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67418,Azure Speech,Speech to Text Video Transcription,high,no signature for old_id=67418 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67429,Skillsoft Percipio CAISY,Training Interaction Simulator,high,no signature for old_id=67429 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67448,Google Cloud Platform,Within Grade Increase Data Extraction Automation,high,no signature for old_id=67448 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67449,Google Cloud Platform,DS-5528 Promissory Note Automation,high,no signature for old_id=67449 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67683,Expert.ai Cogito,NAL Automated Indexing,high,no signature for old_id=67683 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67693,RedCastle Forest Health,Forest Health Detection Monitoring,high,no signature for old_id=67693 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67738,UiPath Enterprise RPA,Incident Invoice Document Understanding,high,no signature for old_id=67738 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67771,ACCRETE ARGUS,ARGUS AI Supply Chain Interference,high,no signature for old_id=67771 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67782,VegSpec,Vegetation Specifications Suite (VegSpec),high,product 'VegSpec' not in catalog
linkage_pass_2026-05,agent_a,use_case,67786,UiPath Enterprise RPA,Annual Soil Refresh Data Staging Server Automation,high,no signature for old_id=67786 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67802,RedCastle Forest Health,Automated Road Mapping,high,no signature for old_id=67802 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,64929,Google Vertex AI,Google Colab and VertexAI,high,no signature for old_id=64929 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65066,ChatGPT,"Using ChatGPT4 /DALLE3, Adobe Sensei and similar for design ideation and image generation",high,no signature for old_id=65066 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65066,DALL-E,"Using ChatGPT4 /DALLE3, Adobe Sensei and similar for design ideation and image generation",high,no signature for old_id=65066 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65094,Google Vertex AI,LLM support for NIST research (Google Vertex),high,no signature for old_id=65094 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65785,Skillsoft Percipio CAISY,Percipio Skillsoft,high,no signature for old_id=65785 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65832,Westlaw AI,Thomson Reuters Drafting Assistant Tool for MS Word,medium,no signature for old_id=65832 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65864,Adobe Firefly,Adobe has function that enables the generation of images.,medium,no signature for old_id=65864 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65864,Adobe Creative Cloud Suite,Adobe has function that enables the generation of images.,medium,no signature for old_id=65864 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65878,UiPath Enterprise RPA,UiPath states that it is an automation software that has intelligent document creating capabilities,high,no signature for old_id=65878 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65888,UiPath Enterprise RPA,UiPath Document Understanding,high,no signature for old_id=65888 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,66188,Microsoft Power Platform,Microsoft Power Apps,high,no signature for old_id=66188 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,66348,Elastic Stack,"utilizing Elastic Machine Learning and Amazon SageMaker, the system performs time series analysis on log data",high,no signature for old_id=66348 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68104,Articulate 360 AI Assistant,Articulate 360: AI Assistant,high,no signature for old_id=68104 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68109,UiPath Enterprise RPA,UiPath Document Understanding,high,no signature for old_id=68109 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68110,Axon Evidence,AI is used to aid in Redaction of recorded Video footage and recorded Audio footage.,high,no signature for old_id=68110 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68199,Microsoft Power Platform,Microsoft Power Automate and AI,high,no signature for old_id=68199 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68203,Adobe Creative Cloud Suite,Adobe Creative Cloud,high,no signature for old_id=68203 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9853,Adobe Creative Cloud Suite,"Adobe creative suite, TV eyes",high,no signature for old_id=9853 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9860,GitHub Copilot,GitHub Enterprise 1.0,high,no signature for old_id=9860 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9898,Microsoft 365 Copilot,"Azure Synapse Analytics, Copilot",medium,no signature for old_id=9898 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9899,Adobe Creative Cloud Suite,"Adobe Premiere Spech to Text, Copilot",high,no signature for old_id=9899 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9899,Microsoft 365 Copilot,"Adobe Premiere Spech to Text, Copilot",medium,no signature for old_id=9899 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9993,Adobe Creative Cloud Suite,Adobe,high,no signature for old_id=9993 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9994,Sprout Social,Sprout,high,no signature for old_id=9994 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10251,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10251 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10252,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10252 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10255,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10255 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10259,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10259 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10268,Apple Face ID,iPhones,high,no signature for old_id=10268 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10308,Apple Face ID,Apple,high,no signature for old_id=10308 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10313,Adobe Creative Cloud Suite,Adobe Connect,low,no signature for old_id=10313 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10318,Microsoft Azure Platform,"Azure, Amazon Web Services, Mural",medium,no signature for old_id=10318 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10366,Google Maps,Googel Maps,high,no signature for old_id=10366 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10405,LexisNexis,Law360 (Lexis Nexis),high,no signature for old_id=10405 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10419,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10419 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10421,Microsoft 365 Copilot,CoPilot,high,no signature for old_id=10421 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10433,Adobe Creative Cloud Suite,Adobe Suite,high,no signature for old_id=10433 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10601,Microsoft 365 Copilot,Copilot,high,no signature for old_id=10601 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,64700,Google Vertex AI,"Using Vertex AI and other GCP services, the system identifies and categorizes content that may require redaction",high,no signature for old_id=64700 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67917,Microsoft AI Builder,Implementing AI Builder will tangibly improve Veterans' experience,high,no signature for old_id=67917 (not in inputs or backups)
linkage_pass_2026-05,fixup_validity,use_case,65573,Ultralytics YOLO,Ultralytics YOLO,strong,no signature for old_id=65573 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64761,CBP Translate,via add_product,strong,no signature for old_id=64761 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64765,Traveler Verification Service,via add_product,strong,no signature for old_id=64765 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64776,ERNIE Radiological Detection,via add_product,strong,no signature for old_id=64776 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64779,Consular Consolidated Database Facial Recognition,via add_product,strong,no signature for old_id=64779 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64784,AIS Resume Screening Tool,via add_product,strong,no signature for old_id=64784 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64787,Rohde & Schwarz QPS Walk-Through Scanner,via add_product,strong,no signature for old_id=64787 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64790,USCIS Text Analytics,via add_product,strong,no signature for old_id=64790 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64792,USCIS Verification Match Model,via add_product,strong,no signature for old_id=64792 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64793,USCIS Customer Profile Management System Facial Recognition,via add_product,strong,no signature for old_id=64793 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64794,Person-Centric Identity Services Deduplication Model,via add_product,strong,no signature for old_id=64794 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64796,Advanced Trade Analytics Platform,via add_product,strong,no signature for old_id=64796 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64802,PDRI Remote Proctor,via add_product,strong,no signature for old_id=64802 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64808,ATS Passport Anomaly Model,via add_product,strong,no signature for old_id=64808 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64810,ATS Trade Entity Risk Model,via add_product,strong,no signature for old_id=64810 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64811,RAVEn Investigative Prioritization Aggregator,via add_product,strong,no signature for old_id=64811 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64812,RAVEn Translation and Transcription Service,via add_product,strong,no signature for old_id=64812 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64819,CANDA UEBA,via add_product,strong,no signature for old_id=64819 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64820,Biometrics Enrollment Tool,via add_product,strong,no signature for old_id=64820 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64821,ELIS Name and DOB Harvesting Service,via add_product,strong,no signature for old_id=64821 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64822,ELIS Card Photo Validation Service,via add_product,strong,no signature for old_id=64822 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64828,ClassifAI,via add_product,strong,no signature for old_id=64828 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64837,CISAChat,via add_product,strong,no signature for old_id=64837 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64838,Nightwing PII Detection,via add_product,strong,no signature for old_id=64838 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64851,RAVEn Normalization Services,via add_product,strong,no signature for old_id=64851 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64863,ELIS Evidence Classifier Service,via add_product,strong,no signature for old_id=64863 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,64866,RAIO AI Interview Simulator,via add_product,strong,no signature for old_id=64866 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65147,APT Analytics,via add_product,strong,no signature for old_id=65147 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65148,DOE Traffic Predictive Control,via add_product,strong,no signature for old_id=65148 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65150,SEA-CROGS,via add_product,strong,no signature for old_id=65150 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65154,DOE ML for Disadvantaged Community Identification,via add_product,strong,no signature for old_id=65154 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65155,DOE EV Delivery Parking Identification,via add_product,strong,no signature for old_id=65155 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65165,NLCOO Lessons Learned AI,via add_product,strong,no signature for old_id=65165 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65178,MAPPRITE,via add_product,strong,no signature for old_id=65178 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65190,INL Intelligent Automation,via add_product,strong,no signature for old_id=65190 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65210,LANL AI Portal,via add_product,strong,no signature for old_id=65210 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65239,Merlin,via add_product,strong,no signature for old_id=65239 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65253,DOE Soil Moisture Modeling,via add_product,strong,no signature for old_id=65253 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65263,SRNS Computer Vision Defect Detection,via add_product,strong,no signature for old_id=65263 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65316,SRNS AI Tailored Learning,via add_product,strong,no signature for old_id=65316 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65332,SRNS AI Drafting Assistant,via add_product,strong,no signature for old_id=65332 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65379,LISA Chatbot,via add_product,strong,no signature for old_id=65379 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65397,COREII,via add_product,strong,no signature for old_id=65397 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65398,INL Classified Subject Area GenAI,via add_product,strong,no signature for old_id=65398 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65412,SRNS AI Form and Questionnaire Assistant,via add_product,strong,no signature for old_id=65412 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65430,SRNS Operational Efficiency ML,via add_product,strong,no signature for old_id=65430 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65467,BSEE Corrosion Classifier,via add_product,strong,no signature for old_id=65467 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65534,Google Earth Engine Wetlands Classifier,via add_product,strong,no signature for old_id=65534 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65604,USGS Flow Photo Explorer,via add_product,strong,no signature for old_id=65604 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65718,Federal Docket Management System,via add_product,strong,no signature for old_id=65718 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65719,FINDER (ATF),via add_product,strong,no signature for old_id=65719 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65728,SWBTRAC,via add_product,strong,no signature for old_id=65728 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65775,DEA GenAI R&D Sandbox,via add_product,strong,no signature for old_id=65775 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65813,ASCVD Risk Estimator,via add_product,strong,no signature for old_id=65813 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65815,FBOP Automated Staffing Tool,via add_product,strong,no signature for old_id=65815 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65826,FBOP Pathfinder,via add_product,strong,no signature for old_id=65826 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65835,Truview,via add_product,strong,no signature for old_id=65835 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65858,Axon,via add_product,strong,no signature for old_id=65858 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65872,JAWS Screen Reader,via add_product,strong,no signature for old_id=65872 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65940,DOJ Receipt Extraction Tool,via add_product,strong,no signature for old_id=65940 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65965,TransUnion TLOxp,via add_product,strong,no signature for old_id=65965 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65970,MIT Lincoln Lab Speech Translation,via add_product,strong,no signature for old_id=65970 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65973,Bates White Economic Consulting AI,via add_product,strong,no signature for old_id=65973 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,65992,Adobe Premiere Pro,via add_product,strong,no signature for old_id=65992 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66023,BLS Expenditure Classification Autocoder,via add_product,strong,no signature for old_id=66023 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66028,Worker PLUS,via add_product,strong,no signature for old_id=66028 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66032,DOL Auntee Bot,via add_product,strong,no signature for old_id=66032 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66042,MSHA AI Headset,via add_product,strong,no signature for old_id=66042 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66116,FSA Aidan Chatbot,via add_product,strong,no signature for old_id=66116 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66172,EPA Agency Records Management System,via add_product,strong,no signature for old_id=66172 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66177,EPA RCRA PA,via add_product,strong,no signature for old_id=66177 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66219,Equifax Background Screening,via add_product,strong,no signature for old_id=66219 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66231,FERC Zvolvant Comment Analysis,via add_product,strong,no signature for old_id=66231 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66232,FERC Zvolvant Inspection AI,via add_product,strong,no signature for old_id=66232 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66233,FERC Zvolvant Market Surveillance,via add_product,strong,no signature for old_id=66233 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66234,FERC Zvolvant Interconnection Assistant,via add_product,strong,no signature for old_id=66234 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66235,FERC Zvolvant Permitting Assistant,via add_product,strong,no signature for old_id=66235 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66248,Microsoft SQL Server Intelligent Query Processing,via add_product,strong,no signature for old_id=66248 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66288,Benefits Manager Virtual Assistant,via add_product,strong,no signature for old_id=66288 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66291,FRTIB AVA,via add_product,strong,no signature for old_id=66291 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66292,FRTIB Fraud Detection,via add_product,strong,no signature for old_id=66292 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66293,FRTIB Contact Center AI,via add_product,strong,no signature for old_id=66293 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66297,FTC Sentinel PSC Classification,via add_product,strong,no signature for old_id=66297 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66299,FTC Sentinel Chatbot,via add_product,strong,no signature for old_id=66299 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66301,FTC Sentinel Graph Analytics,via add_product,strong,no signature for old_id=66301 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66302,FTC Sentinel Analytic Sandbox,via add_product,strong,no signature for old_id=66302 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66303,FTC Sentinel Developer Productivity,via add_product,strong,no signature for old_id=66303 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66310,FTC GenAI Mail Scan,via add_product,strong,no signature for old_id=66310 (not in inputs or backups)
