slug,agency,ai_use_case,unit_counted,population,org_scope,stratum,confidence,reasoning
nea-transcribing-summarizing-or-other-efforts-that-improve-the-accessibility-of-a-vi,NEA,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI.",employees,all_staff,enterprise,general,medium,Meeting transcription/accessibility via M365 Copilot is general productivity functionality tenant-wide; small agency makes agency-wide read plausible.
nea-using-ai-assisted-tools-in-word-processors,NEA,Using AI-assisted tools in word processors.,employees,all_staff,enterprise,general,medium,Word-processor AI assistance via Microsoft Copilot is the canonical general-chat productivity case; small agency makes agency-wide read plausible.
ncua-creating-visual-representations-of-data-sets-for-reports-or-presentations-using-,NCUA,Creating visual representations of data sets for reports or presentations using AI.,employees,office_staff,unknown,general,low,"Report visualization is a general drafting task, but commercial_product is just ""Various"" with no linked product or headcount to check plausibility against, so scope/population are uncertain."
ncua-editing-images-videos-or-other-public-affairs-materials-using-ai,NCUA,"Editing images, videos, or other public affairs materials using AI.",employees,occupation:comms,component,comms,medium,"Narrative explicitly names ""public affairs materials,"" pointing to the comms shop despite the unspecified ""Various"" product."
ncua-generating-code-using-ai,NCUA,Generating code using AI.,employees,occupation:developers,component,technical,medium,"""Generating code using AI"" is unambiguously a developer task even though the specific tool is unspecified (""Various"")."
ncua-generating-first-drafts-of-documents-briefing-or-communication-materials-using-a,NCUA,"Generating first drafts of documents, briefing, or communication materials using AI.",employees,office_staff,unknown,general,low,"Document drafting is a general chat task, but ""Various"" gives no specific product or scope signal."
ncua-improving-the-quality-of-written-communications-using-ai-tools,NCUA,Improving the quality of written communications using AI tools.,employees,office_staff,unknown,general,low,"Writing-quality assistance is general productivity AI; ""Various"" product with no headcount leaves scope uncertain."
ncua-logging-and-analyzing-time-spent-on-tasks-using-ai-powered-time-management-tools,NCUA,Logging and analyzing time spent on tasks using AI-powered time management tools.,employees,office_staff,unknown,general,low,"Time-management tooling is treated as general productivity by default; ""Various"" gives no product specifics to refine further."
ncua-managing-and-prioritizing-internal-service-or-help-desk-tickets-using-ai,NCUA,Managing and prioritizing internal service or help desk tickets using AI.,employees,single_component,component,general,low,"Help-desk ticket triage is an IT/support-office function (""single_component""); no stratum category matches IT ops precisely so defaulting to general."
ncua-managing-or-implementing-security-controls-for-information-systems-e-g-cybersecu,NCUA,"Managing or implementing security controls for information systems (e.g., cybersecurity) using AI",devices_endpoints,unknown,enterprise,excluded_not_seats,medium,"Matches the instructions' canonical ""security controls for information systems"" pattern (worked example 2, endpoint agents); product name unspecified (""Various"") so confidence is not high."
ncua-scheduling-internal-to-government-meetings-or-appointments-or-setting-reminders-,NCUA,Scheduling internal-to-government meetings or appointments or setting reminders using AI.,employees,office_staff,unknown,general,low,"Scheduling/reminders is general productivity AI by default; ""Various"" gives no specifics on tool or rollout scope."
ncua-searching-for-agency-information-using-a-knowledge-retrieval-system,NCUA,Searching for agency information using a knowledge retrieval system.,employees,office_staff,unknown,general,low,"Knowledge retrieval/search is general chat functionality by default; ""Various"" gives no specifics on tool or rollout scope."
ncua-summarizing-the-key-points-of-a-lengthy-report-using-ai,NCUA,Summarizing the key points of a lengthy report using AI.,employees,office_staff,unknown,general,low,"Report summarization is general chat/productivity functionality by default; ""Various"" gives no specifics."
ncua-transcribing-summarizing-or-other-efforts-that-improve-the-accessibility-of-a-vi,NCUA,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI.",employees,office_staff,unknown,general,low,"Meeting transcription/accessibility is general productivity functionality by default; ""Various"" gives no specifics."
ncua-unlocking-smartphones-or-other-devices-without-the-need-for-passwords-or-pins-us,NCUA,Unlocking smartphones or other devices without the need for passwords or PINs using AI-based facial recognition technology.,devices_endpoints,unknown,enterprise,excluded_not_seats,high,"Facial-recognition phone unlock is a device feature per phone, not a person-seat; matches the instructions' explicit device/biometric exclusion pattern and the band bump to 101-1000 fits a device count."
ncua-using-ai-assisted-tools-in-word-processors,NCUA,Using AI-assisted tools in word processors.,employees,office_staff,unknown,general,low,"Word-processor AI assistance is the canonical general-chat productivity case by default; ""Various"" gives no specifics."
gsa-creating-visual-representations-of-data-sets-for-reports-or-presentations-using-,GSA,Creating visual representations of data sets for reports or presentations using AI.,employees,occupation:data_scientists,component,technical,high,"""Genie in Databricks"" is a data-analytics/BI copilot for data teams; a 101-1000 band out of a 12,500-employee agency is plausible as a data-analyst/data-scientist subset, not agency-wide."
gsa-editing-images-videos-or-other-public-affairs-materials-using-ai,GSA,"Editing images, videos, or other public affairs materials using AI.",employees,all_staff,enterprise,general,medium,"Band 10,000-50,000 at a 12,500-headcount agency is far larger than any plausible public-affairs/comms team, indicating GSA reported its enterprise-wide Gemini for Google Workspace license count on this row rather than a task-specific figure; the population (nearly the whole agency) overrides the comms-sounding narrative, so this reads as the general enterprise chat rollout."
gsa-generating-code-using-ai,GSA,Generating code using AI.,employees,occupation:developers,component,technical,high,"GitHub Copilot for ""generating code"" is a developer tool; 101-1000 out of 12,500 headcount is plausible as GSA's developer population."
gsa-generating-first-drafts-of-documents-briefing-or-communication-materials-using-a,GSA,"Generating first drafts of documents, briefing, or communication materials using AI.",employees,all_staff,enterprise,general,medium,"Same ""Gemini for Google Workspace"" / 10,000-50,000 band pattern repeated across multiple GSA rows (12,500 headcount) — reads as the enterprise-wide Workspace Gemini deployment counted per task rather than task-specific headcount."
gsa-planning-travel-routes-using-ai-driven-map-applications,GSA,Planning travel routes using AI-driven map applications.,employees,all_staff,enterprise,excluded_not_seats,high,"""Google Maps on GFE by individual users"" for travel-route planning matches worked example 3 directly — consumer ambient map AI on staff-issued phones, not an AI work seat, despite the large enterprise-wide band."
gsa-searching-for-agency-information-using-a-knowledge-retrieval-system,GSA,Searching for agency information using a knowledge retrieval system.,employees,all_staff,enterprise,general,high,"Band 5,001-10,000 is roughly 40-80% of the 12,500-employee agency, consistent with GSA's USAi platform (Claude/Gemini/Meta models) having been rolled out broadly agency-wide for general knowledge search/chat."
gsa-summarizing-the-key-points-of-a-lengthy-report-using-ai,GSA,Summarizing the key points of a lengthy report using AI.,employees,all_staff,enterprise,general,medium,"Same ""Gemini for Google Workspace"" / 10,000-50,000 band as the other GSA general-chat rows — reads as the enterprise-wide rollout count, not a task-specific figure."
gsa-transcribing-summarizing-or-other-efforts-that-improve-the-accessibility-of-a-vi,GSA,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI.",employees,all_staff,enterprise,general,medium,"Same ""Gemini for Google Workspace"" / 10,000-50,000 band pattern as the other GSA rows citing that product — enterprise-wide rollout, not task-specific."
gsa-unlocking-smartphones-or-other-devices-without-the-need-for-passwords-or-pins-us,GSA,Unlocking smartphones or other devices without the need for passwords or PINs using AI-based facial recognition technology.,devices_endpoints,unknown,enterprise,excluded_not_seats,high,"""Face recognition for GFE phones"" is a per-device biometric feature, not a person-seat, per the instructions' explicit device/biometric exclusion."
gsa-using-ai-assisted-tools-in-word-processors,GSA,Using AI-assisted tools in word processors.,employees,all_staff,enterprise,general,medium,"Same ""Gemini for Google Workspace"" / 10,000-50,000 band pattern as the other GSA rows citing that product — enterprise-wide rollout, not task-specific."
fcc-generating-code-using-ai,FCC,Generating code using AI.,employees,occupation:developers,component,technical,medium,"""Generating code using AI"" via Copilot/AWS Q Developer/Azure OpenAI is a developer task; band 101-1000 at 1,500 headcount is plausible for FCC's technical staff, though the upper bound (67% of headcount) is generous for developers alone."
fcc-generating-first-drafts-of-documents-briefing-or-communication-materials-using-a,FCC,"Generating first drafts of documents, briefing, or communication materials using AI.",employees,all_staff,enterprise,general,medium,"M365 Copilot document drafting is general chat functionality; band 101-1000 at 1,500 headcount (up to 67%) suggests broad, plausibly agency-wide, adoption."
fcc-improving-the-quality-of-written-communications-using-ai-tools,FCC,Improving the quality of written communications using AI tools.,employees,all_staff,enterprise,general,medium,"M365 Copilot writing-quality assistance is general productivity AI; band 101-1000 at 1,500 headcount suggests broad agency-wide adoption."
fcc-logging-and-analyzing-time-spent-on-tasks-using-ai-powered-time-management-tools,FCC,Logging and analyzing time spent on tasks using AI-powered time management tools.,employees,single_component,component,general,low,"Product listed is ""AWS Q Developer (Gen AI-powered assistant),"" a coding tool, paired with a time-management use case — the product/task pairing looks like a filing mismatch, so unit/population are genuinely uncertain; small band (1-100) suggests a narrow office rather than agency-wide."
fcc-managing-or-implementing-security-controls-for-information-systems-e-g-cybersecu,FCC,"Managing or implementing security controls for information systems (e.g., cybersecurity) using AI",devices_endpoints,unknown,enterprise,excluded_not_seats,high,"Microsoft Defender XDR for ""security controls for information systems"" is the canonical endpoint-security pattern (worked example 2); band 1001-5000 far exceeds the 1,500 headcount, confirming this counts devices, not people."
fcc-summarizing-the-key-points-of-a-lengthy-report-using-ai,FCC,Summarizing the key points of a lengthy report using AI.,employees,all_staff,enterprise,general,medium,"M365 Copilot report summarization is general chat functionality; band 101-1000 at 1,500 headcount suggests broad agency-wide adoption."
fcc-transcribing-summarizing-or-other-efforts-that-improve-the-accessibility-of-a-vi,FCC,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI.",employees,all_staff,enterprise,general,medium,"""Microsoft Teams integrated with Microsoft Copilot"" for meeting transcription/accessibility is a broad enterprise collaboration feature; band 1001-5000 upper bound exceeds the 1,500 headcount (likely meeting-instance rather than unique-employee counting), but the lower bound (1001, ~67% of headcount) is plausible as most of the agency having access."
fcc-using-ai-assisted-tools-in-word-processors,FCC,Using AI-assisted tools in word processors.,employees,all_staff,enterprise,general,medium,"M365 Copilot word-processor assistance is the canonical general-chat productivity case; band 101-1000 at 1,500 headcount suggests broad agency-wide adoption."
nlrb-generating-code-using-ai,NLRB,Generating code using AI.,employees,occupation:developers,component,technical,high,"""Generating code using AI"" via GitHub Copilot is unambiguously a developer tool; small band (1-100) fits a developer subset at NLRB."
nlrb-generating-first-drafts-of-documents-briefing-or-communication-materials-using-a,NLRB,"Generating first drafts of documents, briefing, or communication materials using AI.",employees,occupation:attorneys,component,legal,high,"Linked product is Westlaw AI (legal research); NLRB is a labor-law agency where attorneys/field agents dominate the professional staff, so document drafting here reads as a legal-research-assisted task for attorneys, not general chat, per the population-overrides-product rule."
nlrb-improving-the-quality-of-written-communications-using-ai-tools,NLRB,Improving the quality of written communications using AI tools.,employees,occupation:attorneys,component,legal,high,Same Westlaw AI product/legal-research context as the other NLRB Westlaw rows — writing-quality improvement here is for attorneys drafting legal documents.
nlrb-managing-and-prioritizing-internal-service-or-help-desk-tickets-using-ai,NLRB,Managing and prioritizing internal service or help desk tickets using AI.,employees,single_component,component,general,medium,ServiceNow Now Assist for help-desk ticket triage is an IT/support-office function; no stratum matches IT ops precisely so defaulting to general.
nlrb-searching-for-agency-information-using-a-knowledge-retrieval-system,NLRB,Searching for agency information using a knowledge retrieval system.,employees,office_staff,component,general,medium,"Plain Copilot knowledge search with no legal-research product linked; small band (1-100 of 1,200 headcount) suggests a narrow office rather than agency-wide, general chat/search functionality."
nlrb-summarizing-the-key-points-of-a-lengthy-report-using-ai,NLRB,Summarizing the key points of a lengthy report using AI.,employees,occupation:attorneys,component,legal,high,Same Westlaw AI product/legal-research context as the other NLRB Westlaw rows — report summarization here is for attorneys.
nlrb-using-ai-assisted-tools-in-word-processors,NLRB,Using AI-assisted tools in word processors.,employees,office_staff,component,general,medium,"Plain Copilot with no legal-research product linked for this row; small band (1-100 of 1,200 headcount) suggests a narrow office, general word-processor AI assistance."
