6b3a77a0ed3e23c4c0f4ca7f2f044ac8,DOJ,DOJ-0196,Dragon,"Automated word processing dictation and speech transcription.  The application is speech recognition software that initiates commands on a device or takes dictation into a word processing application.  The application assists individuals with reasonable accommodations related to and/or difficulty ty","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Nuance Communications (owned by Microsoft)","Department of Justice / OIG"
8d5bdc406c9a328c0aa6d54de82e3867,DOJ,DOJ-0117,Evidence.com,"Inefficient and costly manual evidence review","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Axon,"Department of Justice / EOUSA"
3ee55394554016ff9397fbfa1da47220,DOJ,DOJ-0226,"Facial Recognition Technology","Facial Recognition Technology helps to narrow down potential subjects for further investigative analysis. The AI assists with the possible identification of an investigative subject but the AI in this use case is only an investigative lead and never grounds for law enforcement actions. All leads gen","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Clearview AI","Department of Justice / USMS"
70ed2186a0f204723e7988e07833996d,DOJ,DOJ-0160,"Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN)","The tool uses pre-defined rules to score an inmate's recidivism risk level.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",,"Department of Justice / FBOP"
e2dad3264cb7bd968b68211cb68d721f,DOJ,DOJ-0181,Salesforce,"Addresses the problem of complex data analysis and decision making by providing AI-driven capabilities that simplify and accelerate the process.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Department of Justice / JMD / NSD"
3068ba1c20c0016c434911b631341040,DOJ,DOJ-0239,"Thomson Reuters CLEAR","Access to large data sets used for locating persons of interest.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Thomson Reuters","Department of Justice / USNCB"
aa57c8ca3030c1cf601665a5ca62d0b3,DOJ,DOJ-0230,"Unmanned Aerial Systems (UAS)","Collision avoidance","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Skydio,"Department of Justice / USMS"
643c7880ab2ac6852ffdf8b66d2d47a8,DOJ,DOJ-0114,Veritone,"Improve transcription and translation of written, video, and audio files","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Department of Justice / ENRD"
bd1eb0ca99be32c3e33aeab51491e81a,DOJ,DOJ-0171,Veritone,"","d) Retired – The use case was reported in the agency’s prior year’s inventory, but its development and/or use has since been discontinued.","a) No",,"Department of Justice / FBOP"
6d2b65f53f3185a9aee5200081ee4377,DOJ,DOJ-0244,Veritone,"Improve transcription and translation of written, video, and audio files","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Veritone,"Department of Justice / Department wide"
d5a60033b0a96b69bb697b8b8502a4e3,EAC,EAC-1,"AI Answers in Clearinghouse Network","AI Answers is a chatbot integrated into the Civic Roundtable platform that allows election officials to query AI about discussions and resources within the Clearinghouse Network. It provides a natural language method for navigating community content without searching the broader internet.","b) Pilot – The use case has been deployed in a limited test or pilot capacity.","a) No","Civic Roundtable","Clearinghouse Division"
87f94f4bd688b00a8c11f9f788356fbb,EAC,EAC-3,"Grants Lifecycle Application System","This tool is built into the Grants Division's grants management system, and it allows EAC staff to review high level trends among grant applications.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Groundswell,"Grants Division"
ee3bbed40fba7a8dca51aaaca8c645df,EAC,EAC-2,"Internal Generative AI Tools for Staff Productivity","These tools allow EAC staff to draft, edit, summarize, and rewrite documents; brainstorm ideas; and support plain-language improvements while adhering to the EAC’s AI Use Policy. The EAC uses widely available commercial AI capabilities embedded in productivity and communication tools, such as Micros","b) Pilot – The use case has been deployed in a limited test or pilot capacity.","a) No","OpenAI; Anthropic; Google; xAI; Perplexity; Microsoft","All EAC divisions where staff elect to use approved tools"
d8248d3fae1d5507c377c1d6dd68cab3,EAC,EAC-4,"Routing emails from shared inboxes","This EAC uses a single inbox for the majority of its public communications. This tool is intended to route those incoming messages to the appropriate individuals or inboxes immediately to decrease response time and improve custormer engagement.","b) Pilot – The use case has been deployed in a limited test or pilot capacity.","a) No","OpenAI; Anthropic; Google; xAI; Perplexity; Microsoft","All EAC Divisions"
6db95037b814c0e6343752a2e781fcc8,ED,,"Generative AI - Idea Suggestion","Managing and improving the Department's ability to leverage data as a strategic asset.",,,,"Office of the Chief Data Officer"
e7f142f7b2a8d430c4e11551b9a0e6c5,ED,,"Generative AI - Idea Suggestion","Implementing the operative principles identified in the Act requiring the establishment of a management framework to improve the planning and control of information technology investments and leading change to improve the efficiency and effectiveness of agency operations.",,,,"Office of the Chief Information Officer"
5c75506b5f65ef0646f1b99b46c77d16,ED,,"Generative AI - Idea Suggestion","Works to strengthen the capacity of colleges and universities to promote reform, innovation and improvement in postsecondary education, promote and expand access to postsecondary education and increase college completion rates for America’s students.",,,,"Office of Postsecondary Education"
e4787cf55bd57ddd9b17454af1d628ad,FCA,FCA-0007,"Examination knowledge assistant","Addresses challenges staff face in quickly searching across multiple documents and locating relevant references.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,
8d3d341579251a249d19379ac28a8ab5,FCA,FCA-0003,"Loan information retrieval","Democratizes data access by allowing users to find information using conversational language.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,
519d3cf490a29472b519ac40e0932a32,FCA,FCA-0004,"User training in agency learning management system","Current professional development training options do not completely meet emerging staff needs for softskill development.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,
b2916edf8a447b76d8ffbd334f45377f,FCC,FCC-0001,"AI-Enhanced ULS Reverse Engineering","Accelerates legacy code analysis and documentation that would otherwise require extensive manual review.","b) Pilot – The use case has been deployed in a limited test or pilot capacity.","a) No","Microsoft Azure Open AI, Securigence","Wireless Telecommunications Bureau (WTB)"
59a1cb8ec9803c90f9af115dd364c653,FCC,FCC-0006,"Automated Attachment Intelligence for FCC Licensing Systems","The AI system is designed to solve the challenge of extracting and organizing critical information embedded in attachments submitted across FCC licensing systems. Currently, staff must manually search through multiple systems and thousands of documents to locate ownership details and other key data,","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Wireless Telecommunications Bureau (WTB)"
733365ca46d94d842b3d1c26e9df448c,FCC,FCC-0005,"Automated Complaint Categorization for Enforcement Bureau","The AI model is designed to automate the categorization of consumer complaints received by the Enforcement Bureau. Currently, this process is performed manually by staff, which is time-consuming and prone to inconsistency. The model uses natural language processing (NLP) to classify complaint text b","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Enforcement Bureau (EB)"
b49bd1a66f86b64f74cdae5621aad580,FCC,FCC-0003,"Comment Legal Analysis & Review Assistant","Manually reviewing and analyzing large volumes of public comments, which is time-consuming, inconsistent, and resource-intensive for legal teams by automating the identification of key legal themes, sentiment, and duplicate content to support faster, more consistent, and scalable legal analysis.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Wireless Telecommunications Bureau (WTB)"
58bf04d2b8452b2956eb1b25ab59dcdb,FCC,FCC-0002,"ECFS Comment Analytics Deduplication Services (CADS)","Solves the challenge of efficiently analyzing large volumes of public comments by automating sentiment analysis, deduplication, and summarization.","d) Retired – The use case was reported in the agency’s prior year’s inventory, but its development and/or use has since been discontinued.","a) No",,"Wireline Competition Bureau (WCB)"
c14893ca80467efde234746d018fe4e3,FCC,FCC-0004,"SharePoint Copilot for Workflow Automation","Enables staff to efficiently manage and organize SharePoint content by automating repetitive tasks such as document tagging, summarization, and permission updates, reducing manual effort and improving consistency across teams.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Office of Engineering and Technology (OET)"
b7255043537194634ea81e87d04ea5b0,NCUA,NCUA-13-2025,"ADCo MBS/CMO Modeling","Provides inputs for MBS and CMO performance under stress scenarios","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Andrew Davidson & Co.",NCUA|ONES
fce74b6ea2a286776fe29dfef1367a38,NCUA,NCUA-14-2025,"CoStar CRE Modeling","Provides CRE performance projections under economic stress","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",CoStar,NCUA|ONES
6df74f6bf7288705e4e1908276b8f494,NCUA,NCUA-12-2025,"Moody’s Stress Test Modeling","Simulates economic scenarios to assess credit union financial resilience","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Moody’s Analytics",NCUA|ONES
898447616d740c100b2dceb996df549b,NEA,NEA-0003,"Categorizing Grant Subjects from Grant Applicants","Faster categorization of grants","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,NEA
c9f0344a66fb4c09c38ed99be9ec05a7,NEA,NEA-0004,"External ""Public Facing"" Chatbot","Public service chatbot to provide responses to grant applicant and NEA constituent questions","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,NEA
77c0b72585be5e2fcdf2a4ec37546a35,NEA,NEA-0001,"Managing Cybersecurity Controls","expedite the time it takes to find maliscious packets or intent with the agency's network","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,NEA
912f133acd24c33e8590569513790a2a,NEA,NEA-0002,"Managing Help Desk Tickets - Self Service","Reduce the number of IT help desk tickets","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,NEA
f91e75dfcdf0c3c7ac97f583231baaee,NIGC,NIGC-2,"Adobe Photoshop AI (AI Plugin)","Help researchers edit images, videos or other public affairs materials throughout the agency.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Adobe,
7fd77ca85916ac68c4ec4382d6639f6f,NIGC,NIGC-5,Articulate,"Assist trainers when creating and building out agency training modules.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Articulate,
cd8ea639bd14adf38963a58463140e7b,NIGC,NIGC-4,Canva,"Assist trainers when creating and building out agency training video modules.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Canva,
ce571c01f218a5a0d2a9810c3052a3e9,NIGC,NIGC-1,LexisNexus,"Generative AI-assisted legal research tool","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",LexisNexus,
de85af3c9b6e4c76f7f7198040102e65,NIGC,NIGC-3,"Microsoft Copilot","Assist researchers to search and locate information germaine to the agency data for regulation, compliance and information technology within web grounded agency data.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No",Microsoft,
e68212f5826b01f5fa7d9151bb9362ee,OSC,OSC-0001,"Copilot Studio","Help complainants select the most likely case type based on a description provided by the user.","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",Microsoft,OSC
6db376e01471683b5e9284e3b06d88d4,OSHRC,OSHRC-0001,"Westlaw Edge","Addresses inefficiencies and inaccuracies in legal research.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.","a) No","Thomson Reuters",OSHRC
f3c44c5c758600e697b41b8563839f8b,PBGC,"PBGC - 05","AI-Assisted Contracting Content/Document Creation","Automation, Content Generation Federal contracting/procurement can be an arduous and time-consuming task.","a) Pre-deployment – The use case is in a development or acquisition status.",,,"OMA/Procurement Dept."
0bdb3f2eebece117a3dd3d1935717784,PBGC,"PBGC - 017","AI-Assisted Market Financial Health and Credit Analysis","Research, Content Generation Monitoring and documenting the financial health and credit ratings of thousands of distressed companies is a complex and information-dense analysis process.","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.",,,ONR
9db420b1d7f8b90df3e8a1dde35a5ae6,PBGC,"PBGC - 06","AI-Assisted Recognition and Redaction for Legal/Litigation Matters","Automation, Data Analysis Manual review and redaction of audio and images can be labor intensive and potentially error prone.","a) Pre-deployment – The use case is in a development or acquisition status.",,,OGC/GLOD
d82739f301e101291839130f3fbf8d47,PBGC,"PBGC - 04","AI-Assisted Training Development","Content GenerationContent (text, audio, image/graphic) generation is a manual activities.","a) Pre-deployment – The use case is in a development or acquisition status.",,,"OMA / QMD / LDD"
ad2132beb62c422a2b12c7aa78916572,PBGC,"PBGC - 08","AI-Powered General Productivity","Research, Automation, Content Generation Manual processes, research, data analysis, etc. can be inefficient and time consuming, resulting in resource suboptimization and productivity losses.","a) Pre-deployment – The use case is in a development or acquisition status.",,,Enterprise
7078615a040b734d2a774c075ff09f5e,PBGC,"PBGC -13","Analysis of Plan Benefits for Standard Terminations","Research, Data Analysis Complex and often intricate plan benefits review and analysis.","a) Pre-deployment – The use case is in a development or acquisition status.",,,ONR
05c582306310677904976f356e03a1a1,PBGC,"PBGC - 10","Federal Accounting Statutes and Guidelines Alignment","Research, Data Analysis Alignment to Federal Executive Orders, Memorandums, Guidelines etc. to PBGC policies can be intricate, multi-faceted, and may need many sources at once to fully address Federal Financial Management requirements.","a) Pre-deployment – The use case is in a development or acquisition status.",,,OCFO
87fe182b2ab7ba4ddf76a7c8b772fbe5,PBGC,"PBGC - 02","IT Security Monitoring","Automation, Data Analysis Safeguarding PBGC data and content","c) Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.",,,"ITIOD - Security Operations"
488c9a81e25fbad6434266b177a2f7cf,PBGC,"PBGC - 11","IT Security and Privacy Control Assessment","Research, Data Analysis, Content Creation Referencing Federal Cybersecurity and Privacy guidelines, evaluation of controls, interruption of supporting evidence, and generation of meaning outputs is a constant/fluid initiative that requires substantial resource allocation and time.","a) Pre-deployment – The use case is in a development or acquisition status.",,,OIT/Privacy
991dbd0dd14edd3af8e36c2cc2b9f69e,PBGC,"PBGC -07","IT Service Management Virtual Agent and Automation","Automation, Content Generation Information Technology (IT) incident management is a continuous and at times repetitive,  resource-consuming task.","a) Pre-deployment – The use case is in a development or acquisition status.",,,ITIOD/Enterprise
c359d3b57637b403721a638058d0e47e,PBGC,"PBGC - 03","Intelligent, auto-generated meeting summaries, notes, and tasks","Automation, Content GenerationMeeting and task documentation, post meeting analysis, decision tracking, etc. are manual administrative actions that may take time and resources away from focusing on higher benefit activities.","a) Pre-deployment – The use case is in a development or acquisition status.",,,"PBGC Enterprise"
23114188d94885abbd02cf05fde76ece,PBGC,"PBGC - 14","Legislative and Regulatory Analysis / Automation (Actuarial/Financial)","Automation, Research, Data Analysis Collection, review, and evaluation of large unstructured data stores/sources","a) Pre-deployment – The use case is in a development or acquisition status.",,,"OPEA / PRAD"
f7640568bc5472f7580b15ec0ab9fac6,PBGC,"PBGC - 016","Media Content Generation","Content Creation Media Content ideation and drafting can be labor intensive","a) Pre-deployment – The use case is in a development or acquisition status.",,,"OPEA / COLAD"
f42e4a10a7e890bb9874426873d47322,PBGC,"PBGC - 09","Pension Plan Summary Report Assistance","Automation, Research, Data Analysis Complex, cumbersome, and often labor intensive/long time duration to evaluate large documents and data stores","a) Pre-deployment – The use case is in a development or acquisition status.",,,OBA
9b0c1c76f054070a09fbfcfdc2923baf,PBGC,"PBGC -12","Position Description Analysis and Consolidation","Research, Data AnalysisRepository of current Position Descriptions may have redundant and/or overly specific distinctions of various positions.","a) Pre-deployment – The use case is in a development or acquisition status.",,,OMA/HRD
f61f67edf2461b726041994273f387df,PBGC,"PBGC - 01","Synthetic Data Generation","Automation, Content Creation Addressing the need to test systems using non-production data","a) Pre-deployment – The use case is in a development or acquisition status.",,,"ITIOD/OGC Privacy"
03398fd7ef4fba8203378e5563089d67,STB,TBD,"Copilot for Appian","Facilitate analysis of filings and data submitted by parties in proceedings","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Surface Transportation Board"
923b8aadfcb1760949c685b91395b361,STB,TBD,RelativityOne,"Facilitate analysis of content associated with proceedings","a) Pre-deployment – The use case is in a development or acquisition status.","a) No",,"Surface Transportation Board"
