agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
DHS,CBP Careers Bot - Leo,over_contradict,CBP,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,2025-09-30 00:00:00,,C2RMT,Salesforce Einstein,"The Natural Language Processing (NLP) chatbot is intended to help visitors to the CBP careers site navigate complex and extensive career resources quickly and easily. By providing a guided, interactive experience, the chatbot simplifies access to the most relevant career information, on a user-by-user basis. Additionally, the chatbot can direct users to CBP recruiters and recruitment events, strengthening the agency's recruitment network and fostering more direct engagement with prospective candidates.","Visitors to the U.S. Customs and Border Protection (CBP) careers website can engage with a Natural Language Processing (NLP) based chat bot to help access CBP career related information and drive users to take the next action such as contacting a recruiter, attending a career event, or applying for a CBP career to help access CBP career related information and drive users to take the next action. These data-driven responses will allow for more natural, conversational interactions to increase usability and accuracy in provided information.",The NLP-chatbot will provide natural language responses to user queries.,chatbot
DHS,CBP Translate,over_contradict,CBP,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,2019-08-07 00:00:00,,CBP Translate,"Aneesh Technologies, 24X7, Ellumen Inc., Deloitte, NiyamIT",Assist officers and agents with immediate interpretation needs when human translators are not available.,"CBP Translate enhances efficiency by expediting questioning when immediate interpretation is needed. It ensures clear communication, minimizes misunderstandings, and offers immediate accessibility via mobile and web platforms. This improves operational flexibility and creates a smoother experience for travelers.","The outputs of CBP Translate include translated text or audio in the form of chat bubbles, which store each interaction. Additionally, CBPOs can capture images of non-travel documents for text translation, but images of actual travel documents are not taken.",agent
DHS,CFO Navigator,under_declared,MGMT,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Quickly and accurately accessing and understanding DHS Chief Financial Officer (CFO) data.,"Provides authorized staff with an intuitive, conversational interface to query and analyze DHS CFO financial data and reports.
Benefits: Democratizes access to financial information, reduces time spent searching through documents, and enables quick self-service analytics without specialized database knowledge.",On-demand information retrieval via natural language processing.,
DHS,CodeGen,under_declared,CBP,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,Custom code-generation tool,,,Workforce enablement of AI developers.,"The primary purpose is to provide code generation support for CBP developers, with the anticipated benefit of significantly increasing their efficiency and productivity. By automating repetitive coding tasks and suggesting optimal solutions, this initiative aims to free up developers to focus on more complex and strategic projects, ultimately accelerating the delivery of critical work.","The system's output consists of generated code snippets and/or textual explanations and suggestions related to code development. This output is designed to assist developers in writing, understanding, and debugging code more effectively.",
DHS,Commercial Generative AI for Code Generation,over_unspecified,DHS,1,0,general_llm,,Unspecified,retired,,Unspecified commercial GenAI,,,,,,generative ai
DHS,Commercial Generative AI for Image Generation,over_unspecified,DHS,1,0,general_llm,,Unspecified,retired,,,,,,,,generative ai
DHS,Commercial Generative AI for Text Generation (AI Chatbot),over_unspecified,DHS,1,1,general_llm,,Unspecified,retired,,,,,,,,chatbot; generative ai
DHS,Contract Requirement Automation,under_declared,TSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,The AI solution is intended to solve the problem of labor-intensive manual creation and management of procurement requirement documents at TSA. The solution provides the TSA user with contextually accurate outputs (primarily in the form of automated document generation and recommendations for procurement documentation) tailored to specific requirements. The platform also provides contextual recommendations during the document creation process to ensure completeness and compliance with procurement requirements.,"Eliminates the manual burden and reduces errors in document creation, where staff previously spent excessive time writing requirements to meet specific procurement needs from scratch. Increases documentation accuracy, consistency and standardization. Improves management and verification of requirement documents. Cost savings represent another major benefit, as the platform reduces labor costs associated with manual document creation and management. By streamlining the procurement process, the agency can complete more procurement actions with existing resources, maximizing taxpayer dollars. The automated tool also reduces the time spent on repetitive tasks, allowing for better resource allocation.","The tool primarily outputs automated document generation and recommendations for procurement documentation. The platform provides contextual recommendations during the document creation process to ensure completeness and compliance with procurement requirements. The tool provides recommendations and decision support to guide users through the proper documentation structure and content requirements.
The system's outputs always require human verification as part of the workflow, ensuring that all generated content is reviewed and approved by qualified personnel before being finalized in the procurement process.",
DHS,Conversation Training and Feedback Simulator,over_unspecified,TSA,1,0,classical_ml,,Unspecified,retired,,,,,,,,
DHS,Dark Web Threat Intelligence for Cyber Investigations,under_declared,ICE,0,0,general_llm,Generative AI,Generative AI,deployed,2024-08-01 00:00:00,,,Law Enforcement Sensitive (LES),"This use case intends to solve the problem of quickly identifying and summarizing relevant cyber threat data from the dark web, which can be difficult and time-consuming for analysts.","The summarized information helps analysts quickly identify threat actors, trends, and illicit platforms, enabling them to prioritize their investigative efforts. The data analysis and extraction techniques connect related information across data holdings and generate metadata to help analysts review and search results. The translation capability helps analysts identify non-English data responsive to an investigation and saves time otherwise spent translating non-responsive data.","The system’s AI outputs are concise summaries of search results, English translations of non‑English data, and metadata that highlights potential connections and leads. These outputs assist analysts in quickly identifying key findings while retaining access to the original data for deeper analysis and verification. All outputs are part of a broader investigative process and are not used as the sole basis for enforcement actions.",
DHS,Digital Records Manager (DRM) User Assistance Chatbot,over_contradict,ICE,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The AI tool, the Digital Records Manager (DRM) User Assistance Chatbot, is designed to address the problem of efficiently searching and gathering information within the Investigative Case Management (ICM) system used by Homeland Security Investigations (HSI). Specifically, it provides immediate, on-demand assistance to investigators by allowing them to pose natural language questions about using the DRM application for case and media management.","This is an AI records search tool to help investigators more efficiently search and gather information. 

The Digital Records Manager (DRM) User Assistance Chatbot is intended to increase user efficiency by providing answers to commonly asked question without the need to manually refer to documentation or submit a help desk ticket.  A reduction in the volume of submitted help desk tickets is expected as a result.","The outputs of the DRM User Assistance Chatbot will be natural language responses to user questions, based on a custom Knowledge Base of DRM documentation artifacts, supported by the natural language capabilities of the backing LLM.",chatbot
DHS,Electronic Evidence/Video Recording Transcription and Summarization Tool,under_declared,TSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"This will cut investigative processing time significantly, while also increasing accuracy.","The Transportation Security Administration (TSA) uses body-worn cameras that incorporate artificial intelligence (AI) technologies as a part of the underlying software which transcribes and translates video footage. The technology provides rapid access to Law Enforcement Officer (LEO) and Investigative data, through transcription.  This will cut investigative processing time significantly, while also increasing accuracy.",The AI will transcript audio/video data and provide a printable artifact. The AI only provides recommendations the final usable data is reviewed and certified by TSA staff.,
DHS,Email Analytics for Investigative Data,over_contradict,ICE,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,This use case intends to solve the problem of the time-consuming and resource-intensive process of preparing multilingual email data for analysis.,"Homeland Security Investigations (HSI) personnel encounter large volumes of legally acquired, multilingual email data that must be prepared (ingested, triaged, translated, searched and filtered) before it can be analyzed to support investigations. The email analytics workflow eliminates manual data preparation processes, and leverages machine learning to conduct spam message classification, translation, and entity extraction, including names, organizations, or locations. It also utilizes HSI's AI-enabled translation capabilities (see related use case “Translation and Transcription for Investigative Data”) for translation of emails in other languages to English. The output reduces time and resources spent preparing data, increases the analytic utility of the data, and allows HSI personnel to more quickly conduct analysis on the information.","The output is email data that has undergone spam message classification, translation, and entity extraction, including names, organizations, or locations.",workflow
DHS,Enterprise WiFi,under_declared,USSS,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Reduce the manual investigation/intervention to configure, monitor and troubleshooting issues.",Reduced time to resolve reported network issues and outages.,"To automate wireless operations, improve reliability, predictability, and visibility into user experiences. Additionally, it lists the core technical features, such as spatial streams, channel bandwidth, modulation techniques, and advanced operational capabilities, ensuring clarity and relevance for technical and professional audiences.",
DHS,FOIA processing automated redaction (RedactAI),under_declared,CBP,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"This use case leverages AI technology to streamline the identification and redaction of sensitive content in documents related to FOIA requests. Using Vertex AI and other GCP services, the system identifies and categorizes content that may require redaction based on specific controls. This automation is expected to significantly reduce processing times compared to manual redaction, enhancing efficiency in handling FOIA requests. The system provides recommendations for content to be redacted. Users are required to review and manually approved the suggested redactions based on the appropriate FOIA exemptions.",AI is being used to find content that may need to be redacted in documents related to FOIA requests and applicable FOIA exemptions. The benefits are expected to be much faster processing time for the requests as opposed to manually performing the task.,Output is recommendation of content to be redacted. Users are required to review and manually approve the suggested redactions based on the appropriate FOIA exemptions.,
DHS,Facial Recognition for National Security and Transnational Criminal Organizations,over_contradict,CBP,1,0,computer_vision,Computer Vision,Computer Vision,pilot,2025-10-09 00:00:00,,Traveler Verification System,Clearview AI,"USBP works to address challenges in identifying individuals who may be associated with national security concerns or transnational criminal organizations, especially in situations where traditional identification methods are unavailable or insufficient. To support this effort, USBP utilizes facial recognition technology to generate investigative leads by providing visually similar photos of unidentified individuals. These leads serve as a starting point for analysts to conduct further investigation. No enforcement action is taken based solely on the leads generated by this tool. All potential identifications undergo thorough investigation and validation to ensure accuracy and compliance with established standards. This approach reflects USBP's commitment to responsibly leveraging technology to enhance national security and combat transnational criminal activities.","The intended purpose of this facial recognition technology is to assist USBP agents in addressing the challenges of identifying individuals who may be linked to national security threats or transnational criminal organizations. This capability enhances USBP's ability to develop investigative leads in cases where traditional identification methods are unavailable or insufficient. The benefits include improved efficiency in generating leads, enhanced support for national security and criminal investigations, and the ability to address complex threats more effectively.","The tool generates visually similar photos of individuals, which serve as preliminary leads for analysts to initiate further investigation. These outputs are not definitive identifications but are intended to assist in narrowing investigative focus. No enforcement action is permitted based solely on these leads. Every potential identification must undergo comprehensive investigation and validation by analysts to ensure accuracy and adherence to established investigative protocols. This process ensures the responsible and ethical use of the technology.",agent
DHS,Forced Labor Virtual Consultant,under_declared,CBP,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Customs and Border Protection (CBP) enforces U.S. laws against importing goods made with forced labor by analyzing extensive data and addressing complex global supply chains. CBP aims to leverage advanced tools to protect U.S. economic security and uphold its leadership in combating forced labor.,"The system aims to support Customs and Border Protection (CBP) analysts by integrating internal forced labor databases with preloaded trend analysis data, enabling rapid risk identification and report generation. It complements CBP’s data science team by providing faster access to critical information, enhancing enforcement efficiency.","Plain-language reports, analysis, direct LLM response to user queries.",
DHS,Individual Assistance Document Translation,under_declared,FEMA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"This AI use case addresses three inter-related problems: It eliminates delays associated with human translation of documents originally in non-English languages; it reduces the cost of translation from approximately $40.00/document to pennies per document, and the entire document will be translated, providing IA visibility to all the contents (instead of a summary deemed by a contract staff as representative of the original document) and thus making it possible to make fully informed decisions about the survivors’ applications.","AI will be used because it is a technology that can perform direct translation automatically and fast, regardless document length, enabling faster and more accurate case processing, resulting in improved services to survivors and reduced cost to taxpayers.","The output is the English version of survivor-submitted documents that are non-English in their original version.
Both the original submission and the translated version will be stored in the document repository as part of the survivor’s application for assistance. They are substantiating documents that support assistance determinations.",
DHS,Lexis Nexis,under_declared,TSA,0,0,general_llm,Generative AI,Generative AI,deployed,2024-09-23 00:00:00,,,REX DBA Lexis Nexis,Identity verification for passenger screening and bolster transportation security.,Lexis Nexis assists TSA Analysts in identity verification for passenger screening and bolster transportation security.,"The AI outputs are in the form of a person, vehicular, or dwelling report that is custom based on analysts inputs and selections. These reports are used by TSA to assist in the verification of traveler identities detecting fraudulent documents and ensuring compliance with security protocols.",
DHS,Mobile Fortify,over_contradict,CBP,1,0,computer_vision,Computer Vision,Computer Vision,deployed,2025-05-01 00:00:00,,"TVSI, ATS-C",NEC,"The ""Mobile Fortify"" application utilizes CBP's facial comparison or DHS's fingerprint matching to quickly verify subjects of interest during operations.","Utilizing facial comparison or fingerprint matching services, agents/officers in the field are able to quickly verify identity utilizing trusted source photos.",The mobile application will display either a no-match indicator or match with biographic information back to the agent/officer.,agent
DHS,Named Entity Resolution for Investigative Data,under_declared,ICE,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"The AI is intended to solve the problem of investigators having to manually identify and normalize entities such as names, locations, and other selectors in large volumes of investigative text data, which is slow and makes it difficult to run accurate, consistent searches.","The benefits of using this AI include increased search accuracy, enhanced data analysis capabilities, and the ability to handle domain-specific entities more effectively.","The outputs of this AI solution are the identified and extracted entities, which investigators use to refine search results and improve investigative workflows. Homeland Security Investigations may use the solution to generate leads, with further action required by investigators and analysts as part of the full investigative process before any action is taken against an individual.",
DHS,Open-Source Intelligence for Investigations,under_declared,ICE,0,0,general_llm,Generative AI,Generative AI,deployed,2023-09-01 00:00:00,,,"Penlink, Fivecast","The AI is intended to solve the problem of analysts having to manually search and make sense of vast amounts of multilingual, multimodal publicly available online data, which makes it difficult to efficiently identify relevant identifiers, high‑risk content, and patterns needed to support Homeland Security Investigations (HSI) investigations.","These AI tools significantly reduce the time and effort required to sift through large datasets, improve the ability to uncover relevant information, and enhance the overall efficiency and effectiveness of HSI’s investigative operations.","The outputs of these platforms include flagged risk alerts, extracted identifiers, image and sentiment classification, and suggested investigative leads. These platforms do not perform biometric identification, facial recognition for identity verification, autonomous targeting, or automated enforcement actions. All AI-enabled outputs are subject to mandatory human-in-the-loop review prior to any investigative, operational, or enforcement action.",
DHS,Plan of Day Staff Optimization,under_declared,TSA,0,0,predictive_analytics,Agentic-AI,Agentic AI,pre_deployment,,,,,TSA must deploy a dynamic solution capable of locally optimizing allocated employee staffing while load balancing available equipment and projected passenger throughput to ensure wait times do not exceed the threshold.,Plan of Day will automate TSA screening staff optimization.,"Staffing operations models prescribing when screening lanes should be opened/closed, when/where screening staff is required to absorb operational peaks, determining optimal gender and certification ratios, recommending when to schedule overtime/shift adjustments, drafting lane rotation plans, and informing national TSA staffing requirements as prescribed optimization plans deviate as airline schedules shift.",
DHS,Planning Assistant for Resilient Communities (PARC),over_unspecified,FEMA,1,0,general_llm,,Unspecified,retired,,,,,,,,assistant
DHS,RAPTOR (Rapid Tactical Operations Reconnaissance),over_contradict,CBP,1,0,computer_vision,Computer Vision,Computer Vision,pre_deployment,,,,,"Provide Tactical Domain Awareness for CBP Agents, making law enforcement efforts more efficient.","RAPTOR will significantly increase domain awareness and the agency’s ability to engage in intelligence-driven operations.  The AI capability acts as a force multiplier and saves personnel from analyzing video feed from a stationary camera and manually noting all boat identifiers, improving their ability to respond quickly to potential threats and gather critical intelligence for law enforcement and border control operations.",Text transcription of vessel registration/documentation data and photographs of the vessel.,agent
DHS,Recovery and Resilience Resource (RRR) Portal,over_unspecified,FEMA,1,0,classical_ml,,Unspecified,retired,,,,,,,,
DHS,Risk Management Framework (RMF) Automation,under_declared,USCG,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,Microsoft Teams,,,"Provides feature to help users understand complex security and privacy controls into plain language, monitoring of system/security, and generates documents such as FedRamp packages","RMF Automation will cut ATO processing time by more than half by handling repetitive tasks so compliance teams can focus on strategy and still make final decisions. It will speed up documentation and assessments, provide near real-time risk insights, and help collect and manage security evidence to demonstrate compliance.",The primary output is document generation specific to cybersecurity needs. It also can provide knowledge to user for translating and monitors/flags system breaches.,
DHS,SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),over_contradict,ICE,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"This use case intends to solve the problem of handling a high volume of routine inquiries from students and officials, which can overwhelm human agents and delay response times.","AI provides SID the ability to understand voices and its deterministic question and answer workflow (1) enables SID to answer routine caller questions without a help desk agent, and (2) when a help desk agent is required, SID will create a ticket with a caller transcript to reduce the burden on the agent. This frees up the human agents to deal with more complex cases and issues with specific records.","SID answers frequently asked questions from callers. If the SID cannot answer a caller’s question, it turns the caller over to an agent in the response center. The chatbot captures the interaction with the caller and sends the information via an API to Student and Exchange Visitor Program Automated Management System (SEVPAMS).",chatbot; agent; workflow
DHS,Spend Plan Analysis GPT,under_declared,FEMA,0,0,agentic,Agentic-AI,Agentic AI,pre_deployment,,,,,This tool will augment the wider workforce at FEMA to interrogate spend plan data as stored in PBIS/FEMADex to gain quick insights and rapid responses to data calls or requests for information.,The tool will also allow greater insights for the FEMA leadership to understand where FEMA plans to spend their provided budget authority and where it was actually spent.,"Leverages Azure Commercial OpenAI within the FEMA system boundary, currently leveraging ChatGPT4o. The tool will provide responses to user queries based on the Spend Plan and Actual execution data.",
DHS,Synthetic data for improved Automated Threat Recognition (ATR) in checkpoint screening,under_declared,TSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Images are used to train Automated Threat Recognition (ATR) and other AI models and systems to detect prohibited items in the screening processes.,"To create synthetic data that can be used to improve Automated Threat Recognition (ATR) algorithm development. Synthetic data can be quicker to produce which will improve effectiveness by addressing and adapting to new threats quicker.

Accessible Property Screening (APS) and On-Person Screening (OPS) are working with vendors and evaluating AI-based synthetic data generation techniques to bolster the pool of training data available to develop machine learning algorithms in ATR applications.",Images that mimic the human body and various threats.,
DHS,TSA Contact Center Virtual Assistant,over_contradict,TSA,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The AI use case is designed to enhance customer service accessibility, improve operational efficiency, and provide valuable data insights to support TSA's mission and decision-making processes:
1. 	Limited Accessibility and Availability: The chatbot addresses the challenge of providing timely and accessible responses to public inquiries, especially outside the TSA Contact Center's operational hours.
2.	Increased Demand for Customer Support: By automating responses to routine inquiries, the chatbot mitigates the strain on TSA staff caused by growing demand for customer support.
3.	Resource Constraints and Fiscal Responsibility: The chatbot reduces the need for additional human resources to handle routine inquiries, thereby improving operational efficiency and fiscal responsibility.
4.	Lack of Data-Driven Insights: By capturing and analyzing customer interaction data, the chatbot enables TSA to gain insights into customer needs, improve public information, and prioritize innovation and transformation efforts.
5.	Consistency and Accuracy of Information: The chatbot ensures that responses to public inquiries are consistent, accurate, and aligned with the TSA's knowledge library.","The three goals for TSA's Virtual Assistant Chatbot are:
1.	Enhanced Accessibility and Timeliness: By providing immediate responses both within and outside the TSA Contact Center's (TCC) operational hours, the Virtual Assistant improves ease of access for the public seeking answers to common questions.
2.	Data-Driven Innovation and Transformation: The chatbot captures customer inquiries, providing valuable data to inform innovation and transformation priorities across the agency.
3.	Improved Fiscal Responsibility: Leveraging automation to address increasing demand mitigates the need for additional resources, thereby enhancing fiscal responsibility.","As a predictive AI capability, the TSA's Virtual Assistant chatbot functions by correlating existing content within the TCC's knowledge library with the NLP to identify the most relevant knowledge articles for user queries. It does not generate original content. However, the system records transactional data related to customer interactions, including inputs, outputs, and topic classifications. This consistent data capture, mirroring existing email and phone channels, enables TSA to gain critical insights for customer experience improvement efforts, identify areas for public information enhancement, and understand the demand for specific services.",chatbot; assistant
DHS,Thermal Power Generation with Geoseismic IoI Detection and Classification,over_contradict,CBP,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"Overcomes the following problems: 1) the cost of replacement batteries, 2) the time it takes agents to constantly replace batteries, and 3) the problem of revealing the UGS location when replacing the batteries.",Utilize seismic sensor data to determine Item of Interest in deployed locations. Increases situational awareness in austere environments and reduces need for battery replacement due to self-charging.,Alert with the classification and confidence interval for the Item of Interest (IoI).,agent
DHS,Unmanned Aircraft Collision Avoidance,over_contradict,CBP,1,0,computer_vision,Computer Vision,Computer Vision,deployed,2022-10-01 00:00:00,,Skydio X2D,Skydio and Xtender,"The use case solves the problem of navigating complex environments autonomously while ensuring obstacle avoidance in real time. By relying on AI-based 3D scanning functions instead of GPS, the system enhances safety and precision in drone operations, reducing the risk of collisions and enabling efficient, reliable use in diverse mission scenarios. It addresses the challenge of maintaining situational awareness and operational accuracy during unmanned aircraft missions, providing pilots with visual alerts to prevent potential collisions.",The platform operates on video feed only which in turn activates the obstacle avoidance on the aircraft where the AI capabilities are housed.  The system supports the streamlined intake process while maintaining the accuracy and reliability of identity verification.,"The pilot of the sUAS will receive a visual alert on the hand controller, indicating a possible collision.",autonomous
