agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
HHS,AI-Powered web scanner for digital surveillance of rabies-related news articles,under_declared,HHS/CDC,0,0,nlp_specific,Agentic AI,Agentic AI,pilot,May-25,,,,"US travelers to international destinations are often exposed to rabies, and in some cases have died upon return to the US. Accurate and early identification of rabies outbreaks can help inform US travelers pre-travel healthcare and vaccine decisions. Unfortunately, surveillance for and transparency of rabies outbreaks in international settings is unreliable and rarely reported through official government channels.","This scanner offers a low-resource method of scanning media for evidence of rabies outbreaks that jeopardize US traveler's health, faster and more reliably than relying on formal notifications or announcement from foreign governments.","Daily automated compilation of news reports with potential outbreaks, high-risk rabies exposures, species involvement, etc.",
HHS,AIP Cyber Incident Ingestion,over_contradict,HHS/ASPR/CP,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pilot,Nov-25,Palantir AIP,Tiberius,Palantir,The manual process of parsing out cyber incidents and entering them into the system,Allows the Cyber team to quickly ingest cyber incident data,Automatically parses and creates cyber incidents based on the user inputted description or email,
HHS,Adverse Childhood Experiences (ACEs) Literature Review Dashboard,over_unspecified,HHS/CDC,1,0,classical_ml,,Unspecified,retired,,,,,,,,
HHS,Agent/Broker Fraud Analysis (ABCQI),over_contradict,HHS/CMS/CCIIO,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"(Marketplace) Agents and brokers support the consumer enrollment and eligibility process. Because of this, they have learned the intricate details of the Federally-facilitated Exchange (FFE) for accessing applications, submitting eligibility determinations, and adding enrollments to their line of business, opening up the possibility of fraud.",Implement Machine Learning (ML) to identify potential fraud/waste/abuse within Agent/Broker data.,"Reduce waste, fraud, and abuse",llm; agent
HHS,Analytics-Driven Supplement Evaluation (ASE),over_contradict,HHS/FDA/CDER,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Mar-24,Custom In-House AI,Other/CDEROne,In-house (CDER staff),"Exponential increase in post-approval chemistry, manufacturing, and controls (CMC) change submissions, with 80% being Changes Being Effected (CBE-30/0) notifications that may be suitable for systematic analytics-driven evaluation.","This AI use case supports the triage and staff assignment process for the review of post-market Change Being Effected (CBE) supplement submissions, improving review efficiency and consistency while ensuring appropriate regulatory oversight.","Using a Convolutional Neural Network (NN) model, in combination with a rules-based approach, produces an output that helps staff triage CBE submission review",
HHS,Analyzing Public Comments on Proposed Rule,over_unspecified,HHS/ACF,1,0,classical_ml,,Unspecified,retired,,,,,,,,
HHS,Annual Report CMC,under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,deployed,May-24,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives numerous annual reports from drug manufacturers containing important manufacturing and quality information, but key details can be difficult to locate quickly within lengthy documents.","Objective of this use case was to assist in extracting Chemistry, Manufacturing, and Controls (CMC) changes reported within unstructured annual report industry submission documents to help build a complete repository for downstream analysis and more efficient regulatory review.",Support information extraction from unstructured documents,
HHS,Applicant Help Chatbot,over_contradict,HHS/OS/ASFR,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,May-19,,Grants.gov Cloud,Business Performance Systems,Answer user questions about Grants.gov,Faster answers to questions at a lower cost,System help documentation and funding opportunity listings,chatbot
HHS,Applying for Grants Chat Bot,under_declared,HHS/NIH,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Save time for applicants by guiding users through the application process step-by-step, recommending additional resources for grant writing, and helping determine eligibility.","It can guide users through the application process step-by-step, recommend additional resources for grant writing, and help determine eligibility to save time.",Input: Grants and Funding information/processes and FAQs for prospective grantees. Output: Targeted resources related to probing questions for end users.,
HHS,Artificial Intelligence Use Case Pilot in Medical Review on Medicare Fee-For-Service (FFS) Improper Payment Measurement (Comprehensive Error Rate Testing Program) Data,under_declared,HHS/CMS/OFM,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"OFM is  hoping to leverage cutting-edge AI technology to potentially introduce new efficiencies and accuracy in the Comprehensive Error Rate Testing (CERT) medical review process by moving away from manual medical review which is costly, sometimes inaccurate, and inefficient.","Expected benefits include cost savings, new efficiencies and accuracy of clinical medical review decision making for reporting meaning Medicare FFS improper payment improper payments.",Recommendation,
HHS,Ask Aithena,over_contradict,HHS/NIH,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Jul-23,OpenAI API,,"Axle Informatics, Microsoft, OpenAI",Helps researchers stay on top of the latest research in their field and quickly get up to speed in new fields by providing conversational answers while also providing verifiable references for the user to read primary sources.,Increased productivity of researchers due to more time spent doing science and less time researching about other people's science,Text blurbs answering the user's questions and the references used to answer those questions.,openai
HHS,Auto-Suggest Journal Tool,under_declared,HHS/CDC,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"It can be challenging and time-consuming for NCHS staff to research journals and gather the pertinent information to guide a decision of which journal to target for publication. Important information to consider when identifying a target journal includes the journals field or subject matter, word limits, formatting and submission guidelines, whether the journal is open access, the impact factor, and acceptance rate. Existing tools use keyword searching, term frequencies, and word similarity scoring to identify potential journal matches, but AI presents the potential for a more effective approach that can consider more factors.",Reduction in researcher time spent searching through journal databases and websites to identify specific information about publication requirements.,"The tool will output a list of the top matching journals along with key information about each journal, such as the field or subject matter of the journal, word limit, whether the journal is open access, impact factor, and acceptance rate.",
HHS,Automated Analysis of Injury Control Research Center (ICRC) Annual Progress Reports (APRs) using Large Language Models,over_contradict,HHS/CDC,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,Aug-23,,EDAV (Enterprise Data Analytics and Visualization Platform),,"The AI is designed to streamline the review process of Annual Progress Reports (APRs) submitted by Injury Control Research Centers (ICRCs), improve efficiency, and support the evaluation of the performance and progress of ICRC-funded activities.","The AI will help quickly and efficiently identify key challenges and insights from ICRC APRs, enabling more effective decision-making in the review process. By automating the extraction and analysis of critical information, the AI allows the ICRC team to focus on higher-level evaluation and strategic planning. This will reduce the time and resources needed for manual review, improve the consistency and accuracy of assessments, and facilitate faster responses to ICRC needs. Ultimately, this will support ICRCs in overcoming challenges and achieving their research and injury control goals, benefiting the public health system as a whole.","The AI analyzes the textual content of APRs, focusing initially on sections detailing the challenges faced by ICRCs. It identifies key themes, trends, and critical information that may require further attention. The AI methodology extracts insights and patterns from the data, which can then be compared with manual qualitative analysis outcomes. In subsequent stages, the AI will be expanded to analyze other sections of the APRs, such as progress toward goals and program impact.",large language model
HHS,Automating Influenza Vaccine Virus Data Processing,under_declared,HHS/CDC,0,0,general_llm,Generative AI,Generative AI,pilot,Apr-25,,,,Information for candidate vaccine virus (CVV) data from public-facing websites is highly labor intensive to gather. Previously R scriptstext files with computer programming commandsautomate some scraping processes but still rely on manual methods to extract data from PDFs.,"The automation from this AI use case reduced processing time for new data from about one week to one day, enabling faster access and analysis of CVV data to enhance CDCs preparedness for upcoming flu seasons.","The use case automates extracting key phrases, recognizing text, processing forms, and identifying entities to streamline data extraction and supplement missing CVV data from PDFs. This tool is intended for internal use only.",
HHS,Automating the distribution of CDC-State Department cables using AI models in the Global Health Center,under_declared,HHS/CDC,0,0,nlp_specific,Agentic AI,Agentic AI,deployed,May-25,,Microsoft,N/A,"The output from the AI system is the automated and timely distribution of CDC-State Department cables. It delivers accurate, formatted messages directly to the intended recipients within seconds, ensuring fast and reliable communication without manual intervention.","This AI use case reduces cable distribution time from 24 hours to 30 seconds, greatly speeding up communication. It saves staff time, improves accuracy, and helps the CDC respond faster to health threats, supporting its mission to protect public health effectively.","The output from the AI system is the automated and timely distribution of CDC-State Department cables. It delivers accurate, formatted messages directly to the intended recipients within seconds, ensuring fast and reliable communication without manual intervention.",
HHS,BioData  Catalyst Harmonized Data Model,under_declared,HHS/NIH,0,0,nlp_specific,Agentic AI,Agentic AI,pre_deployment,,,,,Harmonizing complex scientific concepts in retrospectively collected data.,The AI will help lower the barrier to use and improve the quality of biomedical data for research to improve public health outcomes.,"Harmonized, AI-ready data.",
HHS,CCSQ ServiceNow AI Search,over_contradict,HHS/CMS/CCSQ,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Apr-24,ServiceNow Now Assist,Quality Service Center (QSC),,The AI Search index stores data from ServiceNow AI Platform® records or external sources and makes that data available for users to search in multiple applications. Search query features use ServiceNow AI Platform technologies to improve the search user experience.,"CCSQ ServiceNow AI Search is a product inside ServiceNow (SaaS).  It replaces traditional Zing search tool (exact search), and enables users with more flexible searches to get relevant and actionable answers quickly.  * Improve search relevance * Promote self-service by empowering users to find information independently, and potential reduce number of cases","AI Search will * Display most relevant results first * Support synonyms, auto-corrections, stop words, and auto-completion AI Search analytics will provide insights into search usage, performance, trends, metrics, and how to improve search experiences. Plan to do AI Search tune-up next",
HHS,CDC Vault and Stacks Metadata Extraction,under_declared,HHS/CDC,0,0,nlp_specific,Agentic AI,Agentic AI,deployed,Apr-25,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,"We are attempting to speed up the process of generating a digital metadata record for objects that will be curated and stored into either CDC Public Access Platform (Stacks) or CDC Vault.   These two systems are built using the same software stack but one is for public data and the other is for non-public data.   To create a metadata record solely with a human, the process takes about an hour per document.   We are looking to improve the process to use AI to prepare the metadata record and reduce the human time to under 5 minutes.  A secondary objective is to have a non-human process for the non-public data that will go into CDC Vault.","There are two primary paths and uses for the AI assisted pre-processing.   The first is to improve the speed and effectiveness of human catalogers/librarians.  Long term, we need to be able to process more data and require AI to improve this process so that humans are only working on critical steps and validation of the AI.  This process is going from 60 minutes per document to <5 minutes per document. The second is to process federal records prior to a record being entered into CDC Vault and copied to NARA. This process will not have a human review as the final disposition is not public but we need to process a large number of files (100s of thousands to millions).   This is simply not realistic to do via humans so this is a novel opportunity.","The AI will return up to 41 metadata elements (eg Title, Author, Subject, Description, Funding Source, Geographical Local).",
HHS,CSB MCP AI,under_declared,HHS/CDC,0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,Reduce required manhours and improve accuracy of reports on CSB infrastructure and by assisting infrastructure administrators with tasks and duties.,"Expected to generate reports for and answer questions posed by senior staff about CSB infrastructure, improving accuracy and freeing infrastructure administrators from these tasks. Assist infrastructure administrators with tasks and duties, improving accuracy and completion time.","Reports, infrastructure code generation, and task execution.",
HHS,Center for Forecast and Analytics (CFA) Model Studio,over_contradict,HHS/CDC,1,0,classical_ml,Other,Other,pilot,Jan-25,Palantir AIP,1 CDC Data Platform (1CDP),Palantir Technologies,"This tool is intended to provide streamlined infrastructure around allowing users to bring their own models or discover existing ones and evaluate them in a streamlined way. For example, users can develop their models in their local machine, containerize them and deploy them using CFA Model Studio in the platform for further experimentation, parameter exploration and registry.","This tool is intended to extend the Natice Modeling Objectives capabilities on platform to reduce the effort and burden around bringing models on platform and especially allow for R based models for fine evaluation. Additionally,  adds flexibility for users to utilize their preferred modelling language and tools","Model Library is a tool where users can go to discover, upload, and test their various models. The outputs are typically test runs, and the ability to evaluate model performance",
HHS,ChatBot for Safety Reporting Portal Adverse Events and Product problems submissions,over_contradict,HHS/FDA/ODT,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Mar-24,ServiceNow Now Assist,Safety Reporting Portal (SRP),Druid,"Increases data integrity and aid with routing the user to the correct commodity group to submit their adverse event or product problem. DRUID AI, a COTS tool, boasts a comprehensive suite of functionalities, encompassing conversational flows and seamless diverse data sources integrations such as SQL, ServiceNow, UiPath, API, and knowledge base services. Its sophisticated Natural Language Processing and Understanding capabilities empower precise interpretation of user queries across various languages and dialects.",Increased user satisfaction by saving time providing faster form completion and less confusion on where to report their adverse event or product problem.,"The AI routes to the correct form and helps the user to complete the report faster and endures data integrity. The outputs uses knowledgebase to answer questions, format responses, routes to correct forms, and uses API to submit the report to SRP without having to use the existing legacy app.",chatbot
HHS,Chatbot,over_unspecified,HHS/AHRQ/CQuIPS,1,1,general_llm,,Unspecified,retired,,,,,,,,chatbot
HHS,Chatbot within Hub,over_contradict,HHS/CMS/CCIIO,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,Custom In-House AI,,,"(Other) Currently the following help support activities are handle by a human:
- Personalized FAQ?s
- Clarify questions with schema and onboarding, etc.
- Handle ""Where is 'My file' or 'My Request'?"" inquiries
- Provide a ""Talk to Agent"" feature
- Schedule a testing window
- Provide data summarization and reporting for internal stakeholders
- Report operational health of the system
- Include training materials, Q/A about the system","Build a chatbot that will address some help support activities through:
1. Access to Internal Knowledge base Including retrieval augmented generation (RAG)
2. Personalized FAQs & contextual generation
3. Interaction with Live Agent
4. Chat & Talk Feature
5. Ability to query custom data source for File or Case status",Help support team in day-to-day communication with external partners,chatbot; agent
HHS,"Child Welfare Information Automated Inquiry System

(Note: previously named ""Child Welfare Information Gateway OneReach Application"")",over_contradict,HHS/ACF,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Mar-20,Amazon Connect,Child Welfare Information Automated Inquiry System,"Amazon Connect (current)

OneReach (previous, deprecated)","How can Child Welfare Information Hotline callers get the right information faster without increasing staffing?

The Children's Bureau runs the Children Welfare Information Gateway, a connection to trusted resources on the child welfare continuum. The Information Gateway has a hotline for answering questions or requesting information: https://www.childwelfare.gov/stay-connected/contact/. Callers to the hotline range from those having more routine questions (such as asking for the contact information for their state's child welfare agency) to reporting more complex, nuanced situations.","Approximately a quarter of inquires to the Child Welfare Information Hotline are assisted by AI, freeing up time for staff to focus on more complex, nuanced cases. In the first 4 years, this amounts to ~2,500 inquiries assisted by AI.","The Information Gateway Hotline connects to a phone interactive voice response (IVR). The Information Gateway hotline maintains a database of state hotlines for reporting child abuse and neglect that it can connect a caller to based on their inbound phone area code. Additionally, the Information Gateway Hotline offers a limited FAQ texting service that utilizes natural language processing to answer user queries.",
HHS,Citation Analysis and Survey Assistant (CASA - Nursing Home Survey CMS 2567),over_contradict,HHS/CMS/CCSQ,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Nov-24,,CDRAP,,"CASA enhances the efficiency and effectiveness of monitoring and reviewing nursing home surveys across the US. It enhances how the Quality, Safety, and Oversight Group (QSOG) and Survey Operations Group (SOG) assess how State Survey Agencies (SSAs) are citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.","Speeds up the manual and time-consuming process of survey review and citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.","An application which provides Nursing Home Oversight groups an interface to view, track and utilize all the features supported by aforementioned ML/AI powered processes.",assistant
HHS,Clinical Trial Predictor,under_declared,HHS/NIH,0,0,general_llm,Generative AI,Generative AI,deployed,May-23,,,,"Applications that propose clinical trials that are submitted to NOFOs that do not allow clinical trials cannot be funded, no matter how well they do in review, because they were not reviewed using all appropriate clinical trial criteria. This application allows NIH to identify clinical trial applications submitted to NOFOs that do not allow clinical trials so they can be withdrawn before being reviewed and potentially transferred to a NOFO that does allow clinical trials.","The AI tool predicts whether grant applications may involve clinical trials based on the text of their titles, abstracts, narratives, specific aims, and research strategies. It is very difficult to deal with misclassified CTs that make to review on a CT not allowed FOA: no matter how good the score is, the IC cannot fund them.  The CT prediction algorithm is used to help identify potential CTs on CT not allowed NOFOs, mainly the parent R01.","Input: IMPAC II application data, including titles, abstracts, narratives, specific aims, and research strategies. Output: Prediction of possible clinical trial submitted to a non-CT NOFO.",
HHS,ClinicalTrials.gov Protocol Registration and Results System Review Assistant,over_contradict,HHS/NIH,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,Aug-23,,,N/A,The quality control review process at ClinicalTrials.gov is time- and resource-intensive.,"Some potential benefits include increased efficiency, consistent reviews, resource optimization, and increased scalability.",Prediction of whether a quality issue is present in study registration or results records.,assistant
HHS,Collections Summarization Chatbot,over_contradict,HHS/NIH,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"Complex, time-consuming methods for discovery of content, and difficulty for users to understand the scope of content through summarization.",Improved discovery and understanding of content in NLM Digital Collections,Summary of the resource presented in text format.,chatbot
HHS,CryoSPARC,over_contradict,HHS/NIH,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,May-22,,,Structura Biotechnology,Prediction of protein flexibility and variability,Proprietary software that is used for cryoEM data processing. Some steps in the workflow use ML to evaluate the protein flexibility and variability in the dataset (https://cryosparc.com/). This tool is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.,Deep learning - stochastic gradient descent,workflow
HHS,DECIDE,over_unspecified,HHS/SAMHSA,1,0,classical_ml,,Unspecified,retired,,,,,,,,
HHS,DHDSP NOFO Technical Assistance Chatbot,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Aug-24,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,"The Division for Heart Disease and Stroke Prevention (DHDSP) experienced numerous challenges in coordinating with grantees/recipients to support questions related to their programs. These challenges often resulted in inefficiencies such as inconsistent communication, limited accessibility to data, potential inaccuracies in responses, and delayed responses. 
To address these issues, the TA Chatbot was developed to reduce the administrative burden on staff related to their assigned Technical Assistance (TA) case load.","The chatbot is trained on hundreds of DHDSP NOFO specific and HHS policy documents that PDSB Project Officers, PDSB Data Team, and AREB Evaluation TA Providers would have to search through to find answers to recipient questions. Use of this chatbot will save hundreds of hours of staff time so they can focus on other tasks to support DHDSP-funded recipients.","The Technical Assistance chatbot incorporates a Large Language Model (LLM) AI to provide quick, accurate, plain-language answers to questions on grants policy and program processes, protocols, and requirements.",chatbot
HHS,DHP Data Repository and Dashboard Chatbot,over_contradict,HHS/CDC,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"HP uses data to drive action for preventing and addressing HIV in the United States (U.S.). Historically, DHPs data sources have not been easily accessible internally due to a siloed organizational structure. The DHP Data Repository and Dashboard aims to break down silos by co-locating and visualizing data from across the Division. Currently the repository and dashboard focus on the management and presentation of numeric data. By integrating advanced analytics and natural language processing capabilities into the existing repository we can increase the efficiency, accessibility, and usability of narrative information that is collected in DHP.",Expected benefits include easier and more automated processing of narrative information received in DHP leading to time saved by staff currently processing the information and more efficient and easier use of and access to the information. One of the overarching goals of the DHP repository and dashboard project is to create a mechanism for Division leadership to make informed decisions more easily through easier access to information across work areas. The chatbot is expected to support this by providing a combined source of narrative information with an approachable user interface.,"The expected output from this AI focused project is to have a chatbot with a user interface with the model behind it utilizing narrative information specific to DHP. Users will be able to ask questions at the national, regional, or state level and receive answers to questions based on the information in the narrative documents.",chatbot
HHS,DHP Virtual Assistant,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,Nov-24,,EDAV (Enterprise Data Analytics and Visualization Platform),,"To assist HIV researchers by retrieving relevant information related to HIV and HIV research, improving productivity and efficiency in literature review.",Expected to increase productivity among HIV researchers by streamlining information retrieval for HIV research.,The AI assistant uses retrieval augmented generation (RAG) to return information related to HIV based on a user's query and other documents.,assistant
HHS,DLS AI Assistant tool,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,May-25,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,"Regulatory laboratory compliance has become increasingly complex, requiring scientists, lab personnel, and managers to understand laboratory quality regulations like the Clinical Laboratory Improvement Amendments (CLIA). The DLS AI Assistant is a tool designed to help scientists and lab workers by providing relevant guidance, such as the internal DLS Policy and Procedures Manual (DLS PPM) and external CLIA and International Organization for Standardization (ISO) regulations for laboratory quality. It offers personalized responses based on the user's level of expertise. In the final stage of the project, we plan to add a feature that will automatically evaluate Standard Operating Procedures (SOPs) to check if they comply with all relevant documents. However, the DLS AI Assistant is meant to assist and does not dictate compliance.","We estimate that 5-10% of all time spent within the DLS is focused on compliance efforts, such as documentation, training sessions, and audit preparations and participation. The DLS AI Assistant tool supports these quality improvement efforts by helping staff understand and follow laboratory regulations more efficiently. The goal is to streamline the review of compliance efforts without compromising quality. Additional benefits include increased harmonization and reduced time spent on evaluating edge cases. For the CDC, this tool adds another layer of checks and balances and enhances knowledge sharing, ultimately leading to better and more accurate laboratory methods.","Text-based information includes regulatory compliance details from both internal sources, such as the DLS Policy and Procedures Manual (DLS PPM), and external sources, like CLIA and International Organization for Standardization (ISO) regulations for laboratory quality.",assistant
HHS,Delegations Repository Assistant,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The Delegations Library, which houses critical guidance on authorities and approvals, has been selected as the pilot use case due to its centralized structure and high relevance. Staff frequently report difficulty locating the right documents, resulting in delays and inefficiencies. This project will use CDCs internal EDAV platform to develop a chatbot assistant that helps users retrieve existing content more easily. The proof of concept will test technical feasibility, user experience, and potential for broader application to support CDCs operational mission.","Staff currently spend considerable time searching for this type of guidance, which slows administrative actions and diverts focus from core public health work. By streamlining access to internal policies and procedures, this proof of concept supports greater operational efficiency. While the chatbot does not directly impact health outcomes, it enables staff to redirect time toward critical public health priorities and lays the groundwork for applying similar tools across other business functions that support CDCs mission.",Staff will receive responses with information from existing delegation-related documents within the internal Delegations Library. The responses will include citations and references to the delegations library documents.,chatbot; assistant
HHS,Design Your Facility,over_unspecified,HHS/ACF,1,0,classical_ml,,Unspecified,retired,,,,,,,,
