agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
DOE,HR Job Postings,under_declared,NE INL - NE Idaho National Laboratory (NE),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2025-12-01 00:00:00,,api.hpc.inl.gov,,Generic or ineffective job postings,"Enhances applicant diversity and job match quality by optimizing language and structure in postings, improving recruitment outcomes.",Improved job postings,
DOE,Hanford  Service Ticket Lookup,over_unspecified,RL - Hanford - Richland Operations Office - Hanford (EM),1,1,general_llm,,Unspecified,retired,,Azure OpenAI,Microsoft Azure OpenAI,,,"The purpose of the Hanford Service Ticket Lookup is to provide a single interface with for customers to ask questions and get to service tickets without having to navigate extensive menu's, tool bars, and search functions. Eventually, this will include service tickets from multiple platforms, providing the customer with a single interface to do all things service request related. Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to Service Ticket Requests,openai; azure openai
DOE,Hanford Popfon Search,over_unspecified,RL - Hanford - Richland Operations Office - Hanford (EM),1,1,general_llm,,Unspecified,retired,,Azure OpenAI,Microsoft Azure OpenAI,,,"The purpose of the Hanford Popfon Search is to provide similar functionality to our employee look-up application without needing multiple applications. The benefits of the AI are that there is a single interface with multiple uses and the previous application, which is older in architecture, can be retired, providing a safer, more secure, and cost effective alternative. Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to employee contact and organization information,openai; azure openai
DOE,Hanford Procedure Search,over_unspecified,RL - Hanford - Richland Operations Office - Hanford (EM),1,1,general_llm,,Unspecified,retired,,Azure OpenAI,Microsoft Azure OpenAI,,,"The purpose of the Hanford  Search is to provide greater service in our customers search for relevant proceedures, which is a main look-up for many of our employees. The benefits of the AI are that there is a single interface with multiple uses and the AI can provide better, more relevant search results.  Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to the Hanford Procedure System,openai; azure openai
DOE,Hanford Search,over_unspecified,RL - Hanford - Richland Operations Office - Hanford (EM),1,1,general_llm,,Unspecified,retired,,Azure OpenAI,Microsoft Azure OpenAI,,,"The purpose of the Hanford  Search is to provide similar functionality to our Hanford Search application without needing multiple applications. The benefits of the AI are that there is a single interface with multiple uses and the AI can provide better, more relevant search results.  Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to Hanford Search Index,openai; azure openai
DOE,Improve Scout Search results,under_declared,PNNL - Pacific Northwest National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2024-10-01 00:00:00,,R&D User,,Improve enterprise search with natural language prompts and personalization.,"Provides faster, more accurate access to enterprise knowledge.","Produce high-quality, contextually relevant, and coherent responses or content based on user input.",
DOE,LexisNexis,under_declared,RL - Hanford - Richland Operations Office - Hanford (EM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2025-08-01 00:00:00,,Hanford Accreditation Boundary (HAB),Nexus,searching legal database for case law,Better case law material for legal team,search results to input inquiries,
DOE,Machine Learning for Autonomous Control of Scientific User Facilities,over_contradict,BNL - Brookhaven National Laboratory (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"BNL will work alongside SLAC, to implement ML algorithm(s) into NSLS-II Operations to interpret accelerator data more intelligently.  We intend to train said algorithms with 5+ years of archived device-data from accelerator components, records of pre","BNL will work alongside SLAC, to implement ML algorithm(s) into NSLS-II Operations to interpret accelerator data more intelligently.  We intend to train said algorithms with 5+ years of archived device-data from accelerator components, records of previous fault causes (to connect to data-symptoms) and stored beam current.","BNL will work alongside SLAC, to implement ML algorithm(s) into NSLS-II Operations to interpret accelerator data more intelligently.  We intend to train said algorithms with 5+ years of archived device-data from accelerator components, records of previous fault causes (to connect to data-symptoms) and stored beam current.",autonomous
DOE,Microsoft 365,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Azure Authoring Tools,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Azure PowerShell,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Bing Service,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Copilot (Pilot),over_contradict,WAPA - Western Area Power Administration (PMA),1,1,general_llm,Natural Language Processing,Natural Language Processing,pilot,2025-08-01 00:00:00,Microsoft 365 Copilot,Microsoft Copilot,Microsoft,Improve general office productivity,"Content creation and drafting, data analysis and summerization, personalized learning and research","Content review recommendations, content summaries, how to instructions.",copilot
DOE,Microsoft Exchange Server,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft OneDrive,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft OneDrive MUI,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft OneNote,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft OneNote MUI,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Outlook MUI,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Power BI Desktop,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft PowerPoint MUI,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Project,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft ScreenSketch,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Search in Bing,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Skype App,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Teams Classic,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,Microsoft Teams,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Visual C++ Additional Runtime,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Visual C++ Minimum Runtime,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,Microsoft Visual C++ Redistributable,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,ORNL: AI for Bio and Health Sciences,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,improve health,improve health,prediction and classification,
DOE,ORNL: AI for Earth Systems,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification,
DOE,ORNL: AI for Experimental Facilities Operations,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification,
DOE,ORNL: AI for Materials Science,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification,
DOE,ORNL: AI for the Smart Laboratory,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification,
DOE,ORNL: Foundational AI Research,under_declared,ORNL - Oak Ridge National Laboratory (SC43 OIM),0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,accelerate scientific discovery,accelerate scientific discovery,prediction and classification,
DOE,Objective-Driven Data Reduction for Scientific Workflows,over_contradict,BNL - Brookhaven National Laboratory (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"This project aims to develop theories and algorithms for objective-driven reduction of scientific data in workflows that are composed of various models, including data-driven AI models","This project aims to develop theories and algorithms for objective-driven reduction of scientific data in workflows that are composed of various models, including data-driven AI models","This project aims to develop theories and algorithms for objective-driven reduction of scientific data in workflows that are composed of various models, including data-driven AI models",workflow
DOE,PermitAI,under_declared,PNNL - Pacific Northwest National Laboratory (SC43 OIM),0,0,agentic,Agentic AI,Agentic AI,pilot,2024-10-01 00:00:00,,R& D User,,Streamline permitting processes with AI-powered environmental review tools.,Speeds up Federal permitting while improving transparency.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input.",
DOE,Report Assistant,over_contradict,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,2024-10-01 00:00:00,,,,"Management spends excessive hours generating and reformatting reports for various customers/audiences this will reduce the learing curve and effort to translate information into the various formats, saving consideratble time and effort.","This will reduce the time and effort required to generate reports, allowing management to focus on more critical tasks. It is expected to halve the time spent on report generation in the first year.",The AI system will generate draft reports for review and finalization.,assistant
DOE,SQL Server Management Studio,under_declared,EMLA - EM Los Alamos Field Site (EM),0,0,general_llm,Generative AI,Generative AI,deployed,2023-02-01 00:00:00,,GSS,Microsoft,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A,
DOE,SWPA Generative AI,over_unspecified,SWPA - Southwestern Power Administration (PMA),1,1,general_llm,,Unspecified,retired,,,,,,,,generative ai
DOE,Scripting,over_contradict,LM HQ - Office of Legacy Management (LM),1,1,general_llm,Natural Language Processing,Natural Language Processing,deployed,2025-01-30 00:00:00,Gemini,LMGSS,Google Gemini,"AI-powered scripting will improve automation, speed, and efficiency.",Reduced cost in alteration of ground water models improving ground water outcomes.,Python code for use in models,gemini
DOE,ServiceNow Classification Prediction,over_contradict,LANL - Los Alamos National Lab (LAFO),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,2024-11-01 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,Inconsistencies in classification values determined by human technicians,Improved automation,Prediction,
DOE,ServiceNow Cluster Analysis,over_contradict,LANL - Los Alamos National Lab (LAFO),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,2024-11-01 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,Identify patterns of tickets created to determine workflow and automated solutions,Improved automation,Recommendation,workflow
DOE,ServiceNow Now Assist (AskIT),over_contradict,NE INL - NE Idaho National Laboratory (NE),1,0,classical_ml,Other,Other,deployed,,ServiceNow Now Assist,"CS-CAR-157, Cybersecurity System Security Plan for ServiceNow Platform",Not available,Service Desk operations,"Improve the timeliness and quality of transactional service desk requests through improved incident search, resolution, feedback as well as AI-assisted coding of  workflows.","Outputs are consistent with commercial service desk products, including the search, creation and closure of service requests.",workflow
DOE,ServiceNow Similarity Analysis,over_contradict,LANL - Los Alamos National Lab (LAFO),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,2024-11-01 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,Identify patterns of tickets created to determine workflow and automated solutions,Improved automation,Recommendation,workflow
DOE,ServiceNow Virtual Agent,over_contradict,LANL - Los Alamos National Lab (LAFO),1,1,nlp_specific,Natural Language Processing,Natural Language Processing,deployed,2024-11-01 00:00:00,ServiceNow Now Assist,ServiceNow ATO,ServiceNow,Provide chatbot services to help customers resolve issues or open service requests that do not require human intervention,Improved automation,Recommendation,chatbot; agent
DOE,ServiceNow Virtual Agent Natural Language Understanding,over_contradict,NR HQ - Naval Reactors (NR),1,0,nlp_specific,Natural Language Processing,Natural Language Processing,deployed,2025-06-30 00:00:00,ServiceNow Now Assist,NR-NNL-CUI-ITN-PrimeNet_HA,ServiceNow,Aid in users receiving better IT support for incident reporting and service delivery.,Quicker and easier access for users to access pre-built IT Service Management incident and request templates.,"Pre-built IT Service Management incident and request templates. The Virtual Agent NLU is only used to understand the users intent and entity, where it then performs a search of the service catalog to return the most relevant result.",agent
DOE,Sindri,under_declared,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),0,0,classical_ml,Agentic AI,Agentic AI,pre_deployment,,,Azure GOV,,Automate code assignment at requisition generation time,Maxmize use of Strategic Agreements and facilitate SCM reporting,Decision,
DOE,UNSPSC Codes,under_declared,SRS - ESB - Savannah River Site - Enterprise System Boundary (SRFO),0,0,general_llm,Generative AI,Generative AI,pre_deployment,2024-10-01 00:00:00,,Azure GOV,,Map requisition items to UNSPSC codes,Maxmize use of Strategic Agreements and facilitate SCM reporting,UNSPSC Codes,
DOE,"lntegrated Platform for Multimodal Data Capture, Exploration and Discovery Driven by Al Tools",over_contradict,BNL - Brookhaven National Laboratory (SC43 OIM),1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"This project will enable and accelerate scientific discovery by leveraging large complex multimodal datasets generated at BES user facilities, develop shared transferrable infrastructure to store, curate, analyze and disseminate the data.  Additional","This project will enable and accelerate scientific discovery by leveraging large complex multimodal datasets generated at BES user facilities, develop shared transferrable infrastructure to store, curate, analyze and disseminate the data.  Additionally, we will build data analysis tools that reveal correlations in multimodal data and apply Machine Learning (ML) methods and train artificial Intelligence (AI) models that efficiently extract synergistic physical information and embed such models in new workflows for rapid scientific discovery.","This project will enable and accelerate scientific discovery by leveraging large complex multimodal datasets generated at BES user facilities, develop shared transferrable infrastructure to store, curate, analyze and disseminate the data.  Additionally, we will build data analysis tools that reveal correlations in multimodal data and apply Machine Learning (ML) methods and train artificial Intelligence (AI) models that efficiently extract synergistic physical information and embed such models in new workflows for rapid scientific discovery.",workflow
