agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
FDIC,Criminal Background Investigation,under_declared,Division of Administration and Office of Inspector General,0,0,general_llm,Generative AI,Generative AI,deployed,Jan-03,,CLEAR,CLEAR,"By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions.","Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff. Protects FDIC insured institutions from high risk individuals.",Aggregation of public records used to evaluate risk.,
FDIC,Data Extraction from Contract PDF Files,under_declared,Division of Administration,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Reduce the time to extract specific information from electronic forms, saving time and reducing errors from this manual process.",The AI model will extract specific information (dates) from an electronic form. This will turn a manual process into an automated one saving worker time and increasing accuracy.,The output will be a spreadsheet that flags any contract actions that do not meet FDIC procurement standards- specifically wherein the contracting officer signs after the effective date.,
FDIC,Plain Language Policy Assistant,over_unspecified,Chief Information Officer Organization,1,0,general_llm,,Unspecified,retired,,,,,,,,assistant
FDIC,Social Listening,over_contradict,"Office of Communications, Division of Complex Institution Supervision & Resolution, Legal Division, Division of Risk Management Supervision",1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,01/2023,Meltwater,,Meltwater,"There are many social media sites that provide information useful to the FDIC's fulfillment of its mission; searching each independently is time consuming and inefficient. Summary of results for social and news items on the FDIC, liquidity risks, banking industry, and other relevant topics helps users to support mission.","Access to a centralized online tool that searches numerous social media sites expedites analysis of publicly available information. Utilized for social listening about policy issues, potential liquidity risks, banks,  and more to help support mission.",Outputs help to inform as to issues that may impact the FDIC's fulfillment of its mission. Outputs reflect the search results of prompts related to searches focused on mentioning the FDIC and trends affecting the ability of the FDIC to fulfill its mission.,llm
FDIC,Trust Document Entity Extraction - LLM,over_contradict,Division of Resolutions and Receiverships,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The current trust document review process is labor intensive and may require further reviews by legal experts, hence, prolonging the processing time. By leveraging the use of a Large Language Model to automate the extraction of key information from trust agreements to match and verify customer form input, this will lead to a faster, accurate and efficient workflow for claims specialists.","The current trust document review process is labor intensive and may require further reviews by legal experts, hence, prolonging the processing time.  Using a LLM to automate the extraction of data will reduce manual effort and improve the quality of data extracted from trust documents.","By using the LLM, the extracted data will include key data elements, such as grantor/settler and beneficiaries from Trust Agreements along with the original Trust Agreement, which will be presented to users through an application user interface. This will  automate the extraction of key information from trust agreements to match and verify customer form inputs.",llm; large language model; workflow
NMB,AI-Powered Proofreading and Editing,over_unspecified,,1,1,general_llm,,Unspecified,unknown,,Gemini,,Google Gemini,"To assist in proofreading and editing documents by identifying grammatical errors, style inconsistencies, and areas for improvement.","Enhanced quality and clarity of written communications, improved professionalism in agency outputs.",,gemini
NMB,Automated Document Creation,over_unspecified,,1,1,general_llm,,Unspecified,unknown,,Gemini,,Google Gemini,"To automate the creation of standard documents, such as letters, notices, and reports, from templates and data inputs.","Reduction in manual effort and time spent on document creation, ensuring consistency and accuracy in documentation.",,gemini
NMB,Document Summarization,over_unspecified,,1,1,general_llm,,Unspecified,unknown,,Gemini,,Google Gemini,"To quickly summarize lengthy documents, such as case files, meeting minutes, and reports.","Increased efficiency in information processing, allowing staff to focus on more complex tasks.",,gemini
NMB,Meeting Transcript Analysis,over_unspecified,,1,1,general_llm,,Unspecified,unknown,,Gemini,,Google Gemini,"To analyze meeting transcripts to identify key discussion points, decisions, and action items.",Improved accuracy in record-keeping and follow-up actions.,,gemini
FRB,Monitoring Earnings Conference Calls,over_contradict,Division of Monetary Affairs,1,1,general_llm,Natural Language Processing,Natural Language Processing,pre_deployment,,,,,Need to identify mentions of using genAI alongside research and development,Information on R&D at reported organizations,Call transcripts with keywords,genai
