agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
VA,Call Center Knowledge Navigator,under_declared,VBA: Veterans Benefits Administration,0,0,general_llm,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Generative AI,pilot,,,,,"1. Inaccurate transcription of phone calls by the current system.
2. Need for enhanced time-to-effectiveness for new employees of the Education Call Center.
3. Improvements to quality review of transcribed conversations.",Increased efficiency and increased accuracy of answers to beneficiary queries,"- Version 1 outputs a string in response to a user query with cited reference materials
- Version 2 will hyperlink these materials for user reference
- Future versions will include transcription output and automated answer strings based on live transcription",
VA,CarestreamCS 9600,over_contradict,VHA: Veterans Health Administration,1,0,computer_vision,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Computer Vision,deployed,,,,,"CS 9600 is an extraoral system intended to produce two-dimensional and three-dimensional digital X-ray images of the dento-maxilofacial, ENT (Ear, Nose and Throat), cervical spine and wrist regions at the direction of healthcare professionals, as diagnostic support for pediatric and adult patients.",Accelerate dental imaging workflows.,Provides recommended alignment for dental imaging system.,workflow
VA,Categorization and Labelling Administrative Requests,under_declared,OIT: Office of Information & Technology,0,0,general_llm,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Generative AI,pilot,,,,,The categorization and labeling functionality is intended to support functions such as administrative intake requests. This is intended to support use cases such as rapid triage of Information Technology intake requests. This solves the problem of manual data entry.,Increased efficiency.,"1. The system selects a category based on a list of categories defined by a person.
2. The system labels long text fields in under 50 characters.",
VA,Claims Adjudication and Financial Decision-Making,under_declared,VHA: Veterans Health Administration,0,0,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,Agentic AI,pre_deployment,,,,,"VA staff spend large amounts of time gathering and reviewing information to process payments and recover revenue. This slows down financial decisions and delays service to Veterans and providers. The AI platform brings the necessary data together, highlights key issues, and streamlines next steps so staff can work faster and focus on higher value decisions.","It will deliver cost savings and efficiency gains, strengthening VA's overall financial stewardship.","The system outputs are claim classifications, eligibility and coding checks, consolidated documentation, risk flags, draft appeals packages, and dashboard reports, which are all presented to staff as decision support rather than final decisions.",
VA,Clinical Pathways for Cancer Patients,over_contradict,VHA: Veterans Health Administration,1,0,nlp_specific,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,pre_deployment,,,,,"The VA National Oncology Program (NOP) has invested in creating clinical pathways that guide providers to provide high quality evidence-based standard of care treatments to Veterans with cancer. However, it is currently unclear how many or how often providers are ‘on pathway’ or are concordant with this recommendation. The work will focus on leveraging AI to assess the degree of adoption of various pathways. For example, the VA NOP proposes to develop, evaluate, and implement an informatics workflow that is capable of extracting information regarding whether a Veteran with prostate cancer has been offered access to germline and somatic genetic testing. This will assess care quality across the VA in terms of genetic testing in Veterans with prostate cancer and provide the necessary information to engage in quality improvement efforts. The work will follow the framework NOP developed to assess germline genetic testing in Veterans with breast cancer, in response to the Advances in Mammography and Medical Options (MAMMO) for Veterans Act of 2022. Briefly, Veterans receiving care for prostate cancer in the VA will be identified using electronic health information in the VA Corporate Data Warehouse and their latest relevant clinical notes will be retrieved.","Increase efficiency: it will speed up providers' review of patients' treatment plans based on the National Oncology Program guideline, since patients' pathway information will be highlighted. This makes it easier for the providers to make better treatment decisions for the patient, therefore potentially improving patient outcomes.",Whether a patient is on a clinical pathway and where on the clinical pathway they are,workflow
VA,Clinical Trial Matching,over_contradict,VHA: Veterans Health Administration,1,0,nlp_specific,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,pre_deployment,,Aware Biometrics,,,"The trial matching rate at the VA is very low. Many patients aren't aware of the possible trial opportunities. National Oncology Program has clinical trial coordinator manually reviewing patients' information and trial information to decide which trials are potential matches for the patients that are interested. This process is very time consuming, usually takes over an hour per patient. We intend to use AI to speed up the process and recommend potential trials, so that the trial coordinator is able to help more patients with the same amount of time. The tool will match patients with clinical trials that they are potentially eligible for.","This tool can enhance patient outcomes, save cost, and increase efficiency. Patients are more likely to enroll in clinical trials, the trial coordinator would be able to help more patients with the same amount of time, and clinical trials could receive a higher enrollment rate.","The patient ratings for each clinical trial; whether patients are a strong match, a potential match, or not a match; the reasons for the match determination.",llm
VA,Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) Clinician Training Simulator,over_contradict,VHA: Veterans Health Administration,1,1,general_llm,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,pre_deployment,,ChatGPT,,,"The level of effort required to train clinicians, researchers, and examiners to administer and score the Clinician-Administered PTSD Scale for DSM-5.

The CAPS-5 Clinician Training Simulator comprises three online courses, available in TMS and TRAIN, that provide instruction in the administration and scoring of the CAPS-5. The courses use voice recognition, 3-D technology, and artificial intelligence to create an immersive learning experience. The courses are intended for clinicians, trainees, researchers, and examiners in VA and in the community. They use AI in the following ways:
1. In the three current CAPS-5 virtual patient courses, learners have the option to speak the prompts, with their spoken prompts transformed to text using speech recognition. 
2. The learners’ prompts, whether spoken or typed, are programmatically compared to the required prompts in the CAPS-5. The system analyzes whether the prompts were delivered exactly (“verbatim”), with slight variations (“paraphrased”), or with unacceptable variations (“off-script”). 
3. One of the courses analyzes learner prompts in order to trigger comments –corrections or praise -- from a virtual coach. 
4. We’re currently revising one of the courses to take better advantage of sematic similarity to analyze learners' inputs. 
5. In the future, we may deploy generative AI. Here’s how the vendor described it in their response to our solicitation: “This new design will also leverage a separate backend to handle AI multi-agency and retrieval augmented generation (RAG) to ensure large language models (LLMs) used will always operate as designed.” This will be a closed system that does not pull information from or input information to publicly-available platforms (e.g., GPT-4, Bard).",Saving time and human resources that can be better deployed in patient care. Improving accuracy of diagnosis of PTSD in Veterans.,"Courses in TMS and TRAIN.

AI assists learners in understanding how to accurately administer and score the CAPS-5. Courses are helpful in providing clinical care but are not required, nor is it a requirement for clinicians to use the CAPS-5 with their patients.",gpt-4; llm; large language model; generative ai; bard
VA,Community Care Clinical Documents,under_declared,VHA: Veterans Health Administration,0,0,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,Agentic AI,pre_deployment,,,,,"Thousands of Veterans receive care in the community in both unscheduled urgent/acute care settings and scheduled care settings. Following these encounters, VA must receive clinical documentation describing the encounter and address follow-up care needs. The current process for this is manual, inefficient, and not always effective at timely documentation retrieval. This results in delayed care for Veterans and duplication of services.","Solving this problem will improve care quality for Veterans, decrease administrative burden on clinicians, automate manual processes, and improve workforce efficiency, resulting in decreased burnout and overtime expenditures.","This product will automate identification, retrieval, and notification in the context of community care clinical documents.",
VA,Community Care Records Retrieval,under_declared,VHA: Veterans Health Administration,0,0,agentic,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,Agentic AI,pre_deployment,,Microsoft Teams,,,"VA care teams often struggle to access Community Care documents in a timely manner. When access is granted, the process is labor-intensive, requires significant manual administration by clinical staff, and is not always successful. Veterans may also be asked to bring in a copy of their records when VA providers are unable to obtain them. This negatively impacts Veterans’ care coordination and makes them lose trust in VA.","Increased efficiency in coordinating VA community care documentation, enhancing Veteran satisfaction with care and increasing quality of care and Veteran safety.",Requests for community care records or retrieval and ingestion of community care records.,
VA,Coordinated Care Tracking System (CCTS) Generative AI Support,over_contradict,VHA: Veterans Health Administration,1,0,general_llm,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,deployed,,,,,"To support the CCTS application we have created a generative AI pipeline that goes through all of the radiology and pathology notes for a day and extracts all references to all cancer related findings (tumors, nodules, masses, etc) and extracts all of the characteristics and comments of the findings.  These extracts will then be integrated in the CCTS application to ensure that proper diagnostic codes have been added to the scans so that a dangerous tumor is not missed.  There is no fine-tuning with this system.  Extracts from the notes are graded by humans to assess accuracy. This will provide insights to inform case follow up, scalable computing power for the CCTS clinical application​.",Increased efficiency in healthcare delivery.,CCTS application,generative ai
VA,Custom GPT for Network Operations and Automation (Wide Area Network),over_contradict,OIT: Office of Information & Technology,1,0,nlp_specific,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,pre_deployment,,Custom In-House AI,,,"This solution will be able to:

1.	Information Retrieval: Query our router database and backup configurations to answer questions about network topology, device status, and configuration details
2.	Configuration Generation: Assist in building network device configurations based on our standards and requirements
3.	Troubleshooting Support: Help diagnose network outages by analyzing device data and providing guided troubleshooting steps
4.	Read-Only Device Access: Eventually integrate with our network infrastructure to gather real-time information from devices in a secure, read-only manner

It will solve the problem of reducing the time required to resolve network issues, human errors in configuration, availability of network support.","Benefits:
•	Reduced mean time to resolution for network issues
•	Standardized configuration generation reducing human error
•	Enhanced knowledge sharing across the WAN team
•	24/7 availability for network operations support
•	Improved training resource for new team members","Router configurations, Troubleshooting information, information pertaining to our devices, security compliance checks, answers to leaderships questions, training information to new employees.",
VA,Deep-Learning approaches to develop candidate lists of terms for use in text searches,over_contradict,VHA: Veterans Health Administration,1,1,general_llm,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Natural Language Processing,deployed,,OpenAI API,,,"The intended use is to increase the comprehensiveness of term lists to be used in text-matching approaches to identifying concepts of interest in free-text medical record notes. Text-matching approaches are an efficient method for identifying text of interest in medical notes.  The success of text-matching approaches depends on the quality of term lists used to search for a concept of interest.  While humans can generate word lists for text-matching approaches, the generated word lists are likely to be limited and biased by the vocabulary, language habits, population exposure, and local dialects of the human generating the list.  Deep learning methods can help to augment candidate term lists to help overcome some of these challenges.  Once generated these augmented candidate terms are reviewed by subject matter experts for appropriateness and accuracy of the suggested terms for the concept and use case of interest.","Here we (1) query pre-trained large language models (e.g., ChatGPT or Llama) through a user interface that allows prompting (such as the OpenAI API or CodeLlama) and/or (2) query word and phrase “embedding” models (e.g., Word2Vec and Phrase2Vec) to expand candidate term lists for review by subject matter experts.  Our team has found both approaches effective for expediting the generation of more comprehensive term to concept mappings for use in text-matching algorithms that increase the accuracy of clinical concept extraction.   We expect this use of AI to improve initial brainstorming of terms related to a given concept, resulting in a more sensitive approach to finding information of interest in free-text clinical notes. Experience to date has found that this approach enriches term sets in ways that increase sensitivity for identification of text of interest in clinical TIU notes when used in our CLEVER natural language processing pipeline.","The outputs of this use of AI is a candidate list of terms related to a concept of interest.  This candidate list is combined with suggestions generated by human experts and then these are reviewed by a subject matter expert to generate a final list of terms for use in text-matching algorithms to extract medical record free text mentions of interest. For the pre-trained Large Language model approach, the input is a query prompting for synonyms of terms related to the concept of interest.  The output is the answer provided by the LLM, including the suggested candidate terms and the original terms that were stated in the query.  For the word and phrase embedding models, the input is an initial list of terms that are relevant to the concept of interest and the output are the suggested candidate terms, ranked by their statistical similarity to the original terms, based on the transformation of a clinical corpus into vector space or an “embedding model”.  Regardless of the type of model used, all suggested candidate terms are reviewed by subject matter experts to ensure quality term lists are used in all text searches.",chatgpt; large language model; openai
VA,EEV/OHI Document Types,under_declared,VHA: Veterans Health Administration,0,0,nlp_specific,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,Agentic AI,pre_deployment,,,,,Increase the speed and accuracy of identifying document types and routing thereof.,Enhance Veteran and Veteran Family Member experience with claims processing to ensure timely and accurate claims resolutions.,Correct document types and routing of those documents for further processing.,
VA,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,over_contradict,VHA: Veterans Health Administration,1,0,computer_vision,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Computer Vision,deployed,,,,,"The R-Trigger algorithm software feature on Philips EPIQ and Affiniti Ultrasound System is intended to support detection of R-wave peak (R-trigger) as an input to certain transthoracic echo (TTE) clinical applications, initially including AutoStrain LV, AutoEF, 2D Auto LV (collectively referred to as “AutoStrain”), and AutoMeasure applications. The R-trigger algorithm is expected to be implemented as workflow enhancement for transthoracic clinical applications on EPIQ and Affiniti Ultrasound Systems in the VM13 software release.
The Auto-Measure and AutoStrain features, cleared on Philips EPIQ and Affiniti systems (K211597, K190913 resp.) support users during B-mode (2D), CW-, PW- and TDI-Doppler measurements by automating some of the measurements needed to complete a routine transthoracic echo (TTE) exam for adult patients.
The current AutoMeasure and AutoStrain applications require input from physio signal (ECG), using electrodes, because the modules and their detectors work on single cardiac cycles, starting and ending with the End Diastole (ED), or more precisely, with delimiting R-trigger events as a good approximation. Determining the R-triggers is currently done on the EPIQ and Affiniti Ultrasound Systems by a dedicated physio board. To enable clinical users to be able to use AutoMeasure and AutoStrain application without the R-trigger (ECG based) input, R-trigger feature (non-ECG-based) has been developed.","Accelerate ultrasound workflows: the R-trigger algorithm is expected to be implemented as workflow enhancement for transthoracic clinical applications on EPIQ and Affiniti Ultrasound Systems in the VM13 software release. The Auto-Measure and AutoStrain features, cleared on Philips EPIQ and Affiniti systems (K211597, K190913 resp.) support users during B-mode (2D), CW-, PW- and TDI-Doppler measurements by automating some of the measurements needed to complete a routine transthoracic echo (TTE) exam for adult patients.","Automates some routine ultrasound measurements. The intended use of EPIQ Ultrasound Diagnostic System is diagnostic ultrasound imaging and fluid flow analysis of the human body, with the following indications for use: Abdominal, Cardiac Adult, Cardiac other (Fetal), Cardiac Pediatric, Cerebral Vascular, Cephalic (Adult), Cephalic (Neonatal), Fetal/Obstetric, Gynecological, Intraoperative (Vascular), Intraoperative (Cardiac), intra-luminal, intra-cardiac echo, Musculoskeletal (Conventional), Musculoskeletal (Superficial), Ophthalmic, Other: Urology, Pediatric, Peripheral Vessel, Small Organ (Breast, Thyroid, Testicle), Transesophageal (Cardiac), Transrectal, Transvaginal, Lung. Modes of operation include: B, M, PW Doppler, CW Doppler, Color Doppler, Color M Doppler, Power Doppler, and Harmonic Imaging.",workflow
VA,ESD-Predictive Intelligence,over_contradict,OIT: Office of Information & Technology,1,0,classical_ml,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Classical/Predictive Machine Learning,pre_deployment,,ServiceNow Now Assist,,,"Predictive Intelligence, part of the ServiceNow platform, uses artificial intelligence and machine learning to improve the work experience. You can create and train models on the platform and integrate with other ServiceNow products and applications.  Specific use cases include identification of Major Incidents more quickly and more accurate routing of tickets.
This use case allows earlier detection of major incidents (MTTR).",Earlier detection of major incidents (MTTR). This capability can help with reducing Mean-Time to Restoral and improve IT Operational capabilities.,Dashboard highlighting major incidents as they develop where OIT professionals from Major Incident Management and other OIT stakeholders can review the data for more immediate awareness and informed decision-making.,
VA,"EchoPAC Software Only, EchoPAC Plug-In",over_contradict,VHA: Veterans Health Administration,1,0,computer_vision,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Computer Vision,deployed,,,,,"EchoPAC Software Only / EchoPAC Plug-in provides image processing, annotation, analysis, measurement, report generation, communication, storage and retrieval functionality of ultrasound images that are acquired via the GE Healthcare Vivid family of ultrasound systems, as well as DICOM images from other ultrasound systems. It is intended for diagnostic review and analysis of ultrasound images, patient record management and reporting, for use by, or on the order of a licensed physician.",Improve ultrasound workflows.,"Image processing, annotation, analysis, measurement, report generation, communication, storage and retrieval functionality of ultrasound images.",workflow
