agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
USDA,Repair Spend,over_contradict,"Research, Education and Economics",1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,6/9/2020,Tableau,"Enterprise Data Analytics Platform & Toolset (EDAPT, Impala, Tableau)",Accenture,"The AI is to review financial documents and then classify each expense as money spent on ""facility repairs"" or ""not facility repairs"".",The expected benefits include reduction of manual hours identifying the types of transactions.,"The output of the model is a recommendation of which financial transactions should be identified as ""repair"" expenses.",
EPA,Briefcam,over_contradict,OECA,1,0,computer_vision,Computer Vision - AI that processes and interprets visual data (e.g.; images and videos).,Computer Vision,pilot,,,,,Speed the review and improve the accuracy of captured surveillance footage.,This product will help increase case investigation speed by greatly reducing the amount of time Special Agents spend reviewing video footage.,Briefcam produces a summary video containing bookmarked images to the surveillance footage location the event is identified from.,agent
EPA,Document comparison,under_declared,Region 8,0,0,general_llm,Generative AI,Generative AI,pilot,10/01/2025 00:00:00,,AI-Work,,Review and comparison of two documents,cutting back on the number of templates that we maintain.,text and comparison between two documents.,
EPA,Helpdesk chat assistant for common data system tasks,over_contradict,OFA,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,09/12/2025 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,"The Chat Bot implementation increases Help Desk tier 0 resolution, resulting in higher customer satisfaction and better use of Help Desk resources.",Improving customer wait time.  Increasing Helpdesk agents' availability to resolve more complex IT incidents.,IT solutions recommendations,assistant; agent
EPA,Microsoft Power Automate (custom document processing model),over_contradict,OFA,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,09/01/2025 00:00:00,Custom In-House AI,Microsoft  Office 365,Microsoft,Saving time and money by extracting only useful information from lengthy utility bills and putting it into an easy to read format automatically.,Cost savings and reduced man hours.,AI extracts relevant data from lengthy documents.,
EPA,SF182 Form and Policy Assistant,over_contradict,OFA,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,08/01/2024 00:00:00,,,,This AI feature will solve the problem of the substantial confusion and miscommunication involved in submitting SF182 Training Requests.,"Significant reduction in FAQs, emails, messages, SF182 discrepancies, employee frustration, costs associated with improper SF182 routing and training cancellations.","The AI tool provides recommendations. These are recommendations on how to fill out the SF182, what fields need to be filled out based on other variables associated with the training request, and policy-driven responses that are not intuitive or easy to comprehend from the end-user's perspective.",assistant
EPA,Transitioning historical help desk knowledge to new help desk software,over_unspecified,OAR,1,0,classical_ml,,Unspecified,retired,,,,,,,,
FTC,Azure ML,under_declared,BCP/DCRO,0,0,general_llm,Generative AI,Generative AI,pre_deployment,2025,,Sentinel Network Services,Microsoft,Ad-hoc Machine learning tasks are taking longer time to train and review results,Assist data analysts with training and testing machine learning models .,Provide a data analytics platform that can be used to quickly train and test machine learning models with GPU (Graphics Processing Unit) enabled compute.,
FTC,Chatbot,over_contradict,BCP/DCRO,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,retired,2019,,Sentinel Network Services,Leidos,Assisted chat is only available during business hours. Many consumers are left with no option to wait until assisted chat is available if they have questions.,Provide automated chatbots capabilities for ReportFraud.ftc.gov and IdentifyTheft.gov and replacing assisted chat services.,Automated chat responses for ReportFraud.ftc.gov and IdentifyTheft.gov,chatbot
FTC,DNC IVR Audio File Transcription,under_declared,BCP/DCRO,0,0,general_llm,Generative AI,Generative AI,retired,2025,,Sentinel Network Services,Microsoft,"The DNC IVR (Do Not Call Interactive Voice Response) comments audio files are not being transcribed, requiring users to click the link and listen to understand the IVR complaint.","Enables faster, more efficient complaint review by allowing to quickly search and read comments instead of listening to audio, improving accessibility, productivity, and response times.",Transcribed DNC IVR (Do Not Call Interactive Voice Response) Audio file and save the text to database.,
NTSB,FOIAXpress AI assistant,over_contradict,NTSB,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,10/1/2024 0:00,,N/A,OPEXUS,Timely review of documents for public release,Improved timeliness of response to records requests,Identifies potential PII or other details that may requre redaction prior to release,assistant
