agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
Treasury,Modernization Accelerator,N/A N/A Modernization Accelerator N/A N/A,agency_internal_system,,,low,"Title-only row (""Modernization Accelerator"", rest is N/A) -- IRS internal modernization tooling; nothing further to attribute."
Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,N/A N/A Modernization Accelerator - Legacy Applications Chatbot & Code Conversion N/A N/A,agency_internal_system,,,low,"Title-only row (""Modernization Accelerator - Legacy Applications Chatbot & Code Conversion"", rest is N/A) -- internal IRS modernization initiative."
Treasury,Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development,"N/A N/A Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development Assist test automation team by explaining or suggesting improvements to individual Java methods or classes below 100 lines.  Ideal for improving understanding and accelerating onboarding to automation test as a new software engineer in application development. The objective is to implement a secure, localized AI chatbot leveraging Retrieval-Augmented Generation (RAG) to enhance test auto",agency_internal_system,,,medium,"""Assist test automation team by explaining or suggesting improvements to individual Java methods ... The objective is to implement"" -- internally implemented code assistant; no commercial product named."
Treasury,NCCBR Data Validation Pilot,N/A N/A NCCBR Data Validation Pilot AI modules applied to our collection pipelines to flag ingestion errors and assess data quality before analyst review Improves data quality and reduces manual effort in identifying data ingestion errors enabling analysts to focus on higher-value tasks,agency_internal_system,,,medium,"""AI modules applied to our collection pipelines to flag ingestion errors"" -- internal data-quality modules; no product named."
Treasury,OCC Guidance Summarization,"N/A N/A OCC Guidance Summarization OCC staff must frequently review a wide range of OCC regulatory sources—Handbooks, Bulletins, statutes, old Circulars, Interpretive Letters, Corporate Actions, and related guidance—to understand requirements and develop supervisory positions. Manually locating, reading, and synthesizing these materials is time-consuming and can slow the early stages of analysis. The AI is intended to streamline this initial research by quickly identifying relevant sources and s",agency_internal_system,,,low,"""Manually locating, reading, and synthesizing these materials is time-consuming"" -- OCC internal GenAI summarization application; no product named."
Treasury,OCC.Chat,"N/A N/A OCC.Chat GenAI chatbot that generates human-like responses to user questions using public knowledge for reference The AI improves operational efficiency by quickly delivering relevant information, which reduces the manual burden on staff and enhances overall productivity. For the general public, it enhances service delivery by providing instant and consistent responses to their queries, thereby improving user satisfaction and engagement.",agency_internal_system,,,high,"""OCC.Chat GenAI chatbot that generates human-like responses to user questions using public knowledge"" -- named OCC internal chatbot."
Treasury,OCC.DocChat,N/A N/A OCC.DocChat GenAI solution for uploading documents to Personal and Group workspaces and facilitating chat interactions. The AI is designed to solve the problem of managing and interacting with documents by enabling users to upload documents to Personal and Group workspaces and facilitating chat interactions based on the content of these documents. This streamlines document management and enhances collaborative communication.,agency_internal_system,,,high,"""OCC.DocChat GenAI solution for uploading documents to Personal and Group workspaces"" -- named OCC internal tool."
Treasury,OCC.InfoAssist,"N/A N/A OCC.InfoAssist GenAI chatbot that generates human-like responses to user questions using OCC Comptroller handbooks and PPMs documents The AI improves operational efficiency by automating the response process, thereby reducing the manual workload on staff. It ensures that users receive consistent and accurate information quickly, which enhances user satisfaction and supports the agency’s mission of providing timely access to critical information. This leads to improved service delivery an",agency_internal_system,,,high,"""OCC.InfoAssist GenAI chatbot ... using OCC Comptroller handbooks and PPMs documents"" -- named OCC internal chatbot."
Treasury,Open source Python library and models for NLP,"N/A N/A Open source Python library and models for NLP Text analytics- process, analyze, and understand text DNP program needs to add a technology request to GEM for an open-source Python library and models from vendor.",unclear,,,medium,"""an open-source Python library and models from vendor"" for NLP text analytics -- a real library (e.g., spaCy) is implied but not named."
Treasury,Operational Support Bots,N/A N/A Operational Support Bots Chatbots for IT service-desk tasks ticket triage password resets and resource provisioning to free analysts for higher-value work Reduces IT support workload by automating routine service desk tasks improving response times for common requests and allowing IT staff to focus on complex issues,unclear,,,low,"""Chatbots for IT service-desk tasks ticket triage password resets"" -- the service-desk bot product is not identified."
Treasury,Pilot a suite of Fiscal Service Gen AI solutions,"N/A N/A Pilot a suite of Fiscal Service Gen AI solutions Data Analysis and Manipulation The Data Strategy Division is seeking to assess performance of AI alternatives to address business needs by doing comparative performance analysis with rigorous ROI testing using scientific testing frameworks (e.g., A/B, pre-post) to help direct decision-making around Artificial Intelligence (AI) adoption.",unclear,,,low,"""assess performance of AI alternatives ... comparative performance analysis"" -- multiple unnamed candidate AI products under evaluation."
Treasury,Policy Development Editorial Assistant,"N/A N/A Policy Development Editorial Assistant Maintaining and updating the Policies and Procedures Manual (PPM) and Office- or Management-Level Policies and Procedures (OMPPs) requires staff to manually identify where changes are needed, ensure alignment across documents, and verify that no conflicts or duplications exist. This process is time-consuming and prone to oversight, leading to inconsistent guidance or outdated content. The AI is intended to streamline this workflow by detecting confl",agency_internal_system,,,medium,"""Maintaining and updating the Policies and Procedures Manual (PPM) ... requires staff to manually identify where changes are needed"" -- OCC internal editorial assistant; no product named."
Treasury,"Procurement Data Transparency, Reporting, & Decision Tracking","N/A N/A Procurement Data Transparency, Reporting, & Decision Tracking Platform provides an analytics hub for contract documents and contract spending metadata. Generative AI is used to produce a summary of the products and/or services acquired under each agency contract. Improve contracting spending category management and better ability to identify and analyze contracted products and services purchased by the agency.",agency_internal_system,,,medium,"""Platform provides an analytics hub for contract documents and contract spending metadata"" -- internal Treasury procurement analytics platform."
Treasury,Procurement Intelligence,N/A N/A Procurement Intelligence AI-powered market monitoring to identify competitive suppliers single-source risks and cost-optimization opportunities Improves procurement efficiency and reduces costs by identifying optimal suppliers mitigating single-source risks and highlighting cost-saving opportunities,unclear,,,low,"""AI-powered market monitoring to identify competitive suppliers single-source risks"" -- could be a commercial market-intelligence service; not named."
Treasury,Procurement Research,"N/A N/A Procurement Research Generative AI is new to the acquisition workforce. User research is needed to determine how to make AI-powered procurement systems easy-to-use, highly functional, and accurate for agency employees performing procurement tasks. Further, there is little research on which AI models are most performant for federal procurement tasks. An objective evaluation is needed to compare commercial AI models and possibly fine-tune or otherwise improve AI models for the federal proc",false_positive,,,medium,"""User research is needed to determine how to make AI-powered procurement systems easy-to-use"" -- research activity; no product or system in the text."
Treasury,Programmatic Access to LLMs via API,N/A N/A Programmatic Access to LLMs via API Secure endpoints enabling researchers to submit prompts and receive model output directly within analytical workflows Streamlines research processes by integrating AI capabilities directly into analytical workflows reducing manual data processing and improving research efficiency,agency_internal_system,,,low,"""Secure endpoints enabling researchers to submit prompts and receive model output"" -- internal API gateway to LLMs; underlying models unnamed."
Treasury,Public Chatbot,N/A N/A Public Chatbot Public data is hard to sift through and results in calls to the helpline. Make public information more easily attainable and reduce demands for human call center,agency_internal_system,,,low,"""Make public information more easily attainable and reduce demands for human call center"" -- bureau public chatbot; no vendor or product named."
Treasury,Public Information Analysis,"N/A N/A Public Information Analysis Review of transcripts can be time-consuming, especially when trying to compare themes, identify shifts in tone, or spot notable changes. The AI helps streamline this work by quickly analyzing the transcripts and pulling together the main similarities, differences, and key insights that normally require extensive manual review. With faster access to clear, consolidated insights from transcripts examiners and analysts can more effectively monitor trends, emergin",agency_internal_system,,,low,"""The AI helps streamline this work by quickly analyzing the transcripts"" -- internal transcript-analysis use; no product named."
Treasury,Qualitative Text Classification for Analysis,"N/A N/A Qualitative Text Classification for Analysis The AI tool, leveraging internal large language models, is intended to increase the operational efficiency of qualitative research within Small Business / Self-Employed (SB/SE) Research, increase research scope, complexity, and decrease overall time to customer. Leveraging the generative AI applications within the large language model will allow analysts to benefit from an automated secondary analysis, improving overall reliability of analytic",agency_internal_system,,,high,"""The AI tool, leveraging internal large language models"" -- explicitly internal LLMs."
Treasury,Regulation Statutory and Common Name Indexing,"N/A N/A Regulation Statutory and Common Name Indexing Compliance OCC staff frequently need to reference regulations by both their alphabetical identifiers (e.g., Regulation Z) and their full statutory names. Manually searching for these connections across regulatory materials is repetitive and time-consuming. The AI is intended to simplify this process by quickly generating a clear mapping between alphabetical regulation names and their corresponding statutory titles, improving speed and accurac",agency_internal_system,,,low,"""The AI is intended to simplify this process by quickly generating a clear mapping"" -- OCC internal GenAI application; no product named."
Treasury,Regulation Summarization,"N/A N/A Regulation Summarization Regulatory updates and final rules associated with the regulatory programs are extensive, complex, and often highly technical. Staff must manually review lengthy documents to extract relevant requirements, interpret changes, and understand impacts on supervisory processes. This manual approach is time-consuming and can delay implementation planning. The AI is intended to streamline this process by efficiently summarizing regulatory text and highlighting key provi",agency_internal_system,,,low,"""Staff must manually review lengthy documents to extract relevant requirements ... The AI is inten[ded]"" -- OCC internal GenAI application; no product named."
Treasury,Regulatory Reform Tool,"N/A N/A Regulatory Reform Tool Prepares draft proposed and final regulations; reviews statutes for potential deregulatory actions The AI improves operational efficiency, reduces manual burden, and enhances service delivery to the public.",agency_internal_system,,,medium,"""Prepares draft proposed and final regulations; reviews statutes for potential deregulatory actions"" -- named internal Regulatory Reform Tool."
Treasury,Regulatory Rule Analysis,"N/A N/A Regulatory Rule Analysis Comment letters on major rulemakings can be lengthy and numerous, making it difficult for staff to quickly understand the range of viewpoints and the main arguments presented. The AI helps by reviewing these submissions and distilling them into clear summaries, saving time and reducing the burden of manually going through each document. By providing a faster way to understand feedback on the proposed rule, the AI supports more informed internal discussions and po",agency_internal_system,,,low,"""The AI helps by reviewing these submissions and distilling them into clear summaries"" -- internal comment-summarization use; no product named."
Treasury,Reporting Requirement Analysis,"N/A N/A Reporting Requirement Analysis Reviewing lengthy, technical, and highly variable reports manually to ensure completeness, accuracy, and adherence to regulatory requirements is time-consuming and resource intensive. The AI is intended to streamline this process by analyzing the content for required elements, identifying gaps, and highlighting areas that may not meet reporting standards. The AI enhances efficiency and consistency, enabling staff to focus on higher-value evaluation and supe",agency_internal_system,,,low,"""The AI is intended to streamline this process by analyzing the content for required elements"" -- internal OCC application; no product named."
