agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
FDIC,OIG computer forensics investigation tools.,"Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery  OIG computer forensics investigation tools. Access and store information from electronic devices in support of criminal investigations. Assists in law enforcement investigations.",propose_new,,ScanWriter (Personable) ;; X1 Social Discovery (X1),low,"Compound forensics list 'Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery': ScanWriter and Social Discovery (X1) are real investigative products missing from catalog; bare 'Adobe'/'Microsoft' are generic vendor mentions (excluded per retag rule); 'Auto Split' is an Acrobat plugin, not an AI product."
FERC,Enhance Market Surveillance and Fraud Detection Use Case,"Zvolvant (Small Business) N/A Enhance Market Surveillance and Fraud Detection Use Case The AI solution aims to assist staff in analyzing large and complex market datasets for market integrity and compliance purposes. It will process and interpret vast amounts of trading data at high speed, identifying anomalies, trends, and potential regulatory violations. This capability will help maintain fair and transparent markets, enabling staff to focus on strategic decision-making. The AI’s efficiency an",map_to_existing,FERC Zvolvant Market Surveillance,,high,'Zvolvant ... Enhance Market Surveillance and Fraud Detection Use Case' — catalog entry 'FERC Zvolvant Market Surveillance'.
FERC,Improve Safety Inspections Use Case,"Zvolvant (Small Business) N/A Improve Safety Inspections Use Case The AI solution is intended to enhance the efficiency and accuracy of dam and LNG pipeline structure inspections by FERCs Dam inspectors. It will analyze historical and real-time images, videos, and notes to identify potential safety defects and trends. This approach reduces the manual workload of safety inspectors and improve inspection timelines.",map_to_existing,FERC Zvolvant Inspection AI,,high,'Zvolvant ... Improve Safety Inspections Use Case ... dam and LNG pipeline structure inspections' — catalog entry 'FERC Zvolvant Inspection AI'.
FERC,Support Interconnection Request Responses Use Case,"Zvolvant (Small Business) N/A Support Interconnection Request Responses Use Case The AI solution will be designed to address the growing backlog of project interconnection requests and reduce the average three-year wait time. By accelerating the processing of proposals, the AI will help FERC with cost savings and shorting the timelines of requests.",map_to_existing,FERC Zvolvant Interconnection Assistant,,high,'Zvolvant ... Support Interconnection Request Responses Use Case' — catalog entry 'FERC Zvolvant Interconnection Assistant'.
FHFA,Neural Networks for FHFA Modeling Analytics Platform (FMAP),N/A N/A Neural Networks for FHFA Modeling Analytics Platform (FMAP) Help researchers optimize the framework and specifications of the production of the Single-Family FHFA Modeling Analytics Platform (FMAP). Efficiency,agency_internal_system,,,high,Vendor 'N/A'; FMAP is FHFA's own 'Single-Family FHFA Modeling Analytics Platform' — government-built modeling platform.
FHFA,Security and network monitoring using Cisco Identify Services engine,"Cisco GSS Security and network monitoring using Cisco Identify Services engine Improves security visibility, segmentation, and threat response by analyzing network traffic and user behavior in real-time, enabling automatic detection, isolation, and resolution of potential security risks. Risk Reduction",map_to_existing,Cisco Identity Services Engine,,high,'Security and network monitoring using Cisco Identify Services engine' — catalog entry 'Cisco Identity Services Engine'.
FRB,Body Worn Cameras Data Management System,"Third Party Vendor Body Worn Camera Data Management System Body Worn Cameras Data Management System Body Worn Cameras Data Management – Ensure proper handling of information in body camera footage while making content searchable Audio recordings may be transcribed to text and/or redacted. Transcripts are
then labeled “unverified” until an OIG designated member reviews, edits and approves the final transcript.

Automatically detects and redacts screens (computer screens, digital
signs), faces and",unclear,,,low,"Vendor anonymized as 'Third Party Vendor'; a commercial BWC transcription/redaction product is clearly in use ('Automatically detects and redacts screens ... faces') but it cannot be identified (could be Axon Evidence, Veritone Redact, etc.)."
FRB,Virtual Benefits Assistant,Benefits Manager Benefits Manager Virtual Benefits Assistant Virtual Assistant is designed to answer questions on how to navigate the site and answer general questions Get general answers on benefits and links to reference materials for additional information or benefits contact information,map_to_existing,Benefits Manager Virtual Assistant,,high,'Benefits Manager Virtual Benefits Assistant ... Virtual Assistant is designed to answer questions' — catalog entry 'Benefits Manager Virtual Assistant'.
FRTIB,AVA,Accenture Federal Services (AFS) Converge AVA Assist with participant questions Help participants answering questions about the TSP,map_to_existing,FRTIB AVA,,high,'Accenture Federal Services (AFS) Converge AVA ... Help participants answering questions about the TSP' — catalog entry 'FRTIB AVA'.
FRTIB,Adobe Firefly,Adobe Adobe Creative Cloud Adobe Firefly Generate images and videos for training Generate videos and images for participant educations,map_to_existing,Adobe Firefly,,high,'Adobe Firefly Generate images and videos for training' — catalog entry 'Adobe Firefly'.
FRTIB,Fraud Detection Platform,Accenture Federal Services (AFS) Converge Fraud Detection Platform Fraud Detection Detect potential fraud and abuse,map_to_existing,FRTIB Fraud Detection,,high,'Accenture Federal Services (AFS) Converge Fraud Detection Platform ... Detect potential fraud and abuse' — catalog entry 'FRTIB Fraud Detection'.
FTC,Analytic Sandbox,"Leidos Sentinel Network Services Analytic Sandbox Provides a managed data analytics platform to help FTC staff perform data analytics tasks supporting various business purposes, by utilizing Python and other tools, with ML (Machine Learning) capabilties and reporting capabilities to create interactive visualization and reports. Enable FTC Data Analysts to perform data analysis and respond to inquiries from various agency departments.",map_to_existing,FTC Sentinel Analytic Sandbox,,high,'Leidos Sentinel Network Services Analytic Sandbox' — catalog entry 'FTC Sentinel Analytic Sandbox'.
FTC,Automatic PSC Classification,"Leidos Sentinel Network Services Automatic PSC Classification FTC receives uncategorized complaints from multiple channels and contents of comments varies widely by source. Enhances data quality by automatically classifying consumer complaints by PSC (Product and Sevice Code), minimizing the need for manual effort.",map_to_existing,FTC Sentinel PSC Classification,,high,'Automatic PSC Classification ... automatically classifying consumer complaints by PSC' on Leidos Sentinel — catalog entry 'FTC Sentinel PSC Classification'.
FTC,Azure Databricks Assistance,"Microsoft Sentinel Network Services Azure Databricks Assistance Address the challenges of manual data analysis and coding inefficiencies Enhance data analysts productivity and support accurate, efficient decision-making.",map_to_existing,Databricks,,medium,'Azure Databricks Assistance ... Enhance data analysts productivity' — Databricks Assistant within Azure Databricks; catalog has 'Databricks'.
FTC,Chatbot,Leidos Sentinel Network Services Chatbot Assisted chat is only available during business hours. Many consumers are left with no option to wait until assisted chat is available if they have questions. Provide automated chatbots capabilities for ReportFraud.ftc.gov and IdentifyTheft.gov and replacing assisted chat services.,map_to_existing,FTC Sentinel Chatbot,,high,'Chatbot ... Provide automated chatbots capabilities for ReportFraud.ftc.gov and IdentifyTheft.gov' on Leidos Sentinel — catalog entry 'FTC Sentinel Chatbot'.
FTC,DNC IVR Audio File Transcription,"Microsoft Sentinel Network Services DNC IVR Audio File Transcription The DNC IVR (Do Not Call Interactive Voice Response) comments audio files are not being transcribed, requiring users to click the link and listen to understand the IVR complaint. Enables faster, more efficient complaint review by allowing to quickly search and read comments instead of listening to audio, improving accessibility, productivity, and response times.",agency_internal_system,,,medium,"'DNC IVR Audio File Transcription' is a feature inside FTC's Leidos-run Sentinel Network Services; only generic vendor 'Microsoft' named, no specific commercial product (generic vendor edges excluded per retag rule)."
FTC,Developer Productivity,Leidos Sentinel Network Services Developer Productivity Solve challenges and inefficiencies in development Enhance developer productivity by improving code quality,map_to_existing,FTC Sentinel Developer Productivity,,high,'Developer Productivity ... Enhance developer productivity by improving code quality' on Leidos Sentinel — catalog entry 'FTC Sentinel Developer Productivity'.
FTC,Graph Analytics,"Leidos Sentinel Network Services Graph Analytics Assist with identifying connections between complaints as consumers may file same type of complaints against a company but with different names, phone numbers or when company use different names, aliases, phone numbers. It helps with grouping the complaints for further review and analysis. Helps law enforcement to explore and identify relationships and connections between complaints.",map_to_existing,FTC Sentinel Graph Analytics,,high,'Graph Analytics ... identify relationships and connections between complaints' on Leidos Sentinel — catalog entry 'FTC Sentinel Graph Analytics'.
FTC,Microsoft 365 Copilot,"Microsoft Azure SaaS Microsoft 365 Copilot Staff performing manual, time-consuming activities, taking away focus from higher-value tasks. Enhance general productivity of FTC staff to achieve agency mission more efficiently",map_to_existing,Microsoft 365 Copilot,,high,'Microsoft Azure SaaS Microsoft 365 Copilot ... Enhance general productivity of FTC staff' — catalog entry 'Microsoft 365 Copilot'.
FTC,Relativity Integrated Veritone,Cloud Discovery Source (CDS) Relativity Federal Cloud Discovery Source Relativity Integrated Veritone Manual document translation and audio file transcription is time consuming and of inconsistent level of accuracy. Enhance eDiscovery process efficiency for consumer protection and competition investigation and litigation,map_to_existing,Relativity ;; Veritone,,high,'Relativity Integrated Veritone ... Enhance eDiscovery process efficiency' — both 'Relativity' and 'Veritone' are catalog products.
GSA,ASSIST Global Search and Inference,"ASSIST Global Search and Inference The AI is intended to solve the problem of inefficient information retrieval within the ASSIST system, where users currently spend up to 5 minutes per search due to a basic keyword-matching search solution. The goal is to reduce search time by 90% by implementing a context-aware, AI-powered search and structured data aggregation experience, allowing users to find accurate information using natural language in 30 seconds or less per query.",agency_internal_system,,,high,'inefficient information retrieval within the ASSIST system' — ASSIST is GSA's own acquisition system gaining AI search; no commercial product named.
GSA,Slack AI,"Slack AI The AI is intended to solve the problem of inefficient team communication and productivity by providing AI-powered assistance within the Slack messaging platform. This includes addressing challenges such as managing long message threads, difficulty in finding relevant information, and optimizing workflows, ultimately aiming to reduce the time spent on message management and foster better knowledge sharing within teams.",propose_new,,Slack AI (Salesforce),high,'Slack AI ... AI-powered assistance within the Slack messaging platform' — distinct commercial add-on product not in catalog (only umbrella 'Slack' present).
HHS,AHRQ Search,"RIVA Solutions ahrq.gov AHRQ Search Organization wide search that includes Relevancy Tailoring, Auto-generation Synonyms, Automated Suggestions,  Suggested Related Content, Auto Tagging, and ""Did you mean?"" to allow visitors to find specific content.

This AI use case enhances our agency's efficiency and user experience by optimizing search results, auto-completing queries, suggesting relevant searches and content tags, as well as proposing spelling corrections. This AI use case aims to optimize",agency_internal_system,,,medium,"RIVA Solutions-built site search for ahrq.gov ('Organization wide search ... to allow visitors to find specific content'); contractor-built agency website search, no commercial product named."
HHS,AI Agent Orchestrator POC,"Noblis CEDAR AI Agent Orchestrator POC The AI Agent Orchestrator solves the problem that current chatbots are limited to question-and-answer interactions and cannot orchestrate complex, multi-step analytical workflows that require calling external data science notebooks and tools in the correct sequence to solve sophisticated problems. The AI Agent Orchestrator will transform CMS's analytical capabilities by enabling any staff member to execute sophisticated, multi-step data science workflows th",map_to_existing,CMS AI Agent Orchestrator,,high,'Noblis CEDAR AI Agent Orchestrator POC ... transform CMS's analytical capabilities' — catalog entry 'CMS AI Agent Orchestrator'.
HHS,AI Audit Resolution Assistant (AIARA),"Mindpetal IRMS - UiPath Automation Cloud Public Sector AI Audit Resolution Assistant (AIARA) The DFI PRF AIARA project leverages AI to streamline the single audit process.  The team utilizes the Robotic Process Automation (RPA) to extract data from the Federal Audit Clearinghouse to create templates for both the audit notification and management decision letters, and to generate a comprehensive report of the auditee and its findings. Since its launch, the AIARA has successfully processed and res",map_to_existing,HRSA AI Audit Resolution Assistant,,high,'The DFI PRF AIARA project' by Mindpetal on UiPath Automation Cloud — catalog entry 'HRSA AI Audit Resolution Assistant'.
HHS,AI Search in Google Vertex (discovery),AI Search in Google Vertex (discovery) Improved search Improved customer experience,map_to_existing,Google Vertex AI,,high,'AI Search in Google Vertex (discovery)' — catalog entry 'Google Vertex AI'.
HHS,AI for Regulatory Review (AIRR) Pilot,"In-house (CDER staff) and contractor teams N/A AI for Regulatory Review (AIRR) Pilot The AI-assisted regulatory review paradigm addresses the inefficiency and administrative burden of manually searching through vast amounts of disconnected sponsor-submitted and FDA-generated documents by integrating three components: AI-powered prompt engineering for streamlined workflows, real-time regulatory data retrieval systems, and automated document formatting capabilities that maintain human oversight wh",agency_internal_system,,,high,"Vendor 'In-house (CDER staff) and contractor teams'; the AIRR pilot is an FDA-built regulatory review system, not a commercial product."
HHS,AI-Powered Video Analytics for Law Enforcement,"Milestone Digital Acquisition Report System (OII-OCI-DARS) AI-Powered Video Analytics for Law Enforcement The AI is intended to solve the challenge of manually reviewing large volumes of surveillance video, which is time-consuming, labor-intensive, and prone to human error. Faster identification of persons, vehicles, and events of interest through AI-powered video search and filtering.
Improved accuracy and objectivity in surveillance review and analysis.
Increased situational awareness via real",map_to_existing,Milestone XProtect,,medium,Vendor 'Milestone'; 'AI-powered video search and filtering' for surveillance review matches Milestone XProtect video management platform.
HHS,AI-assisted comment triaging tool,"L&M Policy Research, LLC  AI-assisted comment triaging tool To reduce labor hours of manual comment review we use AI to assist in comment review and triage, and in identifying form letters. Cost savings and time savings to the government.",agency_internal_system,,,medium,"'L&M Policy Research, LLC AI-assisted comment triaging tool' — contractor-built bespoke tool for comment review/triage; no commercial product named."
HHS,AWS Exscribo,"Deloitte, AWS  AWS Exscribo Typical transcription services struggle to handle scientific and biomedical terminology, and many platforms do not include the ability to pretrain for specific words, or offer the ability to perform queries on that text in the transcription system itself. The AWS Exscribo application is specifically built to allow for custom vocabularies, editing of meeting transcriptions, and model retraining, making it well-suited to handle complex medical terminologies. It also has",agency_internal_system,,,medium,"'The AWS Exscribo application is specifically built to allow for custom vocabularies, editing of meeting transcriptions, and model retraining' — bespoke Deloitte/AWS-built transcription app, not a catalog commercial product."
HHS,AWS Kendra Search tool,AWS Kendra AWS Kendra Search tool Kendra address the technical limitations of efficient access to public information. The SAMHSA STORE houses a tremendous wealth of mission-critical information for public consumption and utilization. Kendra provides an efficient and comprehensive way for the public to access this information.,map_to_existing,AWS Kendra,,high,'AWS Kendra Search tool ... Kendra provides an efficient and comprehensive way for the public to access this information' — catalog entry 'AWS Kendra'.
HHS,Acquisition support: assisting reviews and co-drafting technical evaluation documents,"Credal, Ask Sage, Microsoft ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat Acquisition support: assisting reviews and co-drafting technical evaluation documents How can ACF teams more efficiently review contract proposals and summarize technical evaluation discussions?

In response to Requests for Information and Requests for Proposals, ACF teams receive responses from interested vendors. In the review process, ACF staff need to provide summarized comments for each response on pot",map_to_existing,Credal ;; Ask Sage ;; Microsoft 365 Copilot Chat,,high,"Compound 'Credal, Ask Sage (decommissioned), Microsoft Copilot Chat' — all three are catalog products: 'Credal', 'Ask Sage', 'Microsoft 365 Copilot Chat'."
HHS,Acquisition support: co-drafting acquisition packages,"Credal, Ask Sage, Microsoft ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat Acquisition support: co-drafting acquisition packages How can ACF acquisition teams more efficiently draft acquisition packages? 

In addition to tailored performance work statements (PWS), acquisition packages include multiple documents that often require information based on the PWS. There are also instances where a recompete is issued that largely follows a previous contract, with some updates to volumes",map_to_existing,Credal ;; Ask Sage ;; Microsoft 365 Copilot Chat,,high,"Compound 'Credal, Ask Sage (decommissioned), Microsoft Copilot Chat' — all three are catalog products: 'Credal', 'Ask Sage', 'Microsoft 365 Copilot Chat'."
HHS,Agentic Web Search,"Agentic Web Search The AI-powered web search agent solves the problem that CMS's custom chatbot, CMS Chat currently lacks internet access and is limited to training data with a cutoff date, preventing staff from accessing real-time information The web search agent will significantly enhance the chatbot's capabilities by providing access to real-time information",agency_internal_system,,,high,"Web-search agent extension of ""CMS's custom chatbot, CMS Chat"" — government-built capability, no commercial product named."
HHS,Aivia,"Leica  Aivia Provides machine-learning-based object classification in microscopy applications Provides AI-based segmentation, enhancement, and prediction in microscopy applications. This tool is utilized in support of research projects within NIEHS DIR and DTT laboratories.",map_to_existing,Leica Aivia,,high,'Leica Aivia Provides machine-learning-based object classification in microscopy applications' — catalog entry 'Leica Aivia'.
HHS,Alphafold,Google DeepMind  Alphafold Prediction of atomic models from CryoEM specimens. This tool uses ML to build de novo atomic models for proteins based on amino acid sequence alone. This tool is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.,map_to_existing,AlphaFold,,high,'Google DeepMind Alphafold ... ML to build de novo atomic models for proteins' — catalog entry 'AlphaFold'.
HHS,Annual Report CMC,"Deloitte CDEROne Analytics: FISMA-high environment Annual Report CMC FDA receives numerous annual reports from drug manufacturers containing important manufacturing and quality information, but key details can be difficult to locate quickly within lengthy documents. Objective of this use case was to assist in extracting Chemistry, Manufacturing, and Controls (CMC) changes reported within unstructured annual report industry submission documents to help build a complete repository for downstream a",map_to_existing,FDA Annual Report CMC Extraction,,high,"'Annual Report CMC ... extracting Chemistry, Manufacturing, and Controls (CMC) changes' by Deloitte on CDEROne — catalog entry 'FDA Annual Report CMC Extraction'."
HHS,Applicant Help Chatbot,Business Performance Systems Grants.gov Cloud Applicant Help Chatbot Answer user questions about Grants.gov Faster answers to questions at a lower cost,map_to_existing,Grants.gov Applicant Help Chatbot,,high,'Business Performance Systems Grants.gov Cloud Applicant Help Chatbot Answer user questions about Grants.gov' — catalog entry 'Grants.gov Applicant Help Chatbot'.
HHS,Ask Aithena,"Axle Informatics, Microsoft, OpenAI  Ask Aithena Helps researchers stay on top of the latest research in their field and quickly get up to speed in new fields by providing conversational answers while also providing verifiable references for the user to read primary sources. Increased productivity of researchers due to more time spent doing science and less time researching about other people's science",agency_internal_system,,,medium,"'Ask Aithena' is an NIH research-assistant tool built by contractor Axle Informatics; 'Axle Informatics, Microsoft, OpenAI' are build vendors / generic platform mentions, not the product."
HHS,CCSQ ServiceNow AI Search,"Quality Service Center (QSC) CCSQ ServiceNow AI Search The AI Search index stores data from ServiceNow AI Platform® records or external sources and makes that data available for users to search in multiple applications. Search query features use ServiceNow AI Platform technologies to improve the search user experience. CCSQ ServiceNow AI Search is a product inside ServiceNow (SaaS).  It replaces traditional Zing search tool (exact search), and enables users with more flexible searches to get rel",map_to_existing,ServiceNow,,medium,'CCSQ ServiceNow AI Search is a product inside ServiceNow (SaaS)' — ServiceNow platform search feature; mapped to catalog 'ServiceNow' (distinct from Now Assist).
