agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
DOE,ServiceNow Now Assist (AskIT),"Not available CS-CAR-157, Cybersecurity System Security Plan for ServiceNow Platform ServiceNow Now Assist (AskIT) Service Desk operations Improve the timeliness and quality of transactional service desk requests through improved incident search, resolution, feedback as well as AI-assisted coding of  workflows.",map_to_existing,ServiceNow Now Assist,,high,"""ServiceNow Now Assist (AskIT)"" — exact catalog product; AskIT is the local deployment name."
DOE,SmartPD Creator,"Accenture Federal Services, Google OCIO Google Cloud Platform SmartPD Creator It improves the speed and accuracy for DOE employees to create position descriptions. The time to hire much needed resources will be reduced and the process will be greatly improved.",map_to_existing,Google Cloud Platform,,medium,"""OCIO Google Cloud Platform SmartPD Creator"" — internal DOE position-description tool built on Google Cloud Platform."
DOE,Soil Moisture Modeling,University of Montana LMGSS Soil Moisture Modeling Machine learning  solves issues with soil moisture by enhancing accuracy and efficiency in data analysis The ability to determine evapotranspiration rates on disposal cell cover using publicly available data from satellites.,map_to_existing,DOE Soil Moisture Modeling,,high,"""University of Montana LMGSS Soil Moisture Modeling"" matches catalog DOE Soil Moisture Modeling (vendor University of Montana)."
DOE,Tabnine AI Pair Programmer,"Tabnine Tabnine Tabnine AI Pair Programmer Accelerate and simplify software development across our entire site. There is no definite 'problem' being solved, just capitalizing on an opportunity to leverage industry investment in generative AI for software development This use case will boost engineering velocity, code quality, and developer happiness by automating the coding workflow through AI tools customized to our teams.",map_to_existing,Tabnine,,high,"""Tabnine Tabnine Tabnine AI Pair Programmer"" — catalog product Tabnine."
DOE,VIPER (Visualizaiton for Predictive Maintenance Recommendation),"Open Source development api.hpc.inl.gov VIPER (Visualizaiton for Predictive Maintenance Recommendation) VIPER presents comprehensive system health diagnostics, explainability metrics, and actionable recommendations to system engineers at nuclear power plants, enabling informed decision-making through an easy-to-use visualization interface. A multi-mode reduce labor and costs to performance maintenance tasks in existing light water reactors",agency_internal_system,,,high,"""Open Source development api.hpc.inl.gov VIPER"" — INL-built open-source predictive-maintenance tool for nuclear plants, not a commercial product."
DOE,Visual Studio Community,Microsoft GSS Visual Studio Community N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Visual Studio,,high,"""Visual Studio Community"" is an edition of Visual Studio; catalog has Visual Studio."
DOE,Visual Studio Enterprise,Microsoft GSS Visual Studio Enterprise N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Visual Studio Enterprise,,high,"""Visual Studio Enterprise"" — exact catalog product."
DOE,Yurts AI search function,Legion (Previously Yurts)  Yurts AI search function Access to data in various silos Easier access to appropriate data,map_to_existing,Yurts AI,,high,"""Legion (Previously Yurts)  Yurts AI search function"" — catalog product Yurts AI (vendor Legion, formerly Yurts)."
DOI,AI to survey boat traffic,"Ultralytics  AI to survey boat traffic We are using AI to collect boat traffic times when traveling in a specific area by scanning video.  Typically, this type of data would be collected by manually watching video and recording boat entrance and exit times.  Using AI, we can dramatically lower the time a person monitors videos, making a more efficient use of the employee's time at work. cost savings",map_to_existing,Ultralytics YOLO,,high,"Vendor ""Ultralytics"" doing boat detection ""by scanning video"" — Ultralytics' product is YOLO object detection; catalog Ultralytics YOLO."
DOI,Everlaw AI Assistant for Responsive Review,"Everlaw, Inc.  Everlaw AI Assistant for Responsive Review Everlaw AI Assistants Coding Suggestions lets OTAR and DO set natural-language criteria (case, category, and code descriptions) to assess document responsiveness. By tagging documents using keywords, account numbers, and contextual clues, it reduces manual review and speeds document triage Reduced manual labor cost and cycle time for responsive review; more consistent and rapid identification of responsive documents; meet discovery deadl",map_to_existing,Everlaw AI Assistant,,high,"""Everlaw AI Assistants Coding Suggestions"" — catalog product Everlaw AI Assistant."
DOI,Google Cloud Vision [2024 INV#WO0000000154445],"Google  Google Cloud Vision [2024 INV#WO0000000154445] USGS Water Mission Area needs text extraction from publicly available topographic maps as a callable function of an application. time savings, cost savings",map_to_existing,Google Cloud Vision,,high,"""Google Cloud Vision [2024 INV#...]"" — exact catalog product."
DOI,Google Vertex AI Document workbench [2024 INV#WO0000000154393],Google  Google Vertex AI Document workbench [2024 INV#WO0000000154393] The USGS Energy Resource Program needs to use Google Vertex AI document workbench to perform data rescue on some old paper USGS publication tables with oil and gas production data from the 1940s-1980. This data is not available in digital form. data rescue,map_to_existing,Google Vertex AI,,high,"""Google Vertex AI document workbench"" — catalog product Google Vertex AI."
DOI,Level 1 Survey Report Corrosion Level Classification,"NASA  Level 1 Survey Report Corrosion Level Classification Offshore operators conduct Level 1 surveys annually to report on platform structural integrity, as mandated by 30 CFR 250.901(a)(7), and submit these surveys to BSEE. Each survey includes a corrosion assessment of the platform with accompanying photos. Each area is assigned a coating grade and are key indicators of a platforms overall structural health. Currently, BSEE manually reviews each report to determine if a platform requires furt",map_to_existing,BSEE Corrosion Classifier,,high,"BSEE Level 1 survey ""corrosion assessment of the platform"" classification matches catalog BSEE Corrosion Classifier; NASA is the development partner."
DOI,Microsoft eDiscovery Attorney-Client Privilege Detection,Microsoft  Microsoft eDiscovery Attorney-Client Privilege Detection Identifying information subject to a FOIA exemption. Improving speed and accuracy in identifying information that may fall under a FOIA exemption. This tool has recently been activated and we are gathering data to see if it is useful in FOIA operations,map_to_existing,Microsoft Purview eDiscovery,,high,"""Microsoft eDiscovery Attorney-Client Privilege Detection"" for FOIA review — Microsoft's eDiscovery product is Purview eDiscovery."
DOI,Non-Generative AI use for Trust Information Analysis and Reporting Tool [2024 INV#WO0000000110516],"Microsoft Azure  Non-Generative AI use for Trust Information Analysis and Reporting Tool [2024 INV#WO0000000110516] When records are scanned, both front and back pages are captured, even though back pages are generally blank. For Department of Justice litigation or other records research and discovery, this doubles the page count, making manual review unnecessarily time-consuming and resource-intensive. Automating blank page detection with Non-Generative AI (e.g., Azure Computer Vision and Docum",propose_new,Azure AI Document Intelligence,Azure Computer Vision (Microsoft),medium,"""Automating blank page detection with Non-Generative AI (e.g., Azure Computer Vision and Docum[ent Intelligence]"" — Document Intelligence is in catalog; Azure Computer Vision is a real Microsoft product missing from it."
DOI,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Southern California [2024 INV#WO0000000107535],"unkown  Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Southern California [2024 INV#WO0000000107535] Using rapidly developing machine- learning (ML) techniques, the USGS WERC team is developing new methods to automate the detection and counts of seabirds and marine mammals from digital imagery. time and cost savings",agency_internal_system,,,medium,"""the USGS WERC team is developing new methods to automate the detection and counts of seabirds"" — government-built ML, vendor ""unkown""; no commercial product named."
DOI,USGS Azure OpenAI ChatGPT [2024 INV#WO0000000154392],"OpenAI, Microsoft  USGS Azure OpenAI ChatGPT [2024 INV#WO0000000154392] Various groups within USGS need a generic ChatGPT API to call from IDEs and various applications. Cost savings, USGS sought to implement its own pay-as-you-go model in the DOI Azure tenant.",map_to_existing,Azure OpenAI,,high,"""USGS Azure OpenAI ChatGPT"" — ""generic ChatGPT API ... in the DOI Azure tenant"" is the Azure OpenAI service, not the ChatGPT app."
DOI,Use of artificial intelligence tools for optimization and documentation for computer codes [2024 INV#WO0000000109681],OpenAI  Use of artificial intelligence tools for optimization and documentation for computer codes [2024 INV#WO0000000109681] computer codes are needed that implement earthquake rupture forecasts and ground-motion models. This project uses ChatGPT to suggest optimizations and documentation for computer codes. time savings,map_to_existing,ChatGPT,,high,"""This project uses ChatGPT to suggest optimizations and documentation"" — catalog product ChatGPT."
DOI,Wildfire Risk Assessment & Predictive Modeling,"Open Geospatial Consortium  Wildfire Risk Assessment & Predictive Modeling Assess fire risk potential using historical data, fuel conditions, weather and other conditions. Minimize loss of life and property",false_positive,,,medium,"Vendor text ""Open Geospatial Consortium"" is a standards body (org name), not a product; no product named for this wildfire risk modeling work."
DOJ,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator,American College of Cardiology Redacted for cybersecurity purposes. ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator The ASCVD is used as a preventative measure to identify inmates that are at risk for heart disease in order to provide more aggressive treatment to reduce that risk. The expected outcome would be to have less heart disease or related complications due to the proactive assessment of potential risk.,map_to_existing,ASCVD Risk Estimator,,high,"""ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator"" from the American College of Cardiology — exact catalog product."
DOJ,ATR Generative Artificial Intelligence Test,"https://www.harvey.ai/ ,	https://openai.com/ ,	https://www.perplexity.ai/ Redacted for cybersecurity purposes. ATR Generative Artificial Intelligence Test Facilitate access to AI tools by ATR personnel. This initiative will enable ATR to embrace AI technology responsibly consistent with Presidential Action and various departmental guidance, allowing ATR personnel to optimize and modernize their work processes.",map_to_existing,Harvey ;; Perplexity ;; ChatGPT,,medium,"Vendor URLs ""harvey.ai, openai.com, perplexity.ai"" to ""facilitate access to AI tools by ATR personnel"" — Harvey and Perplexity are catalog products; OpenAI access for personnel is most plausibly ChatGPT."
DOJ,AWS Rekognition,"AWS Rekognition AWS Rekognition suite would be used to prevent the creation of duplicate records in the USMS Capture System. The application would index faces already in the Capture system then search new entries against the existing database to flag and help determine if a possible existing record exists for a new subject. The expected benefits to the agency would be higher data quality, lowered risk of duplicate FID creation, and faster intakes.",map_to_existing,AWS Rekognition,,high,"""AWS Rekognition suite would be used to prevent the creation of duplicate records"" — exact catalog product."
DOJ,AWS Transcribe,"Amazon Web Services Redacted for cybersecurity purposes. AWS Transcribe Creates machine transcription of audio or video to facilitate review and evaluation of evidence. Machine transcription facilitates faster review of data, decreasing time spent listening to and evaluating audio and video files. Saves funds that would otherwise be spent on transcription vendors.",map_to_existing,AWS Transcribe,,high,"""AWS Transcribe Creates machine transcription"" — exact catalog product."
DOJ,AWS Translate,"Amazon Web Services Redacted for cybersecurity purposes. AWS Translate Creates machine translation of foreign language documents to facilitate review and evaluation of evidence. Machine translation facilitates faster review of foreign language documents. Permits selection of key documents to be sent to vendors for evaluation and translation, speeding up review considerably and saving funds that would otherwise be spent on translation vendors.",map_to_existing,AWS Translate,,high,"""AWS Translate Creates machine translation"" — exact catalog product."
DOJ,Adobe Photoshop,"Adobe Redacted for cybersecurity purposes. Adobe Photoshop Generative and image enhancement features, selection and workflow improvements. Better graphics and adjustments of photos for professional quality results.",map_to_existing,Adobe Photoshop,,high,"""Adobe Photoshop Generative and image enhancement features"" — exact catalog product."
DOJ,Adobe Suite Applications,"Adobe Redacted for cybersecurity purposes. Adobe Suite Applications The purpose of the AI use case in Adobe Suite products, is to support the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) in enhancing the quality and efficiency of multimedia content handling within their operations. The out-of-the-box artificial intelligence features included in these Adobe applications assist in tasks like image enhancement, optical character recognition (OCR), content-aware editing, and document fo",map_to_existing,Adobe Creative Cloud Suite,,high,"""Adobe Suite Applications"" with out-of-the-box AI features across Adobe apps — catalog Adobe Creative Cloud Suite."
DOJ,Alation Data Catalog,"Leidos Redacted for cybersecurity purposes. Alation Data Catalog The AI within Alation’s Data Catalog is designed to make data easy to find, understand, and use. It leverages machine learning and natural language processing (NLP) to automatically organize and tag data, creating a “map” of available information from various sources within an organization. The goal is that anyone looking for specific data can use simple, plain-language search terms, and the AI will help them locate the most releva",map_to_existing,Alation Data Catalog,,high,"""The AI within Alation's Data Catalog"" — exact catalog product; Leidos is the integrator."
DOJ,Audio and Written Transcription and Translation,"MIT Lincoln Laboratory Redacted for cybersecurity purposes. Audio and Written Transcription and Translation This technology automates the transcription and translation of Spanish and Mandarin Chinese audio files from lawfully seized devices and authorized communications. The immediate benefits are speed and lower cost, and to enable investigators to quickly identify which parts of the conversations should be reviewed and interpreted by human translators.",map_to_existing,MIT Lincoln Lab Speech Translation,,high,"Vendor ""MIT Lincoln Laboratory"" automating ""transcription and translation of Spanish and Mandarin Chinese audio"" — catalog MIT Lincoln Lab Speech Translation."
DOJ,Axon Evidence.com,"Axon Redacted for cybersecurity purposes. Axon Evidence.com ATF's use of Axon body-worn cameras and the associated evidence.com service are integral to ensuring ATF's compliance with DOJ policy documented in DOJ OIG, Inspector General Manual, Volume III, Chapter 236, Body Worn Camera Program. Body cam videos are transferred to the Axon Evidence.com service, which includes AI-based features for performing recognition of heads in videos for the purpose of redaction. ATF has performed limited testi",map_to_existing,Axon Evidence,,high,"""Axon Evidence.com"" body-cam evidence service — catalog Axon Evidence."
DOJ,Axon FUSUS (via HIDTA partners),Axon Redacted for cybersecurity purposes. Axon FUSUS (via HIDTA partners) This capability is not provided or managed by ATF. It provides ATF staff access to Axon FUSUS systems which are provided and managed by High Intensity Drug Trafficking Area (HIDTA) partner agencies. FUSUS integrates video and other data from public safety systems to support law enforcement investigations and increase situational awareness for real-time operations. This includes AI-enabled  analysis of participating video s,map_to_existing,Axon FUSUS,,high,"""Axon FUSUS (via HIDTA partners)"" — exact catalog product."
DOJ,Axon Video Retention Solution (VRS) - Transcription,"Axon Enterprise, Inc. Redacted for cybersecurity purposes. Axon Video Retention Solution (VRS) - Transcription The Transcription AI capabilities present in the Axon Evidence Digital Evidence Management System creates first-pass results for transcription of spoken language in video and audio files into text.  The AI is intended to reduce manual work effort and reduce the time it takes to transcribe words spoken in video and audio files into typed text. The expected benefits for using the transcri",map_to_existing,Axon Evidence,,high,"""Transcription AI capabilities present in the Axon Evidence Digital Evidence Management System"" — catalog Axon Evidence."
DOJ,Axon Video Retention Solution (VRS) - object recognition and redaction,"Axon Enterprise, Inc. Redacted for cybersecurity purposes. Axon Video Retention Solution (VRS) - object recognition and redaction The Object Recognition AI capabilities present in the Axon Evidence Redaction suite creates first-pass results for potential desired redactions of individual's faces, license plates and computer terminals.  The AI is intended to reduce manual work effort and reduce the time it takes to redact video and audio footage. This product allows for the protection of identitie",map_to_existing,Axon Evidence,,high,"""Object Recognition AI capabilities present in the Axon Evidence Redaction suite"" — catalog Axon Evidence."
DOJ,Azure AI Foundry Platform,"Microsoft Redacted for cybersecurity purposes. Azure AI Foundry Platform This AI solution is meant to provide chatbot responses in a secure enclave. In addition, this platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives. Decreased cost to operate AI compared to other commercially available solutions.",map_to_existing,Azure AI Foundry,,high,"""Azure AI Foundry Platform"" — exact catalog product."
DOJ,Azure Data Factory,"Microsoft Redacted for cybersecurity purposes. Azure Data Factory ATF recently enabled Azure Data Factory subscription in Azure, which included smart and intelligent features like anomaly detection, data quality analysis, data completeness, and prediction. While we do not use these features directly, they are embedded within the tools. The embedded data analytic and data quality capabilities will increase the efficiency and effectiveness with which ATF is able to locate and analyze our data, and",map_to_existing,Azure Data Factory,,high,"""ATF recently enabled Azure Data Factory subscription"" — exact catalog product."
DOJ,Background Searches,"TransUnion Risk and Alternative Data Solutions, Inc. Redacted for cybersecurity purposes. Background Searches To perform background searches to inform an EOIR character and fitness determination for individuals applying to be an EOIR accredited representative. Timely, comprehensive, and efficient background check. Character and fitness determinations made based on accurate background information. EOIR approves accreditation applicants with the requisite character and fitness. Individuals in EOIR",map_to_existing,TransUnion TLOxp,,medium,"Vendor ""TransUnion Risk and Alternative Data Solutions, Inc."" performing background searches — TRADS' investigative background product is TLOxp (catalog TransUnion TLOxp); product not named explicitly."
DOJ,Chatbot to Answer Internal Employee Policy Queries,"OpenAI Redacted for cybersecurity purposes. Chatbot to Answer Internal Employee Policy Queries It is often challenging for DEA employees to manually search through our voluminous collection of manuals, books, CBP chemical codes, CFR, U.S.C., etc. to find an answer to their specific questions about policy, law, and rules. Training the AI on these materials enables it to answer employee queries comprehensively and quickly, thereby saving employees a lot of time. AI can provide comprehensiveness an",map_to_existing,OpenAI API,,medium,"DEA chatbot with vendor OpenAI: ""Training the AI on these materials enables it to answer employee queries"" — custom chatbot consuming OpenAI models, i.e. OpenAI API."
DOJ,Cocounsel AI,"Thomson Reuters Redacted for cybersecurity purposes. Cocounsel AI Platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives. Increases USAO efficiency through rapid analysis of legal documents, improves accuracy by reducing manual review errors, and assists offices that are not fully staffed by doing more routine tasks and allowing legal professionals to focus on strategic and high-valu",map_to_existing,CoCounsel,,high,"""Cocounsel AI"" from Thomson Reuters — catalog CoCounsel."
DOJ,Cybersecurity Defense Tools,"CrowdStrike, Zscaler, Splunk, Lookout, Palo Alto Networks, and Cisco Secure Network Analytics Redacted for cybersecurity purposes. Cybersecurity Defense Tools Addresses manual process of detecting unknown cybersecurity threats. Certain tools are used Department-wide to provide endpoint detection; threat intelligence, analysis, and response; and related services. 

These tools help the Department more quickly identify and respond to threats and indicators of compromise from systems.",map_to_existing,Crowdstrike Falcon ;; Zscaler ;; Splunk ;; Lookout ;; Palo Alto Networks ;; Cisco Secure Network Analytics,,high,"""CrowdStrike, Zscaler, Splunk, Lookout, Palo Alto Networks, and Cisco Secure Network Analytics"" — all six resolve to catalog entries (CrowdStrike's endpoint product is Falcon)."
DOJ,Data Triage and Processing,"AI Service Provider Redacted for cybersecurity purposes. Data Triage and Processing Transcription, translation, summarization, and object detection in audio and video Faster FBI operations",false_positive,,,high,"Vendor text ""AI Service Provider"" is an intentionally anonymized FBI placeholder, not a product name; underlying tool unidentifiable from text."
DOJ,Digital Forensics,"These tools include, for example, Cellebrite, Magnet Axiom and Griffeye Redacted for cybersecurity purposes. Digital Forensics Addresses key problems in processing digital data related to law enforcement including efficiency in processing digital evidence, automating time consuming tasks such as organizing and classifying data, and accuracy in evidence analysis. Forensic analysis tools used to extract, analyze, search, and organize digital evidence and datasets.

Increases the efficiency of extr",map_to_existing,Magnet Forensics ;; Griffeye Analyze,,medium,"""These tools include, for example, Cellebrite, Magnet Axiom and Griffeye"" — Magnet Axiom maps to Magnet Forensics, Griffeye to Griffeye Analyze; plain ""Cellebrite"" is vendor-only (Media Classifier entry is a different specific product), per generic-vendor rule not mapped."
DOJ,Enabling eDiscovery Platform AI,"Enabling eDiscovery Platform AI Migrate CORA data to Relativity One or Everlaw, cloud based solutions to enable Relativity's and Everlaw's AI tools for review prioritization, privilege review and other advanced eDiscovery utilities. Utilize internal or third party-tools for AI-assisted collection and data processing, including image and voice recognition and analysis of complex data formats. Integrate E-Discovery tools into case management processes. This initiative transforms litigation support",map_to_existing,Relativity ;; Everlaw AI Assistant,,medium,"""Migrate CORA data to Relativity One or Everlaw ... enable Relativity's and Everlaw's AI tools"" — Relativity in catalog; Everlaw's AI tools map to Everlaw AI Assistant."
DOJ,Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics,Exiger Redacted for cybersecurity purposes. Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture. Provides DOJ with  analytical risk dashboards and company cybersecurity scorecards which provides DOJ with capabilities to make an informed decisions on whether or not to move forward with the acquisition of a goods/services based on the risks identified during res,map_to_existing,Exiger DDIQ,,high,"""Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics"" — catalog Exiger DDIQ."
DOJ,Exiger Supply Chain Risk Management - DDIQ Research Engine,Exiger Redacted for cybersecurity purposes. Exiger Supply Chain Risk Management - DDIQ Research Engine Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture. Provides DOJ vendor profiles that aggregate data from open source repositories using API keys. This data gives DOJ information to make an informed decisions on whether or not to move forward with the acquisition of a goods/services based on the risks identified during rese,map_to_existing,Exiger DDIQ,,high,"""Exiger Supply Chain Risk Management - DDIQ Research Engine"" — catalog Exiger DDIQ."
DOJ,FINDER,"FINDER Redacted for cybersecurity purposes. FINDER The purpose of the AI use case in FINDER is to sift through violent crime and firearms trafficking data more efficiently. By employing machine learning to highlight significant patterns, suspects, or trends, it automates tasks that would normally require manual, resource-intensive reviews. This leads to quicker identification of essential insights, improves operational effectiveness, and ensures that effort is directed at the most pertinent lead",map_to_existing,FINDER (ATF),,high,"""FINDER ... sift through violent crime and firearms trafficking data"" — catalog FINDER (ATF)."
DOJ,Generative AI R&D Sandbox,NVIDIA Redacted for cybersecurity purposes. Generative AI R&D Sandbox The purpose of this use case is to create a R&D environment to enable DEA to test and prototype Generative AI based solutions. To provide a safe environment to prototype and test experimental AI based use cases.,map_to_existing,DEA GenAI R&D Sandbox,,high,"Vendor NVIDIA, ""create a R&D environment to enable DEA to test and prototype Generative AI"" — catalog DEA GenAI R&D Sandbox (DEA / NVIDIA)."
DOJ,Google Translate,Google Redacted for cybersecurity purposes. Google Translate FBOP employees have periodically used Google Translate to translate documents and notifications for the Spanish speaking population from English to Spanish. Translating documents from English to Spanish allows for the Spanish speaking population the opportunity to stay well informed with the events and details of the institution.,map_to_existing,Google Translate,,high,"""FBOP employees have periodically used Google Translate"" — exact catalog product."
DOJ,Human Language Extraction and Translation Technology,AI Service Provider Redacted for cybersecurity purposes. Human Language Extraction and Translation Technology Machine translation of  documents and digital files Faster FBI operations,false_positive,,,high,"Vendor text ""AI Service Provider"" is an anonymized FBI placeholder, not a product name."
DOJ,Internal Component-specific chatbot service,"Microsoft, OpenAI Redacted for cybersecurity purposes. Internal Component-specific chatbot service Provide human-like conversational responses to conduct general information queries and suggestions towards improving text without feeding into a commercially exposed AI model. Improve work efficiencies and curve user generative AI usage to an environment that is controlled and contained within GCCH and the DOJ OIG subscription vice a commercial service.  Furthermore, the information and models gene",map_to_existing,Azure OpenAI,,medium,"Vendors ""Microsoft, OpenAI"" with chatbot ""contained within GCCH and the DOJ OIG subscription"" — the Microsoft+OpenAI offering inside GCC-High is Azure OpenAI."
DOJ,JAWS (Text-to-Speech Assistant for Accessibility),Freedom Scientific Inc. Redacted for cybersecurity purposes. JAWS (Text-to-Speech Assistant for Accessibility) Visually impaired personnel need assistance interpreting pictures and other visual objects and interacting with documents in a non-linear way Aids visually impaired personnel with documents.,map_to_existing,JAWS Screen Reader,,high,"""JAWS (Text-to-Speech Assistant for Accessibility)"" from Freedom Scientific — catalog JAWS Screen Reader."
DOJ,Knowledge retrieval and synthesis (Azure OpenAI Services),"Microsoft Redacted for cybersecurity purposes. Knowledge retrieval and synthesis (Azure OpenAI Services) Azure OpenAI will help ATR review large volumes of document-based data quicker and more efficiently. Enhance the speed and accuracy of legal analysis and review. This technology will allow ATR to quickly distill key information and insights, streamline workflows, reduce manual effort, and expedite legal analysis.",map_to_existing,Azure OpenAI,,high,"""Knowledge retrieval and synthesis (Azure OpenAI Services)"" — exact catalog product Azure OpenAI."
DOJ,"Language Translation,  Optical Character Recognition (OCR), Object Detection, Language Detection, Alert Noise Reduction","AI Service Provider Redacted for cybersecurity purposes. Language Translation,  Optical Character Recognition (OCR), Object Detection, Language Detection, Alert Noise Reduction Autonomous Detection and Monitoring Increased analytic capability",false_positive,,,high,"Vendor text ""AI Service Provider"" is an anonymized FBI placeholder, not a product name."
DOJ,License Plate Reader 1,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 1 License plate reader technology assists in locating vehicles associated with persons of interest. Program uses character recognition to read and identify license plates.,false_positive,,,high,"""AI Service Provider"" placeholder for License Plate Reader 1; actual LPR vendor redacted and unidentifiable."
DOJ,License Plate Reader 2,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 2 License plate reader technology assists in locating vehicles associated with persons of interest. Program uses character recognition to read and identify license plates.,false_positive,,,high,"""AI Service Provider"" placeholder for License Plate Reader 2; actual LPR vendor redacted and unidentifiable."
DOJ,License Plate Reader 3,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 3 License plate reader technology assists in locating vehicles associated with persons of interest. Program uses character recognition to read and identify license plates.,false_positive,,,high,"""AI Service Provider"" placeholder for License Plate Reader 3; actual LPR vendor redacted and unidentifiable."
