agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
DHS,Normalization Services,"Booz Allen Repository for Analytics in a Virtualized Environment Normalization Services This use case intends to solve the problem of data redundancies, inconsistencies difficult to integrate data that hinders the efficiency and accuracy of investigations. HSI utilizes artificial intelligence to enhance data accuracy and efficiency by verifying, validating, correcting, and normalizing various types of information, including addresses, phone numbers, names, and ID numbers. This process helps to e",map_to_existing,RAVEn Normalization Services,,high,'Booz Allen Repository for Analytics in a Virtualized Environment Normalization Services' - catalog 'RAVEn Normalization Services'.
DHS,OCFO Code Assist GPT,"Microsoft (OpenAI part of Azure Commercial Cloud offerings) ReadyAI OCFO Code Assist GPT Code Assist Generative Pre-trained Transformer (GPT) is an internal facing Generative AI (GenAI) tool to augment the FEMA workforce in generating and troubleshooting existing queries in established query languages (e.g., SQL, Java, COBOL). Users enter the language they are querying, and the Code Assist GPT then provides a proposed query based on the elements provided. If the query is unsuccessful, the tool m",map_to_existing,Azure OpenAI ;; Ideation ReadyAI,,high,'Microsoft (OpenAI part of Azure Commercial Cloud offerings) ReadyAI OCFO Code Assist GPT' - FEMA GPT on Azure OpenAI within the ReadyAI platform (catalog 'Ideation ReadyAI').
DHS,OCFO Response Augmentation Suite,"Microsoft (OpenAI Azure Commercial Cloud offerings) FEMA OCFO GPT OCFO Response Augmentation Suite FEMA Office of the Chief Financial Officer Generative Pre-trained Transformer (OCFO GPT), Travel Policy GPT and Fiscal Policy GPT are internal Generative AI (GenAI) tools designed to support the FEMA workforce by generating initial responses to various queries. These tools leverage relevant public and internal documents to draft preliminary responses, which are then refined prior to formal submissi",map_to_existing,Azure OpenAI,,high,'Microsoft (OpenAI Azure Commercial Cloud offerings) FEMA OCFO GPT ... internal Generative AI (GenAI) tools' - internal FEMA GPT suite built on Azure OpenAI; the GPTs themselves are bespoke.
DHS,Open-Source Intelligence for Investigations,"Penlink, Fivecast  Open-Source Intelligence for Investigations The AI is intended to solve the problem of analysts having to manually search and make sense of vast amounts of multilingual, multimodal publicly available online data, which makes it difficult to efficiently identify relevant identifiers, high‑risk content, and patterns needed to support Homeland Security Investigations (HSI) investigations. These AI tools significantly reduce the time and effort required to sift through large datas",propose_new,Penlink,Fivecast (Fivecast),high,"'Penlink, Fivecast  Open-Source Intelligence for Investigations' - Penlink is in catalog; Fivecast (commercial OSINT analytics vendor, product ONYX) is a real product missing from the catalog."
DHS,PDF Intake (PDFI) for myUSCIS,Analytica and DV United USCIS Electronic Immigration System (ELIS) PDF Intake (PDFI) for myUSCIS Scanned PDFs submitted through MyUSCIS must be validated against form-specific business rules related to both the overall document and the contents of specific fields. Constructed a service that can process a scanned input document and return all information pertinent to these validation rules in a consistent structure (JSON) to a user-facing ELIS microservice. The GenAI powered library utilizes Amaz,map_to_existing,ELIS ;; AWS Bedrock,,medium,'USCIS Electronic Immigration System (ELIS) PDF Intake ... The GenAI powered library utilizes Amaz[on...]' - ELIS is the host system (catalog 'ELIS'); the truncated sentence plus heuristic candidates indicate Amazon Bedrock as the GenAI service; medium because the Bedrock mention is cut off mid-word.
DHS,Passive Body Scanner,"ThruVision TAC 16 Passive Body Scanner Passive Body Scanner Identify anomalies in body heat, assisting CBP officers to detect concealed weapons and contraband, allowing for efficient processing of travelers PBS is intended to enhance situational awareness in pedestrian traveler processing to aid  CBP officers in observing potentially dangerous objects or contraband in a timely manner and pursuant to CBP’s border search authority.",map_to_existing,ThruVision TAC 16,,high,'ThruVision TAC 16 Passive Body Scanner ... Identify anomalies in body heat' - exact catalog entry; Aretec SEARCH candidate is spurious.
DHS,Passport Anomaly Model,"ManTech Automated Targeting System (ATS) Passport Anomaly Model The Passport Anomaly Model addresses challenges stemming from the lack of formal notification regarding updates to passport series, such as issuance of new series or expiration of old ones. By analyzing historical trends, the model evaluates whether a passport exhibits typical or atypical characteristics and alerts officers when further scrutiny may be warranted. This capability enhances the integrity of travel document verification",map_to_existing,ATS Passport Anomaly Model,,high,'ManTech Automated Targeting System (ATS) Passport Anomaly Model' - catalog 'ATS Passport Anomaly Model'.
DHS,Person-Centric Identity Services Deduplication Model,"MetroIBR Person Centric Identity Services Person-Centric Identity Services Deduplication Model Critical to the success of PCIS is the entity resolution and de-deduplication of individual records from various systems of records to create a complete picture of a person. Using machine learning (ML), the model can identify which case management records belong to the same unique individual with a high degree of confidence. This allows PCIS to compile a full immigration history for an individual witho",map_to_existing,Person-Centric Identity Services Deduplication Model,,high,'Person Centric Identity Services Person-Centric Identity Services Deduplication Model' - exact catalog entry; ELIS candidate is spurious.
DHS,PreCheck Touchless Identity Solution,"CBP TVS, NEC Algorithm CBP TVS PreCheck Touchless Identity Solution Assist human reviewers with traveler identity verification. TSA is using Facial Comparison to verify a passenger’s identity at its security checkpoints locations using the CBP Traveler Verification Service (TVS). This process streamlines passenger identity verification, increasing the speed of security checks while maintaining a high degree of safety for all passengers and crewmembers.",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,"'CBP TVS, NEC Algorithm CBP TVS PreCheck Touchless Identity Solution ... using the CBP Traveler Verification Service (TVS)' - TVS plus the NEC matching algorithm, both in catalog."
DHS,Process Efficiency Traveler Identity for Airline Check-in and Bag Drop,"NEC Traveler Verification Service Process Efficiency Traveler Identity for Airline Check-in and Bag Drop These use cases facilitate identity verification leveraging TVS. The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP, External Partners, and Other Government Agencies (OGA) to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification.",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC Traveler Verification Service ... These use cases facilitate identity verification leveraging TVS' - TVS plus NEC algorithm.
DHS,Public Information Compilation for Travel Threat Analysis (Dataminr),"Dataminr Dataminr Public Information Compilation for Travel Threat Analysis (Dataminr) Provides situational awareness of open-source social media and news reporting to enhance CBP Screening, Vetting and security of the homeland. This tool significantly reduces the amount of time it takes for users to collect and compile commercially available open-source information when attempting to identify  possible threats related to national security, border violence, CBP facilities, CBP employee safety an",map_to_existing,Dataminr First Alert,,high,'Dataminr Dataminr Public Information Compilation for Travel Threat Analysis' - catalog 'Dataminr First Alert' is the government product.
DHS,Semi-Supervised Traveler Identity Verification Services (Traveler Initiated),"NEC Traveler Verification Service Semi-Supervised Traveler Identity Verification Services (Traveler Initiated) Biometrically processes travelers on entry. The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification.",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC Traveler Verification Service Semi-Supervised Traveler Identity Verification ... The TVS Biometric matching service' - TVS plus NEC algorithm.
DHS,Text Analytics Data Science Sentence Similarity Model,"Inadev Text Analytics Text Analytics Data Science Sentence Similarity Model The Text Analytics capability employs machine learning and data graphing techniques to identify patterns that may indicate potential fraud, national security, and/or public safety concerns by scanning the digitized narrative sections of the associated applications and looking for common language patterns. Text Analytics augments the tedious and time-consuming manual process to identify potential fraud, national security,",map_to_existing,USCIS Text Analytics,,high,'Inadev Text Analytics Text Analytics Data Science Sentence Similarity Model' - catalog 'USCIS Text Analytics'.
DHS,Trade Entity Risk Model,"ManTech Automated Targeting System (ATS) Trade Entity Risk Model The need to continuously assess and identify trade entity risk to help better assess cargo threats. The Trade Entity Risk model enhances existing predictive threat models by compiling a risk profile that includes historical transaction data, relationships with trading partners, and relevant compliance information. This aggregated data helps create measurable risk indicators for trade entities.",map_to_existing,ATS Trade Entity Risk Model,,high,'ManTech Automated Targeting System (ATS) Trade Entity Risk Model' - exact catalog entry.
DHS,Translation and Transcription for Investigative Data,"Booz Allen Repository for Analytics in a Virtualized Environment, Translation and Transcription for Investigative Data This use case intends to solve the problem of the time-consuming process of translating and transcribing data for investigative purposes. HSI investigators often encounter data from various sources, including legal and administrative processes, enforcement actions, and open-source materials, in languages other than English. To unlock the value of this data, it must be translated",map_to_existing,RAVEn Translation and Transcription Service,,high,"'Booz Allen Repository for Analytics in a Virtualized Environment, Translation and Transcription for Investigative Data' - catalog 'RAVEn Translation and Transcription Service'."
DHS,Traveler Identity Verification Services (Vetting),NEC Traveler Verification Service Traveler Identity Verification Services (Vetting) The use of the Traveler Verification Service (TVS) enables CBP to enhance the identification of possible threats by leveraging facial recognition technology to identify biometric matches to derogatory records that are not identified through existing biographic targeting and entity resolution mechanisms. CBP's Traveler Identity Verification Services (Vetting) utilizes facial recognition technology to enhance threa,map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC Traveler Verification Service Traveler Identity Verification Services (Vetting) ... leveraging facial recognition technology' - TVS plus NEC algorithm.
DHS,Traveler Self-Service Mobile Identity Verification,"NEC (algorithm only) Traveler Verification Service Traveler Self-Service Mobile Identity Verification The use of the Traveler Verification Service (TVS) in these use cases enables biometric identity verification and facilitates travel. The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verifi",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC (algorithm only) Traveler Verification Service' - TVS plus the NEC matching algorithm.
