queue_id,question_type,use_case_id,consolidated_use_case_id,current_tag,heuristic_proposed_tag,llm_proposed_tag,llm_confidence,llm_reasoning
681,architecture,9934,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
682,architecture,9883,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
683,architecture,9708,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
684,architecture,10012,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
685,architecture,10055,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
686,architecture,9779,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
687,architecture,9833,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
688,architecture,9980,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
689,architecture,10025,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
690,architecture,9798,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
691,architecture,9802,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
692,architecture,9995,,custom_trained,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
693,architecture,9877,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
694,architecture,10053,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
695,architecture,10057,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
696,architecture,10058,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
697,architecture,10049,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
698,architecture,9957,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
699,architecture,9673,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
700,architecture,9829,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
701,architecture,9841,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
702,architecture,10023,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
703,architecture,9704,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
704,architecture,9984,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
705,architecture,9815,,inference_only,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
706,architecture,9997,,custom_trained,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
707,architecture,9767,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
708,architecture,10079,,inference_only,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
709,architecture,10087,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
710,architecture,10084,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
711,architecture,10135,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
712,architecture,10136,,custom_trained,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
713,architecture,10122,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
714,architecture,10191,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
716,architecture,10199,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
717,architecture,10161,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
718,architecture,10237,,inference_only,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
719,architecture,10288,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
720,architecture,10241,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
721,architecture,10483,,custom_trained,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
722,architecture,10420,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
723,architecture,10400,,agentic_workflow,rag_pipeline,agentic_workflow,high,Explicit phrase 'tool use' in source text.
724,architecture,10464,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
725,architecture,10481,,fine_tuned,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
727,architecture,10475,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
729,architecture,10447,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
730,architecture,10407,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
732,architecture,10426,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
733,architecture,10584,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
734,architecture,10642,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
735,architecture,10701,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
736,architecture,10835,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
737,architecture,10725,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
738,architecture,10775,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
739,architecture,10857,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
740,architecture,10718,,unknown,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
741,architecture,10810,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
742,architecture,10760,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
743,architecture,10926,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
744,architecture,10700,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
745,architecture,10736,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
746,architecture,10820,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
747,architecture,10733,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
748,architecture,10656,,inference_only,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
749,architecture,10750,,inference_only,rag_pipeline,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
750,architecture,10717,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
752,architecture,10673,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
753,architecture,10737,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
754,architecture,10768,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
755,architecture,10833,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
756,architecture,10840,,unknown,agentic_workflow,unknown,low,No explicit RAG / agentic evidence in source text; preserve uncertainty.
