agency,use_case_name,verdict,confidence,reasoning
Treasury,FRB AI Code Translation POC,code_analysis_tool,high,Narrative explicitly describes AI-driven code translation converting legacy code to a modern framework -- the taxonomy's legacy-code translation/modernization example.
Treasury,Large Language Model (LLM) Chatbot for Proof of Concept,chat_assistant,high,Use-case name is 'LLM Chatbot for Proof of Concept'; narrative describes an LLM generating comments/docs alongside snippets with no IDE/pipeline coupling described.
Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,code_analysis_tool,medium,"All narrative fields are N/A/blank (retired row), but the self-describing name 'Legacy Applications Chatbot & Code Conversion' names a code-conversion/modernization function, which maps to code_analysis_tool per the audit amendment."
Treasury,Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development,code_analysis_tool,medium,Name and narrative describe explaining/suggesting improvements to existing Java methods and interpreting/simplifying test reports -- code understanding and refactoring rather than authoring.
Treasury,Software Code Generation,chat_assistant,medium,"No tool is named; narrative describes generating code snippets/templates/documentation from predefined requirements, matching the generic AI-code-generation pattern with implied prompting and no IDE coupling."
SSA,Coding Assistance,coding_agent,high,"Windsurf is the named tool_product_name; per decision rule 2 and the audit amendment, Windsurf is coding_agent by product class regardless of the generic productivity-benefits narrative."
SSA,Intelligent generation of modernized code.,code_analysis_tool,high,"AveriSource Platform is named; per the audit amendment this is code_analysis_tool by product class, and the narrative confirms COBOL analysis and legacy-code modernization/refactoring."
SSA,Mainframe code modernization assistant,code_analysis_tool,high,IBM watsonx Code Assistant (with Broadcom Code for Z) is named; per the audit amendment this maps to code_analysis_tool as a mainframe code-modernization/translation tool.
DOJ,AI-assisted Legacy Code Modernization,code_analysis_tool,high,Narrative explicitly describes AI-assisted code translation/refactoring that converts legacy code to modern languages while flagging logic gaps -- legacy-code modernization.
DOJ,Code Development,ide_autocomplete,high,"GitHub Copilot named; output is described as 'real-time code completions based on comments and existing code,' the canonical autocomplete behavior."
VA,Ansible Lightspeed,ide_autocomplete,medium,Ansible Lightspeed's most concrete described behavior is generating YAML code as a VS Code plugin while a developer writes it; no autonomous multi-step execution is described alongside its chatbot Q&A mode.
VA,VetsEZ Middleware Development,code_analysis_tool,medium,"Narrative's dominant described capabilities are explaining legacy code, refactoring for maintainability, and code-review suggestions (with human review of all outputs), which outweigh the smaller code-generation component and rule out autonomous agentic behavior."
State,CodeGen - AI-assisted IT Application Development,unclear,low,Generic 'CodeGen' title with no tool named and all narrative fields blank (retired row) -- neither name nor product maps to a specific bucket.
