agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
HHS,Natural Language Processing (NLP),nlp_specific,custom_trained,FDA,None of the above.,enterprise_wide,Developed in-house.,Acquisition and/or Development,bespoke_application,"This AI use case supports the triage and staff assignment process for the review of post-market Change Being Effected (CBE) supplement submissions, improving review efficiency and consistency while ensuring appropriate regulatory oversight.",0,1,1,0,1,0,continued,Analytics-Driven Supplement Evaluation (ASE),"Using a Convolutional Neural Network (NN) model, in combination with a rules-based approach, produces an output that helps staff triage CBE submission review","Exponential increase in post-approval chemistry, manufacturing, and controls (CMC) change submissions, with 80% being Changes Being Effected (CBE-30/0) notifications that may be suitable for systematic analytics-driven evaluation.",,,,,,,,,,,,,,,,,,,,,,,"This AI use case supports the triage and staff assignment process for the review of post-market Change Being Effected (CBE) supplement submissions.

The output of the AI component contributes to the triage and staff assignment process, and summarizes submitted information to support the decision of the reviewers of the CBE 30/0 supplemental submissions.",Other/CDEROne,"Using a Convolutional Neural Network (NN) model, in combination with a rules-based approach, produces an output that helps staff triage CBE submission review",Custom In-House AI,In-House,34888,134024,34888,Analytics-Driven Supplement Evaluation (ASE),mission_critical,In-house (CDER staff),"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'and summarizes submitted informa' → general_llm.,FDA,,,administrative
HHS,,,,FDA,None of the above.,,Developed with contracting resources.,Operation and Maintenance,,,,,,,,,retired_2024,,"Augment assessment of mortality (date of death, cause of death) by applying Natural Language Processing (NLP) on healthcare narrative text and administrative codes.",,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"Augment assessment of mortality in electronic health records to support investigations to develop probabilistic estimates for causes of death in the Sentinel system.

The extraction of mortality information improves studies in Sentinel using mortality as an endpoint by enhancing on the quality of mortality data.",,,,,,,34889,Augmenting death and cause of death ascertainment in observational data sources,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'death) by applying Natural Language' → nlp_specific.,FDA,,,mission_critical
HHS,,,,FDA,None of the above.,,Developed with contracting resources.,Acquisition and/or Development,,,,,,,,,retired_2024,,"The tool processes images of carton and container labeling to identify minimum requirements on a label, identify availability of objects on an image, color differentiation of strength, missing barcode and orientation, incorrect or missing strength statement, error prone abbreviation, look-alike labels and text prominence. This will assist the reviewer by  improving the efficiency of drug labeling reviews, including container labels, carton labeling, prescribing information, and Instructions for Use.",,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"CLAT uses computer programming, image processing, and AI to assist the human review of drug labeling, including container labels, carton labeling, prescribing information, and Instructions for Use. CLAT assists the human visual comparison of drug labeling against a library of FDA regulations, guidances, standards, and best practices. CLAT identifies potential labeling deviations for human evaluation. 

CLAT is used to improve efficiencies in the manual labeling review process to help the reviewer mitigate medication errors and standardize labeling across therapeutic drug classes and product types. CLAT also assists the reviewer to catch deviations between label versions so no unintended errors have been introduced.",,,,,,,34890,CLAT (Computerized Labeling Assessment Tool),,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,classical_ml,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,"Named product deployment: 'CLAT uses computer programming, image processing, and AI to assist the human' → classical_ml.",FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,custom_trained,FDA,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,bespoke_application,"Supports the use of Natural Language Processing (NLP) to extract information on five specific medical concepts from Electronic Health Record (EHR) data and make available in the Sentinel Common Data Model for future drug safety studies, enhancing FDA's surveillance capabilities.",0,1,1,0,0,0,renamed,FE5: Incorporate a range of frequently used engineering features from EHRs into the Sentinel common data model in the Sentinel EHR and claims linked Data Partner network,The AI component in this study leverages an Natural Language Processing (NLP) approach to extract data from unstructured clinical notes.,"This AI project is designed to solve the problem of extracting valuable clinical information trapped in unstructured free-text fields within electronic health records. It aims to create a systematic feature engineering approach that can convert narrative clinical notes and text data into structured, analyzable formats for pharmacoepidemiologic research and drug safety surveillance.",,,,,,,,,,,,,,,,,,,,,,,"This supports Electronic Health Record (EHR) signal detection by extracting information using Natural Language Processing (NLP) and expanding the tree based scan statistic (TBSS) methods for EHR-based signal detection.


Extracts data to facilitate the identification of signals for outcomes, improving the manual identification of signals for outcomes derived from electronic health records.",Sentinel,NLP for EHR unstructured data extraction,Microsoft Teams,Microsoft,34891,134053,34891,Empirical evaluation of EHR-based signal detection approaches,administrative,Contractor teams,"[""material_divergence""]",scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'g information using Natural Language' → nlp_specific.,FDA,,,mission_critical
HHS,Natural Language Processing (NLP),nlp_specific,custom_trained,FDA,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,bespoke_application,"Identifies proactive quality signals and their associated problem clusters in an objective manner for triage and human review, helping prioritize resources on the higher risk issues and more complex problems.",0,1,1,0,1,0,renamed,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",Identifies problem clusters for the flagged signals in an objective manner for triage/review.,Need for proactive detection of quality signals in post-market surveillance reports using statistical process control and topic modeling to identify potential drug quality hazards and mitigate the associated risks.,,,,,,,,,,,,,,,,,,,,,,,"Identifies problem clusters for the flagged signals in an objective manner for triage/review. 

Assist with objectively identifying problem clusters for the flagged signals, which then go through a dedicated triage & review process for further actions, and if needed, CMS (inspection) work activities can be opened.",CDEROne Analytics: FISMA-high environment,Identifies problem clusters for the flagged signals in an objective manner for triage/review.,Custom In-House AI,In-House,34892,134025,34892,FAR-based Facility Signal Detection Tool,administrative,In-house (CDER staff),"[""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,,In-house classical_ml system: 'Identifies problem clusters for the flagged signals in an objective manner for'.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,inference_only,FDA,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,bespoke_application,Assist with consistent monitoring and identification of product risks from MedWatch reporting patterns and report content to support review staff in detecting potential safety problems that could affect patients.,0,1,1,0,1,0,continued,MedWatch Dashboard,Identify product risk signals from MedWatch reports by using time series analysis to flag products and topic modeling to summarize the comments.,Need to proactively identify emerging issues and clusters within MedWatch reports using advanced analytics.,,,,,,,,,,,,,,,,,,,,,,,"Assist with consistent monitoring and identification of product risks from MedWatch reporting patterns and report content to support review staff.

Supports efficient, objective, risk-based product quality assessments from MedWatch reports for verification by review staff",CDEROne Analytics: FISMA-high environment,Identify product risk signals from MedWatch reports by using time series analysis to flag products and topic modeling to summarize the comments.,Custom In-House AI,In-House,34893,134026,34893,MedWatch Dashboard,administrative,In-house (CDER staff),"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'to summarize the comments. None' → general_llm.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,inference_only,FDA,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,bespoke_application,"Extracts unstructured text from documents and pools that with other available data to form a dashboard that enables consistent assessment of Center for Drug Evaluation and Research (CDER) regulated manufacturing facilities, supporting FDA's oversight of drug quality.",0,1,1,0,1,0,continued,Quality Surveillance Dashboard (QSD),Identifies and extracts keywords/phrases from unstructured documents and presents sentences containing keywords/phrases in context.,"Need for consistent, data-driven assessment of drug manufacturing facilities and proactive detection of potential quality signals that could indicate problems with drug safety or effectiveness.",,,,,,,,,,,,,,,,,,,,,,,"Extracts unstructured text from documents and pools that with other available data to form a dashboard that enables consistent assessment of CDER regulated manufacturing facilities

Assists in the efficient, objective, risk-based assessments of CDER regulated manufacturing facilities.",CDEROne Analytics: FISMA-high environment,Identifies and extracts keywords/phrases from unstructured documents and presents sentences containing keywords/phrases in context.,Custom In-House AI,In-House,34894,134027,34894,Quality Surveillance Dashboard (QSD),administrative,In-house (CDER staff),"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout; agency added generative AI between cycles,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,,In-house classical_ml system: 'Extracts unstructured text from documents and pools that with other available data'.,FDA,,,administrative
HHS,,,,FDA,None of the above.,,Developed with contracting resources.,Acquisition and/or Development,,,,,,,,,retired_2024,,"Natural language processing (NLP), a computational linguistics technology, will be used to read, interpret and organize health data that may be contained within unstructured data fields within EHRs. This activity intends to build a semi-automated system that uses advanced methods and tools, including NLP, to enable large-scale outcome identification, confounder feature extraction, and longitudinal contextualization of Electronic Health Record (EHR) data.",,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"Examine the usability of electronic medical records in conducting pharmacoepidemiology studies through a case study of montelukast use among patients with asthma and neuropsychiatric events

The project will involve an “end-to-end” implementation of a full pharmacoepidemiologic study using one or more product-outcome pairs to demonstrate how NLP and other advanced analytic methods or tools can be used to accurately identify study outcomes and covariates from unstructured Electronic Health Record (EHR) data.",,,,,,,34895,Scalable automated NLP-assisted chart abstraction and feature extraction tool,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'Record (EHR) data. Natural language' → nlp_specific.,FDA,,,administrative
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,"Objective of this use case was to assist in extracting Chemistry, Manufacturing, and Controls (CMC) changes reported within unstructured annual report industry submission documents to help build a complete repository for downstream analysis and more efficient regulatory review.",0,0,1,1,0,0,continued,Annual Report CMC,Support information extraction from unstructured documents,"FDA receives numerous annual reports from drug manufacturers containing important manufacturing and quality information, but key details can be difficult to locate quickly within lengthy documents.",,,,,,,,,,,,,,,,,,,,,,,"Objective of this use case was to extract CMC changes reported within unstructured annual report industry submission documents to build a complete repository for downstream analysis

The extracted data are presented in a dashboard (along with other data) for downstream human analysis.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34896,134028,34896,Annual Report CMC,administrative,Deloitte,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Objective of this use case was to extract CMC changes reported within' → classical_ml.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,"Extracts references to Drug Master Files (DMFs) from marketing application submissions including Abbreviated New Drug Applications (ANDA), New Drug Applications (NDA), and Biologics License Applications (BLA). These submission documents may be structured (356H form) or unstructured (electronic Common Technical Document modules 1-4). This pipeline parses content from these documents, extracts DMF references (e.g., ANDA123456 references DMF123456), and exposes the data in a structured format for analysis.",0,0,1,0,0,0,renamed,"Renamed: Application References
Previously: Application-DMF Reference",Support information extraction from unstructured documents,"FDA receives extensive drug application submissions that contain valuable references to related applications, but these relationships aren't always captured in existing regulatory databases.",,,,,,,,,,,,,,,,,,,,,,,"Extracts references to DMFs from marketing application (ANDA/NDA/BLA) submissions. These submission documents may be structured (356H form) or unstructured (eCTD module 1-4). This pipeline parses content from these documents, extracts DMF references (e.g., ANDA123456 references DMF123456), and exposes the data in a structured format for analysis. 

The extracted data are presented in a dashboard, along with additional data, for downstream human analysis. The purpose of this use case is to build a comprehensive inventory of all application to DMF references to support OPQ in reviewing applications since many application to DMF references were previously missing from structured sources.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34897,134029,34897,Application-DMF Reference,mission_critical,Deloitte,"[""material_divergence""]",scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Extracts references to DMFs from marketing application (ANDA/NDA/BLA) submissions' → classical_ml.,FDA,,,administrative
HHS,,,,FDA,None of the above.,,Developed with contracting resources.,Implementation and Assessment,,,,,,,,,retired_2024,,Uses Natural Language Processing (NLP) to extract out clinical features from free text narratives in a case safety report and uses them in the identification of duplicative case safety reports in the FAERS database.,,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"The deduplication algorithm is applied to all historical and incoming case report submissions to the FDA Adverse Event Reporting System (FAERS) to identify duplicate individual case safety reports (ICSRs). Unstructured data that is in free text FAERS narratives is processed through a natural language processing system to extract relevant clinical features. Both structured and unstructured data are then used in a probabilistic record linkage approach to identify duplicates. Application of the deduplication algorithm is optimized for processing entire FAERS database to support the data mining analytics process. 

Enhance the efficiency of removing duplicate FAERS reports to support data mining.",,,,,,,34898,Artificial Intelligence-based Deduplication Algorithm for Classification of Duplicate Reports in the FDA Adverse Event Reports (FAERS),,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'processed through a natural language' → nlp_specific.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,"Extracts facility references from Type II (Drug Substance) DMF manufacturing submissions (i.e., DMF123456 discloses that it uses Facility X for manufacturing and Facility Y for stability testing). These DMF submissions may include structured documents (3938 form) or unstructured documents (electronic Common Technical Document module 3), enabling more comprehensive oversight of the drug supply chain.",0,0,1,0,0,0,renamed,"Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities",Support information extraction from unstructured documents,"FDA receives Drug Master File (DMF) submissions containing valuable information about manufacturing facilities, but this data exists in various document formats that require manual review to compile comprehensive facility information.",,,,,,,,,,,,,,,,,,,,,,,"Extracts facility references from Type II (Drug Substance) DMF manufacturing submissions (i.e., DMF123456 discloses that it uses Facility X for manufacturing and Facility Y for stability testing). These DMF submissions may include structured documents (3938 form) or unstructured documents (eCTD module 3). This pipeline parses content from these documents, extracts facility references and supply chain roles (i.e., FEI 6789 – manufacturing facility), and exposes the data in a structured format for analysis. This allows OPQ to identify discrepancies between facilities reported on marketing applications and those disclosed by DMFs referenced by those applications. 

The extracted data are presented in a dashboard, along with additional data, for downstream human analysis. The ultimate purpose of this use case is to build a comprehensive inventory of facilities reported within DMF submissions as well as the applications that reference those DMFs.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34900,134030,34900,DMF (Drug Master File) Facilites,mission_critical,Deloitte,"[""material_divergence""]",scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Extracts facility references from Type II (Drug Substance) DMF manufacturing submissions' → classical_ml.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,inference_only,FDA,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,bespoke_application,Information Visualization Platform (InfoVIP) supports post-market surveillance using AI to assist with review and analysis of adverse event reports with advanced visualizations including temporal data and algorithms for detection of duplicate FAERS adverse event reports and classification of reports by level information quality.,0,1,1,0,0,0,renamed,"Renamed: Information Visualization Platform (InfoViP) to Support Analysis of FAERS safety reports
Previously: Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports",Performs Natural Language Processing (NLP) and applying Machine Learning (ML) algorithm to extract data from unstructured case narratives and combine with structured data to support analysis and review of adverse event reports.,"The AI is intended to support the analysis of FAERS Individual Case Study Reports in post-market safety surveillance by automating duplicate detection, creating temporal visualizations, and classifying reports by information quality.",,,,,,,,,,,,,,,,,,,,,,,"Information Visualization Platform (InfoVIP) supports post-market surveillance using AI to assist prioritization and analysis of adverse event reports by extracting data from unstructured case narratives and combining it with structured data to support analysis and review of adverse event reports. The tool assists with   case series analyses, creating data visualization, and classifying adverse event reports by information quality.

Improve the efficiency in preparing and analyzing data during the review and evaluation of adverse event reports.",FAERS,Performs Natural Language Processing (NLP) and applying Machine Learning (ML) algorithm to extract data from unstructured case narratives and combine with structured data to support analysis and review of adverse event reports.,Microsoft Teams,Microsoft,34902,134031,34902,Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports,administrative,Contractor teams,"[""material_divergence""]",scope bureau→enterprise_wide (≥2 tiers),wave2a-renamed-split,nlp_specific,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 't reports. Performs Natural Language' → nlp_specific.,FDA,,,administrative
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed in-house.,Acquisition and/or Development,custom_system,Build capacity for and assess the application of a LLM to VAERS (Vaccine Adverse Events Reporting System) to provide reviewers adhoc VAERS queries and efficiently generate customized query outputs. Efficiently generate customized query outputs of VAERS queries for reviewers.,0,0,1,1,1,0,continued,LLM-Assisted VAERS Analyses,To provide reviewers adhoc VAERS queries.,"Extraction of relevant information, tabulation of data, find patterns across adverse events reports, and generate hypotheses for further investigations.",,,,,,,,,,,,,,,,,,,,,,,"Build capacity for and assess the application of a LLM to VAERS (Vaccine Adverse Events Reporting System) to provide reviewers adhoc VAERS queries and efficiently generate customized query outputs

Efficiently generate customized query outputs of VAERS queries for reviewers.",,To provide reviewers adhoc VAERS queries.,,,34903,134032,34903,LLM-Assisted VAERS Analyses,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,high,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'LLM-Assisted VAERS Anal' → general_llm.,FDA,,,mission_critical
HHS,,,,FDA,None of the above.,,Developed with contracting resources.,Operation and Maintenance,,,,,,,,,retired_2024,,Generate potential safety signals to investigate further using statistical based algorithms,,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"Post-market adverse event reporting

Using a computer algorithm assists FDA in finding ""needle in the haystack"" events that are difficult to uncover with manual review of reports",,,,,,,34904,Pharmacovigilance machine learning to detect excess safety signal,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,classical_ml,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'Pharmacovigilance machine learning to detect' → classical_ml.,FDA,,,mission_critical
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,Objective of this use case was to assist in identifying and extracting all drug manufacturing facilities reported within unstructured module 3 submissions from marketing applications to build a comprehensive inventory of drug facilities for better regulatory oversight.,0,0,1,1,0,0,renamed,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",Support information extraction from unstructured documents,"FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details.",general_llm,,,bureau,bespoke_application,,,0,,,1,0,,,,,,,,,,,"Objective of this use case was to identify and extract all drug manufacturing facilities reported within unstructured module 3 submissions from marketing applications to build an comprehensive inventory of drug facilities

The extracted data are presented in a dashboard, along with additional data, for downstream human analysis.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34905,134033,34905,Module 3 Facilties,mission_critical,Deloitte,"[""material_divergence"", ""tagging_error_2024""]",ai_sophistication LLM-class shift classical_ml→general_llm; scope bureau→enterprise_wide (≥2 tiers); 2024 tagged classical_ml; narrative + 2025 indicate LLM-class,wave2a-renamed-split,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Objective of this use case was to identify and extract all drug' → classical_ml.,FDA,,,administrative
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,Objective of this use case is to extract data from unstructured sources to assist in building an inventory of drug packaging materials and their suppliers to support staff in conducting drug supply chain analysis for better regulatory oversight.,0,0,1,1,0,0,continued,Packaging Materials and Suppliers,Support information extraction from unstructured documents,"FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents.",,,,,,,,,,,,,,,,,,,,,,,"Objective of this use case aims is to extract data from unstructured sources to build an inventory of drug packaging materials and their suppliers to support staff on conducting drug supply chain analysis

The extracted data are presented in a dashboard for downstream analysis.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34907,134034,34907,Packaging Materials and Suppliers,mission_critical,Deloitte,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Objective of this use case aims is to extract data from unstructured' → classical_ml.,FDA,,,administrative
HHS,Natural Language Processing (NLP),nlp_specific,unknown,FDA,None of the above.,enterprise_wide,Developed in-house.,Implementation and Assessment,custom_system,"To enhance the automatic process of dockets, we have created an AI/ML tool in CBER/HIVE that automatically download dockets and process them to accelerate the review of docket comments, significantly improving the efficiency and accuracy of our regulatory processes. Efficiently generate customized query outputs of VAERS queries for reviewers.",0,0,1,0,0,0,continued,Process Large Amount of Submitted Docket Comments,To provide reviewers adhoc VAERS queries.,"Deduplication of public comments, and generating draft sentiment analysis and grouping of comments",,,,,,,,,,,,,,,,,,,,,,,"To enhance the automatic process of dockets, we have created an AI/ML tool in CBER/HIVE that automatically download dockets and process them to accelerate the review of docket comments, significantly improving the efficiency and accuracy of our regulatory processes

Efficiently generate customized query outputs of VAERS queries for reviewers.",CBER HIVE,To provide reviewers adhoc VAERS queries.,,,34908,134035,34908,Process Large Amount of Submitted Docket Comments,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,,"In-house classical_ml system: 'To enhance the automatic process of dockets, we have created an AI/ML'.",FDA,,,administrative
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Implementation and Assessment,bespoke_application,Assist in identifying industry unstructured submissions containing Real World Data/Evidence (RWD/E) by analyzing parsed content for likely indicators to support congressional reporting and regulatory decision-making.,0,0,1,1,0,0,continued,Real World Data/Evidence,Supports extracting text from unstructured documents and tagging for documents containing Real World Evidence and Real World Data,"FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act).",,,,,,,,,,,,,,,,,,,,,,,"Identify industry unstructured submissions containing Real World Data/Evidence (RWD/E) by analyzing parsed content for likely indicators of Real World Data/Evidence RWD/E to support congressional reporting.

The extracted data are presented in a dashboard for downstream human analysis.",CDEROne Analytics: FISMA-high environment,Supports extracting text from unstructured documents and tagging for documents containing Real World Evidence and Real World Data,,,34909,134036,34909,Real World Data/Evidence,mission_critical,Deloitte,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Identify industry unstructured submissions containing Real World Data/Evidence (RWD/E) by' → classical_ml.,FDA,,,administrative
HHS,Generative AI,general_llm,unknown,FDA,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,Assists in extracting Regulatory Starting Materials (RSMs) and their suppliers from unstructured module 3 industry submissions to help create an inventory that will illuminate the upstream supply chain and help FDA identify potential supply chain vulnerabilities.,0,0,1,1,0,0,continued,Regulatory Starting Material,Support information extraction from unstructured documents,"FDA needs comprehensive visibility into the upstream supply chain for drug manufacturing, particularly tracking regulatory starting materials and their suppliers across approved and pending drug applications to better understand potential supply chain vulnerabilities.",,,,,,,,,,,,,,,,,,,,,,,"Extract RSMs and their suppliers from unstructured module 3 industry submissions to create an inventory that will illuminate the upstream supply chain.

The extracted data are presented in a dashboard for downstream analysis.",CDEROne Analytics: FISMA-high environment,Support information extraction from unstructured documents,,,34910,134037,34910,Regulatory Starting Material,mission_critical,Deloitte,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,bespoke_application,,,,,0,,0,,,,,,In-house wrapper/RAG over foundation model: 'Extract RSMs and their suppliers from unstructured module 3 industry submissions to' → classical_ml.,FDA,,,administrative
